Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
HKK26_RS00005,0.02097969798676522,-0.010962784068644307,-0.009344478192277525,-0.013191302553093164,0.00010879930077341246,0.03648462817301487,-0.005577299171478873,0.028493012516807095,0.0025656964787814252,0.006704830600253905,0.004204790470161358,-0.0027420192515721885,-0.0007855944980156297,0.04015404380884305,-0.008973010041282403,0.02421868812640228,0.027088321414849417,-0.00014740543103420302,-0.059560524779246934,-0.046213725601027995,-0.008722070706986574,0.005811866383702548,0.009065718670281275,0.010437161257323621,0.0024043397044576378,-0.006670840315333147,0.035148992941430354,0.006449863759583756,-0.003444860616282532,-0.0034346772191706605,-0.007436642805619054,-0.02116349428662848,0.030463083286298768,0.0005287694685043496,-0.0006600402525409665,0.04035420737721821,0.03593066455480818,-0.007172950254448933,-0.014577087437647757,-0.03723780906716468,0.01321542235435929,0.0874525033968907,0.004810253511273811,-0.03151250444607517,0.03661326310148774,-0.02497974295845241,-0.00985588772816543,0.005266607567186316,0.01113576192744144,0.01965629237,-0.025024389959158833,0.010847809185568765,-0.02465416105573316,0.00421211830404422,-0.007909690952990519,0.05632251261556755,-0.010503537931009376
HKK26_RS00010,-0.029332116540864223,-0.0020446232248471728,0.010112166391288303,-0.030575033738294902,-0.02041562343474628,0.01122645232076217,0.07517697696445719,0.0004533722797665708,0.01963524099267466,0.023034186143030006,-0.016324072135969134,0.004600821234802222,0.009472186352819293,0.012937918917716187,-0.015624863561089962,-0.01651434699273493,-0.0005967996310368995,0.004514969363787178,-0.024844639579669238,-0.009388008075187682,-0.011336602684862904,-0.03523903283771156,-0.0046739812031013775,-0.015464483096472852,-0.010233340236431297,0.0027257665575199943,-0.004127929917241277,-0.00908301243611907,0.017230072645263432,-0.012653658187231862,-0.014350035060674716,0.022846555756392276,-0.006151743431887097,0.010130694056132395,-0.02259652702563054,-0.0033372461165590574,0.013352589978843254,0.16057062067371836,-0.005311642231036976,0.005821788826386755,0.010272201214794701,0.0018364690285447003,0.0053844781809171925,-0.03060167817863885,-0.02011805489890981,0.023627393709978482,-0.005788104649363937,-0.0026817812401621864,-0.0035661009281408506,0.01317298629489513,-0.021738577097223818,-0.023258325425255015,-0.0010839082375009303,0.0118590706532884,-0.0005560474738254269,-0.0030370867111149825,0.0066182017797640135
HKK26_RS00015,-0.004218925649101895,-0.0022555443528727895,-0.009948607420081966,-0.018592424353294893,-0.01478285980998281,-0.013688089575366597,0.010625269539075721,0.0012506602360543662,-0.010668810954463863,-0.004544257913445005,0.0041263021427702115,-0.01446399081792192,0.01217292070637154,0.0008980871575051155,0.007518579566121336,0.06323374764680759,0.007236169582814461,0.008100764153973766,-0.0018970175560547376,0.00038891278908412806,0.010315458589605381,-0.03477408663428375,-0.015901760338411005,-0.03145740044168723,0.012310096603784022,0.011425723792283042,0.02411984663972547,-0.05841579398039511,0.01979562143737623,-0.00996235311153017,-0.0054702813468841364,-0.013864665435666152,-0.000950913627600086,0.0078049850789023234,-0.01909027143122955,0.011700991780755957,0.017668270957418235,-0.0002916965190346511,-0.027700838915930438,-0.012589989901314111,0.020517123615670728,-0.0014971887612933476,0.0092967857076287,-0.009912354975135186,-0.01768149462287858,-0.007512689627815861,0.006382994890494689,0.009080486805825159,0.00745745090092367,0.0033815949839023384,0.002018885237531827,-0.03786458328654126,0.004812837392237842,-0.02020029343476486,-0.0165502987064136,-0.021912632755333977,-0.010167264274358918
HKK26_RS00020,0.011975895709578506,-0.020095818611645458,-0.018611018950799644,-0.004139726829393095,-0.0204582663776781,0.026152138452113848,-0.004837019737498398,-0.030333733130910763,-0.02074081468294636,0.010983815650147846,0.000856855619126566,-0.02972334822891422,-0.023027967037362373,-0.012949353383871305,0.00619249492981415,-0.030150073376303852,0.0005116364695765203,0.025988541429521242,0.0006680976511473953,-0.008111096483428872,0.01928782691940692,-0.006426856350573131,0.0074200445152709385,-0.026379310698754762,0.0050140057501447295,0.005082485157416693,0.02935773809055914,-0.05401491539531654,0.02271736652012756,-0.00013692364359788877,0.00944366691093279,-0.01989555751642096,0.010685230589783644,-0.004186407894329674,-0.003199349246581388,0.06850423636842168,0.007210367827105514,0.024424488410258873,-0.005573650044786809,-0.00892947855654505,-0.010417777360773702,0.005235820271592397,0.00038026491364627355,-0.015126701465517199,-0.016426757481684203,-0.022775205041973546,-0.0016300085468508314,-0.0030088493140004564,-0.0060796409436206355,-0.007047830960125127,-0.021186528208541916,-0.0010154656387110932,0.03838311720659619,0.0029930205902156705,-0.005195953719296367,0.008424904445785001,-0.01982247234509466
HKK26_RS00025,-0.003205781346569373,0.03982052713862955,0.015377550277536324,-0.03696159053708079,-0.043888775080326535,0.017274375026849004,0.07835295266401009,-0.008096793542471203,-0.005818744681548861,0.03037989921039638,-0.03425236805150255,0.04307276332216174,-0.046684090094230836,-0.013901420070802173,-0.006797354291088442,0.005406645205003652,0.022640569241764674,0.003807583991639968,-0.008637899478294117,0.02166552765906779,-0.002678168960685677,0.04561970234645227,-0.0039420597951894945,0.009766463998616687,-0.030500057280957737,-0.016996048083845423,-0.010870436971537962,0.012062314182203882,0.003609033654630494,0.001210204025873742,-0.02387131027345724,0.003381720517295747,-0.01869421185055432,0.06100641595689628,0.02266441503032072,0.06669362831583835,-0.0007092113794168406,0.0036552173212917607,-0.003341725872373148,-0.014371142716406077,-0.04538192097223529,0.018002047336568416,-0.02099378489724811,-0.025031452931727885,-0.028662332288366052,0.0047918531540122435,-0.04991535792855403,-0.002728152056832043,0.0016168526268181566,-0.0003163057461811866,-0.0021141918725071625,0.024336702293402703,-0.004463564004949404,-0.012088275901022797,-0.0006857360092609728,-0.08421385266316676,0.014898435794257514
HKK26_RS00030,-0.002596955417379005,-0.000293725045228188,0.019150816575869107,0.018468608155954497,-0.0008622121384547121,0.019271767631010902,0.0010712919926585478,0.03616149345111973,-0.01344806751632399,-0.01290408730952256,-0.01421947083867619,-0.003916647857502482,-0.006036469037389764,0.003942246625268462,0.008294727034983625,-0.01492114152298105,0.04814069964931958,-0.0005873545582901796,-0.022600877764779946,-0.0012733933796279825,0.011922313241344056,0.003108383044854031,0.005128010792536633,0.014058289377020732,-0.030762867537494357,-0.011341518074295363,0.0026179574620158264,-0.04405699240587059,0.011735406193708395,-0.017292012567531066,0.016890075167193798,0.018554026526913892,-0.027019807434335377,0.011473050598499492,0.02063967958006542,0.00833614710506491,-0.01671443558986992,-0.019916639581649097,-0.020968927593253094,0.014522730486513862,0.00936227420353123,-0.009511712318288868,-0.02675910667105697,0.008801842214373017,-0.008201820723254025,0.012279782513990572,-0.00028219361717393704,-0.0017149898719733862,0.01458135167535174,-0.02859579421531332,-0.005616168148123804,0.0026702442541159466,0.0015621886696839961,-0.011378203361454833,0.010979474419640972,-0.007566750231689599,-0.024624593467867092
HKK26_RS00035,-0.009215894136526622,0.03001044634608028,-0.007486181871713318,0.0012351502706965016,0.02590859795005113,0.00943266315487703,0.015860887781404875,0.008679106770484356,-0.005967446595269856,-0.03011838902375055,0.002268758933063699,-0.017788412537264365,-0.012096205719132704,0.010666535045643346,0.020128773079787374,0.006740644305735526,-0.0227406753983069,-0.0024244683695485362,-0.00017744933776103384,-0.01624581564561351,0.01818836926591102,-0.03870552902325522,-0.027598131767781194,-0.018414387474410782,0.018097181904455514,0.0034513858551089923,0.006982853950338433,-0.0192306310566234,0.028880173378930847,-0.027700568539538978,0.0011488604983627302,0.029135857976955983,-0.009298128447393661,-0.016121708833629626,0.02290813298800976,-0.0012375106169039089,0.0003869195766743706,0.01406474670129888,-0.020634726990724196,0.014265032670461412,0.006264725708214229,0.10390976803161109,0.02024355023768974,0.03395418659341592,0.013297361076222402,-0.02122114998647708,-0.014336812726643982,-5.449694452328843e-05,0.02198766685535655,0.0035511998201871596,0.002071956066763268,0.005738156919417534,0.0034218118699714476,0.0033653646554747904,0.011293756982016808,-0.004004882865501685,0.04141677690051123
HKK26_RS00040,0.024082392366723434,-0.03130089418804134,0.019986575138918085,-0.022255325430745196,0.0022175277501447145,-0.03650360931360666,0.022806598767960602,0.006191966366881254,-0.004499741088395878,0.012369626711316405,0.02056655926212543,0.003505242151131075,0.030938246183743422,0.01721783518990795,-0.007233979575592213,-0.005349779776041751,0.031035967547063965,0.004267610562095346,-0.007571141044859818,0.0011987579908027163,-0.01238343465592496,0.012485715580358254,-0.023032095508541194,0.005987900296637448,-0.0035767333193121383,0.011401949468067331,-0.013816857645061959,0.002091405192887689,0.026068404339318663,-0.006089547943872092,-0.005489392913635724,-0.011746739033808922,0.018301972074099435,-0.007698317981932739,-0.003947049813043341,-0.006946638934071941,0.023104460995853747,-0.007431023690330194,-0.0030200529341509238,0.00045566622384169846,-0.007920478058895793,-0.0054587031423646995,-0.04936564336957433,0.00235137397640689,0.0006311211606200014,-0.012036899172211441,-0.051037859181771665,0.0008650923786970583,0.008614871250984903,0.007994241590376983,-0.00606999749502787,-0.026968142028109907,0.02608350534361111,-0.017417436718985994,0.0010499272747463563,0.00023854768130651276,-0.025523125169359326
HKK26_RS00045,0.010394085408937933,0.602925405739604,0.00024278502183380842,-0.04263958158632457,0.05939606361903186,-0.022577916862810073,-0.010200647349908127,0.0021029023767284195,-0.0006058358192364323,-0.029253472676494766,-0.0030311014008052163,0.02152060256326222,-0.0013680512621541852,0.01771546982518204,-0.009264417343301303,-0.0019191928295669552,-0.008484603471380798,-0.0031150700808629038,-0.007258649077141602,-0.016007178498090944,0.0004771192859729686,-0.00817018725645419,-0.006504331999057669,0.00813145475172948,-0.008831003231686958,-0.015565828879870576,-0.031005133040852558,0.012739938159529668,0.014880053071218218,0.008865008149662346,0.0025592454178315145,-0.01699671673710064,-0.014036739678038526,0.022319634876431595,-0.0013187120958124043,0.0044139341088841435,0.031147826140777147,0.006579731430115814,0.003877354821421486,-0.0016695020741975739,0.017755149562764697,0.03316913743954481,-0.01275898308992253,-0.03559685886321794,-0.005746840348232396,-0.013769856611132406,0.02581037040272917,-0.0157118246671278,0.007024455759920214,0.02072593525165837,-0.006758275223707292,-0.028943053093228286,-0.0009252665138341152,0.014011424008263499,0.005167835701705075,0.002631287786156817,0.011941041100332209
HKK26_RS00050,-0.026721981536522135,0.019357023107104913,-0.02262839480566266,-0.014317423966810714,-0.009209409857622896,-0.009492949024552976,-0.0076412755339641215,-0.015328743573678057,-0.01996704553525437,-0.013175068381243667,0.009990082372402108,-0.04844744462067775,0.0020662654459168875,0.020357353105897452,0.03446229852155253,0.021348128391246064,0.009802433064519002,0.0028401358217253706,-0.02992930759661916,0.02204407383420262,0.0365078180829166,-0.00813259394619822,-0.021729738891627454,-0.035109742098703205,-0.028259752707143607,0.006523135635191932,-0.0018495951410298953,-0.025468170555247187,0.02096897927857978,0.006957337045861418,-0.037216445272038594,-0.022793994129062613,0.01324227404362854,0.016345763053576132,0.009793237140731652,0.014364000255002432,0.006082684226829222,0.0026364259427196124,0.01359729371216498,0.009551498172923561,-0.0033753842129646654,-0.004395407793033733,0.012894657259576397,0.028739441590723433,0.0035970530462596357,0.0009369139050027737,0.018027253611218957,0.0122297199375287,0.012416444628836372,0.024203522980974345,0.001342264735166929,0.033304530931187376,0.023396457809461816,-0.015627291786613057,0.00033053823437002416,-0.0035527257673514407,-0.007178611861137492
