Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
HTX97_RS00010,-0.0069965216353731815,0.0031225600822073233,-0.019523556783605064,0.03628668995462707,0.026324752632368623,0.005561569162503396,-0.03919952226895421,0.011009492035647252,-0.004494993290276539,-0.0011698199526269798,0.01644027183717192,-0.0300264875395451,-0.0016773418596939319,-0.021410267015794907,-0.02295989615002415,-0.013873740568299231,0.014890592072053059,-0.015547945990168358,-0.01313747659093767,-0.018162747171440268,0.02178510521738681,0.006898101873168521,0.009185363432548952,0.023751970212111652,0.04437049805930824,-0.002822055022653475,-0.04976043329602244,0.0023277865194692095,-0.00559692012678662,0.03191024644368464,0.007354922601137664,-0.031363937036909185,-0.010928456387547884,0.027967714787500913,-0.05181344487471844,0.014795185038235447,-0.027048284614294586,0.02290500553315881,0.0842746756463118,-0.04301578547004191
HTX97_RS00015,0.010891843674036948,0.01714707998400439,0.010751521057060535,0.0111282196699751,0.0010343114331914682,0.010600772316566042,-0.02317819467659967,0.013475321518973777,0.003870361836684323,-0.004830050842449368,-0.019820563502216434,0.005747009267286188,-0.042714077602359304,0.01458582816249676,0.010490603197522288,0.0004965107000960647,-0.010739110650580953,-0.017760665427139204,0.021143568470394093,-0.01322280642070658,-0.0001234687478417307,-0.020037171391686367,-0.024674435951107205,-0.007278115016872136,0.014038887094818717,0.028881729674887918,0.0022633105722225837,-0.011535892669391286,-0.02775193777044077,-0.005482553861170928,0.0022371329179880026,0.009207549476044248,-0.0003437814251857764,0.009559298646185314,-0.012986293441137381,0.008582225553153489,-0.022388545038244702,-0.008386013025015314,-0.011945999905990093,0.03974240278306293
HTX97_RS00020,0.022464530659856957,0.002965960252443268,0.006006117994831432,0.03976810443347144,0.013755791526998386,0.027963281122145432,-0.0150031358119798,-0.0017116347575561808,0.02800806616014202,-0.00488516338482749,-0.018332998392378543,-0.013865748916631969,-0.015962202606903647,0.035169060033714596,0.014779574663537768,0.0025710291460008124,-0.014953904978938844,-0.0005292102370588593,-0.01594665105566391,-0.01729904518773548,0.038921744338656916,-0.03088262859641717,-0.007139590809002395,0.016135142984055103,0.03181601959083201,-0.010239801019243796,-0.012784784098808092,-0.028889093664431695,0.005919209714646965,0.022385437321810336,0.0029429187307351045,0.006568117315694058,-0.014873545656129783,0.017089917199081494,-0.003894283634192154,0.015862712303048542,-0.007241783363179218,0.019355213393839082,-0.019360378628068484,0.028828060233972445
HTX97_RS00025,0.04722903112041809,0.012776703175377442,0.02272593641462952,0.002029458911510621,0.024200857874641976,0.0010841871443220544,-0.031062972427510903,0.002874115767155452,0.02652719593816162,0.002653917109775769,0.011309651532289158,-0.020764847330780895,0.06828973733548602,-0.0028946134106541477,0.012745911451897574,0.009756975842487253,0.01782919605742873,-0.014347326104125797,0.03405816879558797,0.0038291244036350093,-0.01632402681066686,-0.0019156777858864292,0.00831633939108287,0.0022357110228941874,0.01602863807154223,0.019886151633133613,-0.012747076009674854,-0.05605131200179862,-0.029564027989524257,-0.0039285228920329165,0.011896123238310125,-0.0038445287657868678,0.015057527040373761,0.00865519383084274,-0.03118207962777692,0.055041420960717825,0.006755529719103752,0.03604924520204134,-0.0035007729139566865,0.009748152103747257
HTX97_RS00030,0.009387742859787851,-0.009249683178868814,-0.006857918212839922,0.0019087673362969365,-0.002248967451933387,0.0034745009001875137,-0.015624825436183636,0.005536956312680148,0.01187370581126615,0.006477900391054305,0.02203938995282143,-0.025150635319282938,0.008073418329281606,0.00608777522924345,0.016237605357458718,0.007056707905000323,0.005911289938366514,-0.009827435816725785,0.0011839752683144714,-0.021504813887595186,0.011436895635406846,0.00043374689786413866,-0.011748857088410147,0.005905317426810425,0.00250114353091832,0.016115253892978722,-0.02151714113662473,-0.025745549255400596,-0.01657185781922571,0.015497886893280204,-0.011372435507991756,0.005751947521630929,-0.011722005270743328,0.01690519350808804,0.01796782947995446,-0.0013010923079391327,0.001311486453256609,0.035906561215587544,-0.007273540611779808,0.03488803353182741
HTX97_RS00035,0.010038489086544318,0.0017493737381071698,-0.0008688056447520922,0.005468580921953276,-0.013008633105766115,-0.0011651949033197248,-0.007474129167056477,-0.0031933072858858534,-0.015198328131948317,0.0006666845234879396,0.003092486336387445,0.028493744729364806,-0.0223974316372416,-0.0006147312496924096,0.004370749063859319,0.015395543178647416,-0.010717847126127415,-0.03977050928849345,0.01915857956459938,-0.007453410225731526,-0.009489646167282081,-0.005171144625184587,0.047145687336617906,-0.011305203849142525,-0.06636523155196729,0.0034069253429489777,0.032055159583873276,-0.0011308388909911991,-0.016138250103428002,-0.008924527662502396,0.013134114341703702,-0.025174766897932924,-0.0036972519148617006,-0.010191564096856207,-0.046178906371051535,-0.0014704551252330853,0.024539776528978898,0.009441798252983,-0.009045306018416358,-0.06809075216736026
HTX97_RS00040,0.002066125132334396,-0.0006735888341507591,0.007329242726219179,-0.005690217295642263,0.021859175452536097,0.025760610571672334,-0.012312223683165322,0.03722529915351852,0.05735769339690353,0.02399025260312653,0.023324470327591423,0.00046246613403806523,0.005068312610519932,-0.027723420706701196,-0.009360000137143594,0.002118545963957188,-0.013879059994571253,-0.020713697486257936,-0.010744669961675099,-0.00025962515258966,-0.0035169965961966924,0.010075964474501455,-0.016972815307806307,0.029790928578513384,-0.017660158629601547,-0.005489922245350378,-0.04153405700227704,0.003074708347054291,-0.0036847629295450237,-0.00587767780750786,0.020834670760330774,0.01745013188303516,0.02427394277824654,0.02610070628044199,0.012718783118422412,0.04604220803825836,0.052654008091259814,0.001284446544699527,0.032050492467190855,0.0026228070256432093
HTX97_RS00005,-0.017650732201421854,0.0064369880073865135,0.008911830704454763,0.014570362867234666,0.0169525953518987,0.010572613559885253,-0.0313368996717257,0.01815068144149164,0.019417079807748757,0.01591069095986572,0.03268500027686685,-0.00968881348950813,0.01902904380878437,-0.003174315696032772,-0.011642554792571792,-0.025354121615908796,-0.0027394714546480955,-0.010025209392586738,0.007757011907012763,-0.015736698894982498,-0.0010588061773926928,0.03159781170579804,-0.001233265656185993,0.014501814369810162,0.021704841222015978,-0.004077422520001422,-0.02942122460775465,-0.002917732632441517,0.015325753590318309,0.024661523892190673,0.016712860491252323,-0.018825166602070537,0.00021463071280719524,-0.00526212698638031,0.04835075554619149,0.01974247580274054,-0.001093613217746728,-0.026218760972198538,-0.042841387151070956,0.0057095956034470185
Synpcc7942_0001,-0.007045819085407058,0.005799570063101421,0.004410253472301083,-0.017925188627196394,-0.014914036312213655,-0.0003511665074817812,0.002679534692387234,-0.0007862429751073586,0.004451226060786795,-0.008583029075586335,-0.00583372006325292,-0.0012767465561009262,0.0025487162270269904,0.00565469685589032,-0.004799352917007813,0.0027322267377073617,0.0019687067690661976,-0.002383810338776282,-0.005178488524126684,-0.002198451555462884,-0.003335857921229685,-0.009939579497156088,-0.006290251582454004,-0.0017089032551256178,-0.006863751163587024,0.006736540089398317,-0.00222598347883623,-0.0021255230630231013,0.0012164372818572373,0.006717758135763208,-0.0037125362479108414,0.0010461053660129121,0.008470012915507903,0.007736552098029837,0.004056815661085608,-0.0006124127168413958,-0.007824903528100067,0.009004408081871753,0.009220675616240978,-0.0040179518851613475
Synpcc7942_0002,0.002421204025788879,0.0029754472592639935,0.020869476746302584,-0.01430899108665527,-0.01967643628815089,-0.006288559381394095,0.007140335891147662,-0.007819223067969847,0.004168130690985595,-0.00419766934754571,-0.00757671841050518,-0.0045445778407724215,0.0024338493101584515,-0.005814336841625783,-0.006365800396038658,-0.006031671964623719,0.006568266850865947,-0.008029781341508077,-0.007328298714315221,-0.0027252875545773227,-0.011172457629089241,-0.002578599927716363,-0.006800849732241648,-0.004344162989175826,0.00846689773541851,-0.012455062752187426,-0.0028012539170504296,-0.002180742453014298,0.0003021774601394052,-0.008072763703395897,0.003425757033388337,-0.0012220443097758417,0.007129838178987581,0.001942290703938135,0.008904913787761527,0.006420128222800626,0.004861671382725686,0.027481180466711184,0.0112369199888921,0.002245653294477627
