Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
HKK26_RS00055,-0.0008711909389075817,0.03223769853121323,0.046932441766102145,-0.07087572699266306,-0.008392874489050241,0.012028099544494792,-0.015680827008317112,0.013446600410931576,0.035924914266560026,-0.0015889005630764228,-0.024856198657460537,-0.007257565298576632,-0.013389552757738931,0.01889186478118418,0.010147857627132616,-0.025193531011930944,-0.005091369407951409,0.027379189548289568,0.013719569676620226,0.02594751422624602,-0.0011114312668785249,-0.009234072992918802,0.013339379880260785,0.014591938787964484,-0.019133508184322905,-0.017161133960469657,-0.010687668293467336,-0.025536538638041218
HKK26_RS00060,0.006125679895354152,0.008829728849408499,-0.026497825578029727,-0.020984765608659108,0.00610491294780408,-0.006309294415215669,0.004280964989457373,-0.017530179969212533,-0.0002157571109998587,-0.029233877098344786,-0.00791913779215373,-0.013201309628519054,-0.0064968291839278495,0.04856555559090564,0.024166870685277075,-0.002962007410315068,-0.028729815235533647,-0.0039110318120741915,0.01005819514057858,0.0028853750613467037,-0.0036247588834379023,0.011284384068957761,0.004449641144525442,0.0044272690960989155,-0.004419642661623404,0.018814760283597496,-0.01783198874939143,0.019226020570255874
HKK26_RS00065,-0.004617200669196511,0.061481283012042275,0.028609460180249898,0.015577326152519744,0.04640932193245043,-0.0005884841887592118,-0.017325254598459322,0.01035468340277493,-0.01684222815778747,-0.07764908148562491,0.007861024533574358,-0.01151771830827955,0.00652653345332702,0.0027402372248200905,0.036112801932359544,-0.028768442006060237,0.021899346996762128,0.060127148918026674,-0.013563528908831139,-0.021366318524150406,0.030616922324879316,-0.0029027032025763237,-0.020407488381773774,0.010374391660178988,-0.0015914594463641238,0.032845487001326876,-0.02045723130727415,6.978434918229614e-05
HKK26_RS00070,0.007164123646046109,0.047689878024019965,0.030985650928724275,0.018675930069232873,0.02683154238961061,-0.005526648978900109,-0.017551799445572364,0.004174532065630509,0.046956105461382514,-0.04448329143538823,-0.008148396503322757,-0.0034272591925843133,0.011836752356944842,0.007474613033221841,0.00040857522520173904,-0.0017507142247237166,0.027875296048768178,0.03445740801414098,-0.013241390674436002,-0.005543697864962109,0.013234529508505413,-0.007772810871201432,0.014958341079528054,-0.006051892770953655,-0.002502071796479538,0.01831776192178296,-0.009185340409551391,0.023712964280808164
HKK26_RS00075,0.010364269702475427,0.020391264413106024,0.012009320693274877,-0.010867119817405466,0.020650294355134616,-0.0052830905281462765,-0.005483219616164944,0.016104136628924116,-0.0039759293574575675,-0.04136644693435753,0.01111219003787332,-0.002440312235709085,0.0007129209918880295,0.016920241320453437,0.016308765267882684,-0.02436032382794424,0.010465046122697413,0.053055636915560436,-0.01173925863454213,-0.007473017324009338,0.013396894769139234,-0.015842631185191094,-0.012888068727566782,0.010275569945368358,-0.0007515146826995214,0.019396234262020282,-0.020868798769355226,0.009414904495510794
HKK26_RS00080,0.004007006705648604,0.02607980697622748,-0.018578776826946853,-0.01467044195748989,-0.013495093023022521,0.013505549334558793,-0.008457050295772229,0.019403056689484374,0.014704956532729765,-0.024495194848188198,0.006524455316094349,0.006062825458096619,-0.004824387272772373,0.010706876823639968,0.004664900964569195,-0.0013199480916629555,-0.008281116930737206,0.03957513011212947,0.0032550079569992935,0.025049930133382393,0.0015158418775936533,0.0009100872684382962,-0.003800062509518214,-0.0045450026091176845,-0.023000082754246098,-0.0023885280612502423,0.0032459471820398926,0.029579713220826906
HKK26_RS00085,-0.006366835780306542,0.031137879360184674,-0.009501737219393158,-0.03928176401756698,-0.02604832255050905,0.00030714071668476846,0.015058004822662101,0.01527020804962608,-0.025047181192924685,0.02601632959775514,0.004983313706594161,0.01614436910575474,0.004270732247982288,0.018249633376708305,-0.0060608629838794295,-0.022752368995108838,-0.007215303442411485,-0.045532255130978166,0.00428603028752197,0.014956523337213645,0.017095860882171077,0.013317220560022046,0.04571887472857152,-0.012960856179054457,0.006904786800954904,0.04832594023391295,0.005122849749667159,0.03734018812963758
HKK26_RS00090,0.016602853016376297,0.02199553052903414,0.006396845652695736,-0.015463343949745651,0.02335719833963853,0.01098653704899024,-0.02598769611162425,0.009421671160911454,0.0028684616697279646,-0.008912785562463768,-0.02199016690162019,-0.001060877238466194,-0.0062947882127074905,-0.0023949460507305675,-0.02033193327738002,-0.01860849037693338,-0.0038590916053465917,0.006135519613311023,0.0016867570512073705,0.001500361226877846,-0.026561869775527058,0.0011464782894111752,0.0030522711415123275,-0.019624572964566725,0.017703390398313788,-0.0006116158822225266,0.008031481909890607,0.001063407994579489
HKK26_RS00095,-0.010200863198305382,0.0025294911704575435,0.0005501656886633082,0.008550390917211154,0.010311275167695177,0.012900509235969125,-0.015059118087433867,0.005626704674149524,-0.017143345502152053,-0.0008760645474494849,-0.0204279857092431,0.016053569538076885,-0.004285731566263272,0.025347538008756075,-0.000689663228412581,-0.0012265755057325868,-0.03074665466632793,0.008080423504348289,0.007911157872384311,-0.0007032887809216708,-0.004160557523177677,8.313622686536051e-05,0.0024634825719092625,-0.007212089117011989,0.005470491677795089,-0.00796717248040108,-0.011809917099387753,0.016800623184241404
HKK26_RS00100,0.007785153676003123,0.014373171244661176,0.012212495119074145,0.020719744740968108,0.02706998787257778,-0.004442988789843711,-0.014773624455975081,0.010424181233324621,-0.004353955850859267,-0.005543834775200069,-0.030741195953339465,0.004579441342571742,-0.008132135877460695,0.0034353585587038084,0.003663155809000288,-0.007162869441570979,-0.0066696642822706735,0.008612993037157244,0.012257461696924094,-0.0014066398445463123,0.024647836243859852,0.002335737182547879,0.008244738784669864,-0.006739626060090918,0.015069103480378723,-0.018789742959749386,-0.006482957074810498,0.0004638042457929932
HKK26_RS00105,0.0065125927298483295,-0.0020826951500675663,0.014003314326256528,0.0002027476132309683,0.007602130979977504,0.0004776185167488137,-0.01438291870433129,0.01186276527382788,-0.0010907450745656075,0.004283731535467684,-0.0489712809703333,-0.0006724952462712244,0.001741063597992743,-0.009650180268448676,0.00482007556242859,0.0051201627286103085,0.006172374113747863,0.0004287769321629067,0.0037328999705375765,0.002030777813984606,0.027619384114050814,-0.0015086695057804052,-0.004299669836809991,-0.0015501179475285432,-0.023507381255450426,-0.004566396485643301,0.0009255767998851479,0.004383083568376155
HKK26_RS00110,-0.0034497275588307665,0.010241747199174502,-0.015611539966460192,-0.00514143611104476,0.00857063807072433,0.020674177299267276,-0.024269956247075605,-0.0033791624689811324,-0.0028315817130898768,-0.029034099834040497,-0.028951617141334568,0.007166787005364657,-0.009171213110134094,0.010053356800798718,-0.01099113238402687,-0.0013920831036571565,-0.016653453780135236,-0.0006608644241005791,-0.01304275875671886,-0.008170500670167159,-0.003844685804633642,0.001149806418220874,0.02711827977492798,0.010929037782629315,-0.013992061795427536,0.020524922528189216,0.0056858271810818605,-0.02363656013818945
HKK26_RS00115,-0.0719043087581884,0.016291612436513524,0.0020609151263335547,-0.015222953628653753,-0.005162610855315401,0.0035207931592831075,-0.003100780414432076,0.0014249866655667292,0.013705289728806665,-0.01705880926114862,-0.03670388709393037,-0.0007803629568241973,-0.0070770778523643295,0.044455063509898564,-0.015025787576495902,-0.013970750111099533,0.0026508275823399997,0.025953388272944328,-0.018037061895427378,-0.002209559090027669,0.003965224816944028,0.019613765986798454,0.02499978044074808,0.021848919452120325,-0.0362166282328803,0.03629278871063861,-0.024732630546607192,-0.03882866670719517
HKK26_RS00120,0.008218964072404184,0.01639244269492402,-0.0015957189758308648,-0.0007503163180567026,0.012615449388817672,-0.0038331609122665027,-0.009259556711980312,-0.016293976760919558,-0.005987295728265734,-0.011521760264268231,-0.00882826059429608,-0.02318570698294406,-0.01959030576521674,-5.591678593444823e-05,0.057078236914512,0.016666803659132454,-0.01708038344565973,0.01567660482303076,-0.011510295949924858,0.024764388654449684,-0.009103278170317142,0.0036201247996411005,-0.0032826490044026474,0.016464412762638186,0.0256782437917273,0.002685068251712831,-0.0037225687028393994,0.01134242995254607
HKK26_RS00125,-0.012931708237133974,0.01863006311766335,-0.009960960516763236,0.008345301067720511,0.0067953417963658195,0.03634035404802605,0.002694639412353731,-0.006840276099318388,0.0013854543053383184,-0.0026702207059982304,-0.001833266315208264,0.007039232311463245,-0.01333660237723356,0.03314156202353171,0.045104640998013104,-0.020601562742055626,0.01536501901165728,0.014770143688242397,-0.0008880747196984283,0.026409206306644513,-0.0015842736093598438,0.001905506556810582,-0.0006434033742546281,0.009852039544295135,0.0015971403135835666,0.007482173771370504,-0.0026009175664272826,0.013681361002696502
HKK26_RS00130,0.010429673069812765,-0.03357339951476501,-0.0115440078453188,-0.007781609735045829,0.026418740499492603,-0.003076098909802734,-0.03589375668301262,-0.02707019166771174,-0.017634650545410937,0.008858204455747047,-0.07453834787062699,0.024358636669557926,0.003914423211844149,-0.0281402386278679,-0.013760002697348386,0.019211482582185465,0.007969321927970646,-0.02234420118284206,0.02076663746140983,-0.024173435313524786,-0.06618369593016747,0.05864082379769696,0.017132486475577347,0.012536304521196561,-0.01653255201909826,-0.02081864647936239,0.016689900780441,-0.020148116197837546
HKK26_RS00135,0.0005109932338557411,0.019809045369934095,-0.01454822961000316,-0.01849331746931582,-0.0007307243532709392,-0.015874788425523454,0.003792422543111179,0.024497043163978292,-0.016977675172771392,1.6247600737616396e-05,0.005050984533527585,-0.0072036397676730445,-0.016158677061027093,0.001104779492153763,-0.005352732715580753,0.021627923690687445,-0.04130799702969106,0.01021309799703435,0.011129012972607176,0.005264056903612904,-0.028726660034672755,-0.01043833813381745,0.004907679363944534,0.0013623087844875418,-0.034189616022358135,0.014178104165310467,-0.015262854724960482,0.027505169367940483
HKK26_RS00140,-0.010110829463014013,0.027410593230477596,-0.038098527424383286,-0.012808591044581376,-0.015464953532784409,-0.03655647969313237,0.0032807536655695764,0.017199450953981725,0.017759491328910793,0.009921973542561864,-0.005955566912017037,0.012551373691665577,-0.007105446073333878,-0.004779989486821373,-0.035811401041246735,0.010108546334017497,0.0068947117911101665,0.026461693082186395,0.022955652477704327,-0.013667322912016975,-0.02874408382325063,-0.017000934205855238,-0.0030866151856896048,0.004488677085869457,-0.02940305461643267,0.04596425208026016,-0.01711609731669057,-0.01623716938378523
HKK26_RS00145,-0.010685750982017898,0.0008253391965036361,0.008636461310109741,-0.032690588721743324,-0.02457966019989526,-0.0330325652552208,0.0013577695468840673,0.0022486885629267274,0.0029851981208926233,-0.006303564164263833,0.016383185723903623,0.004924749668080308,0.004108106193613535,0.018224842484821348,-0.0014469539839674847,-0.0038001040010324535,0.004618722221670558,0.028784901427290885,0.004184572765548129,-0.0008903829916033874,-0.03318956400612456,-0.015237400404691836,-0.0038372537439374118,-0.0018969204968575593,-0.040124719532285684,0.02448689612850464,-0.004876756988154261,0.017618806811974894
HKK26_RS00150,0.04449489342633305,0.02474328051489594,-0.0009532571946056891,-0.04084880014104953,0.009898150966628055,-0.037962589468127424,-0.0026651876647333017,0.014509463048516757,-0.004049047275791293,0.004587081013529279,0.017390614917177163,0.0042361236243646586,-0.005755362618827908,-0.014306149748339252,-0.008422719307355527,-0.01449939535760008,-0.015281908919657453,0.0314835088018132,-0.017739020453026014,-0.03234819922252321,-0.015108219430109981,0.008383479843255414,0.004897995715827833,-0.005305884463885955,-0.04087962990285245,0.03573730748217131,-0.006446003464632521,-0.008416628006496448
HKK26_RS00155,0.002204540473051702,0.011669706393357288,0.03714644631157611,-0.09631034696933566,0.028477370315227887,-0.005141136750827269,-0.025121428621609133,-0.012676200694267552,0.0013273625752169532,-0.011385570601975275,-0.028511268372802087,-0.013517817481951083,-0.013907296159273838,-0.020800236552902984,0.011558311875578818,-0.007181486266688128,-0.019864691456043217,-0.015173947984263091,0.0581401284381808,0.010074660492476422,-0.032985222360271405,0.02933195888850334,-0.0013673979630518746,4.186456368792576e-05,0.004035307512456165,0.013047847563403173,0.01174748907418539,-0.024602151602695858
HKK26_RS00160,0.1966522027386163,-0.005045938364888917,-0.004049348922887527,-0.05858535515350317,-0.012399439059601128,0.007273745415372575,-0.012183793421301941,-0.011236974310763204,-0.0009442680042673331,0.0012988025872089578,0.0028618001189649007,0.028156327044212556,-0.01670625064047532,-0.012020780105737355,0.013665349513084867,-0.01709241940507747,-0.004278996635933629,0.042670428999118534,-0.028784559515520832,4.8364769559588695e-05,-0.007437488770381476,0.03644408620730025,0.04239758125584416,-0.029564594658561597,0.02054371617369388,0.018098305726511735,-0.006763082442358884,-0.007709092961265509
HKK26_RS00165,0.05927249534654511,-0.009205576381281916,0.020536987880311643,0.04300787529262404,0.013235615901712395,-0.05196201210778651,-0.017361764810743193,0.03001588396551729,0.011951224930076292,-0.020585568992887625,-0.0184087506969058,0.006580587729326289,0.00896425161293163,0.06623003380185118,-0.021577238975352086,-0.021464198496302666,-0.029405512591736304,0.022336040656993513,0.00033800773910162005,-0.007300295779218416,0.02703948347449716,-0.001091275380457233,0.0009593710380769553,-0.013621346996126554,-0.031172590115312208,0.0072495598851897705,-0.02363252565549924,-0.02332222795509628
HKK26_RS00170,0.06472947730490951,0.004139609439470992,0.026047235942387066,0.033100053888265146,-0.003573332852075965,0.005683412997959597,-0.044993478820823433,-0.0010290196054687133,0.0025428091729498294,0.013884977958093053,-0.0646587500921842,-0.017355863622745053,-0.0033530098114443875,-0.03644152214611337,-0.01456670060220912,0.02007875252814884,-0.00826972637375981,-0.009370177875723414,-0.01055240358367115,0.0010714093468341815,0.029472873199700857,-0.03871396453856142,0.08681609228016757,-0.008387187142812563,-0.03393412873551063,-0.0017351572550426846,-0.006835978372235256,0.01137752199074809
HKK26_RS00175,0.05778415154159434,0.007479668085641246,0.004180525430321027,-0.058584321507624375,-0.002293477728651013,0.021440689376380103,0.01946817731685769,0.001773194283079479,0.03566315253259055,-0.009496984895267712,-0.0036574824029211566,0.019701756668648637,-0.005411055968038961,0.004634073041758318,0.0028644038477634378,-0.01021802782896281,-0.01629665971097257,0.046150266439655654,0.0040797369621359885,0.015576939826746829,-0.01676684737053474,0.0016239095444514915,0.015845787742856544,-0.00782996532609973,0.03779116727567707,0.005785745730537192,-0.0199740630316908,-0.013395670033368131
HKK26_RS00180,0.038640079823176604,0.008371160163986797,-0.0011106753713617614,-0.05776012795985784,-0.026217566995004406,0.014248577955514487,0.023080228560790707,0.01073625967622713,0.02936303833885079,-0.01239909002465657,-0.02637594462218735,0.014768532262718643,-0.002353048541671402,-0.03957007206304812,0.024240208943631433,0.005439432191260926,-0.01946981909743936,0.018268691387780082,-0.027704688935403104,0.024231530293471516,-0.04647909197234217,-0.022959901930885984,0.0034387863579400046,-0.011645086094983246,-0.03581691712552267,0.016825660491123964,-0.0018012114567001185,-0.042294035552371295
HKK26_RS00185,-0.010772430402790786,0.006336176044608578,0.023308347691474753,-0.027789793717963737,-0.0066183484333491,0.004825764772217103,-0.04950297057157085,-0.02638821382970339,0.018877909932070815,-0.005805276482943514,-0.02819475621324661,0.009764924918175218,-0.009654831619314613,-0.02729044118839671,-0.008172920326243411,-0.0021824401647852583,0.02801486601954246,0.042265676804270555,0.022184645726437444,0.030638578948491327,0.012423229191041722,-0.025015097456999775,-0.013831276477223622,-0.0034852512458385413,-0.04243894851260127,0.022838301760904327,-0.0023563777107893963,0.006929215566048482
HKK26_RS00190,0.016140224883730726,0.007273984441060425,-0.011798866052019652,-0.03624111499193041,-0.0070515953796721695,-0.0016391084950525532,0.0140573790839891,0.007964404975936428,0.025231160246728043,-0.013186185188740832,-0.006856476043964277,0.01960183289690491,0.007478770462358616,0.0036419719012782737,0.012982585612648945,-0.0018688138392984241,-0.01889838593068759,0.02391883202677986,-0.012248829829839953,-0.002428563769280334,-0.012104548414657917,-0.025557071972347883,0.0016507132619506411,0.009683828997866656,-0.012211172990978177,0.017634567173016518,-0.019048275544398825,-0.02929272350555891
HKK26_RS00195,0.020694957248883563,0.013670108648335741,0.0009715215677589752,0.00041588283128332734,-0.018014278069987687,-0.01262994245093836,-0.001582981197370622,0.009695270870628148,0.008953396184214719,0.00790038425478359,-0.009142084249005195,-0.019851450836800223,-0.001013054853068963,-0.01660830751047364,0.006611318762487027,-0.0064710946752540716,-0.016522946122649523,0.033089219202492845,0.002790824610556634,0.0016233639817359272,-0.009721315278501863,-0.029300188832378452,0.007262312466578764,0.002332299434822405,0.01514082984693087,-0.007925791785155675,0.0038549195022660964,-0.010128085237545575
HKK26_RS00200,0.0790393682766953,0.0175339099675189,-0.009805627599285936,-0.04189586774548957,-0.00875375229818727,0.01788539298159073,0.00015351113970941182,-0.03536952008955257,0.010093423418585728,0.0066339262021486885,-0.006228135320772149,0.04826238936920706,0.006229269641515066,-0.008832795197434535,0.004222080303143685,-0.010097160198395334,-0.02465197229619862,0.01593154056008547,-0.02583557089983709,-0.010461411398113052,-0.015024728213206984,0.007429826288937417,-0.008424120634596625,0.01709747007384507,0.016989645695501304,-0.0028940578588502936,-0.02574389754020948,0.0024822967542550084
HKK26_RS00205,0.05393531856018597,0.013000572856861261,0.02424233390334261,-0.049975221673733625,-0.001752053042448866,-0.0033453177016245952,-0.00902094580362978,4.126150671131505e-05,0.033722080919988365,6.647456397546983e-05,-0.024077664598722084,-0.0023152031268054273,2.2070676856882778e-05,-0.02550859717390869,0.0003319461670292098,0.015792598391193288,-0.013959190704160641,0.024822320642466023,-0.015248901916898263,0.010902065268360761,-0.011318653774061603,-0.021140680286940553,0.007532572271073123,0.010014646962922463,0.008948451278767868,0.00035913407974641975,-0.011332293120172041,0.005693160307932839
HKK26_RS00210,0.06450458000338616,0.02055035916994545,0.0007275601092966221,-0.03255694357171755,0.002520252815307059,0.0130245825553013,0.010788547277719511,0.03108232469386734,0.001193295859434271,0.004162142469942045,-0.032372248637409645,-0.011207421185589534,-0.004707998832407887,0.004175009505691741,-0.003801783431752704,-0.009326565120031202,-0.05003886718259617,0.014489174887893159,0.00019518321684369378,0.0009922276326734289,0.0013099316412817532,0.001799460352398428,0.01684264456096054,0.008417144475148191,-0.019861725943385797,0.010020659500830222,-0.010536267702967733,0.01256894380488583
HKK26_RS00215,-0.018076280183134147,0.019190891603953375,0.0017157412568552769,-0.027078876037211475,-0.0016892559857251853,0.0009984639503204905,0.01317926598578671,-0.005997288154636596,-0.00032176353017784496,-0.003276656670896077,-0.030521579327389838,0.002037300261052553,0.014309251597692354,-0.009014932809898707,-0.02001041501888801,0.0037217897695597632,-0.0003011801722722502,0.0016134883654711403,0.013425751942580806,0.00010550011369244127,-0.0029488897629534393,-0.014352483865543417,0.0005953279656338317,0.010833790792384619,0.013001941018941787,0.0007819307862031523,-0.014142386950453991,0.0007647354237941339
HKK26_RS00220,-0.011555235525374413,0.020049193474453872,0.005550943697473391,-0.030431610620544357,-0.011423845430382933,0.006472536967142225,0.021565012823987487,0.03449400111086898,0.13062922788741482,-0.019484060995588165,-0.0025547333448828168,0.006179237058450083,-0.013259780740547195,0.015160004599125238,-0.011776413296620977,0.010390115248524191,0.0007164767380723464,0.02384718518250704,0.012045808623360734,0.02122122352414728,0.02881411072794806,-0.017666826387642293,0.06275241524197687,0.0018361749504919903,0.04069314389252836,0.0059517402577485045,-0.004186707305220893,0.011733363994270855
HKK26_RS00225,0.004924060953519144,0.0025946536535987547,0.007402170578296649,-0.026308639651250312,0.007306507970925028,-0.013902278391662656,-0.0046900398067358596,0.010621186463337704,-0.004194787527766272,-0.0013013946215047882,-0.004721001200423545,0.013564803448744858,-0.010094306470106824,-0.00640318298886782,0.016870340356012467,0.012586369090281123,0.0036920102766026357,0.008841175466997649,-0.008244738040730736,0.007640082376080239,0.0351369304350723,-0.006422615014172471,-0.007664860934520337,0.005146682385998636,0.010609895160320671,0.023011190406573605,-0.008729528639500486,-0.008080339856477419
HKK26_RS00230,0.0018112444182190731,0.006083020959840562,-0.0012672490032349078,-0.01215656298297646,-0.00936717880667553,-0.009407987600439822,-0.005585497969115299,-0.004549086299841475,-0.004789382020765535,-0.010607174752493655,-0.006662054394830747,0.0036578817438515324,-0.00838344261274085,0.0017285783957543912,0.01464550993382935,0.01835160457558169,-0.003431155465384998,-0.0013551124606886508,0.0032345432413855187,0.008418998048917029,-0.00438008113250215,-0.013915296672147295,-0.0015944048026125307,-0.001972547131216076,0.007848386279008246,0.020440244130401176,-0.006706476956559907,0.002236177014463868
HKK26_RS00235,0.0036591093452114716,0.013028847071323735,-0.0024856616831460975,-0.02734868734404683,0.004290811183512646,-0.01590399702837162,-0.010300516199158803,0.04436125433871536,-0.006704511555380222,-0.004430082858289881,-0.018722832271909663,0.005785254265290577,0.002455624505276,-0.011609062864725978,0.014562282315509198,-0.023179108045584793,0.008832251562192873,0.01886183122327507,0.1036843506651441,0.008972003911972913,0.00040521910834132914,0.005219141040584052,-0.010633764221808046,0.004550399060728379,-0.025154827209028185,0.021170340303868645,0.0009228825365815436,0.005356374498356841
HKK26_RS00240,-0.004126381465289866,0.06706097564057889,0.023542653731807434,-0.016782815908909628,-0.008891897181745498,0.010547192711063746,-0.006591932558361015,0.1270897150389464,0.029412823739510333,-0.028276812657479295,0.012810285793514214,-0.04079394746822405,-0.0018966467238592968,0.004955143086630854,0.01669038658940236,-0.019454269084197184,-0.0034001157504620124,0.06097232672252622,-0.03425140879547276,0.019244031317265684,0.01607869128969009,-0.0038197339816591486,0.00138388547072719,0.010751253750450647,-0.02027489323238644,0.012550744637561027,0.003732251811364878,0.035361913832945215
SYNPCC7942_RS00005,-0.00722428771129181,0.0018145970104466369,-0.0004190073224430349,-1.8765718780057234e-05,-0.003823350401279775,-0.013767291913711678,0.0019442028741850272,-0.00040362935366844324,-0.010211870406009594,0.005256297398780771,0.010312513432873401,-0.00851925248590637,0.004662171770573651,0.004142200022259989,-0.015804030561322718,-0.018527332952856863,-0.0012924146803898668,-0.0021177106485719276,-0.002245153367003661,0.0032529536937527166,-0.014783703236754738,-0.02078595015874743,-0.006089307198274461,0.0031000140558139046,0.01393602579808174,0.021596958944490346,-0.005026789843521008,-0.00013872716080178137
