Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
HTX97_RS00010,-0.014057798310014994,0.027010265493252264,-0.032465202660527305,-0.016977060663339517,-0.02217350205424277,-0.04545917155103833,-0.01389357126258505,0.02982893555023623,0.021181191408312414,-0.0009503788427390733,-0.006971562614905098,0.011813033139426768,0.028756033473678652,-0.02188943483409219,0.03706584600246678,0.08604577485544841,0.03184919339689949,-0.007633655645666768,-0.015138320177426036,0.0030310380781661188,0.009997867230571396,-0.001019115997000843,0.0034033655689179047,0.010348574249929403,-0.0032850719683015905,-0.02660567590749059,-0.007693209034665834,-0.004062420930927689,0.026570648104436653,-0.0071595868132167725,0.0023302839397360414,0.01772217860835564,-0.004082226783692343,0.0008625844623425419,0.023818579039613784,-0.025701032258973123,-0.01988424026005859,0.014254581069740114,0.05236715041547807,-5.429388939475588e-05,0.007538192456548898,0.0012658118039201494,0.0466734939321209,-0.030916837140068078,-0.04696427422891138,-0.01037930272511406,0.0697022564562882,0.01230397665996498,-0.01265503937654783,0.019262813337571225,0.009455600940848043,-0.04807970791432168,0.039296057535785626,-0.0707989415089256
HTX97_RS00015,-0.009303791351329398,0.005071933007669688,-0.022965229254602603,-0.009375816357031734,0.013603941500560731,0.004771066327207643,-0.012782530229803617,0.0030428367029288667,0.012595557982419299,0.0020327321503693587,0.003240867599676368,-0.005194525236666756,-0.003782591186211704,0.009372149852997894,-0.002804944487241939,0.012062197376548877,0.003976627544916841,0.00506808418858696,0.012545762728395384,-0.019155708517428212,-0.006001092511053137,0.0032636384429988504,0.010923893202361677,0.002959671216344075,-0.026352680494792214,0.010415371345131713,0.04881204193033957,0.013467223506228148,-0.0095325912504168,-0.03370476223822454,-0.021373551226845394,0.0032208751902242385,0.0004083529470405508,0.031455089607193704,0.000569670987036061,0.0043783166378270405,-0.0021619793192776855,-0.017954220233055262,0.004495094964737903,-0.007895413562978711,-0.024981245792154817,-0.007997969610317048,0.00979309470504908,-0.004894225973147412,-0.01750889933620031,0.0019418018832302543,-0.007808544322826324,0.00018241807528423745,-0.002028650905489514,-0.003555400791830301,0.004693196450939007,-0.0015418728633804274,-0.019783465334336208,-0.01350935731878184
HTX97_RS00020,-0.026986164172012477,-0.0012788857684900231,-0.014610568904804952,-0.0027701469643400412,0.010208740222426096,-0.011301609090707609,-0.009835384129198224,0.007960417220631611,-0.0016915429305518234,0.007970311264672326,0.013459523544844126,0.009785161237499151,0.0315469914166544,0.011839732643927231,-0.02045920360359115,0.008906692443409369,0.013555237499992797,0.009306053948832077,0.032023263332061166,-0.016997669980134234,-0.021410404396613753,0.022905239353699845,0.025809242782042715,-0.02214956604799684,-0.03059196159180212,-0.002276364201922823,0.032791186673920586,0.03170919031881783,-0.018885637787840436,-0.0007517026170114589,-0.00596515827797121,0.00016147967055066484,-0.016624224226294088,0.00684337715559673,0.012175619868717256,0.013590704987985903,-0.04823280840227486,0.03323956688845214,0.007548281778888052,0.019580482838857282,0.0053253064973295215,0.0034536878622820322,0.051786829422060324,-0.012551483186606895,0.011416312680713978,0.001793095598548571,-0.013609320688381023,0.012881261503422812,0.019495915617227723,0.010716407699494397,0.03979370192663386,-0.028848210558351968,-0.03395902314648638,0.006598285502286865
HTX97_RS00025,0.0034052267914637586,0.02189243314359475,-0.02659344292010121,-0.023270593440057694,0.00238815190132657,-0.01411771918015461,-0.015150672543231285,0.01687597563538557,0.018042631555763806,0.010341869677798455,0.00933131916557548,0.0003617777410264403,0.002377802695866811,0.0008364322352956263,0.04865390853302384,0.05009675514394902,0.047763915282979554,0.03855883184499759,0.020095658728243773,0.02472382308237264,-0.03576421044258502,0.01981495038345167,0.0026134683046298564,-0.006255577960645944,0.008343931710439324,-0.017233642390078824,0.048693520663586586,0.006569309480448391,0.013792706285081138,0.07389010325083194,-0.0008135057971829895,0.009320620582179522,0.013359302110007854,0.02734947686681843,-0.006410376896108745,-0.03971188322216379,-0.02883951137732891,-0.034216323395804826,0.0223196720083352,-0.026501657641462218,-0.014708021957169337,-0.005833740588570499,0.007127577862253338,-0.03345483952315605,0.05633962521555005,0.013490838245386565,0.00037666853810534444,0.0005381522090921842,0.021042416153724833,-0.010220843135365185,-0.03862489770742739,-0.0003507216177281107,-0.004316682693162205,-0.028270004560027543
HTX97_RS00030,-0.013868361087494847,0.017244013516756005,-0.014040509611435858,0.02229020235517439,0.023704562591337398,-0.015382096946742115,0.014489203791180596,-0.00605125453634656,-0.016765437894532123,0.002423501730362547,-0.005856982759371455,0.014602781303903667,0.006750890349212072,0.019202687616214235,0.005558297971802712,0.03162068172221846,-0.004596177067870666,-0.006660746548984806,0.002314171507308713,0.02623381342733168,-0.01356834771523993,0.008577140719167648,0.0038716732629547356,-0.009472329013476218,-0.007394453016635867,-0.017680607907651965,0.03969825266748621,-0.0030588650310277433,0.016368873972496714,0.0220929337531614,-0.005511293564806712,-0.007049322603301714,-0.014202690754436668,0.008515617540180249,0.017989865382230436,0.0031432991029626063,-0.051745073970509044,0.0045152636920158164,0.004879977878378453,0.006623868479151143,-0.02074119825919207,-0.01149821163965018,0.011603145122875167,0.023091716597287624,-0.007452617430238625,0.007689050889821112,-0.0034993155733547905,0.003939248198743948,0.010158585818211045,0.0005827291847645483,0.030665404528925674,-0.006930752126085407,-0.014767202358840964,0.011489277254106917
HTX97_RS00035,-0.015504224771439585,0.011300125149373732,-0.008905712320458208,-0.04267588671405421,-0.0012588312170636246,0.025954804116631355,0.0030728981626285245,-0.009431229522586612,0.006655738065578647,0.00712488555532535,-0.03111072433209637,-0.003508627909373168,-0.006509311799876425,0.01058588593411968,-0.011399285570252264,0.024547282120577718,-0.006003099820498406,-0.00474543643331628,0.013701250566151442,0.0011633119704394458,-0.008977233576479933,-0.0076469978880483935,0.005322961042841503,0.0028934906752634865,-0.0012700908258892545,0.020313029778611272,-0.014458787105060919,-0.002808772679167039,-0.006195405576980034,-0.07493076121029761,0.02713626541035003,0.005141716506344008,-0.006082897290119427,-0.002660274613345891,-0.011252461764424465,0.035483569560722385,0.002130393038242615,-0.029511006824267678,-0.03513183581820886,-0.008709094110049777,0.006085615423079224,-0.02803987914355588,0.006552685370179243,0.020627877527739775,0.02387115927647309,-0.005451809459761015,0.005514088155565727,0.5487177014345296,-0.006293315317082267,0.01886714968198325,-0.00975248701594828,-0.011142782355380182,-0.00471545245126189,0.03972593415017218
HTX97_RS00040,0.005580809371324292,0.011317722352500083,-0.01425957866812973,0.02975632899557547,0.005197009348927848,-0.03277698064321151,0.018796275029443806,0.013775280799379095,0.006542161066317889,0.013482226415964312,0.01781105943035738,-0.009896181068769888,0.027967299563932957,-0.006801846084135797,-0.04717190100855758,-0.013139622218034603,0.052873729779668,0.020924045459858213,-0.008480333588992386,0.021882115345186935,0.01186762226903412,0.07364020119626638,0.027357051066914148,0.03543552455720616,0.002187351260832938,0.009965891180087753,0.007252032064269497,-0.013368934000210332,-0.005921485333818462,-0.005518949146438285,-0.01629405163617605,0.026375266771473633,0.01679138979058443,0.008634964683214202,0.02424735992950487,-0.01782007238810947,-0.004445485756311238,0.027665794737508964,-0.040518662215063755,-0.0069187986983130865,-0.0052468386366472716,-0.004499639857915527,0.0054266142665598096,-0.05680307768041414,-0.01822597060264839,-0.002827276529169478,0.03324199179258164,0.019091398981138877,-0.005123836228972007,-0.01754544786667146,-0.021708034144466377,-0.018484233553773623,0.08007158156799722,-0.034632613457029136
HTX97_RS00005,0.0014675832210982284,0.01380342723511421,-0.016231569396256182,0.03113031719493562,-0.013945884099761538,-0.013385288087745608,0.030039029353251714,0.007968552431025335,0.019128025981996394,-0.022936739667905538,-0.010992514117075414,-0.003264959433842818,0.030162190637038608,-0.005652312310447562,-0.04038988730179655,0.053794138513421005,0.025726700181097586,0.01852744352882273,-0.025173156448145488,0.03786600824958019,0.012816313973797924,0.015651231045220697,0.009981029817774031,-0.008443452986904604,0.008243150646836417,-0.02423140355959251,0.02150153116462635,-0.0201230729606899,0.003207371141438461,0.016912032702261822,-0.0023986162793336167,0.032568454952482506,0.0005723959890590057,-0.012432731146492943,0.011909565023322655,0.020992492490376616,0.021455972217462854,0.001228492091708668,0.02448545457276701,-0.017673157208820057,0.0010495605621704033,-0.016076198077512018,-0.001346644745855478,0.0063715215431868755,0.013912845544986067,0.004908734969232937,-0.014388582533019473,-0.014930976868445765,-0.006625406043325107,0.0007430109970631936,-0.011042243030336614,0.0017919004878365567,0.04485629021793362,-0.002630258612243115
Synpcc7942_0001,-0.0027257770611918376,-0.014831025777234426,0.0012312890921469088,-0.00032645379643788807,-0.009931759060611382,-0.005977934129407776,-0.007135089800243416,-0.012967188327067274,0.008290690407130773,0.004759032278154867,-0.00474784564602758,-0.0001290908345124884,-0.0008687555927514103,-0.0030254809340130545,0.004688427909612098,-0.007417002637377176,0.001505987207329271,0.005041982029334758,-0.007883485542587715,-0.004908088790926447,0.0012658421260851825,0.006635901586226628,0.002096544048352063,0.0031642317632666595,-0.014008538491403157,-0.0027320988350585896,0.00023958713986884392,0.004954142175517347,0.0009102843027973262,0.0032893822926577058,-0.00881701193536554,-0.0063516466033646975,0.00791356125764416,-0.006987348935041487,0.009746031047890453,0.018677381923002175,-0.013892149434877033,-0.0019564993221539194,-0.007063245342098369,-0.0035830106145262313,-0.004662132074731134,-0.003318079947427566,-0.01751366392039313,0.00031931992166739934,-0.0011010449011604271,0.017925677513746453,0.011227045591344508,0.003971816228084155,-0.007427910436593235,-0.0013408766393947984,0.0024009011775905807,-0.002390418313267046,-0.011876788706559026,0.001697566794119882
Synpcc7942_0002,0.0008288886520472523,0.008791469528418493,0.005115737462650666,0.010943208773636531,-0.011185078852794704,-0.0021559127362758956,-0.0021500537165428236,-0.020080219955052766,0.002991866173356712,-0.0013477143573465955,0.0005043160443839272,-0.0070256050720372155,-0.00729969282411089,-0.008152620387632618,-0.00014506267396584453,-0.01747610941449623,0.0020930616321492065,0.024583605139928678,-0.0025822875060160753,-0.009799823026007015,0.00022490820281442837,0.0016151647326802805,-0.004410413315472606,-0.007076917424256831,0.0001169709405446267,0.0002715536232712987,-0.00659004509702409,-0.002968869461041561,0.004950956049108,0.003110692198105821,-0.0005097317369736634,0.0032991082640929734,0.005967378491744977,-0.0034104637512786568,-0.0020877321240914187,0.010286362313597789,-0.03127275922274471,0.00722848875213572,1.6231459723292522e-06,-0.006520149254161548,0.013437198721947013,-0.0147828091053537,-0.01966560840282469,0.0075997739482987865,-0.0037938730992954453,0.0061056225531032704,0.0016918266081938124,-0.010982774109420274,-0.020578124379091223,0.005496939520026414,-0.015182943239818714,-0.01424420377492751,0.001624970849461635,0.008799011269375132
