Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
HTX97_RS00010,-0.0039977145691403974,-0.026300812223036138,-0.01606651534627064,0.004732119388539871,0.016568459003772754,0.018193966951265298,-0.001644260829694212,-0.025682408061879894,-0.0010322656183712844,-0.025386476337012524,0.014806601483658064,-0.03179604291829877,-0.037362039422620355,-0.023842771341322896,0.0187810095592888,0.01966883106718836,0.00038857954056567524,0.025026971555540286,-0.005694708804001534,0.015553537860521344,0.013123180672760368,-0.021043028979570465,-0.01108432096627495,-0.004409416362607479,-0.01236720875815757,0.016205247038669254,-0.015711270519090353,0.003521775534974847,-0.029381660654695357,0.018412749990678223,-0.0016660290501697955,0.022829126180143496,-0.0025009583818424753,-0.0018709298048180836,-0.012705478796631989,-0.04609982461846494,-0.006556564765336405,0.008141903312193605,-0.015427613211258063
HTX97_RS00015,-0.010492542531964976,-0.022609950567136848,-0.003372484963656745,-0.0034114027790927023,0.00766129877137221,-0.009504634223560206,0.005281811267428835,-0.01820740656897285,0.009020098003756012,0.00887414140769956,0.0005658677833622688,-0.0025008527038307264,0.0009866926148985368,-0.016765489637765384,0.001087219230833998,0.005576889396680804,0.011326297451933134,-0.003160158477978785,-0.007983705024558727,-0.016346624838320327,0.016125701051489832,0.00746986228197476,-0.02932335548423973,-0.012219549034665978,-0.0011455254099350706,0.0022512020561075543,0.01022424196827741,0.010436290918328681,0.0044164609699526595,-0.006113771806123908,-0.003922955800504286,0.016921031893755066,-0.03537147034445987,0.011120375477883812,-0.005748475557652122,-0.002298068211270933,-0.008040647997262626,0.004501826345615398,-0.029808243794035353
HTX97_RS00020,0.007044763341438419,-0.016059040248592962,-0.019102342260084736,-0.005018618524864214,-0.009850480254790147,-0.02284179500276221,0.013312804792140628,-0.01364096916732809,-0.008415972422354073,-0.004401574074187432,0.029447743181092507,0.014502573554830334,0.0011072821402293464,-0.02447778751085567,-0.0016708440930936611,0.02758223916270094,-0.0028408243168041502,0.005021244585320563,-0.007802628218737855,-0.011363767121856478,0.001864672487569428,0.03487089812384533,0.028492664052227435,-0.0026807809349544184,0.0046593709038814934,0.017687954285401715,0.008555197153519834,0.003414376652361841,-0.0056783643623920495,0.008710004927573465,0.008818045403469326,-0.0056053232058692745,-0.019602664891400664,0.01347655740916931,0.0079458953934305,-0.005317247330464531,0.00426094597408713,0.0006080716237978034,-0.00588689885775405
HTX97_RS00025,0.019342201850066458,-0.009461593607992948,-0.005888105202894148,0.004708695872589641,0.01190009423858124,-0.04737638003553206,0.00501792780272132,0.005899701950770051,0.008467473373114464,-0.009655706930542504,-0.001703920213329507,-0.03643639306423334,0.046012101476781454,0.006017308927322707,0.040139165130456796,0.00033783065698483417,0.023903402923691218,-0.00010309129453767659,0.0014119148037945812,-0.0021498382044639274,0.021033331255347967,0.02638245666431326,0.04446545015833134,0.004850657842664027,-0.002463161770152066,0.02651822616454043,-0.03455542637161813,0.04637599735040236,-0.03782068895047551,0.053941722755126584,0.007731921952093462,0.0330373651745975,-0.014432697322933792,0.014726093682009033,-0.002379743691978507,-0.0023201321583966295,0.0015105665366351533,-0.01996480063352175,0.0023524714085634106
HTX97_RS00030,0.00503746670781475,-0.019051772206012275,-0.0027959552496754797,0.04253683978430142,-0.0002413000175079844,-0.015994391073673526,0.0026238183838709654,0.010117964541895843,-0.0038329152208443577,0.00889136818586792,0.008158562245722228,0.007704157474350228,0.012310204392093845,-0.006737010238116828,0.005586612154866567,0.026423302977317698,0.002021435429011745,-0.0002017171168830555,-0.011417718274042681,-0.0008350077451086302,-0.0010999440057335166,0.012572317460499574,0.00804120205542586,0.01165628432246707,0.008216256176598912,0.029688109658346916,-0.010268618753042564,0.021677578115407842,-0.016065408502188433,0.02483241841792047,-0.00243653107959455,-0.01097825143288336,-0.016272563047278907,0.0007066865498796855,0.013140037292697042,-0.0016994192999638695,-0.011991067298088066,0.024455370987055997,0.004832651393230155
HTX97_RS00035,-0.009533314134517547,-0.004676590917179611,0.004185117229155447,-0.011974509570647534,0.02695462814176895,-0.01772662750111729,0.02155096903976325,-0.04224232055409132,-0.006693921124179194,0.017921916467430892,-0.06397426771472894,-0.02008485168491888,-0.004206722980172299,0.05554729237946973,0.004531554356914855,-0.0035314406632582255,0.02748953535977884,0.004395587834141752,0.03016613437941427,-0.023601365752557616,0.019165352666329717,0.01635582800824126,-0.02636318030481759,0.016415058140054898,-0.0077539312638020335,0.032836858551119556,-0.055189283130209696,-0.03223024498531351,0.028685458400841003,0.0003408274302033978,0.007142153458013043,-0.022104770026571602,0.0008586741204791101,0.02459799249725936,0.004251782486663914,0.009570205507974697,0.0030404409722838994,-0.006534632938099881,0.04485142032607032
HTX97_RS00040,-0.00011249080205680608,-0.002101529756505191,0.0008804817875502604,0.006150473442492452,0.025427817654278564,0.018297703212117326,0.029235483690292146,-0.01940660346635467,0.014061130835624132,-0.009492376107322387,0.04228139758057546,0.006937117558443264,-0.009903486566395992,0.0036888279787517277,0.0033577833686266718,0.01972162292947459,0.0023990267436867336,-0.01069812902901275,-0.0051186228239636315,-0.009450421985432096,0.017634116247391137,-0.006759811917144733,0.002343090779576807,-0.022789840866862546,0.0674181474099523,0.0003150212789581142,0.017286736928090664,-0.0029174458239158755,-0.007094943395125866,0.009163857172860534,0.008935483520626697,0.02604806217627604,-0.01707365565918666,-0.011814937364777608,0.00438211581418479,0.0067833590620575805,0.008164572283313095,0.10309362420873036,-0.012742118003862263
HTX97_RS00005,-0.07853958938501591,-0.005963520266911608,0.012851610577672718,0.014972936076230665,0.05776511006792598,0.015270128627455944,0.016169066717410353,0.011762770520861523,-0.01944605668638974,-0.016125842106340327,0.04197972872279302,-0.022360130371043493,-0.021403979243963114,0.029650251064781225,0.009345949983774481,0.027419669742692783,0.01515135066472851,-0.015155560278657554,-0.003181242821776238,0.0006315473353751668,0.032191066492546175,-0.0357274428999468,0.04167497476614859,0.03610517364982529,0.025177611557636995,0.056243746199972626,-0.018706047271222256,-0.020292280044567294,-0.029583012179797738,-0.016016702932006896,0.006786424524647772,0.0007016405702347392,0.01033955975390754,0.008987114864888728,0.026526533455462922,0.008716227720681112,0.021845038237674523,0.03492565619231736,0.012733278325246941
Synpcc7942_0001,-0.004529359626137758,0.013923910664759183,-0.0017716344088412812,-0.005634365655770829,0.004080427028494961,-0.008451115406212344,-0.001927776841146054,-0.009496806984581956,0.004280941031062942,-0.009626126146183848,-0.0032078096542612284,-0.004202985544502757,-0.0071612872153610395,-0.013919593564157633,-0.012241184945111363,0.000815021421949249,0.0090546875443218,0.008094814158550826,-0.010809755485671636,-0.003766598465306357,-0.0046020572556154165,-0.008117944246903229,0.0028919894635465355,-0.02284877912134432,0.003641338059908959,0.00940366755151139,-0.0009130862495392349,-0.002062939810478083,-0.003728392424584882,0.004658818395667553,0.011976387900059178,-0.008346558315726475,-0.010359785705766228,0.00931876067765939,-0.007909628741647157,0.002507168317063465,0.010243238763174121,0.0031748133913249337,0.006246633910809546
Synpcc7942_0002,-0.0018126045984974278,0.008329529780448179,0.0030459443248904154,-0.005180419314297244,-0.0006867522301399014,-0.004470015893131556,-0.008539794706811099,-0.017534224803745436,-0.006611877668702436,-0.00208702819144954,0.005228945025984648,-0.001402274241028268,-0.01725265352508786,-0.02398893513078294,-0.02463314511505221,0.0005792078021820847,0.0021465221452543755,0.014447937103023405,-0.0037487055321104887,-0.0068712094510108845,0.005201787489260554,-0.002121664492371833,0.008717048978395231,-0.002809246457581861,-0.0060330780551722364,-0.009842102760735195,-0.008237856154664906,-0.010974990074003068,0.005224886291948152,-0.004080196374690418,0.009046931961628544,0.012473328098299296,0.002477582403114435,-0.005949279095037252,0.0042591209584680444,0.015945131149495143,0.011566649160962086,-0.0018080277119582183,0.0150150030012669
