Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
HTX97_RS00010,0.014672593018735405,0.014257503021080753,0.011259288670405078,-0.013034425942084099,0.019590589624854084,0.003655433800225207,-0.0026571229111824767,0.014638674026250102,-0.005186978663383494,-0.01520761132598383,0.0064080198262040314,-0.029658933313274054,-0.022718882458948212,-0.005299972661716813,-0.009306721597293208,0.046591985107918954,-0.01469862947479202,-0.01619487826734905,0.014777924087325535,-0.009868701285143097
HTX97_RS00015,-0.0009669392850178455,-0.004731231910447094,0.015410961496767675,-0.005803434113225604,0.0059189375543809404,0.013384299167881728,-0.007268097242195303,0.003125647662926141,0.0008042807036471597,0.02219381719189277,0.012657033882007148,-0.014026176209333894,0.00015837620622330013,0.004085231083033534,-0.001341542558480336,0.014934683443824901,0.01617109360461424,-0.003981767651023917,0.0020500282955568,0.025495948576672398
HTX97_RS00020,0.05163313749466231,0.007325674031876589,0.011043939612474496,0.010917572431967266,-0.02408786930392194,0.009077989518170513,0.017342388207010225,-0.028671315422071058,-0.006179611172795215,0.009157462224857933,-0.0028707540621282,-0.004384312743302821,0.0017753566806217003,0.014660110370526513,-0.02067685826062311,0.049104945973652406,0.011521230235389004,-0.000859440443804298,0.003716363728920269,-0.006505048301732591
HTX97_RS00025,0.016817016883539312,0.017285794934827098,0.01521223414187091,-0.0076673203622058496,-0.025959303382356226,-0.007794814043162478,0.02612720614325591,0.008125686009284438,0.005321197101754834,0.038619512941430525,0.0009782120369695082,-0.004326113288886413,-0.018742105131021595,-0.0026780453430332923,-0.050631086114434856,-0.00236647664990293,0.027583217609926058,0.02338147972488544,-0.000849874795798402,-0.025603339452143575
HTX97_RS00030,0.024562268769781678,-0.01663241898129474,-0.0006097205416648758,-0.014490922734777496,-0.04165041606657936,0.00854457742202157,0.022367103199841986,-0.015070245820109747,-0.02876813943557945,0.008207054464758723,-0.004039546366206734,-0.0042487866766587785,-0.005711541060055437,0.009074661474219727,-0.04247283132402939,0.022147122228462324,0.01646318699054358,0.02256236846232057,0.006453852890624525,0.013625065613929994
HTX97_RS00035,0.00496513230455185,-0.005003428341967593,0.05735519918493203,-0.012609160658796446,0.12008063969243744,0.003772530411795246,0.009712130569713456,-0.005588800945034747,-0.02706161114189534,0.031005508358029305,0.015337119457911514,-0.024146989042934334,0.015299700015656632,-0.01001671612810018,-0.003261551206612674,-0.044648705257184555,0.009527696636539441,-0.0729980095533833,-0.0057196257692351616,-0.006210497785779943
HTX97_RS00040,0.024570031286755722,0.00034721778004852087,0.024545852240469266,0.018088160252060417,0.025516000861824328,0.0018658233417216345,-0.012359944560865355,-0.022219838474500545,-0.033191779929843124,0.01315804558009719,0.013408734084103821,-0.0014694478509102826,0.006940328072418694,0.007554885932893112,-0.024298364315263308,0.007358781616181972,0.02253115855342067,-0.028377261942525486,-0.012914677854117734,-0.006447895183984005
HTX97_RS00005,0.006320000774966182,0.013476461509831363,0.008587934836777849,0.00047121611015364315,0.00909403310333758,-0.008668433948834159,0.002016878331880083,-0.009497363306545681,0.013713212699324382,-0.01568756509474884,0.004859139733670393,-0.005385193420589745,-0.012257467687148273,0.0014656365691542758,-0.009256776149033068,0.021681862325321176,-0.006985955807912492,0.0029061290034149024,-0.012833592296773227,-0.000738477698207089
Synpcc7942_0001,-0.004839458857334073,-0.017585230585935974,-0.012465852648309713,0.016061093860525323,-0.00027040677393872533,0.017384303437908005,0.0069118315164553275,0.0035534107367030552,-0.008473826581479561,0.005972558824069947,0.009430790576611022,0.005813160264875862,0.01643140113332555,0.004460329330156706,0.012714036795973445,0.004399248772695684,-0.006890702689518929,0.012938569254249485,0.005320200649832411,0.007369367354466657
Synpcc7942_0002,-0.010519791700761269,-0.013142644359449672,-0.016354708392551338,0.0018622872224691898,-0.009657122143258619,-0.010143128118396377,0.0035215048895277227,0.011814319440863197,0.0032006011402511483,-0.0018284701858771882,0.0024465300630080945,0.009477612983717883,0.007641982363292531,0.007855049598937902,-0.0034616298126781834,0.0009594227322971533,0.02121840673094491,-0.013623916629676715,0.010265934038680233,0.0007263710362792487
Synpcc7942_0003,-0.006317783011609012,-0.0007274753413831299,-0.008042499289430944,-2.8252231085144092e-05,0.010356597154477969,-0.00031672542889350607,-0.0037046733230659923,-0.008802151662918397,0.00892829173985206,0.0030828721296924998,-0.01195943577659506,0.010059740589861633,0.012207110295552305,0.0005351863206597909,0.016631466427581343,0.015865717734901398,-0.006330183377727513,-0.0025376040171475782,-9.946049251858286e-05,0.0038373709634273085
Synpcc7942_0004,-0.022882684961298527,-0.0030186496922960534,-0.0006408542294657602,-0.05676501825608485,0.00901549791468061,-0.007503291301449739,-0.009122133231895814,-0.019200686829037864,0.02050271740368831,0.001476441807500667,-0.0029584957285951896,0.014790586431142859,-0.019823778443322802,0.001597639874639496,0.0024527221614983994,-0.021990636285288075,2.2397949126559267e-05,-0.010324044760311141,0.015709325949626853,-0.003412586969497773
Synpcc7942_0005,0.009962441555477364,-0.009926731526594694,-0.003064263486231332,0.06255501222794481,-0.012725901930553545,-0.000782173543978057,-0.0006005958621276302,-0.01921867167168103,-0.027975928383026656,-0.008578308940329194,-0.009630536994788838,-0.0012663751339508469,-0.009250008915447094,0.00183875986669635,-0.005495186411973873,-0.00020842739625670653,-0.023875658086586725,0.006453078354430007,0.011975814428738234,-0.01624847116805194
Synpcc7942_0006,-0.006221000679346132,-0.005968522158333834,-0.004957028179150641,-0.0031353833892374555,-0.01925413639592158,-0.0022673724378222465,-0.015514087870400142,-0.014341999775402615,-0.018302902713513845,-0.0030227974533560465,0.004668565725173117,0.008517630049654317,-0.012839424705505108,0.0060441388644535635,-0.04994529167662715,-0.0017770543693060256,-0.016291241342206168,0.016724723329260994,0.01632322361311164,-0.02204609242637765
