Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
HKK26_RS00005,0.03354562395262907,-0.011863888045375902,0.0093529549579895,0.01804412365772019,-0.03990038221705083,-0.016919686175540762,0.010059955706581131,-0.002008000941471329,-0.007414914976050193,0.030391696860346765,0.0631810600532763,0.016410990256849767,-0.0011371997838681427,-0.02068831973062513,0.033707113456882244,-0.004734361395379211,0.006680692920113429,0.018733196546583848,-0.005239147921215874,0.02573754654379923,-0.056757541046637015,-0.006794273011457621,0.013885699764238923,0.0366107925812341,-0.0001756769934623663,-0.003172644987950567,0.030982797640105208,-0.024581782815351675,0.007264123209803807,-0.0077052223523807325,-0.0001747781064681087,0.01732532780731768,-0.012260965210848927,0.0038355014723151374,-0.0004136089620851134,0.044230985668287176,-0.03296029976196924,-0.023373948340103885,-0.013957808056567449,0.0025017404238149737,-0.006379575677458871,-0.010204431499888384,-0.04785845704761102,-0.004720462278246839,0.016397657507722083,0.006034484634703019,-0.01812393299940811,-0.0069403684774787,-0.025447196222879654,-0.0614332470307639,0.10156991462395482,0.02358854385812725,0.003107305406952637
HKK26_RS00010,-0.0023831461767025003,-0.012317727962574404,0.014971087462997613,-0.003102814086437315,-0.019200044801136084,0.01826155553442048,0.00311559776187146,0.010575064984241387,-0.003678381076973668,0.005957115416327972,0.0021694224050699757,0.009007920159092308,0.005232359461704622,-0.01049323693831682,0.027263034092503857,-0.02702884261394016,-0.005387253224710381,0.014739652600882405,-0.018331655564783104,-0.00800079563243031,-0.005635987834304963,0.015250630484502386,-0.027642664060145473,0.00986698619293021,-0.010079852710688446,0.01403101328113446,-0.042531581660729276,-0.03922561246896563,0.009944916622952677,0.032013497314539716,-0.02532556329644171,-0.0006920324525510606,0.014124387349434775,0.006413841382649436,0.0007340327647513251,0.0058352447762590135,-0.01852270183006375,-0.02464822803508342,-0.006778191171283945,0.0034662632054057235,-0.011920551197521093,0.005930588224831442,-0.042261357673051086,0.1460026078220249,-0.007626117919361265,0.014701169345561121,0.001528798174688395,-0.0022538221060236815,-0.0027271189396957545,0.008653069346946948,0.017703833816233014,0.02214017488407414,0.0026731158436170614
HKK26_RS00015,-0.010966723667283806,-0.0004076460350049628,0.06957241047435982,-0.028680514783980968,-0.012265625222342933,0.0004410276634164848,-0.020631107568610668,0.007428645185923385,-0.01307126677469166,-0.002298036759333798,-0.004768281745802352,-0.02493886446491821,-0.007339914957945165,-0.011143672563121685,0.004548372815384686,-0.00013780046923666286,0.004065496785289313,0.0177160557722447,-0.009276168870496893,-0.008456637183979505,-0.012139284873216792,-0.01209894558227818,0.001683131242373808,-0.024605146260776475,-0.02064601607362912,0.01372494594337908,0.00485327157903092,-0.02929044456400622,0.02198383455022362,-0.015064781473333191,0.046749111932792145,0.006742635336571288,-0.026159122801979885,-0.003366860343728479,0.02908979481707807,-0.012417165606832894,0.01217515519537364,-0.009444718688574799,-0.002524700458081419,-0.01867007676254546,0.016604708062913823,0.0011661921768152924,-0.017103591286042642,-0.010469300749097687,-0.01058704722515813,0.01007073852874696,0.00498112927095184,0.020993895612375146,-0.007869695598366776,0.029689388986481123,-0.013007102664221518,-0.01015835522235844,0.013610052754390084
HKK26_RS00020,0.01803573378297763,-0.013993645249270397,0.061203789241214814,-0.023128975346404314,-0.0009295436631156706,0.019280034244143908,-0.014289329582031319,0.003238341318028916,0.000533333693442426,-0.012733279191562648,0.003636774774827692,-0.022317844477284215,-0.008144917561348152,0.0014329062428718917,0.011038986951957269,-0.010677514389601095,0.0007756745636052529,0.0037875195097778996,0.0034045700776467167,-0.013116408806588915,-0.01800145554199011,0.010183339402676494,0.0068411108247222975,-0.012070651919528831,-0.054993663571744525,-0.029798262818759396,-0.02283326769721866,-0.006606638585741441,0.011859324916408523,0.009969186662984011,-0.015303068873723175,-0.006313346452488536,-0.0051978105519223956,-0.022389300600498922,0.038678325430651604,0.02355487323886293,-0.021003384635307744,-0.029689548043287113,0.013097944875541799,0.004979037872042585,-0.010606157692572747,0.014063740029526942,-0.0023926238094934757,0.021726497355817397,-0.010340387873517699,0.02837836660608359,0.016756426554827418,-0.01600680658200488,-0.0038392330072542493,0.020117912068206005,-0.003583436904547985,-0.0030189060056600944,0.002582756871686184
HKK26_RS00025,-0.02482747926000352,0.00847140760935615,-0.006423991728177623,0.010464985832045063,-0.025381012533878297,0.019548524854746268,-0.019117777508614608,-0.004683370864917116,0.0007647027639250115,-0.04942007989230418,0.020125341764350768,-0.02246617801273086,0.012710182707767533,-0.029004822358441252,0.01988266046908862,0.00914010774499682,-0.04644608023653225,-0.01658760099165629,-0.010841677995448813,-0.003799305119088304,-0.009792075625375145,-0.02437811479402809,-0.012057630831706143,0.025184433193501984,-0.000283724816986991,0.0062858728477719296,-0.013401814779238881,0.0015760474783685144,0.0021742954068900006,0.027375145768670252,0.005573294512467348,-0.003501017945630591,0.010840669361367933,0.024677686630604285,0.027837506784240896,-0.024674516763046175,0.0034950713212587776,0.020435558581936554,-0.02418781638604031,0.0009285196200528387,0.09415143358572402,-0.05126878076753637,-0.010233529290040512,0.0059652453841299,-0.052037311290510646,-0.00224870423254282,0.014982663609966322,-0.006711197916175589,0.0012125995656136707,0.007978958118718342,-0.009011282116176224,0.017481646674607117,-0.048093468715618704
HKK26_RS00030,0.020123987717127038,-0.016471087093831133,0.026431855675652337,0.010220877132746935,-0.00040862497361991755,-0.016819568010869573,-0.00023768577541751837,-0.001164930040440578,-0.009426581090307924,-0.022394572397105232,-0.00477337896382368,-0.006199184651259341,0.017354839449105194,-0.011158032452244917,0.005092683648635937,-0.0005895732480833781,-0.03343706347105212,-0.01226316483727208,0.006052853276753209,0.01245162513344671,-0.00772523406452195,-0.015391887769050185,-0.05291757183581478,-0.004100996237627465,-0.028968304253017357,0.018245914623372456,0.006797510784565305,0.0020971215847585753,0.015192102085587945,0.03703306377448996,-0.0036715420667921077,0.0003040836481380491,0.015074771333409228,-0.009685818554015718,0.0062570062428373195,-0.01316739734604286,0.015330731551220436,0.012356364452520833,0.003493461621227798,-0.005727571635194076,0.0052827819055807,-0.00037717691306755956,-0.01460527005445122,-0.026980460938717393,-0.0025265058924747795,0.023185096803614105,0.0006080571776751543,0.0038744270058695732,-0.018841074891010688,0.017251472890787076,-0.012492608555220608,0.0020523179158739168,0.036229571470182576
HKK26_RS00035,-0.0018283801305104483,0.027524706712270783,0.026573809976144846,-0.00576604798132816,-0.0061293075273445245,-0.02322722484772617,0.004104318494422122,0.006564368399225799,-0.019892121898598788,-0.030395824769763477,0.11245615472972777,0.007091288772787534,0.013018708412055246,0.021201827781096343,0.0010181816153184379,0.02154327290369017,0.003976124779755107,-0.010477504432642497,0.01781600559125063,0.020563089904962698,0.014844409304212177,0.00265354075245194,-0.02290346591919338,-0.01949280117027066,-0.012489180562001536,0.014421303334329456,0.0076179547066856645,0.018680883459814595,0.002829792645141127,0.006972221677830915,-0.01292509335286573,-0.009798734857359694,0.012168782230176471,0.020227546637317448,0.000782843344464492,-0.01003875876826398,0.02307272313110623,-0.02666781210223262,-0.003728626251506911,-0.00261202538921399,0.07042200740480803,0.040464297290413606,0.030074066568651574,-0.0040788425573453704,-0.007833895105920896,-0.027154867506325484,0.032110040322802506,0.0055484497896809565,0.014933062465084372,0.015486061866761344,0.010801302743479894,-0.010600518636387854,0.04619116935161885
HKK26_RS00040,0.03673770001557138,-0.013798127778620725,0.0029319288561720585,-0.009137128788646656,-0.006698237490281601,0.04294970899827246,-0.0007129822147978164,-0.007903917073891275,0.000892712643353306,0.00017619610346383433,0.00014601219137676372,-0.0011910554213719698,-0.02278744106352014,-0.02376935634075351,0.008085562627495426,0.02795111210721305,0.024467750417903614,0.007668790377746627,-0.016361503912272587,0.02706996324136086,-0.009410264253948199,0.004299307220535089,0.08507729842190492,0.0014348133582549527,0.002821642653378377,-0.006565727395434714,0.009916824845239966,-0.014069038646787,-0.003069041466694453,0.004159188536066857,0.01712383399045649,-0.005190792111986561,0.07711332453614674,-0.007005266313130599,0.021586666970247644,-0.004550954639946486,0.01539155417449102,0.04318121490021784,-0.019287722872961478,0.005445333963199334,-0.009206698439354268,0.0029816008031547368,0.013065824686639006,-0.011589844709510346,0.0071215185063109206,0.007650957316979747,-0.03151607492441079,-0.006093838071012739,0.0301621818850031,-0.004933543229864686,-0.006063364247180392,-0.020492917988458405,-0.013839706808876084
HKK26_RS00045,-0.00043053188517726916,0.005090911971292869,0.006122232826837545,0.005412242550894735,-0.02003180080678685,0.0026071494801753335,0.012043664503030252,0.0015854596812459323,0.015510101486727032,-0.002653513259188167,0.015169297583852532,0.004316228128367847,-0.021682126986556232,-0.0070661801207360896,0.011568385367168496,-0.0029183651474275667,0.0026748313650807737,0.012627946050540932,0.008433869117483644,0.015130307176512266,0.00887327676907066,0.003018999456889152,-0.0009155999574838191,-0.0029320987142670133,0.005330343068553541,-0.012802079368608846,0.630095246767495,0.00647523341571921,-0.00015917854302262383,0.011477417690226,0.008465230626281217,-0.006691100133280433,0.011675633290453504,0.012468020297259812,0.024809960191773096,0.014825355496608884,0.006002871067365764,-0.015582184947460175,-0.01236740299629481,0.01123309221585387,0.0015453381723663027,0.009418555766881418,-0.00935582423907419,0.0011503315063759673,-0.007411205029720303,-0.007402797332309601,0.0016921175381107772,0.0009759027113706612,0.01423369570761178,-0.0008859076151232468,-0.015960112364598513,-0.002278126104485832,-1.0675308632895491e-05
HKK26_RS00050,-0.015032976036193035,0.026329917252733093,-0.005353162609052085,-0.04248726185972591,-0.042112581255729975,0.0432415993516123,-0.02642979241330634,-0.005063276889795698,0.015082091530302384,0.015090941299496426,-0.02339358327171061,0.0028919153384185524,-0.035804912648694766,0.0018832651041982907,-0.0027786950279286324,0.030106507290712986,0.016123862019859762,-0.0014861359793937074,-0.012003918887700811,0.012281931462126193,0.019506565928164694,-0.02180259326488311,-0.02136834484182371,0.0461721891344095,0.002318680616361547,-0.007346078707002251,0.030626722956003164,-0.004266887513254491,0.03835118017573855,0.037520541798602286,0.02380402871107637,-0.005597441433984568,0.0207158170085383,-0.007501221444123733,0.03363000813830962,0.001292405376839815,0.006198064120143616,0.0052587739049101715,-0.005990807408473646,-0.009241176426835852,-0.009257028537921938,-0.002789271675145447,0.029910337766741686,-0.005921881968957049,0.008441101838383295,-0.005971907440390307,-0.016645675602167467,-0.0016047243362502688,-0.009808781517624272,0.025402696928665952,-0.0011986980653590385,-0.004619509911151292,-0.02196162791800818
