Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
HKK26_RS00055,0.016122720830523296,-0.0017240564898108335,0.002776386824791661,0.01771875867168941,-0.00042592174740084857,0.0020496049855787454,0.03703141945738525,-0.02572840219801216,0.01566186512952958,-0.06264512761727871,-0.004608421486172587,-0.014566712688409948,0.0013244175916285934,-0.025483417473514264,0.003938108174316797,0.05753827996868446,0.005801021625911185,0.010096116777428601,0.04056544789673392,0.025451032114078773,-0.026835509658471993,-0.025297968679901972,-0.0886600654759976,0.0018958719573648386,-0.012342631053404572,-0.0029888890389633293,-0.0016187024616885156,0.006272793818020923,-0.024338157924421417,0.03274779926771786,-0.01042113868604636,0.004640497389174039,-0.023438225845190893,0.020785016589930573,0.007481844347068869,-0.002533959866318029,0.04002817122677964,0.013016296083293381,-0.0806983550425087,-0.016627051486590473,0.015905600326393814,0.01099992823589688,0.0021434492020276177,-0.00047667565820533873,-0.03143033915068294,0.009101321058201366,-0.0022535794161264323,-0.014518032691472595,-0.015744453755671618,-0.01966537672220155,-0.03466995955308123,0.009717049759555906,0.011122806914499574
HKK26_RS00060,0.01502266991384008,-0.0005571971196180688,-0.010191554594182937,-0.020460828480106507,0.0017268647634385399,-0.010536703153266156,-0.026194415793819523,-0.002571770169333255,0.0022289037435178106,0.021312618061186308,0.010119425636916654,-0.03991359952012569,0.014197828275238996,-0.0038501604371237873,0.00736065993790477,-0.03617461478116779,0.006294811836428482,0.002480010092560091,-0.006738088588971989,0.0014818313443525225,0.01154082901905309,-0.018003269417787852,-0.006225031954002622,-0.005865955722380583,-0.053272896175210686,-0.02373181104279325,0.015614033599331938,-0.023021852949704037,-0.014920068778660202,0.015953429876167737,0.008888813929648466,-0.005394526748065032,-0.003934263167640863,-0.00574399053838576,0.013317433093897775,0.020241572804458242,0.03472673049236865,-0.015965145255056497,-0.01675279010957445,-0.01245333588109599,0.0014022083907718004,-0.053853788195062494,-0.01673615704390584,0.020627207322639483,-0.01420977954382528,-0.026493061710677314,-0.0005204839401821673,0.0018379534028897333,-0.010636343800560463,0.02093808718195355,0.030144721914375807,-0.025998157912195168,0.023626219317308413
HKK26_RS00065,0.013233736457711665,0.008638400422906454,0.01503782876692752,0.017514581008735895,-0.008977636010072194,0.38318947140130194,0.0006367057784925787,0.008788078964058215,0.007724251183357706,0.01724539640545286,-0.016794837778750973,0.006185546662187637,0.002179509264059559,-0.027700482343624152,-0.007348972608130925,0.010686239230536661,-0.006147206570002915,0.02282323930805314,0.006162826608696428,0.021847596546784708,0.0027915308035094772,0.004995214435409015,0.005527935791597178,-0.004846168035235054,0.0159449268390909,-0.013253742017940766,0.007154243863132046,0.00845728039641026,-0.000885798611054161,0.0009851964969836149,-0.003002588509279443,0.0012027949713727074,-0.0009694878090571829,0.012470838401479535,-0.018456550418704573,0.005762261045807828,0.0014747609570978635,0.009791978701703653,-0.0002367940598813063,-0.05778029669175117,-0.0021484378730997644,5.272970299421899e-05,-0.05032063596264003,0.008632867632863951,-0.005879530825881683,-0.004452380482767826,-0.004786906596554421,-0.009092460719224945,-0.010542507039110931,-0.008894416961183448,0.035374179121923706,-0.0017986373800160066,-0.010936866153988735
HKK26_RS00070,-0.002657447116754555,-0.001042607266347077,0.0033898964891972277,-0.0037138037386608516,-0.015210068739499094,0.26246152461846006,-0.021430770852990676,-0.0041187332100984485,0.01925418585174699,0.022913091422011943,0.01013909137437844,0.03146872390611145,-0.00954961718290705,-0.015615389521097764,-0.013386478725213667,-0.005119046394075164,0.0015136252568151798,0.004927747307843821,0.0027033587629566786,0.01877011461030091,0.011293923301511582,-0.006880279894877569,0.021602408692493046,0.004081850954686622,0.007258779902697076,-0.01123588123158765,0.005844169665216431,0.011511582608906824,0.020702911818146603,0.022996849488434917,-0.015287337239937152,0.007514739581729368,0.001630408796512668,0.003174072323670578,-0.013441368241774488,0.02330860309306712,0.006702065604121354,-0.0011122327253044039,0.010790045710388543,-0.028985785008726738,0.07528492542893406,-0.015930397788450817,-0.017669540567017968,-0.004339970831403296,-0.009067305630199307,0.012231487957477938,-0.006727092654377362,0.008654644418635199,0.005940522370630309,0.0030615850603412957,-0.007239337349935405,0.00731857856335452,-0.018830522455896045
HKK26_RS00075,-0.01159871015520328,-0.019186486837604783,0.009540923150321491,-0.0019121042770056747,0.000985531953383514,0.2641440477334764,-0.0020187697650829242,0.020512069353713955,0.012976299725756186,-0.006084758703086296,-0.014777753966604275,-0.01606717722087808,-0.0012416568301653922,-0.020719757054940627,-0.02604870768490773,-0.006763697676592795,-0.010364404000934184,0.0008367075150042054,0.0021957863255913737,0.007101874819410936,0.003950350963499368,0.014873048699508291,0.0005452840355964377,-0.00226823868663782,-0.020475729950002693,-0.0029800175015823756,0.002623640832325925,-0.002936322399266972,0.0016605472284407239,0.014996691130186693,-0.022941244760538743,-0.0032765107557426137,0.011439096058207187,0.0047352135709113905,-0.0006759683954467987,0.015167991341728193,0.004613673608092865,-0.011795095696494229,0.012355870850848613,-0.024334799759008523,-0.019017988842206922,0.0262757644406787,0.0007419608937873777,-0.0035740071976806355,-0.018425146339544573,-0.012568173764495484,-0.0004947386380284581,-0.01371881287765997,0.009383612757162445,0.0018173639829409307,-0.01509695108454108,0.02875556087937155,0.013540164983337787
HKK26_RS00080,0.006478812294843641,0.009849100448212043,0.002698240337902138,-0.03784914158673236,0.012775529920380526,0.0691255322110194,0.029876471049316778,-0.005687897599553678,-0.00699266767897138,0.004423998086550869,-0.016247489200616347,0.019192928409873862,0.0018859256357737905,0.005163042546931482,0.008154121308694246,1.2302574543497974e-06,-0.002186319568410444,-0.010276480694376908,0.0027401054439174944,0.015538765532632177,0.014519502214770297,0.0005474785959005641,-0.006062113812939095,0.005987658558703661,0.052819438976542794,0.015193942419254843,0.018475025268866033,-0.029886743716165905,-0.013160307850551212,-0.007125086664652008,0.025369587841596982,0.005616724937094491,-0.008405152563642528,0.013824652581117331,0.005360529784000323,0.013389131836975767,-0.01071235315237597,-0.0031587048632391395,-0.006622504139729648,-0.011666699637377652,0.02187810631407439,-0.007009124095630421,-0.00417569640833408,0.005866476601857831,-0.0005259926905199059,0.04991974326333737,-0.006810149438353965,-0.018520367507369608,0.021369766801986583,0.015246070343328892,-0.021011786563228982,-0.007179494209428431,0.038070250754709795
HKK26_RS00085,0.0504865516609157,0.013864719123221356,0.00795626562272104,0.02360236160897179,-0.020522319208142202,0.002756087098756718,0.02257188511961359,-0.036723907289845134,-0.0007861094913163088,0.013402778468168118,0.023225553790148325,0.003969341058057202,0.02240819508055187,-0.00010464027489223662,-0.01641576929595241,0.03662473734769419,0.01230874513862164,0.018159752703978908,0.02620598467200779,0.04545659780997527,-0.003638093660437631,0.003374697982452738,0.0253165532162842,-0.017526803134007115,0.008349163774138415,0.0001991109915430834,0.010127473638269798,-0.021684867752071756,-0.00999499873239713,0.024342389809391567,0.020030797764568557,0.0047183652618301005,0.029008217045135606,-0.007906920973096246,-0.023068052561231095,-0.003705856475243457,0.03749915094150387,-0.011179709237140352,-2.572976793703145e-05,0.030189366269337298,-0.006331799188838769,-0.01863221957936604,0.004299212385721552,-0.005616782704665304,0.0016259463760700664,0.019971684940624283,-0.0195210606030866,0.00010790926952340147,-0.015247388387091998,-0.010828398448966407,-0.02560218172663193,0.007844671507702057,-0.01806894407589306
HKK26_RS00090,0.001247521535065416,-0.002464447220769467,-0.007441141830694625,0.005024949343712835,-0.009435740089244436,0.01588359585781835,0.006415373120837165,0.008365567968187115,-0.002676204753343807,0.010566975272051311,0.003012444589372594,-0.01849477521327163,-0.009341881833188967,0.015143069697984821,-0.002437419667847837,0.007605004252407768,0.016726045876733903,0.015567700973959597,-0.014984022604418947,0.02227400519231081,0.00916847466298971,-0.0005305388780322311,0.0017262616234799697,0.007820175164348749,-0.024240129400325668,-0.021639022327192118,0.000963822664711541,0.0016878869490264314,-0.010139486059941997,0.012538836947465161,0.0004280220559973596,-0.011182100783248909,0.007580914036710557,0.018291513993551636,0.007191095375721396,0.020501520877867094,0.014087291890704652,-0.011357054732357543,-0.020009070581576523,0.009704883597606566,0.005265038823440553,0.008510515174929007,-0.03001893069108367,-0.01295089438093138,0.00466748903153555,0.020673850488722383,-0.0005710372705225766,-0.015152749345290423,-0.001219722409579336,0.011053773409071143,-0.03818633624018618,0.023040482652403084,-0.0013982000775487654
HKK26_RS00095,0.005974835154207209,-0.006630912214050069,-0.015305546187984,-0.0143232461739988,-0.008240219449272432,0.03545974099266225,-0.0059953538434514815,-0.004381736535841071,-0.0026940689790594767,0.004228667879273549,0.004067890727883924,0.0032834483184964384,-0.005216473172280297,-0.021320579099016346,-0.0028816605412873386,0.0023772901898310695,-0.0068131513114852195,0.016667022623679327,-0.0035673121883001667,-0.0032935171135670166,-0.002050044100686165,0.004794220813641054,-0.0019272940648769519,0.03143729849420325,-0.019659355924026414,-0.0029680543105947772,-0.003966432140484058,0.006088271205561242,-0.02068096223713904,0.00259835505247961,0.01792674563757941,0.008703428996527901,-0.0023111152217203707,-0.008576863342929777,0.0016390534120141445,0.009353756963573979,-0.015359640537931396,-0.034100363049889,0.015751689471783327,0.008612184178736593,-0.005772058653227826,-0.03383591516577061,-0.017059004759430986,-0.0078005617202910995,0.009984816927975418,0.018629632970073095,0.004574692280405985,-0.010328090745209023,-0.0025365845215851042,0.02723504104782403,0.014823791218929882,0.022815306806429913,0.03166163004285508
HKK26_RS00100,-0.01119005865855445,-0.010888781278591254,-0.02529491321672242,0.02255807595591133,-0.0043733105041664526,0.009106012619832,0.0022584806208466716,-0.0024039676962877682,-0.008726776696392751,0.02358411209505985,0.007184405130146184,-0.004382202677497168,0.026239445507462537,-0.01631290481312869,0.011821715553734609,0.0026247829881430895,0.014510722374539785,0.012425421742599934,-0.010002782824458713,0.003048431791911255,-0.0016315012102955996,6.789580752191864e-05,-0.0021358297308248266,0.030566348024758317,0.01605426496411057,-0.010449170218493781,-0.025992778170512404,0.007929362094008718,0.0001322773536501583,0.022191347184353814,-0.005346481148089523,9.66627538934048e-05,0.0028797770384118865,-0.0005078844198700628,0.007651355505254217,-0.0018568760477011993,-0.03469739151862909,0.014991119112846077,0.010550122502899028,0.013612166730964556,0.0008927517298950284,-0.00939739814082727,-0.012927940221744802,0.013439028084840156,0.0067128017153775124,0.003910828197624094,-0.03481843439792606,-0.01960706282122928,-0.002372037616275382,0.045673305357790246,0.007268077433473008,-0.010148253576074835,0.00310711913128733
HKK26_RS00105,0.0020798223673474197,-0.005738339324296921,-0.007332379485236563,0.011050027835050803,-0.0180050142021488,0.018264247251679556,0.016222099387602593,-0.004169797351787424,-0.007693289283670742,0.014254869119420803,0.001999517474642844,0.0010421630157633867,-0.006072733191544338,-0.010143310595435027,0.013384838007915942,0.018827786561552796,0.019368546980947664,0.02326063481905549,-0.006357500763399796,0.003733595138748011,0.009857593590226648,0.023208104839308036,-0.007426575713501708,-0.004483813451111256,0.011396651027173372,0.007401219314487784,-0.027480572314589974,0.0175493751463077,-0.009327401345309363,0.017472103012536953,-0.004770238258637094,0.0010063409466904503,-0.01724949444057845,0.011600822687787544,0.0018930087149105239,0.007984607798229628,-0.0032418760703635825,-0.025524027357585008,-0.024234724431211697,-0.013912862279963327,-0.01403977657929521,-0.01234665573428598,-0.007026624845125859,-0.0023804451254917404,-0.008626042872794892,0.006281627645068737,-0.016487340623569238,-0.003643917366815751,-0.004787105619447032,0.006921024361671862,0.01217573296798602,0.004061364174828845,-0.016436084901234764
HKK26_RS00110,0.0004993428146627416,-0.012304917718657236,-0.017541453453317885,-0.007824891146802656,-0.019574774196791458,0.035248425942353924,-0.025552117942338554,0.03690861504812256,-0.0077196432009645575,-0.01955304938512879,0.0159529592618887,0.017871912403191723,-0.006261624730704332,0.0021026739091105505,0.021811052076549455,-0.008755616534492215,0.009042355954299537,-0.004233138367518534,-0.021878196970579987,0.011150488640447485,-0.020456121011938486,0.022788881707850477,0.008211036882522414,-0.012993032877279893,-0.02000348713057579,0.001345077838658164,0.021697319915790284,-0.002016900416573316,-0.008137894469021155,-0.00226545994343727,-0.003356078800797444,0.0007638613922448839,-0.0034594275807918544,-0.0018019450921468556,-0.026726905397430497,0.009451001883403518,-0.013745807221931137,-0.008825032212815671,-0.003077350597315275,-0.01863205316382521,-0.01259316220019108,-0.011294122881576735,-0.006609669702436565,-0.013766993486643432,-0.010937805107087827,-0.0032221413011516366,-0.016224568921763747,-0.0055459754307868175,0.019529789145001534,0.029577181594017506,0.0045985709163426265,-0.018912181068265907,0.011416130003574413
HKK26_RS00115,-0.0005987397498352923,0.018007347892638744,-0.0022419131206297895,0.02129270746076515,-0.016919116027001465,0.017182095735712347,-0.001126756267675425,0.018118469940258005,-0.010440555509756788,0.0013128649804092262,0.02967406933330306,0.01665360648505841,0.005648388649811365,-0.02614866992623456,0.029990095011257906,0.025430554852008694,-0.054444317690802206,-0.014802008144623456,-0.012890355544086933,-0.004771600762199025,-0.029939092499443664,-0.00031141780181490026,-0.019133965665971944,-0.00247653148066592,0.003859365220522768,-0.0174256074624449,-0.01861167662103659,0.011479595049608732,0.01597133792440959,0.011226413195387695,-0.029931100664736573,0.016730928110021026,-0.01317666450746907,0.01682068529479029,-0.0010574871871053913,-0.02901893862466547,0.01807671001114683,0.028987541226794165,-0.012442768317171681,0.004703940815495198,-0.003138685155340925,-0.034949854376302,-0.03985653360094793,-0.015964561726424888,0.013426277711188364,0.014247958906231062,0.013972438444882974,0.005804400245997627,0.04398221869441085,0.023569339071518997,0.02818488888742861,0.003710841724299898,0.007467068518866309
HKK26_RS00120,-0.004032992911594252,0.005642948136067728,-0.00504309481150219,0.017656742324119245,-0.02619718713419683,0.019618691926137778,-0.009667277253282168,0.017087712816330095,-0.01668467928221691,0.00362201082712869,-0.0020830716450058223,0.02395128996928391,-0.0018425401797392096,-0.006010040181738836,0.00020228196712987763,-0.022206154749261686,0.019417869161492594,0.01585474358836197,0.008555204023414304,0.007822567939876943,-0.0026298254071819424,-0.012739196083837197,-0.02260948148382732,-0.0012143964841238048,0.003524575254877144,-0.008566633030322008,-0.029387955082016626,-0.0057641864362605625,0.00874401959235245,0.006115531480572796,-0.008913189337628726,-0.0010527922428412708,0.015977690764408824,-0.00402140747629753,0.012750018173296124,0.010271254003611494,0.01759384227247202,-0.010726451899841068,-0.013638769178048427,-0.01710817544137755,-0.019471502287219476,-0.004803036015840032,-0.012418501781508056,-0.002912561171344802,-0.030104967886566046,-0.006637760110903092,0.01439976812385012,-0.005421356861853298,0.043028038759837885,-0.0063709555921430926,0.005870902149928798,-0.009591358575364735,-0.010243636159782818
HKK26_RS00125,-0.001511125585529977,-0.0028401392436225876,-9.267610543456842e-05,0.010558125147388953,-0.0016339594702692087,0.046063973948499676,-0.009877239309849337,0.0347634789882651,0.009036299872674545,0.004366339790358897,0.00030002154257516284,-0.006721771172958543,-0.030765787183666248,0.0023007527112363403,0.011309968851258068,-0.05852288210385157,-0.0176559814394588,0.0030206995662374987,-0.00838383289583664,0.026948873692316893,0.003331043479248705,0.019268417614587544,0.0031130286605550363,-0.01928423244815767,0.002851591881062492,0.017577981401415275,0.0296171078999355,-0.004876086275658032,0.03847283799630274,0.003989700157015252,0.004170754817810585,-0.0011686555772795276,-0.006162365773608263,0.009903856995131662,0.015084627303868529,-0.007722194723418364,0.004251735889988198,-0.021642494889481955,-0.01479055342890915,-0.010048120582025389,0.01436868938086249,-0.018837888981879998,-0.028145041520246415,-0.012653936720059447,0.009966861509182669,0.017921861724827026,0.004613219202427961,-0.010535533170875909,0.010973079530492265,0.010366496610815172,-0.026178119255398143,0.02763828814008067,-0.00715300139315806
HKK26_RS00130,-0.002403209810825355,0.08451291772447361,-0.016899171050021936,0.015068561953999646,-0.025680354315585793,0.00382211020624478,0.008753416756247846,-0.017257678081439982,-0.0005487534697534064,-0.035820065206419185,0.02017890978921816,0.005510565272085699,-0.016556636321896998,0.015169886302758187,0.003908632721286855,-0.008113697769627311,0.007289622327987897,0.027681647042692333,0.0028731533531091338,-0.028715323495907014,-0.039675850184790244,-0.0064595864218542675,0.03593693113054528,0.030409224665220242,0.008703315317049057,-0.006123405184862634,0.05239297804112657,0.019735287071974774,-0.0031504237817367646,0.047775467461221896,0.01418573412574603,-0.045380286901254285,-0.019847326451941913,-0.012301485088648685,-0.009207766446814833,0.03206011547314677,-0.01185886171261038,0.025785778761808292,0.01772776316074936,0.011575339979883166,-0.005815280625638126,-0.024952779128985712,0.02259489883378023,0.003671739114300832,-0.003939037866026819,-0.021612144531071673,0.009582760126410926,-0.015244398797485084,0.034512641558582566,-0.04258988467775451,-0.00509404788556179,0.03096570617848363,0.005296759203618255
