Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
HTX97_RS00010,-0.00812002925327178,-0.02559110431700937,0.03308621030055559,0.0063897019673392645,0.0398934451853262,-0.014798740266262198,0.007356030836294262,-0.006313903188618554,0.020419986765229433,-0.000317335669264077,0.0241981969720938,-0.0059650990214722135,-0.007127582684793371,0.0028435663454428085,-0.004979001830929079,0.05761830380862427,0.005300834683082666,-0.046276454751295985,0.01549755630489656,-0.042417859606974334,0.00772962971060242,0.0024787128915619966,0.02813784204583739,-0.03297090859479224,-0.008977094097710569,0.009436845210253467,-0.013625540436233662,0.004955978241939521,-0.015599875127667773,0.08142871362989296,-0.009468832422772099,0.016006355611556673,0.019521684267634776,-0.0007242696601091923,-0.002104336807202189,-0.0282302557118126,0.04484917848057119,0.0007231421101538944,0.005144469566662702,0.04768363756511738,-0.02485926931661352,0.01222847384756709,-0.03804655687284933,-0.010115050548837745,0.03924308500271365,0.004424290336505759,0.00726667111496599,-0.01075664540536679,-0.09944811467169853,0.07919935480680614,0.027016374684065574,-0.030123731523522473,-0.006265851925750264,0.04594354196921929,0.03978866305220475,-0.05280401715898207,-0.0052153267548236725
HTX97_RS00015,0.0016572290049735683,0.019395732905904968,-0.005130405377275481,0.001544371545686712,0.006422308500938819,-0.01973094018298223,0.007054493994437439,0.002122181915611277,-0.0026669352478785905,0.0006318670942527347,0.006851576564116946,0.023513764759011936,-0.02171607774999718,0.0046709268881208335,0.013477788488871626,0.00358780158742856,-0.02159667361228788,-0.014590096451482352,0.0132729392621136,0.005305425649965711,-0.01046241664610304,0.009180344504928184,0.013102227358240681,-0.02130543859144232,-0.003282001727690681,0.003794561578808917,0.012806248296391012,-0.014034869913482373,-0.013208023144463937,0.0021912377687714627,-0.009357820690010501,-0.004281581844351273,0.004492139303417409,0.00038373294306166773,-0.011412205604821968,-0.010764580048523726,-0.01058744396838902,-0.03271541365389921,-0.01233009528110175,-0.00048222531825125323,-0.011667075212089033,0.0016589060125641153,0.008182727877883876,0.004467440700791788,8.715999927473578e-05,-0.02643971219224625,-0.0016482751565469918,0.046322542644237706,-0.010335212116912585,0.017303738315208973,0.0019755117469660933,0.0016624704227170492,-0.01600181085611247,0.010288736994855704,-0.02733918211026674,0.001670726836564292,0.01538103800451625
HTX97_RS00020,0.010160330196989208,0.01442269669776951,-0.008771162643563616,0.023747635662991793,0.012658996761674902,-0.002848320532190878,0.022623492672969335,0.002246528617154224,0.02536951416826791,0.018092014063284683,-0.0103030020728257,0.0020196695060764693,-0.03131410634091364,0.010972182002168929,0.03807907342569898,0.013524545063074203,0.019173705850979206,0.001867951410067809,-0.007263245835454346,-0.010789393143471266,0.005826668116366818,0.026748249641400264,0.0013677681639899322,-0.01559532130708939,-0.0030837105355701537,-0.023038095761277303,0.017776003882771813,-0.011560193579707605,-0.027275184611931194,-0.0238181231486548,0.0003687078467681403,-0.000634523646475297,0.0006314931758036032,-0.014159352801807872,0.013129053953015748,-0.00706180939724095,-0.006581029469785691,0.0021181264752586897,-0.020778668400910992,-0.005697448678563002,-0.007814126539522457,0.002322333229515574,-0.006235337748356403,0.013646412233263907,0.005537492194842762,-0.0019442529032181314,0.010840655984309697,0.028350520694073903,0.008370254526973616,0.002580867381914026,0.014743992940792372,0.01976824817425951,-0.005279878644104939,0.04722482695115523,-0.032422101423951515,-0.028144163951187896,0.0335673322316752
HTX97_RS00025,0.007669242761167806,-0.003443330957337943,0.0026429156103250136,0.022697133022405648,0.038108397645087576,-0.007722030300018072,0.0010556515277758067,0.022802590056327534,-0.0044568047961539925,-0.04905034821959858,-0.040285442622109986,0.024075495400759348,0.0077344523973250385,0.011044776084142734,0.04501503431886708,0.011471311781721614,-0.02304180491623877,0.03708791163795766,0.012590581901554208,-0.0006002973351806475,-0.007344753221247422,0.01240937276663244,0.025034637892017507,-0.0308362528257914,-0.009828073387616152,-0.005815228542932051,0.001029890471795325,0.029212168506591602,0.004451088286060821,0.010195894267721935,-0.018349314462202473,0.008789310394722827,0.011216808554819678,0.00787633332183648,-0.020130689277100267,-0.016189545933827324,0.016348222634855285,0.05453395702864468,-0.022392730820062795,0.07334976927156253,-0.016019300205692925,-0.004965622809564685,-0.012345714204769981,0.01694502344793063,0.010777460586434896,-0.001980470645194429,0.0003186765207902395,0.03886763628784338,-0.014457974699590398,0.04302235335752583,-0.008101212844288915,0.0067174086621905665,-0.006428612459579762,0.004198239258716672,0.0037015453557057644,-0.0030874479492596788,-0.08484544106318274
HTX97_RS00030,0.000284238396112358,0.020815651731445842,0.01366123205989421,0.01834806598878989,-0.0022055826863345736,-0.0070952255485703985,0.0019817107960251245,-0.00021265163479573297,0.014509189420858423,-0.0010167295772146848,-0.019759951340392434,0.007834286305818483,-0.00558807010856638,0.007087179854760691,0.004682838482085905,0.012302354086497878,0.003100787297582458,-0.005139589394517236,-0.02311627236544933,-0.010259945450222947,-0.010063468487172149,-0.004038086664486537,-0.01844296919982558,-0.018082221262706685,-0.008099409853751642,-0.022330514838226345,0.008113810446878634,0.027848039635795737,-0.006056133929577445,-0.0034537452055770513,0.02081017750640196,0.009310564595027692,-0.007844844017253612,-0.012580528506967727,0.00873195318510047,0.007151848685304488,0.010865707572128382,0.026084587773975668,-0.012403129754511955,-0.011132149454042615,0.01811229681336427,0.02995542426306634,-0.01040924218038166,0.010537839737120755,-0.0056121920337296,-0.01366495992389321,0.024845459683874433,0.05552108195127695,0.019586953437660756,0.034489236148512716,0.0015090456153697318,-0.007783702585886239,0.004446287930067145,0.0162973612465382,-0.00031225535082001144,-0.008347025212903961,-0.01752705351182351
HTX97_RS00035,-0.019495715003124654,-0.003239895594510105,-0.01004872656187301,-0.006015586089733314,-0.02323018400652833,0.031779937971323696,0.00195552820550923,0.0010888864533149566,-0.003380914701593942,0.06969714432188598,-0.02351141673749315,-0.006315539922561263,-0.0003120078311375254,0.009218734049878288,0.0069721492101665625,0.004794908774090266,-0.031321070036037686,0.03831597457548782,-0.0034565600112412063,0.05112276141006438,0.0030416098828310997,-0.009194951312948053,0.0026588751940899553,-0.011814509708639113,-0.04273248685594241,-0.001791605231450816,0.0019149065282359462,0.006785734795249109,-0.015349393386299107,0.0037857546794542165,-0.06421988550590266,-0.006580617241571897,0.007479014475275233,-0.003464322145340013,-0.01261605463476836,0.02256058855705274,-0.01829768364331094,-0.0749335491175211,-0.010943284917322136,-0.009321211935654118,0.006950092365597993,-0.010110840944218625,0.02537224844356004,-0.003982763690380345,-0.006718782193265938,0.01211967310732241,0.577023150441694,-0.00384053765205731,0.035521557830305035,0.016585703472958627,-0.004784370989761468,0.0035854789240223157,0.012935597779374702,0.009653100706929268,-0.003217786486875789,-0.008190048947475697,-0.006031143340004429
HTX97_RS00040,0.012822996114214488,0.009266096471018653,-0.007335859073703976,0.06838066666386321,0.04142174231296803,-0.027879111491178173,0.023079415383573717,0.015759599818472705,0.01262064224582108,0.021700082059544913,-0.037820964384155276,0.002020411361859091,0.001061942810659418,0.017755648809976318,-0.00471699167113683,-0.04376909770708485,0.021940525548832933,-0.02639626091690005,0.01268179700272385,-0.022464373975369517,-0.016153105040127087,-0.005121930363784996,0.040516495207102855,-0.009625526171705943,-0.012436340035633866,0.04498683999904972,0.006415161896197087,0.018123261315954035,0.0016810615494310685,0.04105561982104808,0.038013075037403796,0.0023702629585330686,0.02327020781486095,0.020684283513525886,-0.007757722998424814,-0.035906094310193,0.06508183039159535,-0.012550166810119182,-0.0029320915938429483,-0.016369420491661634,0.01182184339953056,0.005086147884078378,0.001857301034979642,-0.008713519244511936,0.0006984698756427489,-0.00787678965077753,0.0142327914361505,-0.007960216808864369,-0.026169092334452294,-0.016974418457563163,-0.02112563927228137,0.0264167551895576,0.01248953476720754,0.002622862753533351,0.036950374231723725,-0.019887578171644302,0.002789621211209261
HTX97_RS00005,-0.006500958409455788,-0.028334535332125287,-0.002203344081407206,0.024977152567842234,0.03404400897797942,-0.012259947828361546,0.010527513825674914,0.02493498248149573,0.02260375835110463,0.00035871803905840246,0.011892167059847384,-0.016875304859374843,0.009300804031352604,-0.01461582018722943,-0.022279473234156882,0.059298027388473847,-0.008342206138719055,0.019392445611254847,0.02388011784512316,-0.005999007852226087,-0.012693817019354148,-0.013761892283197774,0.014578243299853489,-0.014999743432491825,-0.02940127301271181,-0.006261425372424054,0.002389857952071343,0.02986258259794356,-0.0021259023466899257,0.007707166540809035,0.02147505669616991,0.0023603063716877313,0.032515565801066265,-0.00038755304285673407,-0.01558668875298041,0.00044843971432907253,-0.0126727304454861,0.02029016369762614,0.00018437141212892882,-0.02339444658371514,0.019978371600414317,0.0050903708719937275,-0.035831771225225226,0.0012100782777826106,0.010754313830614325,0.008290298581410782,-0.001591794224003309,0.01824350076720252,-0.00695654948893876,0.05656449859533148,0.043278219419258,0.03351934646589075,-0.031303781819454125,0.003533330303661388,0.016687072377808337,0.00011432162183508827,0.07971290915441447
Synpcc7942_0001,-0.006401103918720433,-0.011730309493819785,0.003727269655073691,0.0037979846796995015,0.0023666334782704683,-0.00782839002642875,0.0020251440767388097,0.0032898137905350393,-0.0026845672143892873,-0.0017701137424282192,-0.005826380550764861,-0.015696339139996133,-0.010828908547888946,0.006715975710314684,-0.005172184904232561,-0.00523369711920948,-0.009218739407879149,-0.006710712866892385,0.007938465136244376,-0.008984166750147087,-0.0014495535123267287,0.004252277579582687,-0.01130473543891339,0.0028444265721141743,-0.008579593197092806,0.0005941235480281174,0.0025313013097861712,-0.0055723637697201065,-0.00441642931193245,0.014448961166717083,-0.001937332642296313,-0.002741582895695566,-0.006469770605072245,0.008382635397794548,-0.0032854175800208873,0.002908486747451816,-0.006665611414927001,0.004470322891178468,-0.0021293508484592338,0.010801878250918454,-0.005836903756183029,0.003894292154581609,-0.005784605236215528,-0.00779497331232401,-0.01298968666502138,-0.008061771581643213,0.0047523803710757505,-0.0032182170959486967,0.0037692992298964186,-0.004443771072265425,0.005179931047191006,-0.002893684314022982,-0.009218466753207805,-0.020264202246455823,-0.014857599281422598,-0.006324152219894875,-0.0018745583955541627
Synpcc7942_0002,0.0005527766117683346,-0.010992662010767025,0.007481657964171797,-0.0007511414968460164,0.004608065886084418,0.0038760908937956837,-0.0068309559520495075,0.025430301739183356,-0.00275310384306091,-0.0017177917841988538,0.004356682481569035,-0.006383702495789211,8.613443015202176e-05,-0.003460397804068284,-0.007299571390100436,-0.0007270634452024283,0.006084084444550387,-0.002112776472359202,0.001448313616685079,-0.005507286503122917,0.007161015384865177,-0.00790302211948072,0.005385192676239499,0.005968175995792767,-0.010561138335211391,-0.007747217274099268,-0.011210268499989186,-0.007547966527426699,0.001164820705936553,0.0006318370757146989,0.007791709951265113,-0.013545194936197753,0.004035991940518385,0.006093365182788295,-0.005450834732851738,0.005053838950645507,-0.006997460898216838,0.004799902616473296,0.001185177044735433,-0.004468835907030599,0.0026326304044168437,0.0012339177437762617,0.0017008878553300055,-0.024833464717823068,-0.019914698669678644,0.009615637201790895,-0.0033635270186423527,-0.0050672078200023184,0.009747001169868232,-0.018995008969668256,0.005487373458655266,-0.00967682246423693,0.005244320148935798,-0.01881464103755846,0.0017510253885343432,-0.013363514538741766,-0.019144789560180765
