Geneid,SRX15590299,SRX15590300,SRX15590301,SRX15590302,SRX15590303,SRX15590304,SRX15590305,SRX15590306,SRX15590307,SRX15590308,SRX15590309,SRX15590310,SRX15590311,SRX15590312,SRX15590313,SRX15590314,SRX15590315,SRX15590316,SRX15590317,SRX15590318,SRX15590319,SRX15947806,SRX15947807,SRX15947808,SRX15947809,SRX15947810,SRX15947812,SRX15947813,SRX15947814,SRX15947815,SRX15947816,UV_control_1,UV_control_2,UV_control_3,UV_exposure_2,UV_exposure_3,dark_4h_0110_KO_1,dark_4h_0110_KO_2,dark_4h_0616_KO_1,dark_4h_0616_KO_2,dark_4h_1684_KO_1,dark_4h_1684_KO_2,km_LL_1,km_LL_2,km_dark_4h_1,km_dark_4h_2,light_0110_KO_1,light_0110_KO_2,light_0616_KO_1,light_0616_KO_2,light_1684_KO_1,light_1684_KO_2,post_uv_2hrs_1,post_uv_2hrs_2,post_uv_2hrs_3,post_uv_control_1,post_uv_control_2,wt_LL_1,wt_LL_2,wt_dark_4h_1,wt_dark_4h_2
Synpcc7942_0111,4.515785608027482,4.201455575338187,4.46068070806974,5.3074220885946675,5.553241728206969,4.35776810520237,4.337363325675734,4.488192787053412,4.36691077155266,4.550447701068262,4.138511078346574,4.2430446062730764,4.965837662789727,4.967519424961235,4.721074592354922,4.760205321122951,4.720535931700964,4.765617747003604,5.107215637327895,5.16784948841815,4.877877216165904,5.374983838302343,8.018257474638439,5.592010934687594,5.591735850872274,5.043014647799939,4.4715810821703705,4.570776318749326,4.643404161398837,7.973866719513159,7.949620805269927,8.018253425298203,5.591626528529998,4.471568497472099,5.592077124176191,5.042989954245202,7.195143401542407,6.88125258792268,7.528825430630896,7.1544484839151625,6.06738292298575,6.491999911041406,5.633827225977796,6.866470566872853,7.104122082391542,6.888281763623217,5.542330603836013,6.492054798852099,7.671874664581069,7.480579576829036,7.095645062979833,5.029817922002895,4.570798381578577,7.973877036431272,7.9496192172611675,4.64342326533522,8.118487916733647,5.679487164082704,5.684624880031752,6.987646721065115,6.5754561463626136
Synpcc7942_0112,3.6026355851688847,3.2525516102341983,3.7143900509201235,6.946225344622512,6.409662901892172,2.74192931087456,2.5926236923574795,2.623665353690635,2.762519033676691,2.750392219126364,2.505215802716239,2.217487816060839,3.3896734596278533,3.214416306225436,3.285058895683698,2.7999920059299,3.300517088424584,3.271165456235073,3.024023609460894,3.039582918526721,3.2269238237813767,5.647410815493595,8.000460572891917,5.730020094138468,5.828777506948279,5.291172770417498,5.15708541265744,5.448093193172503,5.40260921359021,7.854509129688078,7.789262982092687,8.000456523746298,5.828667833849665,5.157072603297227,5.7300864114594425,5.291147954794341,7.33368378434265,7.079523849801214,7.606576996704665,7.39874465850147,6.0608057966053055,6.478642318375318,5.8144102991989195,6.895531740590841,7.112790612321551,7.070863119477558,5.813281507985442,6.734499635335778,7.661609643225252,7.645099000424571,7.276653823754595,5.405372422006286,5.448115697562925,7.854519443052572,7.789261394842182,5.402628643335489,8.066584861179011,5.788855787507887,5.875178854728681,7.049612969125425,6.583087082530174
Synpcc7942_0113,6.805476916982727,6.604546925773807,6.792293488442883,8.206575449501065,7.461555038941868,6.993242441740562,6.868641633487263,6.4307171256212605,7.004481319752499,6.90711171912647,6.645224794927794,6.962956638671932,6.770247829091235,6.320741429481746,6.728782699200782,6.377051729627482,6.6861332238355455,7.226603318484113,6.815290440335526,6.254212256459779,6.730390625699087,9.21691680283877,7.609749957609117,9.209789918066773,9.228899344096185,9.114046636877552,9.4171887515853,9.301071703356605,9.428844179628333,7.379368818905928,7.113237303684366,7.609745913400911,9.228787892841574,9.417175592151743,9.209857394656444,9.114021216839317,7.590403672681738,7.418696087716165,7.402395476046317,7.217791896523818,5.394332827082653,6.029371068435458,8.838534742893545,7.818699645470799,7.074137717755951,7.018422382714643,8.11813387096595,8.587205859947776,7.135171782026519,7.410738233494445,8.146849387109299,8.7873403429507,9.301094698815724,7.379379114813786,7.113235720742283,9.42886405094359,7.024619514566351,8.31965177565403,8.492672098650576,6.897630960939573,6.073668366216019
Synpcc7942_0114,8.30129818014908,8.585655388283875,8.69721902498054,8.375957715299185,8.043786598232941,8.86863935229463,8.188662535113762,8.0661787793051,8.70583498105994,8.122618812803475,8.025429932960993,8.776454471708115,8.539960975964433,8.059855521445906,8.620605576796049,8.213365216200367,8.157919786498406,9.011959134708974,8.556687007027854,8.433743332249216,8.81771521629694,8.533297286393328,7.95100243315276,8.625414919834524,8.485875349396299,8.973507388759854,8.684946026111144,8.638910619386253,8.605275402310095,8.205841595014768,8.250482333223879,7.950998384560762,8.485764023485945,8.684932879423302,8.625482339421783,8.97348197342393,7.534743282971149,7.085552265112497,7.66717647273298,7.623792719925266,7.130760188654554,7.394225746052535,7.541934448777458,7.791399570377324,7.191476815201643,7.098073094329821,8.170082380146443,7.884312064214004,7.810722473994731,7.762530853230128,8.003520330734743,8.192158160437295,8.63893359357938,8.205851918052504,8.250480744001077,8.605295251399673,8.248752274184142,7.573754207060991,7.493576402407851,7.274472255976064,7.509709647557486
Synpcc7942_0115,5.473209948750421,2.8478946853090505,6.102488213271627,10.785714927717457,11.317234067527211,3.066949688705639,5.151180767098099,4.9757101916185835,5.693670133518637,4.649572920687716,4.951870419432312,2.1477938132598626,6.066057439040084,5.631828891413711,6.055889175942286,5.666235351784708,5.72370122313554,6.3369432226894125,6.3992114842432235,6.347294517871942,6.758486661191874,6.1049417471567615,8.236605573678302,6.175464897324347,5.731463696566167,5.172066806336682,4.634995571629207,3.7579869983981617,4.395177091371154,8.310793927915702,8.165103977978635,8.236601522135892,5.731354160529899,4.6349829233178435,6.175531552917556,5.172042046685692,7.818879021772217,7.686955812940647,8.07748750983065,8.024773800536458,7.124603530039735,7.654920284890198,6.4589338957296905,7.233612937048638,7.7042297082845215,7.64277030720315,6.592049599255453,7.134453459528079,8.088689702371777,7.93921664111394,7.567478023628383,5.896772508219751,3.7580083279705883,8.31080425341489,8.16510238907503,4.395196045813944,8.343254186224968,6.6587268545343195,6.505495861946134,7.611839910643734,7.988171953387596
Synpcc7942_0116,4.364345954884435,4.415620561869675,4.290749409373003,7.280326104578755,7.497517550621975,4.1547438595837605,4.3208858758936906,4.023902854926213,4.100064490128928,4.720715428693046,4.171033342122223,3.7613953997914837,4.75946504907361,4.926291205750391,4.788471903197797,4.98268797973643,4.682559934710039,4.648222044361782,5.362701865055318,5.094397427712098,5.469623832201274,5.505395746013551,8.414107192697623,5.585093533665486,5.703671770222017,4.693662850185689,4.258170678989178,3.962331672044427,4.377123763573559,8.448098454399492,8.263989185064606,8.414103139595003,5.70356227505691,4.258158188991575,5.585159716419287,4.693638368270712,7.986118803310536,7.861681088022931,8.359282789778455,8.049975649504193,7.109286760423325,7.797439386712806,6.604672922019561,7.432082293143699,8.004363766115391,7.880196426530528,6.4404601503699785,7.093212136362675,8.462739610599453,8.200964460506155,7.447992789781105,5.787206140605594,3.9623532264478136,8.448108782860025,8.263987595793015,4.377142706107297,8.383080736990769,6.807824248454638,6.568742284608549,7.857728570499012,7.754574756714882
Synpcc7942_0117,4.515883471641179,4.223098662810422,4.358997472617809,6.378904265191645,5.809017107174735,4.341033530176131,4.7342364901294705,4.782853637589803,4.385191646338205,4.779700355084488,4.647089750825862,4.639679544224311,4.907807869606442,4.620847908783557,4.871858659378963,5.371342877796671,4.509976689777288,5.3421381196637086,5.355432074339204,5.271528201410294,5.774387960002691,5.816880672403807,8.165191062454175,6.175330677184938,6.037477257121227,5.344790603462126,5.386587088046548,5.0669094871280755,5.4321844935161865,7.854895723186172,7.727599223636694,8.16518701159568,6.0373673194759325,5.38657422436592,6.175397332691142,5.344765764111466,8.371954857524965,8.672294546409093,8.51458723481655,8.608828268971534,7.961676060356455,8.054970966909899,7.668385628418476,7.76348853924126,9.142843489291552,8.954189909659961,7.157323785080072,7.749947904964273,8.670276439874229,8.052359503277106,7.9907714151904035,6.430637955774263,5.066931831973014,7.8549060365626575,7.727597636700949,5.432203932807374,7.890959167762181,8.020451571959823,7.8370736105206635,8.844937727069137,8.655320257437008
Synpcc7942_0118,8.185367855456155,8.251422906441132,8.218952128700145,6.997291432370886,7.247145917597253,8.309235532564767,8.500326354644775,8.398769742108637,8.727798299693204,8.47430543478996,8.354212760465769,8.684641030420009,8.698481553169188,8.402020429411168,8.648625057442164,8.90396878629515,8.829101372396998,9.05800635294821,9.087985179277494,8.928639893517762,9.191514024634284,8.470875029065345,8.368130334454593,8.595566837537122,8.284421369314868,8.7799085300654,8.327183570041973,8.560304869790055,8.502083741965611,8.467691465651058,8.371625821716663,8.368126281737865,8.284310090070344,8.327170432366245,8.595634253546626,8.779883122004982,8.027427860433146,7.910301078236401,8.196097649509769,8.059302673854097,7.679438350166569,8.067436781859577,8.357857375780492,8.172605407437635,8.011840719971937,7.957894898240065,8.497811197072663,8.109290882093186,8.323487923700304,8.168179327118395,8.3382189690685,8.239403101812806,8.560327840747831,8.467701794511655,8.371624232072174,8.502103587266381,8.464314509983144,8.336677561262642,8.27578494473322,7.992315416708367,8.180841452518598
Synpcc7942_0119,4.246638458788626,2.1504677045169207,4.552538365493012,8.50334518995924,8.67926267652792,2.9122273757721877,4.308515797466504,3.668779171582008,4.798085598425743,3.9494168109202685,3.7765752170144022,2.233299060682133,4.899253185546607,4.199708318790155,4.573484254031144,4.297389047173162,3.8524288171962624,5.046074041246947,5.10141059165075,4.378424337725383,5.303089939874971,5.651498231166106,8.118857566415912,5.803981576371314,5.370723510501183,5.341100485221709,4.393249908429029,2.991243993194562,3.885051241043595,8.408731926467647,8.220017054706497,8.118853516019595,5.370614571404753,4.393237356874238,5.804047957330175,5.341075647475932,7.526613556534091,7.4062476689136485,8.19672426830773,7.639610185747249,6.316433024193171,6.785782037994729,5.763265060108505,7.328408796066583,7.787417745321769,7.708948752630325,5.659250693857778,6.613147151983372,8.134767730127018,7.8247041088045375,7.0111637179087145,4.883193119269392,2.9912641286624604,8.408742254107754,8.22001546559543,3.8850697943252333,8.393543671235724,5.972105974171182,5.652124741195299,7.824045290622437,6.786066036716878
Synpcc7942_0120,4.121397725372012,3.5919250749423655,3.8455092657961396,5.841413120655178,6.406726323974825,3.3976569096010705,3.927143204132016,3.217428452594723,3.9178104851371294,3.800539786551346,3.1500356064166684,3.1528085521312934,4.657897004598346,4.154993285483334,4.67817488547011,4.031783466554947,4.038791993308978,4.605873897352276,4.881596262888453,4.094122275403502,4.332387877344166,5.396176087196987,7.952713402544667,5.595370635268411,5.656730365116128,4.685929527251043,4.646299434410599,4.333101803694222,4.361312052363611,8.204743859847836,7.9439567296793605,7.952709353933199,5.65662094079702,4.646286781959676,5.5954368280163855,4.685905050625228,7.64237151349242,7.329632057223055,7.946933152211405,7.6415509873523595,6.567522285156952,7.1859895239692735,6.186805077102364,7.227179492493324,7.570966901178587,7.587254064472276,5.888770636324015,6.812648135754603,7.996560093705307,7.587814531999986,6.850864314148656,5.436424111240657,4.333123692959399,8.204754182858869,7.943955141695972,4.361330984343878,8.210283451474927,6.285129666017632,6.154170882231893,7.579181057866137,7.211333715407686
Synpcc7942_0121,3.686506397239735,3.347249499769293,3.9952341238764904,5.962674754983209,5.229979884310275,3.1195972045354994,3.997630077692979,3.598280906158318,3.789984571777625,3.6786577847431055,3.0293125819303337,3.4726851611531218,3.8893650888968265,3.4655267352680337,3.682582077985193,3.907262236154566,3.593889127581773,4.018236505418035,4.191606185445257,4.2485088326849585,4.163227087775612,5.04535020964119,8.411327229576097,5.246344003226173,5.536162355498869,4.131813955836811,3.6587520983235216,3.2848739135940757,3.745735283386708,8.708027467600726,8.659336041844101,8.411323176496461,5.536053124070416,3.6587399630853805,5.2464098133437815,4.131789942501618,7.927068636512064,7.674701605100943,8.47410080146288,8.081020105566399,6.951311304403922,7.780571483414673,5.9355380612865,7.581463900161633,7.684595266420622,7.716921827619435,5.706862365106545,6.907036829747338,8.412254254242034,8.232129278881281,7.157045604157921,5.083795557698042,3.2848945824627527,8.708037800951073,8.659334451329254,3.745753700115156,8.79301867294862,6.2201384615657425,5.935502077554307,7.704419640321903,7.362311430129291
Synpcc7942_0122,4.553012665277242,3.8939556480936903,4.1868983675125575,8.144436274442361,8.2559940098492,3.764555273015428,5.534395472309936,5.5899458025524025,5.425827812918854,5.683688195540208,5.501299882620185,5.3148951268545295,4.855764543794458,4.605723012822535,4.622178886336396,6.331315277433564,4.918482266139597,5.63705240679766,6.034499805553968,5.176966479096598,6.011252203830225,6.266264071415858,8.756776133695308,6.486283186325845,6.612162567084321,5.365189698095738,5.861473615755999,5.817385842376684,6.040607476362763,8.595045004731345,8.433824050991266,8.756772078073222,6.612052070983814,5.861460663717108,6.486350023163988,5.365164849946923,9.333990564571943,9.570835880810632,9.257897202083448,9.452099790318714,9.13129814466408,9.150860376151277,8.072807057297771,8.633062512320212,9.815011956488116,9.782254250115372,7.485457945951526,8.482385543767702,9.379166576620241,8.762713734994582,8.46483879011904,7.028060294568624,5.817408465914725,8.595055336064,8.433822461143647,6.040627074242462,8.692299722775617,8.225711120806979,8.003317479303133,9.697931633511732,9.566976205903126
Synpcc7942_0123,4.832478233612496,2.3965017673959395,4.0423823225090345,9.251358339294152,9.589988404975058,2.7046405194587293,5.732992749898029,5.0644020503253975,5.577989322175891,5.983039368371631,4.796028418468215,3.641135329205297,5.746512452077942,4.283005343922501,5.500906852789492,6.28797333401859,5.020351017339324,6.448975492048626,6.7049263463027575,6.597033407883063,6.705782538718383,5.690959273472925,7.743859646342672,5.0484678184596214,5.038276490506056,4.908927504316398,4.948232552391395,5.414920838048859,5.663597649857409,8.08103991265609,7.901091474142945,7.743855600287084,5.038168250644387,4.9482198005642966,5.048533366811169,4.9089028859960875,8.524194102740683,8.255821854439883,8.488240057820068,8.062061921460558,7.511710929660135,7.867961944712874,6.502085880710617,7.666293616013544,8.3722154272226,8.27985100481291,6.34866855230681,7.440016366907458,8.413022884195636,8.119035509075669,7.536477927571665,5.989804235874835,5.414943330167924,8.081050232523962,7.90108988635483,5.663617157453468,7.941153355668396,7.293657065425876,7.195656010374279,8.205614237015611,8.33765716717072
Synpcc7942_0124,5.260895782360144,5.52351106088886,5.869338177724658,7.648514797348842,7.978870180600151,5.182744185297243,5.423000724836612,5.448333643590703,5.789298583047633,5.029339065952392,5.100925422437176,5.677183236159025,5.680677313794511,5.545578735571245,5.5501197687628885,5.893189700371004,5.967454009163228,6.317673751420688,6.498046831716918,6.160025987640225,6.518243196901626,5.985404208903709,9.045987577102718,6.047656714587212,6.2965077006706185,5.607202551306549,5.427966484732108,5.817197161397224,6.018348582911653,9.235883010996208,9.07822852400044,9.045983519773575,6.296397483683831,5.427953612144166,6.047723283556011,5.607177607740301,8.937248496954341,8.910035385350623,9.476397696274407,9.062546606072372,7.876869775298032,8.651960410014459,7.072754893592066,8.496065281805878,9.215824406552333,9.223633067536767,6.880733992856391,8.06411982216122,9.360397903440754,9.07178107173508,7.9905988101803604,6.0982941991398105,5.817219784881845,9.235893351936037,9.0782269324918,6.018368176090962,9.149020703936783,7.322566393422156,6.988599494299409,8.965002297133315,8.398093003008952
Synpcc7942_0125,7.399065638132239,7.711432876246422,7.918857949511639,5.070192075797201,6.1728655765098015,7.779100164573267,7.470003628311153,7.504878299577539,7.878588512591448,7.373722346132825,7.532094684743791,7.844400187964864,7.836857951423917,7.7855040188158595,7.92497613570772,7.950084769627972,7.952414674791374,8.149893665323203,8.54077483466446,8.779393380548893,8.711109016614197,7.8496877273784476,8.263444029968216,7.893158248785453,7.855543382388965,7.833070226887422,7.776737305483581,8.148818736482268,8.222503609249603,8.622047198350119,8.717977226351,8.263439978177407,7.855432227102993,7.776724186869688,7.893225555204449,7.833044872570978,8.370415220371033,8.222968878626164,8.604338079492074,8.381001275601564,8.084224262609174,8.27630962098402,8.353798778043622,8.304426543169221,8.196269919189454,8.284326300075712,8.125611637109229,8.19446179157662,8.393901421389469,8.463840771381115,8.24383480023477,8.032767966057701,8.148841687302538,8.622057530179458,8.717975635679071,8.222523442813182,8.38343662157304,8.174276094930462,8.117817229581899,8.295858728756897,8.339274073471818
Synpcc7942_0126,5.812396194161273,6.237181392615256,6.752417482687216,6.795969709827641,6.653069003584259,6.223579183910046,5.630408096672272,5.173639456457904,6.300988945529566,5.450760409657463,4.853918470303112,6.112179608252516,5.781371654091129,5.42259831198211,5.955491241129113,5.440999178131587,6.259278868912253,6.576432856651069,5.340644466626483,5.353354407217515,5.418178469277989,7.995583473261341,8.29643093086276,7.9010824716056325,8.20629398491375,7.843081137077779,7.936263417365095,7.95584444607194,8.120713262344724,8.610495812923592,8.56347638670239,8.29642687877291,8.206182725594665,7.936250292460326,7.90114977958199,7.843055781989066,8.289631711753117,7.861989023196687,8.523184045417421,8.196702662660732,7.2936512335635095,8.031110236637506,7.447845151624059,8.170679142253098,8.010775564168554,8.027537703834112,7.394523037056836,8.016419911384462,8.425060444798852,8.331927785021708,7.946049043009316,7.681449963566616,7.95586738527818,8.61050614454159,8.563474796458477,8.120733091037764,8.725034183439064,7.355255266760214,7.146245054656077,8.123234755720874,7.889939655630717
Synpcc7942_0127,6.312692116819734,6.412059657392943,6.810177021851571,7.53271712341169,7.259942792573522,6.2570757544485245,5.700517323614656,5.565982114916495,6.253001775589671,6.556783625594652,5.43210092375277,5.617121498085562,6.299265883841622,5.738231748804815,6.179684573388574,5.674439551578321,5.596740670652006,6.158021472316965,6.119576753892756,5.122384727254856,5.597866383679699,6.124183600094783,8.592800087792599,5.961352490951614,7.308948231424733,5.231507843000256,6.37363174953777,6.937447008436744,6.8488100578576905,8.75082952599855,8.758371037363016,8.592796033301692,7.308837298177225,6.373618729763493,5.961418996931578,5.2314830548382405,8.453366801984524,8.190372284001478,8.65860409536772,8.449835123775568,7.71182966713738,8.368373745951247,7.008461819217313,8.159230855275906,8.36832705279462,8.432468468959707,7.128728923161495,7.948408300829934,8.673343695250832,8.410466898208774,7.840322820774616,7.802567603367427,6.937469852497873,8.750839860072944,8.758369446586538,6.848829785399601,8.810318456135327,7.416594038084796,7.2220327263000845,8.443631344435477,8.343687765063374
Synpcc7942_0128,6.087115856094714,5.94670352728797,5.985789502492056,6.501135111200353,6.75024655350781,5.707036783942674,5.85534625148797,5.6637038046820045,5.970071541724422,5.90726204948979,5.525997089270147,5.797976097077056,6.1680451014529085,5.848458354480827,5.964895251787014,5.8626072402647145,5.97480896385641,6.25990842920315,6.082341919460832,5.763156456368227,6.107616714422192,5.839492800754824,8.216451919868504,5.788026483327527,6.412732941306541,5.385669172853815,5.517783919055705,5.907513985660442,6.013047022007377,8.564624627008628,8.521135807520382,8.216447868515681,6.412622614384294,5.517771027990764,5.78809285083295,5.385644315996432,8.04378522812952,7.756462626437686,8.293598815141904,7.945409397255099,7.243837463842605,8.01858850981118,6.50712270025105,7.803435460311569,7.680352351920058,7.881779414768284,6.391812261894544,7.183832933643158,8.270013788885827,8.132047891431956,7.138079143694822,6.258454570583127,5.90753663393343,8.564634957770476,8.521134217401992,6.013066614056426,8.50564484801288,6.987308474068344,6.676873657421112,7.939727303388779,7.672689053426408
Synpcc7942_0129,6.0563177108163595,4.3610003582152155,6.085463166999688,10.318002269400917,10.524000311647026,4.778470826719375,5.757077329357784,5.71493657111102,5.676964617756976,5.680748190206097,5.3357074192122,4.53614377674435,6.126247942440881,6.284448572751873,6.07393617216381,6.1478630476681175,6.703355485423755,6.518578247790079,6.305490329601468,6.36999074302225,6.152567042866568,6.2560741498816785,8.073804735866698,6.351893698901428,6.553453545857137,5.477793209958748,5.196316993299877,5.1464940371536505,5.703551168400655,8.394020312873089,8.512245130572937,8.073800685934245,6.553343097155,5.196304174031183,6.351960462138044,5.477768315420358,8.326877398965241,8.268314049783124,8.423330442376454,8.385941320165125,8.266368274972974,8.814737720864436,7.46247071292911,8.064139991457457,8.22625524099781,8.466592798499725,6.978778907235977,7.452464603824783,8.242965887579032,8.209206814283178,7.56535217003518,6.604617726647324,5.1465164188765335,8.394030640200802,8.512243540481375,5.703570686719863,8.331307640635918,7.500110900477091,7.445619259470992,8.445049508207536,8.854429767234521
Synpcc7942_0130,6.798847682301411,6.755774956797013,6.317718522046242,7.548894830566274,7.799324258212783,6.197037323175577,7.035111665790497,6.614768554490118,6.423593558897261,7.0451935774399965,6.503011288664692,6.513165165521281,7.052226503162566,7.19084007561883,6.6757245393584315,7.194967573200231,7.353046937200656,7.175514346274251,7.3633962383278435,7.245715005081198,7.122691062248405,6.54479015546019,8.277405525512737,6.420453765867423,6.894416903642642,5.9330994942251,6.654070343233542,8.083499723589814,8.110924920877677,8.597379895382844,8.535193426668103,8.277401473594526,6.894306204754445,6.654057295381853,6.420520567508789,5.933074445024647,8.482347356473548,8.399995149994451,8.689612689184468,8.503675843690187,8.21001534447937,8.33293264727778,8.400006242869852,8.742128166961702,8.448205967235987,8.57444703044619,8.647981267405536,8.500622643915653,8.700642991851334,8.649394148969522,8.379942638842397,8.933251606565213,8.083522670651515,8.597390226758817,8.535191836507627,8.110944749083991,8.507057358894569,8.600234918689337,8.654988660023863,8.523326079703406,8.37911876690164
Synpcc7942_0131,4.9637530056595045,4.707616001037808,5.02983789533809,7.766751996956135,7.891599829789443,4.884215586517531,5.236896443903421,5.276413430743619,5.460362325150695,5.170281490233357,5.172695832077352,5.044684974926954,5.471587459409024,5.338227001697194,5.347515092031844,5.645926094484621,5.729017886508919,6.095635946541153,5.8771627961816035,5.742471243424827,6.02596749756998,6.596301354655283,9.411104719316135,6.62164700795407,6.93968906819863,5.908012717985377,5.719778757363816,5.699593171032688,6.15022161297857,9.476747155224526,9.45264397259285,9.41110066026746,6.939578340319645,5.71976582871743,6.621713912310978,5.907987676095897,9.871258295265983,9.915467184015853,9.680627670525347,9.784456233300443,8.910035424702683,9.415204949786165,8.275026283796493,9.331121786097118,10.03508463270993,10.156226759550641,7.667372285272661,8.812466689291226,9.826097017094664,9.368167301852337,8.659497164234457,7.076652236648643,5.69961575982399,9.47675749880585,9.452642380409934,6.150241232976385,9.441860784029567,8.587131901046773,8.384031307808206,10.16352539137976,9.629254997984333
Synpcc7942_0132,4.394362435266617,3.6666394406498832,4.474151107467138,8.650777116112497,8.60390084072366,3.645120755382742,4.157049177757122,4.090149141321721,4.364449973066576,4.054607869918865,3.9239283052154055,3.0544061300362224,4.833241493201328,5.029399613137631,4.685566786258051,4.346239440583621,4.5718052131626425,4.370939078062551,4.564118750977037,4.85659253620933,4.376310251326064,5.734290567015123,8.519365267821772,5.795939169476971,6.1033305362917725,4.716539337185843,4.563785796915292,4.217958027145212,4.842164751987,8.805180401274562,8.756591576196664,8.519361213880659,6.1032205228074785,4.56377317544064,5.796005543673019,4.71651483978958,7.9763913280035545,7.592098325864251,8.558006163966217,8.118637755250603,7.1355158287341265,8.234626299314051,6.43827365751695,7.828573109620169,7.892627905232375,8.101479718775515,6.146620793736603,7.112050298311821,8.508887102288119,8.287220956164797,7.1828996526238695,5.537764413119248,4.217979821471001,8.805190736237941,8.756589985424732,4.842183958401982,8.690254910001439,6.847472721373418,6.59778667121916,8.035473262355062,7.944326497126467
Synpcc7942_0133,6.455003186995987,6.223574613012381,6.087907651692966,7.245588399362734,6.814695004767826,6.145175040677372,6.293843742326492,6.137367051783573,6.38841202616574,6.081053661107902,6.076868705713766,6.155100866821565,6.457792041819523,6.260859415998519,6.343402312645638,6.244076625320279,6.188883432710413,6.608881340124526,6.32724024074345,6.377122660757814,6.24760768984501,6.540908476716385,8.456510532620944,6.681829152350694,6.937692154313448,6.445121146277267,6.68546775261479,6.656773256740799,6.720822424586278,8.579790286161,8.559258725012356,8.456506479173163,6.937581427694133,6.685454701946003,6.6818960847509015,6.4450959725544825,8.065817197931155,7.7537517389586,8.24319989464021,8.09355453354339,7.0506677167780065,7.498238911570712,6.951350356627927,7.887741561991009,7.8778618436152845,7.883422192549341,6.940242450794252,7.432679442017705,8.292655600161202,8.143082887813602,7.545946287339741,6.982292398666462,6.656796060446161,8.579800617208923,8.559257134780783,6.720842136112083,8.608204371116745,7.1397247925557155,7.053336471431475,7.917048246252585,7.6587015248430035
Synpcc7942_0134,6.072803992927957,5.9710541900638905,6.269456164939918,6.923194010821185,6.8612743475120155,6.144585147267759,5.832247922711978,5.834188642221753,6.352067574278655,5.579057206244652,5.8583860800054035,5.973138200592511,6.459542535887051,5.963880433514241,6.338253856922924,6.347173771999685,6.150058784975956,6.409851262306617,6.277064819555721,6.019299524995398,6.2438426405487295,5.863124039039168,8.294134114810197,5.914766939570297,6.40466788452624,5.6735045941740925,5.974983354976542,6.019234773914304,6.036497131395595,8.244087420164304,8.249887590390685,8.294130062740948,6.404557564949946,5.974970385786981,5.9148334099511795,5.67347962714183,7.633633694874913,7.407541557854741,7.778657552462072,7.6569682748814305,6.515679007344795,7.196217343858824,6.216077963161162,7.334623562437574,7.5954285362397815,7.6603993480817,6.246048245128066,7.038826890962438,8.020730276441379,7.696510728055247,7.169148139885466,6.153227286311015,6.019257450779069,8.244097744119825,8.249886001170042,6.036516728412766,8.424748662222278,6.249580346708697,6.125222183800621,7.658083871068661,6.919347206981622
Synpcc7942_0135,3.8040392626768944,3.2707102249245295,4.409989510919494,6.444618593232014,7.212941787763511,3.545158971293168,3.6199484170967984,3.577361508886295,4.143069965336373,3.49994332334585,3.654462430171157,3.1890540930258418,4.460199394495141,4.041092643286596,4.647043129906227,4.000845811127737,4.566859262996321,4.89929594239412,3.901228964701609,3.8210840058104543,4.276599119379978,5.100715451922548,7.082479012986341,5.245555997023314,5.269451459748903,4.830522789320368,4.287958843822494,4.9103531553857955,4.508018983372827,7.156389195114275,7.206023825727368,7.08247497796011,5.26934271686361,4.287946339750459,5.245621806168077,4.830498218342646,6.042379279717816,6.115928126113749,6.5193162221210095,6.062122661748795,5.346681863073663,5.890188784133274,5.242822113914757,6.042404333218199,6.404573342475364,6.162332004669878,5.422365960667913,5.661360398067838,6.758887722721213,6.2925758723663865,5.857408167496145,5.245823481356152,4.910375421470073,7.156399480624065,7.206022242067929,4.508038008969145,7.516757300891869,5.588479631217341,5.474731650979538,6.210152268520621,6.143936305286218
Synpcc7942_0136,3.5114720964233666,3.6031523372451817,3.883167966673206,5.9954503578793545,5.834784921134604,3.601598285448473,3.17417496170563,3.265301896038718,3.536991194220253,3.289205346767122,2.776816345689706,3.0191636100956423,3.803550393210223,3.5478359527586716,3.794529925932004,3.3629666924629165,3.2389088577425587,4.008449378197525,3.2626538804637533,3.2079312607651542,3.744525511836523,5.536585479424767,7.905522119970314,5.696647231055878,5.6183736774870985,4.899942970287658,4.784627680235552,4.885989053286895,4.984762500592585,7.982872381790603,7.8473825702736715,7.905518071904437,5.618264312793566,4.784614979669525,5.696713518576515,4.899918357262809,6.443176749409772,6.441518186080188,6.94807149139209,6.463883383687683,5.526292819409053,6.007539192604469,5.404100121461337,6.469168159829583,6.570667515301989,6.44748403986637,5.547162044872536,6.260030935170674,7.488863143240792,6.929631247335331,6.265356135220588,5.472902137105692,4.886011306327123,7.982882698965101,7.847380982738562,4.984781772300978,8.111203990852232,5.329084825563937,5.439051212323937,6.537143743896129,6.055810468173393
