Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
HKK26_RS00005,-0.028383573410695067,-0.01422098060200504,0.0004683301569509556,0.013753100290657296,-0.0019011428777306934,0.0367247408068985,0.0003169692052530002,0.032613235239550856,-0.016349662069404986,-0.004880704544690872,0.004218636459993054,-0.018021926572568656,0.011045972427152637,0.015910045849359466,-0.016119529206327154,0.021021433126668855,-0.008882404682888702,-0.047151625465840556,-0.03682365321359846,0.027775963161372062,0.027537026502273534,0.015046407496693049,0.06470269008664649,0.005947802140196384,-0.007388218546551259,0.006269104481524878,-0.02551579857825935,0.02091742043752911,-0.02817730603678688,-0.005051175035988763,0.021854087094504707,0.012399795096785689,-0.001036950357167422,-0.030189417424341686,0.0037077274746816747,0.028469248851757566,-0.00408725394591,-0.045183809341282515,-0.0015692628862794176,0.014876844274895275,-0.004099220699451106,0.010733627607751626
HKK26_RS00010,-0.042383459126257905,0.003946591387396071,-0.006941016760263726,-0.0011696782800908504,-0.020137111938418446,0.0010848219980161837,0.006431294162562681,0.0038606758041729865,0.03112538792089186,-0.0020326652268615997,0.0037431689224198274,-0.006329472297931452,-0.0026177193123496627,-0.008422759690974481,-0.014073509008840747,-0.00020695360831323142,0.012432700637006975,-0.03754050581975474,-0.01747421262459884,0.021422060091727483,-0.0059838031714328395,-0.0027793331692253886,0.0003275995419551547,0.1435164446124563,0.006256794510374922,0.0051261779534464615,-0.010941104870004947,0.015576935935498793,0.0031542939100928343,0.012207806177744931,-0.008119652342793174,0.012948053511785344,0.02059678580225981,-0.020371684089030093,0.00020318952967559442,0.011433097900734941,-0.0024788829587647047,0.008579041714780973,-0.000819292787704211,0.005721152562126502,0.012182249099360568,-0.029803898244658823
HKK26_RS00015,-0.02840781852190442,-0.005770525019012806,-0.0024525932185825577,0.007736613800785904,0.0001411145469438518,0.004087826171117941,0.0026243139943189875,-0.025519737610662622,-0.015807817040069328,0.014557662519145408,-0.0012096539971192112,-0.01030225309441399,-0.012524935699435373,0.01566980510595588,0.00306931907505957,-0.03163797787418406,0.007335913445459075,-0.007922189964018719,-0.010561205105483631,0.0027551855537063623,-0.010240592660397774,0.00494921852820537,0.004244265657382386,-0.0004311330459065805,0.021451460557972965,0.021210637423580585,-0.021791435889349942,-0.019933412732504086,0.004141932119744086,-0.001381521643169934,-0.020995154604997943,0.016364244030309578,0.022792649212917536,-0.010431044452568304,-0.01993946680883422,-0.029857083432684128,-0.00825538176168426,0.03676159820734936,-0.025742898778946744,0.011867049063930855,0.06951502005912738,0.05090485969539206
HKK26_RS00020,0.0039989548455881384,0.017480420779599652,-0.013338544622282828,0.01005155803996382,-0.019676570575534003,-0.009296934481920609,-0.013750466207041838,0.0038566072920980087,0.010208015779436315,-0.011710396277033817,-0.018718143580938162,-0.004784482217001387,-0.004900492284097658,-0.014005981163445676,-0.019388058972023156,-0.02412043681323977,0.016519643801549275,-0.004551681441130007,0.002813454237873297,0.005328783354074269,-0.011199650066796844,0.006168374639600381,0.006385893305867439,0.020909686390867776,0.0018342997909532848,0.03442101920785738,-0.006382669852917184,-0.027477489676786617,0.0063132854341464454,0.01167509857137812,0.024963575665783454,0.005968394622246862,-0.022959195013282026,-0.015837444471821307,-0.0048689202964158525,-0.01883081967790957,0.0029745719037962567,0.012633185128606122,-0.017169729600063764,-0.0030902859120751883,0.07302976939691629,0.002186747241986518
HKK26_RS00025,0.013144522604837757,-0.02976227729853725,-0.0011254119707897285,-0.06816212884787913,-0.004359320801795371,-0.0555803360838229,0.017088898747235202,-0.012446955921783853,0.02403442898873804,-0.006730217560146274,0.030493795913083717,-0.03145829901353724,-0.053297727304384986,0.08892945479461745,-0.002911480865741405,0.015967196881230963,-0.0017141604351617026,-0.013534014595936082,-0.006685912414305645,0.02698961401430136,0.003027891459458193,0.004541501337782262,0.007950360965953146,-0.004698215373998239,0.011039559962304489,0.009769119314390335,-0.0018160367163796661,-0.050851447039678435,-0.01602612706724041,-0.014924088810822628,-0.016018725185082485,-0.011569658087169324,0.01631798007860569,0.0379634753356633,0.011758979958001842,0.010353658510361418,0.0006599099926005169,0.011451540652146703,-0.028416668579111813,0.0028498635879022046,-0.005909553567910566,0.02227424503359576
HKK26_RS00030,0.0034143187170233872,-0.008114113412580006,0.010150030930510813,-0.020155257121107405,-0.012353232038341311,-0.009999174273623925,0.023825921049621203,-0.032024303383817426,0.0283044633827114,0.0011207667323585844,-0.00152702453445033,-0.010272295830739298,-0.011142770896888343,0.009417124985464211,0.01373540624186793,0.012774180422534467,-0.008874715382495959,-0.01664435120094692,-0.0046928717120927445,-0.003488586123049923,0.011218475412460465,0.00023263181391341406,0.0025999513450237982,-0.02521040952092979,0.010505043628026296,0.00933217185142356,-0.0061468274065236295,-0.0069442019629367725,0.014991863376207715,-0.006056604789665089,0.009574917374578175,-0.011742947551701395,0.03108758245929969,0.006744758016559118,-0.004353627203657625,-0.013043363720370483,-0.013463112915761936,0.012518060770207338,-0.0037078357816029066,0.02580054747047708,0.022122319573432688,-0.00832657724988567
HKK26_RS00035,0.016298400622224204,0.061659917117138315,0.016214394117406522,0.007215093963400836,0.03509205731744361,-0.030801934252281993,0.007689774652612509,-0.009030924002715782,0.01876548558828646,0.018338169547275653,0.020776953105196116,0.011941269049027474,0.0016913958254459532,0.062255505494410154,0.02808236715610898,-0.01391538103206405,-0.035231873930684256,0.030516407603413464,-0.017479256033448232,0.010633200838194832,0.025825904626949323,-0.011331779632101363,0.10286425629502924,-0.01644901969175939,0.007708486472273682,0.014252761269127421,0.012187663732471123,0.009601384806119315,-0.005471669495730855,0.005953086185854614,-0.008024391365833584,-0.014477500470166924,0.013663879856790904,-0.025633797104965095,-0.0016420201688483616,-0.015449137397456307,-0.020654142624159006,0.01684702150489721,0.017476565748372457,0.006576927225464629,0.021007481880170122,0.002290880773844155
HKK26_RS00040,-0.021292616677949502,-0.006568630774199238,0.013248958847215888,0.0413471341214689,0.047717175062416566,0.0027930833701810777,-0.017298518880427428,-0.015162428905260834,0.00904461123378811,-0.005394666546961408,-0.004519076005728049,-0.017549073225225746,0.003912266904316626,0.005621415907368386,0.03276405631376291,-0.007234345198789155,0.057193600139130114,0.01774958273000295,-0.021113788172095808,-0.002151653635829789,0.016552306567806065,-0.0063303231348638455,0.004641559987268663,-0.01683692010151921,-0.004008039826631655,0.030650213598537798,-0.02193191816419101,0.007724957856469677,0.003224934547291724,0.003205378889214824,0.02513952653976478,0.014132883102637842,-0.010123100170315716,0.026136710171383106,-0.004608716513917021,-0.00107582775938706,0.002975032480731253,-0.0024067900551953637,-0.0037598594400173485,-0.009559829759622055,-0.029579114289681654,0.006693422873909289
HKK26_RS00045,-0.005893004934997765,0.03703929551260348,0.014723059481828341,0.015410772276632581,0.0077465984608193796,-0.008209358781236045,-0.02218357647527915,-0.0029420633503408583,0.007637178198291321,0.010740186322412972,-0.0013136508959862153,-0.023806147790414636,-0.0021969080972276656,0.029312611897239646,0.015225791523591319,0.011402138346834439,0.05493692599151198,-0.02391914506752303,-0.05900774254256994,0.006945644517899493,0.006759929456265586,-0.022942584553135185,0.0336050951887263,0.01544234418574961,-0.01694607685582383,0.0231976049127739,-0.0023590825655225383,0.012315576567901982,-0.00010138199367490669,0.008086856248315101,-0.011601611537638782,0.00028604776191455087,-0.03866490032623746,-0.12512522754039931,0.050565657046470244,-0.011265102712645527,0.0009473053634590818,0.0027669562485798755,0.0294328854236624,0.009778551954906144,-0.015340196360708087,-0.021271650763895273
HKK26_RS00050,-0.001757749529771325,-0.01102402104127346,0.015445446686276246,0.010666705738715738,0.03218470817146202,0.014860959766042726,-0.03742509964723857,-0.012811045098493824,0.02238783980236323,-0.0023362322798163256,-0.00712873942148266,0.006003159762709688,0.001676773879833324,-0.012558145799715403,0.014009304954978341,-0.041491037495679325,0.04622131909724321,0.025032863138849604,-0.043219958102064006,-0.011931945084234931,0.016092965337375434,-0.006981759753108822,-0.033145056886006274,-0.004569008810000957,0.04654719658694195,0.03873141374647035,-0.002788820846879833,0.003447889286749502,-0.00728517806322545,-0.029093139301576542,-0.014732700655831106,0.005443561885110218,-0.017418728243454227,-0.00019944916299433784,-0.00870686282593507,0.03939610707990491,0.014588089215594369,0.023077360898090815,-0.02137850163564768,0.0038981739548178468,-0.014578797018395755,0.012720797527167208
