Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
HTX97_RS00010,0.009985208962631643,0.009933301272626626,-0.024126574994631257,-0.0010683404441722618,0.0235544862355682,0.015981561094291222,0.018998901833042554,0.01594392923294216,0.008985576292420073,0.01816749456590725,-0.07368927552540322,-0.02923995266963347,0.008414962069449118,-0.013663958819306907,-0.010303269314977435,0.03581124599854815,0.020546031692767787,-0.01777144852103144,0.031253949997511354,0.026583975513077774,0.027985253737687805,-0.0018967699269502522,0.007612527770152243,-0.00983881990303098,-0.03719379422012276,-0.006818180303066751,-0.008903902672455293,-0.0018302852064330773,-0.01640391515205448,0.04013526777593895,0.03348689477300141,-0.002455032495389313,-0.026986860147482104,0.013486934561959913,-0.003603222616977492
HTX97_RS00015,0.0016515008097448658,0.0026764469108675705,-1.1710993777308632e-05,0.016958273991770162,-0.004071882408673773,-0.005150442953145441,-0.025812944354523755,0.007141363705625507,0.022967512811645975,-0.008860387118630832,-0.017025381747676798,0.010893004413953189,-8.28374562633244e-05,0.02411588174501226,0.007524833167694378,-0.014589898065672964,-0.009464466344250433,0.005523456752508604,0.019692906474225478,-0.027987887714423412,0.003111258519018351,0.0015447648826381174,0.009672123460964013,-0.04101350134877199,-0.02215085617445906,-0.012186522653681772,0.0007375720962491953,-0.0325230508269802,-0.01011787355361397,-0.0004440482961103491,0.00831090303589187,-0.012173932522177744,0.01674906004557231,-0.002274394272547629,0.021684151665872807
HTX97_RS00020,0.020966797794514744,0.0009695498185676093,0.013232243660456479,-0.026006721321681095,0.005188961823438788,0.015625556358041883,-0.026679910306574545,0.029976804282541333,-0.012178469299271666,-0.04961249061469393,-0.04227529636456968,-0.03223669711105999,-0.004032315169423721,0.024400196388560436,-0.019223815342122683,0.012583210315519724,0.02835854448455252,0.0005755519569250214,0.03208615317950273,-0.004060670277571586,-0.010565605991650611,-0.0027394524945020854,0.030784399519933944,-0.013882134250281982,-0.016596030926239833,-0.037349043333313035,-0.0027897374931729496,-0.011042209712649546,0.010663856171356416,-0.024801852001484725,-0.013355608720635154,0.004760399616246759,0.023453745785763792,0.0024994881113921566,0.012826561505531176
HTX97_RS00025,-0.0011524979936170159,0.03420313991536703,0.005319947862165406,0.01801237269666384,-0.010067662425447151,0.012901080638928303,0.023246390406221007,-0.023522172474669145,-0.00767478111558065,-0.002869889026470504,-0.029613632864125338,0.03518626709521114,0.009147587273072175,0.004158212258542106,-0.006494695449018784,0.013161920932466313,-0.014722986415623413,0.018384279979184702,-0.003470507157470726,0.061400974123043316,0.026703347637360795,0.029197017317121716,-0.00491545882510594,0.002565640624299015,-0.02347686417931356,-0.04160754891577563,0.00441920187052988,-0.034291877844842875,0.0027692661709661794,-0.06019991463826502,-0.026422087952959097,0.017017752625927023,-0.00974423623711357,0.004293696821797214,0.01207699908094192
HTX97_RS00030,-0.008360646394521849,0.02023006915467128,0.004489099170962431,0.0033230274112898512,0.018330688939405097,0.010331057634398096,-0.011523629031605306,0.017466246040074962,-0.005553069513354633,-0.00442151069021156,-0.03778783404620771,0.0001171262139326075,-0.0213188940244748,0.014628426302137036,-0.031627734332160616,-0.00425758246868627,-0.011314735461651572,0.002951108075632234,-0.0016652214518431603,0.005808735727745803,0.02817208530817049,0.014103275265146752,0.0009702516470259798,-0.016078080295646814,-0.02010358433093673,-0.0040046088113597405,-0.0039136978773126165,-0.04175104392379918,0.01003570616662841,-0.03844431097841099,-0.009407897424564748,-0.014758539598510223,0.0241290554889465,0.019375219824317724,0.02660841795554936
HTX97_RS00035,-0.003266025789577105,0.05001486757956797,-0.0033290030762879747,-0.034250607718067344,-0.010778316876341365,-0.0018073355180738323,0.07952716462592678,0.023298549093876075,0.0035928232829669144,0.01987482622663758,-0.012437339989010547,0.0008253571103340107,0.024486719562776135,-0.02419824941301171,0.014337020765200154,0.053046012878825766,-0.0022118465395197253,-0.019363497317885902,0.022962140797869887,0.03140707230513776,0.04064730678713054,-0.005312368685344725,0.013314340161038423,0.032839433969678165,-0.016239913735406973,-0.012346547496188116,-0.016354762025492273,0.07135094572987785,0.02579096032570243,0.026549307105505272,0.02509019679300583,-0.052348016941678184,-0.007710688914236284,0.009718382238428516,0.012788642666040672
HTX97_RS00040,0.014204137596190665,0.05087311872913567,0.0029593193097994506,-0.01356095744272829,0.0006781750183184989,0.0068614195884890905,-0.001418457526643042,0.013618103117558279,0.02144579845199,0.01677372916737772,-0.04554216458761517,0.02274751270934843,0.02443636510114105,-0.012787717837958828,-0.0009594217474525557,0.010391798282986708,0.0060055648038745265,-0.035296958070390856,0.014028270705456094,0.01259139731451707,-0.04348248971425954,0.03679666624456375,0.02825224145681278,-0.010595238345280396,-0.03201371836432989,0.007898563371629874,0.02631143363286927,0.0035977922844456006,0.0011008683824167704,-0.00983555165503469,-0.0401139557576137,0.006623585653938502,0.015505792721805368,0.0014578067332957376,0.03085825518434867
HTX97_RS00005,0.009864358587526092,0.022281298358345202,-0.020555039215392482,0.005032725404045591,0.008420157583522542,0.019564897858051364,0.0014605528122421528,0.010504039442510408,0.019742882530348154,-0.0022074965928481176,-0.038007941668581596,-0.03398169335160816,0.016023897624267116,-0.028193040039099296,-0.005142724238724381,-0.009422931367348177,0.0222932444817132,0.00747834577824845,0.013847407121552737,0.020984385068458018,0.030310469580859308,-0.010442154344984252,0.010412995514161803,-0.012691873764421097,-0.022485887902273037,0.006256272253750283,0.00040240395104911773,-0.0036334436316789853,0.007174396657138205,0.001270716408122653,0.008257055737733877,0.020912313828052306,0.0008723873468738954,-0.007323654862337809,-0.0038905660305995323
Synpcc7942_0001,-0.00940757098629548,-0.008800650699310115,-0.0070842831425293774,0.015396445513505868,0.007406549934960702,-0.007118903795161654,-0.005157516978335456,0.002804631354600467,-0.013063128856791697,0.0018451319664157873,0.004994974475851944,0.015675242455188806,-0.0028936027591505175,0.009428112169051931,0.0038127577344005824,-0.00025389960971876276,0.003420522241833054,-0.0022636725963799823,-0.01663516436395648,0.005604324749348711,-0.007684650487706678,0.0019502226740225925,-0.000482586646806114,-0.01022484312616822,0.003897997909267402,-9.549266073467828e-06,0.010123237935530693,-0.0046223527076802665,-0.0021661837919812934,-0.004547297791938845,0.011983991904449624,-0.02371763955804477,0.0066358477265488275,-0.001342779621510251,-0.014230844728746457
Synpcc7942_0002,-0.017638947545060565,-0.008433695994176003,-0.0167497225238449,0.0009466819558426062,-0.007354314800801015,-0.006341343489168872,-0.0013223718043041074,-0.001883334201549915,0.0013070623483518954,0.0011545968405703045,0.0028063131428636475,0.01693527753647302,0.0008970081748350896,0.001484496947746521,-0.003617555017996059,0.011918421827878606,-0.0024666047781079013,-0.008210719646431917,-0.012401233040296111,0.004814136110925419,-0.0071684105442287845,0.01733085925530455,-0.004551682260375939,-0.011518200237420315,-0.0015204594652839082,-0.004664005323324621,0.0069131220203637635,0.006640054378819632,-0.0004889427003258927,-0.01251421765262103,0.0064399321131416885,-0.00038799876688943387,0.018817550250606444,-0.001156214041691361,-0.00589986009189978
Synpcc7942_0003,-0.006636509727741355,-0.003291861936762817,-0.006638388216758042,0.009918903657755263,0.0018405874169232057,0.005021122994791161,-0.002001108705556939,-0.006054067568907766,-0.008350637597971142,0.003252567186463085,-0.00015881361347752545,-0.009672770379559412,-0.008101553963425254,-0.01043811667914665,-0.007142415921611558,0.0013325098900895766,-0.006245202387490997,0.0008505016508507998,0.0167440455823938,-0.005343547950384317,-0.009116321833630649,-0.012644841562087653,0.002786855462979974,-0.003453144854657059,0.005416569841040397,-0.0007221578742437883,-0.004183835904013938,-0.00048362979527244573,-0.006951461388797419,0.015513174755285434,0.0005095721894043534,-0.0021902605301098617,-0.003815783049741108,0.009129580921218995,-0.004985624921331748
Synpcc7942_0004,-0.012221824594401558,0.009140398699567658,-0.022160481876833064,0.02391915515315774,-0.019032894064827582,-0.005400853656153022,0.0034775812924275795,-0.012005423140561142,0.00127322185657513,0.004115179035443208,-0.0012155610334693796,-0.013920350373023143,0.00031783330158277547,-0.032197659962844974,-0.0021753374378511675,-0.010175044696422364,-0.01128337334236486,-0.0030856390383680265,-0.00015623046863917693,-0.004701497441079634,-0.0029657393229641704,0.0120945240281224,0.0018994978016093058,-0.014690963594607783,0.006776369461746594,0.004700780981641758,-0.048930881720375095,-0.01870864891990602,-0.008526166107498328,0.012013452159633073,0.005726372853037658,0.024499395109240183,-0.013121299834865376,0.00468993477378438,-0.0036937520672940313
Synpcc7942_0005,0.0059767406734730485,-0.0008611727601337964,0.009695430174881873,-0.010405423054051535,-0.0012232755960494962,0.007472146334992966,-0.00932729703021742,0.007709994204364351,-0.017654459579460782,-0.012582265065222607,0.02691375939426537,-0.002872956613298893,-0.004394329766983702,0.0008527809409312067,-0.0037418698503800967,-0.0007144486664163696,0.0038673325970499588,-0.008112300516740509,-0.0009929899050815792,0.03334252765447685,-0.0022174674915494915,0.0026779349949778014,0.0006001003369044765,0.03028154145353742,0.008550365803031595,-0.015707502345488556,0.06328582028018312,-0.000310411845860898,0.0019321178110466458,-0.015444392727834395,-0.0050766573981922,-0.002876497745835486,-0.010469649104171358,0.022463673084684953,-0.01236903031138726
