Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
HKK26_RS00005,-0.011904796625495945,0.021543877675730128,-0.02097919440374632,-0.007542792359602879,0.023170831512305135,0.06327970712585919,-0.014571522548993646,-0.027234526279294714,0.024515892291995803,0.029174307729835793,0.002704129528957596,0.004636493184513913,0.012681537407974083,-0.014342254547591535,0.0014066278688139036,-0.009184121014836703,0.003805529729474306,0.027329866972514383,0.041189149291051066,0.01491693335889831,-0.033089602958478806,-0.013184498490453953,-0.005909297355918517,-0.0077328066963188655,0.017515828724822043,0.037603475751289854,0.023634243384190942,-0.05298798524311321,0.00044152296553902294,-0.02403467038595984,0.00031772490031932985,-0.011420301270459851,5.7263591319087964e-05,0.0011606028931636836,0.03741680912621087,-0.006269099540492766,-0.015457853077833837,-0.01839349663835846,0.01787151655125162,-0.011055564077233786,0.01801543867540699,0.0065007534195228225,0.03730268134473058,0.00904962270596071,-0.004814733843545892,-0.0024208919591455825,0.02442372241594336,0.0003924789836804429,-0.025334749148230463,-0.010720270332269759,-0.019174138834627253,-0.005085495533901338,0.0001276073227668346,-0.056630649771839785,0.005802362082990508,-0.00842811277278852,0.017999709578489797,0.0004677708765002229,0.0018266061633371133,-0.0026971751521861725,0.007337650118322395,0.08721228805180817,-0.043990248496164105,0.014335248333791899,-0.01715833893487919,0.008657698999508311,-0.007411090137596868,0.03500290918113569
HKK26_RS00010,0.0010607927796148391,-0.028740148073593763,-0.024044132007401072,-0.003938400403473093,-0.02590872492916158,-0.002037735805675746,-0.017800245292620028,0.006355762315595634,0.004937943554159207,-0.005349343204939566,0.014933400640697578,0.012144385282546808,0.017596500514706483,0.006829897748697965,-0.020026672792459167,-0.008264742710841396,-0.0049134519445827975,0.009595489814856185,-0.016010811320187664,-0.00765340523381681,-0.029772771194546164,0.17034819957100616,0.0015880018511528044,0.016281250271128513,-0.03038719463476099,0.012387293510538749,0.02718682502005114,0.00222019927876022,-0.014848141932507745,-0.027040061522499607,-0.005065613931646162,0.00976784353965912,0.014910652671787587,0.014468576507960561,-0.02380643767842066,9.808885970351285e-05,0.00367249773976254,0.02157157789159501,-0.010809496749670432,-0.020094690247002354,0.0007768677087391657,0.0067460269426792745,0.019103339894161988,0.012944315288464318,-0.008542641556498832,-0.020510513244962492,-0.024652543286650938,-0.006055941009502968,-0.009167748040999256,0.006151338174147427,0.023751343502131466,-0.02720697742807132,0.009669451644414408,-0.019342244302415535,0.004694381493705906,0.06649413151547018,0.007408926116125564,-0.022626356145301608,-0.06109846498661385,-0.00974131142851603,-0.010733632863277784,0.012000684502865898,0.011570173349057163,-0.0021386880545012925,-0.0020845253217615244,0.016903805040983377,-0.011506366086177416,-0.023327089506530948
HKK26_RS00015,-0.018085281541680938,-0.0028832955670609873,0.0029993799899917075,-0.035487050222019825,-0.013799140827317842,-0.03531694438363916,-0.012567720301844987,0.0001107018517775579,0.019860368324035694,0.008867395344922875,0.08495857849681102,0.009203811761027868,0.0013242336011216663,-0.00960851525286912,-0.02672598184605782,0.005908689278314512,-0.0024571482727499725,-0.016934359108825344,0.01974743661616712,-0.003526472076092914,-0.007612791787954638,-0.0023765209556059837,-0.0007414748680831702,0.02629291741512472,-0.03307922760577342,0.0014065970972072781,0.006775892221678434,0.003080062500891806,-0.008723844837776525,0.01402902396978525,0.015645052947739043,0.015157806262552668,0.0035408594095166952,-0.021214039643720727,0.006383367693288794,-0.01606511788933952,-0.007238830584882043,-0.011963746008493101,0.011544177615138198,-0.021158839873551268,0.00410187871975516,0.009947354551977938,0.015681094001858936,-0.010611374692676666,0.006844520286069253,-0.008625994814460223,0.0736873182564374,-0.008168958328463035,-0.001629890860136942,0.014456931915711157,-0.01952343546506025,-0.00708961307928008,-0.010163228148462749,0.002360872497216943,-0.02055982132492667,0.013910982730105327,0.010185493716909572,-0.037210714171414375,0.008377942072895538,0.009550587033950604,0.011151592990286206,0.0008292342943924211,-0.009039317783293373,-0.0022126207502666732,-0.003263593574369503,0.013997277146442201,-0.005657903526900162,-0.00199088619026085
HKK26_RS00020,-0.0035745878915354303,-0.0020650077936324143,-0.00402985975767026,-0.03737547524247965,-0.012516811791013473,0.012463523648926951,-0.006183138233929507,-0.0154891229305861,-0.015243684256480006,0.06649166291481767,0.08730028636577969,-0.018292828072555743,0.015847744106687357,-0.029200119832120425,-0.012551905450797485,-0.00418125344317573,-0.008961617386901849,0.017991165987607284,0.013710930750924628,0.014627629558781044,-0.01653284467154819,0.02470794222409055,-0.022967674087288125,0.012962262352456358,0.00020855249304189532,-0.01824033939467229,-0.006405259328766665,-0.0120276822086104,-0.0025601184431383924,0.0313311511156938,0.02323380541768938,0.002579570632523747,-0.008890507020395256,0.005004673413882977,0.01963753919981724,-0.01776179721983923,0.008765971960678694,-0.0096018685409597,0.0052848483304610205,-0.003805322422634116,-0.0208323325951141,-0.006286463687199104,0.00910879325840308,0.004094975330166757,0.01881216133850398,-0.015684360425770278,-0.027599961795487342,-0.009380185657688948,-0.024690554053399955,-0.015496997108597624,-0.017712336719121785,0.009488039452311893,-0.01741486536507163,0.00016439662441690626,0.0024686194517795175,-0.007607717630626421,0.0007672320814668274,-0.015386167254276077,0.003358709180728154,0.0037561780874009287,0.005281823697838294,0.006105876639227768,-0.0011784205332154925,-0.012330410064657746,0.039066867576589885,0.004520976108989184,0.015599185299516313,0.01019329942995024
HKK26_RS00025,-0.00575458864102747,0.014800045928641392,-0.009365014518785894,0.030038220356131178,-0.020531094266828774,-0.06549954082959286,-0.019568920056271203,-0.008619298326084698,-0.019993479267296613,0.027382776432872756,-0.006984960112663537,0.07330055934817564,-0.019451853780914845,-0.04220745583522794,0.006537172812007234,-0.043306109416461014,0.006039523858374827,0.014209119612477249,-0.014958545047058642,-0.013392353821911784,-0.014477671156812534,0.008771421885927048,0.03785543887340236,-0.003642697283605744,0.008126864713060693,-0.016542805125422708,0.010465446392899022,0.019428282837870153,0.0013479920381411347,-0.0001651765028987673,-0.008343196053416378,-0.007241513401635308,-0.01436546954450032,-0.005935461761313144,0.0017265699860258257,0.013949191969821709,-0.0055247255645442354,0.0008412832246726742,-0.01237970622644641,0.01279869794342428,-0.017766398764001875,-0.000992656476863984,-0.0005893399893461968,0.0074680014720162925,-0.009542725443673999,-0.03236280259385037,0.006076107201263472,0.04081372041147789,0.006564925099460351,-0.04820088301638896,0.008992907087926999,-0.013258664560955234,-0.0076646742306331825,-0.0003241896277933158,0.0015098754062000755,0.03384391493867834,0.011973781053301113,0.0530579994931697,0.01813238216929466,-0.017592414282391614,0.0027743107536531866,0.017446237902579563,-0.0027209483543377483,-0.003165814162400629,-0.004695034445551566,0.008921050843114531,0.021449257247073146,0.0010610090428669566
HKK26_RS00030,-0.03673904584826849,0.007901381333775123,0.0016037925530076392,-0.031449107907778336,-0.008625139169832178,-0.003227713852915462,0.016001897798460164,-0.010924310437582832,0.006021194440037486,-0.0019848481476662334,0.012706352648414666,0.003737406960803871,0.02083926743406047,-0.029131534819896266,0.004907884758951376,-0.0038422369845489326,0.012590649917901466,0.02762856863887777,0.009196677977385645,-0.01972725178747189,0.00836817158507397,-0.014161363543084273,0.014492132035980937,0.01314515671470711,0.012653450937727623,0.0033358547749929306,-0.03644478412482544,0.0006723854248475321,-0.017997752975979487,-0.010508039575979016,-0.0022836749820138212,-0.004899017667397864,-0.019471029005494824,-0.01521544322135578,-0.005045809321347115,0.011539089087671449,0.011059870718750529,0.0101719909440235,-0.007052472430735705,0.024510138873050445,0.02666434634476322,0.0016821210623719771,-0.01812498432809004,-0.029768766135888587,0.006593084842261312,-0.003116689514290608,-0.015693456774423763,-0.011298383578608063,0.0010916709015443215,-0.0032669866629562046,0.02204914180665489,0.005915102708067083,-0.012111332897439582,-0.016304398665336138,0.021433230528190555,-0.009117445127870917,0.04296551932188328,0.0012185624620702923,0.007533296750049808,-0.035718529834570904,-0.007127541522141439,-0.008994104839749724,0.014174401626964227,0.005756675364095752,-0.010741262585394202,0.0002883805376023302,0.017414359752528804,0.0005417968420207429
HKK26_RS00035,-0.024787242425823544,0.003827528029791579,0.025634352671423763,-0.01717273649047475,0.018574248093647935,-0.006398136218006231,-0.003727321332164693,0.01527262471040207,0.008079426295780632,-0.008884785249746306,0.011948390762049758,-0.009382421537592575,-0.040687170018270845,0.010215427975058115,-0.026962064496293344,-0.013026881615720697,0.021758797499039636,0.018357980320965438,0.009161436476457207,-0.011026459960852693,0.03884907945673865,0.010746865478719956,0.039048211205410965,0.03293092908139404,0.008990810434665552,0.01838108821357618,0.0028247298489514957,-0.02547547445676574,-0.025197056253132063,0.003481454560056265,0.002686893906401338,0.00476720031982282,0.02842356985204706,0.004677010235604225,-0.016891851129320214,-0.010914257112307143,0.011334390379653312,-0.025264912826696233,0.0013833550723555141,0.023930822803807685,0.012688007920878255,-0.0022078030222199923,-0.0031127752217246004,-0.03325259979371803,0.007576714696189929,0.027359565317256855,0.004895163657186818,-0.029003012794576365,-0.00023252234068892453,-0.011389812588296388,0.027551389057484842,0.0036161001356533762,-0.0033206046821567564,0.00044744676515242444,-0.022509281418858725,0.029146242210524406,-0.039178072314843194,-0.0390110684044999,0.0018255517786603223,0.0188613396345395,-0.007009431820106536,0.09149307671786008,0.011883285994084156,-0.0055758439702447956,0.015105688442902752,0.01670382675545289,0.0027282492639797845,0.0018908053362859329
HKK26_RS00040,0.0030588223994543933,-0.003284383237889526,-0.011182171051899783,0.009959669233198387,-0.0072374980618924376,-0.0003678557161548512,-0.023795247589006176,-0.0007393800246503013,-0.009118616022382455,-0.016858294544879797,-0.005342304131256696,-0.006775153906561393,-0.023712363252688547,-0.02267460104071938,0.008176367686249719,-0.03937269379341705,-0.0007364355656040612,-0.02191268260753173,-0.009246395094567922,0.01785949475516902,-0.004719426921432368,-0.001963799707194443,-0.038338561195029444,0.03331624731496116,-0.02424847948966473,0.013094077999399805,0.0021268313819984507,0.029489295707423358,-0.0058113909447886315,-0.002212914527079355,0.005314091732050579,0.011437395539080096,-0.03550552241748557,-0.014416505307486517,0.03391609413004753,0.009504126411578192,-0.0013785089642022006,-0.014662364150663276,0.006174075808020379,-0.00043032915108471925,0.00653131082978233,0.0023647422259837833,0.030917564782624325,0.012633956531942863,-0.013092890897749052,-0.005367459048214812,-0.00505747413235103,0.02580563042846165,0.0009539032414726339,0.014887629305566485,-0.012572738153441256,-0.006380389549316147,-0.004788615716615382,-0.009449686643744097,-0.01614358589615072,0.010848866994262029,0.020830825432981932,0.01830849694178572,-0.030030813522945374,-0.0023611358629289894,0.022603619650113566,0.003530910072419133,-0.00792338821131123,0.002236539256620552,0.014527876383215175,-0.015263935751285717,-0.013870068232411293,-0.0299150455900912
HKK26_RS00045,0.005635039356580631,0.017861765328577094,-0.008796970396596177,0.009651751643013039,0.001361872546609281,0.0028929057644164137,-0.03494435955321261,0.006921362693591532,0.008143784410021703,0.0109289906535821,-0.0016428441219461796,0.01095974965919544,0.007093726487876239,-0.01791430613028704,0.013341049682140891,0.0258037796110745,0.008528867495019049,-0.02188001831503528,-0.019451718420223828,-0.010326927610916114,-0.031632625822890635,0.007518239083610236,0.628819231591676,0.019707265510070043,-0.0227384008876453,0.01770722308445736,0.013827829305173947,-0.007086933529425264,0.00983676124062018,0.006977601704954595,-0.00212748269964652,-0.013812513872423738,-0.011234334492911358,0.009108071230226125,0.009195324571191934,0.0018535230299285242,0.00777010659771011,-0.007760658715026541,-0.012286642713448075,0.001207820861321694,-0.0008462836803193137,-0.010795447198141576,0.027220331940824547,-0.013999599697476025,-0.004156649070770991,0.05957519548313921,-0.0020618471706601695,0.017891994560008104,-0.002844589166323376,0.0019452366829791885,-0.01064789068743438,-0.0020897787988613473,0.0003465478032239325,-0.00671231903556884,-0.0009245895133389082,-0.0031756143607630455,-0.00016541766475013304,-0.011492176501316948,0.005860277063238843,-0.014509708291596162,0.011663628484518143,0.020573642368730372,-0.003194323258543112,-0.0004085548528811783,-0.004045292581560644,0.005006448036676852,-0.006303671112714811,0.009636875849297307
HKK26_RS00050,0.006156778533353015,-0.001992280535988279,0.021927475338680776,-0.02238137014142721,0.006934394908677149,-0.005425438751383221,-0.020488724094408748,0.019823723024731062,-0.002117490481471436,0.010082700482955408,0.004198257619628135,0.014850676607047746,-0.00769264350236505,0.016219727962785035,-0.027878141335970424,0.023948356402944217,0.01396742832740345,-0.0009907938838452986,0.002471744599533853,0.0033520207926587076,0.03205295507315853,-0.003322166872301851,0.013478693587343805,0.011756816334589163,0.03095777474752093,0.025708138904852094,0.01775324530712851,0.018757508306760477,0.011191241740285834,-0.022966373691291272,0.004901846953872024,0.004133125378252608,0.0326328382892302,-0.010527592087824918,-0.03972756447472444,-0.016595479266058078,-0.0034935785358403194,0.007154073205899076,0.0019774612967931797,0.008549055571006105,-0.005244978134019859,0.006711057533338845,0.00282119850704292,-0.01736707654587801,0.029913262956557787,-0.017606874894743753,0.030918401947414333,-0.03067487827853179,-0.002342874533910653,0.00532379700996659,-0.02408478980242412,-0.030221922164765238,-0.01697179873044782,-0.03308911452695167,-0.020633356085279022,-0.012839494381964474,9.822601425519607e-06,-0.008572706151930206,-0.005538971177885068,-0.023407365042030292,-0.009418325915278091,-0.004988596265821251,0.022151732866507866,0.008774469526728699,0.024760712181566044,-0.032939426303380134,-0.011450020680589871,-0.0036761180331889645
