Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
HTX97_RS00010,-0.019193722525501264,-0.007564826852833099,-0.004082174494006365,0.019334993242680745,-0.0038000004056059646,-0.03461469642865405,-0.025074056708786555,0.0036273672262425068,0.00452310068749302,-0.007520167982781048,-0.0005184758313190719,-0.0242659694996619,0.023245314130661755,-0.0198540530705028,0.009579788336451013,-0.011339114995235294,0.009350601449929035,0.026908868376237422,0.003938668090757787,0.016981545300970985,0.017844566542014283,-0.020024674760292835,0.01908212174300199,-0.0007355547843424814,-0.007612822144787234,-0.0001821991922650196,-0.0253694925777534,-0.005864760545415856,-0.0037553604368321,0.0002231120217225449,0.00313851753242389,-0.0037540339109073213,-0.02957000205693141,0.010811632176849044,-0.028866685178781475,-0.020666165905158965
HTX97_RS00015,0.011772874865137214,-0.011690541014897948,-0.006763502955647499,-0.0016587667634311637,-0.007433694720033817,0.008350142760297535,-0.021762131053257115,-0.006186396160591349,0.010287942029370232,-0.013539395277340816,-0.006640640710635741,0.0024567716686126166,-0.006370546352140114,0.011433744746360061,0.013904330667474846,0.012284681033303378,-0.012308973093802878,0.015833918063696988,-0.020966932386197703,0.01604406065015864,-0.007552757636006996,-0.03929385545330944,0.007713748510859176,0.005180437434487244,-0.0112840107772983,0.005307100935648907,0.0004969946538315915,0.002133414998641323,0.007933033048949954,0.008258414253197078,-0.02362407605908794,0.00020049408864542025,0.014585801401125933,0.00960639067293186,0.0016389135582356147,-0.018848185426074766
HTX97_RS00020,0.006798201492652992,-0.0036685015716604154,-0.003363075239251009,0.004151342238224764,-0.0036718488301169276,0.01574522174420043,-0.0152335578075411,0.020716842683384896,0.021994080270824404,0.0014114962399878013,0.0025319679821662012,0.02029276810600409,-0.023901119926037627,0.037493810353024286,-0.004977887727536501,0.005631198809644655,-0.00187044312448891,-0.016818323397330127,-0.00900041386706806,0.001973875261841673,0.0014268681110873776,0.01308876574940706,0.02228725994860505,-0.003134579628882022,0.0035286459553572945,-0.0025588696091662436,-0.01203969032197708,-0.029056708320232785,0.022834384612229166,-0.012550205321238546,-0.004887600722449008,0.004220576978720085,0.014115015263248536,-0.0009156380741639149,0.02959615235725015,-0.03234042533009834
HTX97_RS00025,-0.037088308636508006,0.0004938243084997877,0.0065456730165019935,0.03068088131272593,0.01789777477247328,0.0431910627064278,-0.016868710127516718,0.016638642210352186,0.0001401378346077341,0.017872563459212978,0.009591372598370944,-0.04821623730378653,-0.04004875758160661,0.02619448276446162,0.008340427967704771,-0.013460779913206627,0.06469023328480678,-0.011176400615168707,-0.00028152352633745056,0.02697740655617588,0.0013127496601872954,0.059747500735504146,-0.005663772772872071,0.0374141411483403,-0.018157936797524137,0.0021057932146233845,-0.02492243041321178,-0.008889103183698005,0.0064307747427917415,0.008801082510849718,-0.02200678708130698,0.006839661355410062,-0.017339408587468793,0.01757393042943524,-0.03861043878105431,-0.005332696738520712
HTX97_RS00030,-0.003677577032021889,-0.004995240321323607,-0.016395603178068346,0.0029875230943570397,0.033577715686246346,0.005154624980234121,-0.019283692321627233,0.023453631082900436,0.0008155942446960513,0.014594671813366567,0.0007273779818999338,0.007662862183876646,-0.019145550388738688,0.0150550206496801,0.010047157468613763,0.008354941641086336,0.022605328397899607,8.569072819359113e-05,-0.0038322181171053025,-0.001934057175547558,0.0075928494695895864,0.0023016763352147695,0.022730448563659276,0.020351467629616708,-0.012452333145263077,0.0020939403227933687,-0.016868958745044266,-0.007614202383972906,-0.004760749047139046,0.005092817340628526,-0.013970044449873365,0.011374556809674734,0.00041215799958137564,-0.0029270559672782983,-0.0072823611026478375,0.013634506832564407
HTX97_RS00035,-0.03171659339837982,0.024405537684800117,0.02765520828560217,-0.0025934667401161897,-0.020759227249870348,-0.04276817883123144,-0.004005277548319523,0.013867832682589511,0.002610748354390817,0.003908405004571011,0.016824780364740537,-0.036362500798354146,-0.017628854131944705,0.015038542503774231,-0.0002524367775534656,0.0026651967127947302,0.01057736276857219,0.021825544382535325,-0.02577121540332684,0.006951931000880468,0.027872618789358893,-0.023509874249337977,-0.0009073639823145732,-0.013769800935499985,-0.04690237774294302,-0.0030095809389014275,0.05368576635475777,-0.012580435310849025,0.0028391355216265553,0.0043549671572507675,-0.0009450487978730585,0.0003252544699379806,-0.0032019500098518336,0.0015931505979340588,0.025882461371433803,-0.012342299167232387
HTX97_RS00040,0.017265502046285262,-0.008439321224992134,-0.0036785951500490953,0.007652804694984559,-0.003661317716561433,-0.016303972554338984,0.004442997969954406,0.003163281324558238,0.02776831353725625,-0.025253512685379165,0.014244113303040994,-0.00047713097587736837,0.018514981112712627,-0.010401837547077325,-0.007885738074954343,-0.010059157474314745,0.0015538290886625132,0.04289294878832035,-0.016491560652041354,0.022731275971198155,-0.008349245110371802,-0.010465628526104895,0.027224342574917296,0.0006881816620005907,-0.007405897036804119,0.07023476773747726,-0.004278028463469159,0.013100475800547113,-0.017612592527665904,0.01932628457910619,-0.0068854052399277416,0.011240907754612195,0.015203055002797734,0.027811770326225203,-0.047705563078803324,-0.01344492015336687
HTX97_RS00005,-0.01003385374372151,0.023133524781321177,-0.004372473852473863,0.006896824530930794,0.01631957464885853,-0.03382014698282912,-0.004219027810918102,-0.0369197106418303,0.009194592715625794,0.03441819422893794,0.009739264739250707,-0.03152537861637101,0.012644633354506295,-0.04936076839356584,-0.019864682958391777,-0.01979348262174345,-0.016966747460108577,0.05450617268029128,-0.004323811353533746,0.029826084659711757,0.0008631872745182327,0.01797117457534989,0.025562903773630394,-0.022062894112223255,-0.019380572350420698,0.014640366457184644,-0.028464826751883172,0.007652628735166379,0.002456904432404905,0.0014345631086440424,0.00989968281512397,0.01905524170599365,0.0033002565803925935,0.021244621841541758,0.010809586334813522,0.0028897541835558533
Synpcc7942_0001,-0.002736336606162473,-0.007273038261058856,-0.009982856311553245,-0.012365330956003501,-0.008614790702747918,-0.007510824889080111,0.01486998257632066,-0.0004216350888880963,-4.1699843847791605e-05,-0.02931386979890862,0.011556032158051066,-0.0035514012042533283,-0.007591507930290322,-0.009222782542679324,-0.00879136380727779,-0.007602071554769785,0.002358170441154964,0.008715459322850689,-0.005003415960698517,-0.004478675847874761,0.003924875593715461,0.0030646565554415923,0.00024120363784030596,-0.0021768689492894845,-0.009567377608623456,0.006031221405641992,-0.0008496926859960622,9.573625327463749e-05,0.007440097369634104,0.002704268016375115,-0.010104331771835054,-0.007179001626488657,0.0008733557304327692,-0.01361639970318655,0.018055778575649096,-0.005465347140185677
Synpcc7942_0002,-0.010012548459823554,-0.013699102277383846,-0.0036255622306363127,-0.01822783083480988,-0.0044132112391947545,-0.021165026267181756,0.009404398911910423,-0.0034308764025722583,-0.005915402145132895,-0.007865106885325315,0.010673350618034731,-0.0016752495006690132,-0.007138246080133419,-0.007353732385412475,-0.010016807238991227,0.0006659725378812306,-0.0023550943473549515,0.006199207197392015,-0.007982961748693196,0.004061198454188828,0.009563948999543147,0.010350246717123993,-0.002626863894183117,-0.002672981311732255,-0.006571598688067327,-0.004380027623968375,0.004018598248152579,0.004214395609854503,-0.001725163778850782,-0.00824673722788164,0.0016393746668101595,1.8295512290624757e-05,0.02442009091417952,0.012042215338214946,0.005562741468483607,-0.014425537088558751
