Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
HKK26_RS00005,0.010094046649391088,-0.06555787557661204,0.011412001487661704,0.00140489064405171,-0.00861574474854692,0.0031032118364128815,-0.016142852682730316,-0.04239685295411099,0.02647938789062923,-0.015886886114937757,0.008936942667911469,-0.047794155671130996,0.018442644988785062,0.04912728332730417,-0.0068052117540328945,-0.04524674412450757,0.0068092098607067265,0.06721620137500478,0.007110634617030325,-0.017392319668016527,-0.01762257547768092,0.014957100158594902,-0.0028629086533269944,0.01149213152201988,0.034803681613959137,-0.006762421565352819,0.028284660223546212,0.016987286654944003,-0.030823671224048072,-0.0022393227433344424,0.02448220101232593,-0.016301026068429553,0.03572100735912917,0.0365648955136195,0.018184700512689486,-0.0070149889400468735,0.023369291125571522,-0.02932057935222637,0.02114843546338286,0.0016245865577833877,-0.015206649910768307
HKK26_RS00010,-0.0020668454636848595,0.004160629854790987,0.009981761420334906,-0.009458448567923014,-0.02983906817338895,-0.0029611399654526716,0.0017346025812256657,0.014348566163012734,0.01534658535117496,-0.0028219886398500836,0.01917910388348671,-0.024106247090743174,0.004053365793747209,0.0008055098573952397,0.14614442954940396,-0.0327273434688569,-0.007170734149061376,-0.010900675099821278,0.011085330357022794,0.003998114011141123,0.004053347201087866,-0.005862120836649741,-0.02368702916035928,0.018080132288371523,0.019382379348988572,0.009546559029014063,0.0045390975976722986,0.02851675381594776,-0.04381839497878465,0.00845561493814801,-0.007485390165258554,-0.0024063940994359413,-0.006443960845921375,0.002572386402823178,0.0062552001846616495,0.0058513935001150005,0.013793688821688292,0.016444451681433027,-0.007046778991971325,0.001004021285551879,0.010978610415312529
HKK26_RS00015,-0.003578697435942381,0.005388643049483332,0.07233282357737274,0.003216171155348022,-0.017039909787994457,0.034744285781483475,-0.014617942927697953,0.02741059250424884,-0.012244523301227196,-0.011931905394792214,-0.0043537763177468655,-0.006988535681520015,0.0002785066107442457,-0.006039502679872012,-0.0049696513628969775,0.006371583240695334,0.0007779359133785263,-0.003932079865370799,-0.017686621794786733,-0.013814753208919932,-0.023040745791992837,0.05954343013333526,-0.010196803883774056,0.022281498725016998,0.00873526213855874,0.010611514233650648,-0.01696721184662625,0.02732358368477426,-0.010750198453871802,0.01784477659715255,-0.041538674541057446,0.014361391677349154,-0.03247070763351692,0.0009854061364283034,-0.0010294915774539145,-0.01332977615812965,0.01979246723370553,0.026938509425446698,0.006945873851711235,-0.014624748728488663,0.028543955828111294
HKK26_RS00020,-0.0145944744665483,0.018553122282305098,0.05660930402172702,-0.0006402251417033453,-0.009944435841749543,0.06035163051066014,-0.01610647126624074,0.0019095432586414746,0.013092191464944052,-0.00476025959088853,-0.009768039208739008,-0.001797523547533833,0.0022855582025391877,0.011691418594759171,0.01727351207501077,-0.016255254624161927,-0.010600434355592126,0.006443816697210587,-0.021588255548690614,-0.004092287746123807,-0.017046780734702477,-0.02112296878915528,0.0015136072987302056,0.0014206248139893565,0.003756588996367843,0.005826636236302794,-0.015611869482812188,0.016337788412769193,-0.00914393910479705,-0.011382415287311381,-0.0015981660302976305,0.013400694339482409,-0.030314733002060158,-0.0131284383753943,-0.0312800642516881,-0.006054942153351584,-0.018778158488244896,0.026491186201948652,0.015115298500435958,-0.007247607523935444,0.008987999063122042
HKK26_RS00025,0.01142992064237513,0.028244178026013134,-0.00741948682957878,0.0002436862532495032,0.01063547609328714,-0.0049945071552348645,0.01302131885672766,0.03740879284101784,0.02157963107422471,-0.03601341209687932,0.01682690300661585,-7.665766577170736e-06,0.012202461150811663,-0.005935400757992047,0.031727751913353745,0.01280326966146223,-0.006122554572661965,0.02705479053043069,0.011124992494641843,-0.029083739178764324,0.011385929663505774,0.022653121484186505,-0.040123025583758166,-0.00019990194900537536,0.046370677551584985,-0.017328077678801648,0.05007172732590434,0.005709881117130806,0.005484316924278382,0.013257419920443927,0.005357024488066798,-0.028222892472029124,-0.07140802151849787,-0.014535945173177103,0.036928909037525104,-0.03285165963526754,-0.021440142346066587,-0.006297789666294376,-0.021878322746214016,-0.008041256632841264,0.056746158057972264
HKK26_RS00030,-0.013005677739267666,-0.0031792088031717073,0.01868887235978089,-0.02935682484213101,-0.0017770504944576515,0.006604783945638399,0.034315898290023725,0.0009663096478881627,0.002698139410299654,-0.014291724895032925,-0.017936518008411055,-0.012297637786750859,0.01700326486156897,0.003911942100883723,-0.023748564070101043,0.0032612402092545623,0.002269603830232635,-0.0012701016749302393,0.0012888588806664212,-0.013153909053152819,0.03124649979932765,-0.004796249297621107,-0.03064154071964503,0.002118049976901573,0.01579966034257452,0.01723352703596673,0.008662393286869524,-0.005376010779741983,-0.009095980000809665,0.0029243282113788098,-0.007294396731895447,-0.027512713522523772,-0.0017895813987583505,0.010428801668366969,-0.00607187121419823,-0.007276495202867717,-0.011267484507423185,0.020717067224013817,-0.005044947838767979,-0.00988055946970058,0.02418025641917565
HKK26_RS00035,0.023573779414327815,-0.022029369050476696,0.012440380641964788,-0.019407647084489044,0.014255185424909549,0.00726673886050689,0.02165391137334459,0.0029063692488192276,0.00023267881735216804,-0.007973520981616597,0.01856256760168302,0.0011681827396252348,0.0020839694266373953,-0.007889511575392541,-0.0032156389290053117,0.008156076066954775,0.0029936885255526556,0.10590744128766111,0.005023602016854398,-0.018082167187796178,0.008116285018942425,0.008095639137702905,-0.00600382244350564,-0.005453540339704074,-0.0028492127027442836,0.008133626320646183,-0.005311134971179765,-0.015718283221212076,0.05335891274728298,0.01210344671847878,0.0042070574885603364,-0.0013436935240441078,0.006161790809931345,0.016240186700704283,0.09536392818962744,0.008374123887046224,-0.0047141894658068026,0.009620485962680914,0.018587329841688576,0.008754310700036091,0.00340222885605852
HKK26_RS00040,-0.010779796699246955,0.019000523449396445,-0.005027752513645055,0.001117308879160284,-0.003818771440890412,0.012729896322529655,0.039794592328672045,-0.03168292634601606,-0.005175797818285461,-0.012859362586434381,-0.007029481470821605,-0.033534797454803617,0.006798963670793548,0.0005672559236958452,-0.011700526150572708,-0.004261075628783032,0.008670885837554506,-0.002864664828479904,0.031603051072712836,-0.012789005028317963,-0.015024373153628923,0.004889201757444572,-0.015996021113293454,0.003188353093714365,-0.0018437072329367636,-0.031364542115660365,-0.021977678804536535,0.025560571664321477,-0.0018318916240270882,-0.017241183598035822,-0.0378339642182067,0.03127844138066781,-0.03188551124432817,0.028523356780731163,0.004412536044901525,0.022657920678570333,0.016217787396187986,0.005418029468637377,-0.02769512969446796,-0.011089522225718356,-0.03327965540341733
HKK26_RS00045,0.021188231201086927,0.02296155719478653,0.0009418567315971596,0.023819011525558365,-0.009056722719153462,0.02937339820093724,0.00423272538785798,0.0008527751935364438,0.0033551421839353914,-0.006837558859545102,0.010618557054890935,-0.018291895167243416,0.005599110945004223,-0.0058255265782112655,0.021898136922164135,0.006691540879937964,-0.011786094985952279,0.03566529017612857,0.027346246447407987,-0.026032756509108728,-0.03765996526588951,-0.023133679444214898,-0.04311608854562818,-0.0024014123964191504,0.013149743377227869,-0.011385108679214167,0.02453114447202996,0.012125865941861205,-0.011901365864820532,-0.03480284470292164,-0.023933228124349896,-0.00885025981343419,-0.019601997521012864,0.014199345787606774,0.01314582106134697,-0.020026837820295147,0.01112885657282162,-0.026418390212938892,-0.025043551972417328,0.06741061898818554,-0.009372885235733831
HKK26_RS00050,-0.0008310310736747464,0.022566809961304283,-0.004582185713242851,0.013789251917891104,0.010466957148888791,0.02617987423138087,0.02852959302157475,0.008410464115445543,-0.002525969303316266,-0.025524832638615304,0.002448030062941924,-0.03662903829955547,0.01901140026656364,-0.011696281340502398,0.012548070258629885,-0.013121268583991742,-0.0006350852554554333,-0.004380733598974989,-0.021931359102636976,0.011340502824585628,-0.028526676582476315,0.016523254119446745,-0.05657416119152079,0.004163901964669942,-0.012503804250235171,0.04646948987425204,-0.01731910917195597,0.027563265018572522,0.017721566426814613,0.0011664894463034438,0.029928782884736802,0.010081647160767477,-0.0013572419077399528,0.029076025838361327,-0.011584004909344175,0.0130327018728511,-0.0034095968688167026,0.01958204547672923,0.00012389611500464423,-0.021856799289367183,0.011952581158905956
