,S_mean_std,A_mean_std,count,L2_norm
0,0.0037574131341610115,1.1084599919470033,100,58.81827472833626
1,0.0031806673109829125,0.9228068070426525,100,53.44229115600523
2,0.004680639265796473,2.0634078383379237,99,233.91860956600664
3,0.0017404564032358473,0.6158788000011309,100,283.8632747581715
4,0.004610590328895519,1.686978308246726,99,196.26794388174764
5,0.0025636515095511887,0.7360692558391126,100,62.24227888530705
6,0.004089954294618743,1.3843959147172655,100,75.50820014819938
7,0.004945076349673646,1.4057766917402261,95,66.18197276763927
8,0.003715318399973388,1.1904142269657947,100,57.75584869960711
9,0.0018826157008420925,0.585556410129261,100,66.82174931034848
10,0.0037163642896063756,1.3374115157366058,99,95.11169456292134
11,0.001688478968572357,0.5252853425395154,100,85.28329466760769
12,0.004204660365700495,1.3869770430074662,100,110.27616211769839
13,0.005085744411758922,1.8450388041027193,71,123.1568185022783
14,0.0017375226019891376,0.48268930999954607,100,79.01910407997231
15,0.003327935035966738,1.0072696642699295,100,78.88614671323714
16,0.0016743150017032662,0.5473341544647147,100,148.43637504062008
17,0.0023752117228546775,0.5707750999768101,100,96.54302933274191
18,0.00199095636745066,0.6206519394056131,100,103.96721856180999
19,0.004873727990983255,1.6454168516497985,100,66.59176497785495
20,0.003725910751779109,1.2511177563950977,100,169.67697444947933
21,0.00495418313309072,2.1121292104279132,98,257.72604338124773
22,0.0034410301975822104,1.2171630804336897,100,141.85389623164127
23,0.0024970653756599833,0.8544190618876657,100,163.8734857016336
24,0.004679827011950927,1.2221797256468203,98,38.77712464037453
25,0.0031522050096271467,0.877654117394961,100,62.69518102782117
26,0.00463810192324016,1.0617101934765418,66,42.724988989952294
27,0.005677834833729758,2.1067163679784024,100,56.01157858588491
28,0.0048458407016113755,1.6773275219295414,99,80.32616060806711
29,0.005117571065639207,2.383187939165293,100,97.73224406411713
30,0.004308281539419128,1.3321492477468102,100,95.48197281381645
31,0.0028154769524754877,0.6865459891014708,100,100.54365018853197
32,0.0033349396279364865,0.8648784371374757,100,78.19644162141905
33,0.001516736540093125,0.4393186011074757,100,76.24865230902277
34,0.004955442242666464,1.0685434026541727,64,97.66787968955207
35,0.005366688467152231,1.5438616276307449,92,43.9149887199381
36,0.004746857000675004,1.3682528675766066,99,64.2077591158112
37,0.006073417122004364,1.910416762016701,76,96.5562964030507
38,0.005921803397521781,1.703404360285585,86,59.98583619921904
39,0.006158856865261753,1.720852978771509,97,92.55084205934604
40,0.006140761752360894,1.9587224887112245,71,48.78178475472044
