Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
HKK26_RS00005,0.024776129936403376,-0.0023159454394275133,0.024449987740256418,0.029396772405380505,0.062439129607829345,-0.0019448336828987525,0.010761257520042247,-0.008667827650096849,-0.018795619065137718,0.007291845253830776,-0.0053892112991020215,0.012101998084194564,-0.0011447446442993403,0.06348420830064071,-0.010962942842889319,-0.004752887371138076,0.010081095721421945,-0.014782459449560421,-0.010418876612311364,0.02056166677652,-0.0018588407532084037,0.053895667917437266,-0.030303810445939935,0.06120488294166897,0.009647933723706896,0.014159826646728347,0.021573245140832985,-0.0049467872633572624,0.00934277890150356,0.038681952499592574,-0.021959358116170256,0.008779888948733602
HKK26_RS00010,0.04866102598697802,0.01666927647392136,-0.007238697666661892,0.00698906480401427,-0.0242135631906973,0.003482410629289957,-0.0012349124005307563,-0.009516486758699793,0.02587408743342624,-0.011854184674770347,0.015662963114894155,0.13912454191622706,-0.006964374730198442,0.019082299355995685,0.0299175190199027,0.02299555896648541,-0.015659843367014634,-0.01865731364282487,-0.002737474511305663,0.010838539678949936,-0.004389465037844874,-0.00683546665592391,-0.03059311232042396,-0.005668187475243178,0.014884648715849925,0.002686925278922242,0.0244093771987426,-0.003703176558381368,0.021595621255354577,0.012829859170779029,-0.025413700987182,-0.005117758914791089
HKK26_RS00015,-0.017145284680580238,0.012632007530389207,0.007851355050152532,-0.006326162813758696,0.015047493017063356,0.03641138659700521,-0.02673484978177207,-0.0027929685691114163,0.018495423859054394,-0.006147297701382092,0.002415221222152086,0.011005096631785814,-0.016467863468575886,-0.02832610286515894,0.028102620846204986,0.0009354881981948205,-0.014760282756239926,0.0038870598138293555,-0.03685928491282033,0.03311653110953389,-0.031895375217414396,0.016306170225373635,-0.047402504957250444,-0.0005803996670533225,-0.026089640885016852,0.016181007691181182,0.000985593457005174,0.010266321746604828,0.06431190259561492,-0.0010334490230621066,0.009196913863553336,-0.013902813631837267
HKK26_RS00020,0.002387842237185859,0.031297547251370086,0.030406056514177333,-0.013338265495687866,0.009530171767067696,0.07588836338839694,0.009095888077827295,-0.020422441140954227,-0.00015050549743517817,-0.010950454420970463,0.04742695665319695,0.023164570355828352,-0.007794669796377307,-0.0359181454453307,0.04562723581625144,0.011816971931436136,-0.04637794330841685,0.007192618282307261,-0.027933668511667946,0.029637016167589077,-0.04392972614220331,0.0016451911346506629,2.799713335159922e-05,0.0024898586862833385,-0.005278547701439361,-0.012783774012754798,0.0075506152927794015,-0.02398450473178151,0.02639613754068206,0.01268358528138161,-0.004898072550420002,0.010109227294145042
HKK26_RS00025,0.03494056212006385,-0.008969019051894279,-0.005978636171047599,0.008544572205454416,-0.0010985153321274063,0.013904844107208934,-0.01330629951886727,0.053047965174934965,-0.01634376056905002,-0.014254282306118384,0.0014164253287238591,0.013936097148805839,-0.009102541033611534,-0.024427501928526232,0.027148211599436204,-0.014689074614371399,-0.018037117804037352,-0.012007533549021319,0.0018861012492507317,0.030662577613549614,0.008338422981964534,0.0029606463300496564,-0.02697234280906385,0.030748991539627117,0.023125576322057955,-0.01792459432202063,0.039405741748335145,0.01359079672537356,0.01636477774379938,0.020262138770198345,-0.020486258497632626,0.012618801516686727
HKK26_RS00030,0.029512054799342106,0.015046338799567585,-0.00481599947440074,0.004742300306469206,0.011786199988172473,-0.0018305633142780772,-0.009641127840705548,-0.008286384063681186,0.014894112098524155,-0.03206013049650875,-0.008569328106543185,-0.009385677949184884,-0.010375087694029355,-0.025297404241725066,0.020959832578254213,-0.014831138567182068,0.00491184010154634,-0.025867339381941648,-0.01803611361041464,0.03943700266726968,-0.010545667256957974,0.0037123510179125413,-0.02233610599270583,-0.0022115335924072013,-0.024243579164113918,0.028771178712030884,0.01354615359372211,0.027035668428390117,0.00395683237450101,-0.005422456128041018,0.003902681032617367,0.002245524155246552
HKK26_RS00035,0.004344013643306577,0.02723648829726366,-0.014188811473993092,0.019041931178221016,0.019407934487481435,0.013952738740586819,-0.0012819826680642804,0.08895364290095811,0.0011007709770343866,-0.0177420592152433,-0.023284049176158512,-0.01577931387494294,-0.009233639639789615,-0.015898416089828518,-0.001687885860788224,-0.010381088359613008,-0.006673732969269304,-0.002150003299105096,-0.015097741885009106,0.05270918266106208,0.006050545931508194,-0.0009324002375554366,-0.0015991429260100987,0.11001169978597941,-0.0040133822902814545,0.03293035504733389,0.013131115995161617,0.008102866607036494,0.006839081711523094,-0.0028030058439558626,-0.016248541895741927,0.026132690476419435
HKK26_RS00040,0.04552954635462108,0.02140586326357003,-0.028794141572456456,0.005292806911412295,0.005299237414936653,0.018769447020840605,-0.006610592476714757,0.003196799841118294,0.007447582134672111,0.0014546521395812462,0.0035457190720545764,0.013620250337962679,-0.0006538683118958819,-0.023386353598012236,-0.03580673017555218,-0.0017125993199724706,0.010480481935440385,-0.025227272545875125,-0.004987735529043472,-0.02531829429388926,0.002864222637424708,-0.009965162469114244,0.0017110258968053118,-0.005033632955102586,0.004925010487466941,0.005876184329430211,0.0016667373119613196,0.00790090720055086,-0.040450269938056525,-0.005725966342448389,-0.00469932757479246,-0.01485345376440278
HKK26_RS00045,0.0221494140733583,0.00974578660020063,-0.025118746650286967,0.005560088236415859,-0.004563010704981588,0.03949699478574395,0.017328737079006774,0.004848278571675584,-0.005980115004269023,0.0015087662543211047,0.0016870669737983908,0.030939701720406027,-0.009128157800908523,-0.03157745524038328,0.02202517989707975,-0.016411807101045162,0.04015529904107342,-0.05459142990198153,0.010990944977696902,-0.03819645826605696,0.03210297640959152,-0.008078260418981601,-0.018865059200441636,0.08668460984828659,-0.04728824189696494,0.021288669734733253,0.003629005627832444,0.012864451743602361,-0.02271787330114682,3.269316424906388e-05,-0.021848088186764,-0.0019824486249037845
HKK26_RS00050,0.018447827010701464,0.00633515839867845,-0.04050977115063725,0.035462906059602735,-0.0129812124329792,0.035849711017715974,-0.0011516328240426888,-0.013620458807423146,0.01316446527039328,0.00337607323503889,0.025506897681676407,0.0020407127164146195,-0.00620146698121153,-0.0010509443862745072,0.009675635106923514,-0.008619984144957713,-0.004877569365770117,-0.02416832347747109,-0.0006490202622685231,0.00883626500186842,-0.012953677820659835,0.009899823051754783,-0.0010810693068853596,0.0007622111008707858,0.003478488950410687,0.027993126601932417,-0.014739641426242778,-0.014344762457408894,-0.018858937193588485,-0.010782044294137389,0.023447162674341646,0.0035253831165503974
