Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
HTX97_RS00010,0.02026483114950461,0.02964869627190942,0.04623973004969042,0.017563015232393796,-0.010488883459666835,-0.032918185357387914,0.0020499351854726526,0.003540878284768317,0.03237029805728409,-0.06941514260682682,0.009996338899487697,0.0042178755299335825,-0.03929377001916219,0.012206237454602002,-0.01162660904018848,0.018492565482399668,-0.02076151845290944,0.03414968908456952,-0.012540161908185982,0.005771025655339379,-0.010801422304412871,-0.003731535684794128,0.031154255021780087,-0.007557260075044699,-0.006568905066944838,-0.06549458062901498,-0.008258548931642564,-0.02502487143529216,-0.005083735913284998,0.03579198143110414,-0.005042826708420665,0.026493299551064206,0.0012013738103420493,0.004242850556084287,-0.01877607729270972,0.015122525315825076
HTX97_RS00015,-0.013570532556749141,0.025932887413217528,0.002909497144694789,0.005921654525856673,0.017500607276783903,-0.009301277204621504,-0.005392436093782712,0.015376289443526814,-0.003588960290270261,-0.002940842268925077,0.0012327910872292384,-0.02051556333170063,-0.02889115939492534,0.0004069749418826427,0.006671423639187386,0.01193084500376508,0.00840996187780737,-0.008837570155875805,-0.007521592679033759,-0.028316224441505985,-0.004252768224977616,-0.035961096711654233,0.0029696480638558777,-0.0007284595440333246,0.011364631436448227,-0.02990813288651232,0.024543941283112845,0.006161871157855702,-0.014652404888614332,-0.001055529033770453,0.029059510489783728,-0.03283654367547881,0.02625949924492755,-0.02090822156529696,-0.011329205386601413,-0.004616862013306608
HTX97_RS00020,0.015709284586206046,-0.014818659329863341,0.017427397509550496,-0.0006672123188717638,-0.015340889409341328,0.0019235555468970482,-0.002940391834208453,0.03528064564159292,-0.006645691759875788,-0.02888099034697804,-0.001101736254652577,-0.009070145178896127,-0.030710451302021432,0.03743025656024798,-0.016203180755554044,0.02537070493263223,0.011137274191263685,-0.0025928116458460333,0.013612594720146354,-0.02517532247021249,-0.023229878809033922,-0.004126575092134923,0.019961862792208976,-0.008348988504023845,0.006806879061743938,0.03193081430263629,0.03282066123725963,0.015437261275535193,-0.05064776580527451,0.019668200214146173,0.011444634915795228,-0.04634703689230189,0.024828319449267625,-0.006329237945541658,0.003695828822869521,-0.0015667217694102593
HTX97_RS00025,0.0031369528726198303,0.00010208941077720689,0.008004613313945641,0.021143120733786165,0.015541345612373,-0.0032649863546213003,0.01892704742162814,-0.004129769265770012,-0.06968536556041943,-0.04831674155089238,0.027443348629905433,-0.010774799264401936,-0.0202751917686185,-0.04134756135971981,-0.0363675400344429,0.0004263735006137628,0.013158649301102651,0.03592681556110864,0.005309391870162595,0.017194457009275077,0.003466438148432481,0.005530235079528986,-0.008960282824789194,0.012881227302716595,0.019463993382553033,0.04216550030230281,0.006164745446795009,-0.007556273390879609,-0.035205765084449746,0.05812154452989025,0.029143841879417605,0.01107097352568256,0.0012796801813094072,0.022118718226118647,0.004461091845743555,-0.0030660211012683036
HTX97_RS00030,-0.0063503321362838846,-0.004948235222412276,-0.01169227655980863,0.014857047221182518,0.006651594876131655,0.011819014753413942,0.027487219239471394,0.004641462939321571,-0.04099747133702124,-0.02116912958284659,-0.021347207333360044,-0.03916223508399233,-0.0194301827087396,0.016294325793051265,-0.023132446113925967,-0.0041533388726599915,0.008009639052869359,-0.007510377261249153,0.006296884281953566,-0.01610487379902954,0.0013094461821054589,-0.028711735099958346,0.00655257922628177,-0.006604820975336611,0.01803900845146754,-0.017124851821713912,0.012624217782904597,0.00814700964793069,0.0004873336805258553,-0.011827959745345869,0.02507791136620717,-0.04188671539678862,-0.005052127234279074,-0.00666225480242909,0.01172018621226537,0.030999339274343167
HTX97_RS00035,0.008414625673768023,-0.002436616205437381,0.04505774598952056,0.06442968367047394,-0.019236414067132276,0.00148100331416227,0.019151095804174578,0.0036465175752236536,-0.0121485157266763,0.008778317547053553,0.024378145623427428,0.046700347181035655,0.0021847543877237404,-0.0032145597150970524,0.022124010618652767,-0.008574374921263997,-0.029064052317796532,0.044375233769701275,0.03214902161296273,0.07922760982324008,-0.03389634558289939,-1.3553760564227182e-05,-0.009926330002742857,-0.0056045476130918625,-0.015096290584366961,-0.05687443817660657,-0.032218944084797016,0.011395777572090897,-0.009367174193589897,0.02773627574263153,0.031527553923232754,-0.006558808327372848,-0.015280592705600067,-0.015766247492480064,-0.0030861160186575884,0.038908527682119484
HTX97_RS00040,0.01656967732838616,0.028882027816942678,0.011749746277026858,0.061877225482301006,-0.006320271930224592,-0.0023003556918286755,0.017463997919671456,0.02675109220532487,-0.022848113257051536,-0.03578812552765374,0.027282613468450928,-0.008674431335694068,-0.03094205479615589,0.006465510345203251,0.018965416135402254,0.02198906605321745,-0.027658040162875507,-0.0032278167116694513,0.004102590133301523,-0.010629120336521853,0.02618865372439252,-0.02437301562761057,-0.008206382491697348,0.02569676983310268,0.03165149184571107,0.020602623479728528,-0.011116131382451083,-0.0038174110838795723,0.005439350801959585,-0.0055549063091448045,0.02928170327300265,0.013012068173302792,-0.03940182805418095,0.00916794141417948,-0.0002266925460861114,-0.009804193329858272
HTX97_RS00005,0.021793470979861677,0.017905753949614862,0.01788226703105002,0.017742228793584735,0.005825200176002571,-0.029641038618078173,0.012795168452279475,0.010168290886483316,0.009614132950029943,-0.04830691357517382,0.022380351851680032,-0.011287557335519706,-0.026845502931453945,0.011646268575662136,-0.014794700724340203,0.0077671208800395505,0.011748419211192226,-0.004523708088415814,0.006096618407870588,0.0015918242963255391,-0.024173398691021815,-0.01113896591753037,0.010891951849100533,-0.004138149092987025,-0.015753665085907653,0.023607959584243613,-0.021661694563599614,0.0016019848187759059,-0.0038250790481465743,0.013463652080414173,-0.004647726598297421,0.018512458402127764,-0.014928339903963752,0.021081858127184893,-0.0017611910172801598,0.018531526636590315
Synpcc7942_0001,0.003795547518864305,-0.010704357828870647,-0.01941643108270893,-0.0090491120342723,0.012894809468065156,-0.0038354078968297987,-0.005591035999581032,-0.0004260788788145605,-0.0030307885451829764,0.0010298133684559301,-0.003884769989548592,-0.0030766299633937853,0.005086427062978389,0.0058882404689761,0.004626045836429275,-0.010187434642917688,-0.0034405133965392915,0.001933015366766283,-0.003605621933430542,-0.006817415104207193,0.014685007941299474,-0.008752131083637009,0.005029179779568932,0.010585832435638319,0.0025603535224765633,0.00038925923891114275,0.00922953020844067,0.0063301582560863915,0.0009522791251080475,0.007611906144383411,-0.013236932766321163,-0.0004570050268278868,-0.0011499367306730026,-0.034176444768230035,-0.005318904740455713,-0.01169626672824143
Synpcc7942_0002,0.00017854327035723262,-0.006759720623592207,-0.002513586495854925,-0.008145020122861772,0.007349200468623826,-0.007104681131942903,-0.0074110106715146555,-0.004991480447152536,-0.012931175530996042,-5.918847410953243e-05,-0.0017151456704602335,-0.007003054835599028,0.0026190704670159748,0.0020497362273365484,-0.00127303903350511,-0.01918205638604381,-0.009761520832863607,0.005919201968219632,-0.0007029928165049164,-0.004368019445819853,0.02037049624914502,-0.01714804066222996,-0.013659284866087994,0.006278549273783323,0.013147964043180575,0.0042265355617992295,0.0054500033796005065,0.026774821306241023,-0.003002728908940958,0.0014291337429191764,-0.01158682633148611,-0.00536189068368837,-0.008366074069604943,0.001291303870529676,-0.010333943126605462,0.0063928742650299535
