Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
HKK26_RS00005,-0.05090064222717193,-0.0011269560579555283,0.0035145709320994175,0.013250273739698672,0.009362786347915677,0.0009261363790847062,-0.007869629479252075,0.029850474097915393,0.008423372680155585,-0.014101865076827617,0.022554670763460963,-0.011007204646196249,0.0025326299821933126,-0.025753597177462173,0.005031237382672547,0.03292806514300835,0.03903375434664435,0.004756677016878345,0.07895886923842876,-0.002548113550649316,-0.03592586108854892,0.009091094041732299,0.012029426016155049,0.01845748653210795,-0.006686296193955738,-0.002519611413787816,-0.0011405349677104171,0.0282084028848988,-0.004677927033956241,0.03378532722848142,-0.06041385161143308,-0.010780386271244245,0.007690559407736046,0.027406280266999872,-0.02909607329955704,-0.013418919140468675,-8.327532917388989e-05,-0.016547786060724764,0.007364486320004666,0.05025799734281116,-0.005999647246927322,0.00564902741613725,0.012634709430912185,0.036618822607542706,-0.003651646258269039,0.03935361270640021,-0.028482909342625876,-0.022046586262964324,0.004555567914728665,0.001233652342583749,0.004028201445412447,-0.0012327037070034464,0.015283649822813751,-0.007297163039793116,0.008383991357516503,-0.045076169143551614,0.002354565764690534,0.0007632245512817867
HKK26_RS00010,-0.013483979680494503,-0.0009275952329713015,-0.017288323398865667,0.020836144372301576,-0.023403209940879365,-0.010401918969114443,0.01596650164820298,-0.004666704894378141,0.01711646459621078,-0.02154807505803695,0.007488518864840692,-0.00032823108098308673,-0.018951787039876634,-0.05489552000897138,-0.015371903918304801,-0.003911377442050624,0.019593972280790448,-0.053599604973484746,0.005445175374510253,0.013647939382807839,-0.031207707594993264,-0.003313777381885672,-0.005394059573279331,-0.00806738313308798,0.026994345835602326,-0.0018697264450705214,-0.002575856805532526,-0.009297418535282516,0.055596946635670455,-0.021648939313521732,-0.022180874853473028,0.0026811898248497884,0.007121809983857836,-0.02361104134641376,0.012666528943470829,0.16690851267016757,-0.018898538853905036,0.00963740523810079,0.007854202448004435,0.0010191590771770358,-0.008134954014741817,-0.012258346213893408,-0.018274311479184947,0.015516448160259537,0.00369590382827298,0.010508059259738129,0.005878648890447764,0.016802282435901154,0.0064749563260968765,-0.006142855212655714,0.009199553190950303,-0.00680721898667705,0.016414695575973973,0.01784032225752078,-0.013027329662813962,0.011189351572399104,-0.0032778141149198115,0.03103155483836595
HKK26_RS00015,-0.0021458145978383064,0.004155136803900275,-0.016961799292856957,0.08561728540994137,0.002738250463096438,8.115525611696805e-05,-0.009746763170963364,0.004558999639841815,0.024765708007356554,-0.012453439425583811,0.0113016716139041,-0.022532021826382462,-0.018545490627529918,-0.0037483441556352116,0.0037981735892685525,0.0005173312708156439,-0.0182757061797888,-0.024079296434034753,-0.0021513190924642715,-0.010849522658733275,0.0037338523255750215,0.0072300714068185635,-0.014069385408222126,-0.00908724600763956,0.011243521208909186,-0.006912629493914969,0.01154964478681709,0.06615357979196476,0.00018782402165083004,-0.025002003175368253,-0.001625801609796925,0.006246840625348807,0.0037316150341095726,-0.0076836156032602,-0.0013221878152165582,-0.00423430419645276,-0.0004474260387861458,0.012134037084141689,0.013208090154947163,-0.028237954298414646,-0.007272110145100572,-0.0203181890174536,-0.04177905378359361,0.02211764343714067,0.013927529415407649,0.0010207661549663887,-0.00365598396027459,-0.020274988206650107,0.004883423191798142,0.00730628574189227,-0.017398018287361986,-0.0010807208579644374,-0.005012209765234918,-0.0221134625492504,-0.046101145338430446,-0.005739670386446984,0.04182062394892172,0.014410315167287127
HKK26_RS00020,-0.004566501970999213,-0.004131718750106132,-0.026511330453766867,0.08142813144091851,-0.0032103753504939023,0.004386063187979218,-0.021707555657218963,0.003547951105856789,-0.0160661592133211,-0.0002222672441462058,0.021144668215544327,0.0014289060563295313,-0.007214684161005312,-0.016753229569153608,0.006100940067133379,-0.026035987629086998,0.015697405294786883,-0.002014302029122669,0.004266544249659954,-0.018739867102404544,-0.02444039369274645,-0.010674890324828155,0.015251509098273603,0.014353242793014706,0.0127004801142646,0.00767516622914053,-0.021189606367044502,-0.019269503302352758,-0.0076424397807465655,-0.02477983303730913,0.0005546568103703008,0.015071249904408253,-0.00924460284897233,0.014469916303975289,-0.022496272102250435,0.022152601002953114,-0.0050101060654391474,-0.009871139889674578,0.03248569596037153,0.0011349707936869865,-0.0011094071962352429,-0.020296914563440353,-0.0016243391451049968,0.007317345307675844,0.005697421559646731,-0.012767228079089657,-0.006543384276016535,-0.021097195888942603,-0.013603738293986574,-0.0037289604661137478,0.004437426588376827,0.01689587494040587,0.02278460389106982,-0.018836984550034963,-0.0629788554367362,0.029553868111237832,0.05204893446505527,0.0031075049165739796
HKK26_RS00025,0.03360201627228065,0.07996208803627006,-0.040152103953175644,0.00429060920047222,-0.019915862502222572,0.025183303055726327,-0.007904236824627934,0.015656608663415963,-0.021965453773163036,-0.03306029987162057,-0.0203365014078371,-0.001506682768210991,0.012172318227155783,-0.02747605646107717,-0.042480960672635494,-0.01570445073494139,0.0033567526191752932,0.03510507432848505,0.028375590175159934,0.008684703648318606,0.010733591609211305,0.004190911992067944,0.004001755855301815,-0.015430429693936092,-0.0038957825483916307,-0.029993575021721605,-0.023446935278745328,0.004372774355410145,0.03699684242785801,-0.06781058502333906,-0.011087144774360852,-0.004436850187371627,-0.0014829277703933218,-0.018001834461218297,0.0019770534642532577,0.011418579005811037,0.04623450460682653,-0.06247013715429534,0.004854366425019318,-0.09211416219920637,0.011826017291945923,0.03067343095279653,0.03207905455175652,0.001718708579589268,-0.01755080938438673,-0.019881049553353625,0.009511302288781501,-0.002203729140263391,-0.017855524672099433,-0.0006269146335438836,-0.0160458958404395,-0.012644060286294872,0.045094573961993296,0.0026491766555189556,0.00594315600693771,-0.012850203273863228,0.06224574432921278,0.0791005589738052
HKK26_RS00030,-0.005380808173660196,0.013089162604096916,-0.005126119213941108,0.01974343275960377,-0.01898805807178566,0.023939809331751185,-0.008052762380038492,0.04854411118941803,0.0036218241142619333,0.021000155155346364,-0.004672042875702667,-0.022377218391845935,0.0192567314417859,0.010596063476842721,-0.026342847128370282,0.03932153078761846,0.005916767212687001,-0.003621337973149726,-0.011037292029223851,0.025398227073018212,-0.005390869175779825,0.021254303754276473,-0.0025863230362924146,-0.014634232936438929,0.01992407814639195,0.0021313069484223033,-0.011485543014293876,-0.01917790272524855,0.0069330516211764,0.0013833759544285276,-0.020343928318103263,0.013720770458491675,-0.011885557508141182,0.003237732184739855,0.015316729508678923,-0.026003938214893822,0.004413759048332967,0.00014745705982817413,-0.005005006063241215,-0.009828020182539202,-0.023045875111553836,0.007384893925653614,-0.003600959408668749,-0.011977400168066935,-0.011794085410719222,0.005630267586518,0.013583362103316949,0.021244751747268528,-0.028571329005562047,0.00612795747368001,-0.008653170944489533,0.02660017682978576,-0.019933516002619653,-0.02862089730324672,-0.024420966970253852,0.00924257395285478,0.04438132260773701,-0.008090100253556302
HKK26_RS00035,-0.02000899971109203,-0.011287660503742285,0.02521730410678801,0.010040304257252412,-0.007087964224231825,-0.011784964513609358,-0.00712377406434855,-0.022935198592089808,-0.004065813824372484,0.006241224762085811,0.008809554804347763,-0.01860867039231942,0.022665684395690836,0.03689404653860544,0.009705537289160196,0.0022898742268095567,0.0026955938155960894,-0.0326633424789548,0.09791681630102156,-0.007552597791345959,0.013944542811127563,0.0227652713158246,-0.007319827624060334,-0.006985330697547999,0.026570825479177572,-0.006392115170978275,-0.025245137900924502,0.009863331260207055,-0.003169732476109441,0.014402393256548917,0.0006163846386775805,0.011714332616074184,0.008235630693676346,-0.008060744787508442,-0.0217090351268919,0.007027215092959633,0.04756288803504888,-0.02481107442908231,-0.0015348674784502658,-0.005724305767060903,-0.02718933379901069,-0.018107009141490535,0.002980553978932158,0.007704994123587894,0.0010210094521072267,0.012064005306898062,0.03272292732431535,0.028846088655925098,0.014780496289543185,0.005291041306662751,0.0036754281481335225,0.018711091617354507,-0.029910818754713825,0.01885209505680126,-0.014015431516934877,0.011001426230260172,0.024322916351705456,0.09764335449961654
HKK26_RS00040,0.009354131438482969,-0.009185594935873186,0.0005207358560428462,-0.008824337129028382,0.0462786129535598,0.02288015157583523,-0.002010923716380076,0.025636951494237586,0.007187927162004869,-0.029644358094477234,-0.011975942396170058,0.0041519937559644365,-0.007001453889576686,0.008689679576460387,-0.0019685889113883314,-0.0027488326158633357,-0.020950879087273,0.010855842200168862,-0.003577976353269327,0.025486224010621148,-0.010654552224292952,0.003461446921584124,-0.01599510789446326,0.006833159617636835,0.021044196947078684,-0.016087518521595703,0.0408589130352004,-0.013085134507525891,0.0068021857481992114,4.846489473578693e-05,-0.003107959296370645,-0.022047894634956523,-0.010085977271618606,0.02198818941937626,-0.0007371088283302369,-0.004167912967793132,-0.02698730721126593,-0.03174287296973648,0.009322270481489254,0.005207470139574934,-0.0028833948631500463,-0.0046043074338440355,-0.01760550304525247,0.012561230357807106,0.022819866973468758,0.016861742843729207,0.005272726034334676,-0.008177588807018934,-0.03850396800118819,0.006145686392457299,-0.015567857864268245,-0.004469255515890794,0.009524553756705833,-0.018045364404383944,-0.015671468828726713,0.012564564638315456,-0.01508183476778666,-0.010795585154625024
HKK26_RS00045,-0.0159384206552863,0.0365737093077915,0.04989115113569511,0.0016904657022705231,-0.007463505690682071,-0.009677136200975038,-0.0013567014372593785,-0.008556034929711237,0.04087477797964767,-0.05294406349689338,-0.023134642577307626,-2.7097992905577972e-05,-0.001732908519563829,-0.04539144392459619,-0.005487063970346849,0.0013460716742869216,-0.013233604300967665,-0.005369916861925481,0.03390950570154,0.0028226080832583914,-0.016098931288161058,0.014996368212078236,-0.009550128029316145,-0.0054375821887884986,0.014977698599600336,0.006618085461115849,-0.0026783738160205957,-0.012104037192118958,-0.022547925243276513,-0.007906503446762548,-0.004754317512493197,0.001966060955890256,0.01589252135526327,0.008247516675962914,-0.00537556320055198,0.01362178594258347,0.5623268511225673,0.04056518521185721,-0.004839467691171669,0.004587545469362693,0.012427927178956428,0.015781716956799297,-0.034385762613213036,0.020094418430445835,-0.022683189656299584,0.014943077576118392,-0.0014485954547509706,-0.015758173164244278,-0.014240252036025582,-0.01806450701761457,0.011574417236090604,0.010557249904978293,-0.01268684896289225,0.011298236354334378,0.011895616759676795,0.00329353679608284,-0.04303745597409726,-0.001976079504833525
HKK26_RS00050,0.027295812500257494,0.005405876174292431,-0.011304348515910508,0.004178548690410304,0.002528251408992516,0.022015079152423553,-0.020483315806560022,0.011337521036107901,-0.004507554910235544,-0.01809946796748694,-0.009461529383971762,0.01863781292323974,0.008431412247410787,0.03721868271520167,-0.031890340267379115,-0.011298271976388094,-0.0031455534212455915,0.0005390233648508221,-0.007096908279202414,-0.026885140333795993,-0.010257440617410175,0.004552176338086345,-0.027089808327652468,0.004978530041093664,0.01479499957112538,-0.03150298133077162,0.004871675576969219,0.026456713867101675,-7.026696001783231e-05,0.0008861980967765437,-0.028119359211290416,0.027271539058300633,0.011484059023154613,-0.022411106193304314,0.009391639851242375,3.954373166517783e-05,0.020320970115022898,0.04387749319889802,0.01581616668687429,0.0013129027937808047,0.007270036601807034,-0.013585348399728948,0.027436098692392708,-0.00014841291379121322,0.014924129587450107,0.021490869335257602,2.2456163483421146e-05,-0.02697004138251363,0.016488830862668793,0.008690561772168575,-0.007704276870372787,0.00041384623383013814,-0.009265156692905022,-0.007401505353546706,-0.01716104272463053,-0.0004628778749403187,0.016561521298184147,-0.012619176235525617
