Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
HKK26_RS00055,0.015536289993644923,-0.04326360227660544,0.022291831943817866,0.008215187243974593,0.011235528898386719,-0.0075583244967960895,-0.0018524392124649545,-0.025097736220398535,-0.02079501374475363,-0.018072251400528188,-0.0026133675073381985,-0.04673374287456735,-0.010756938476342601,0.008441167946859044,0.01872178398910264,-0.029127174988673846,-0.0008560031020880205,0.0032169114059741677,0.05762898147757328,-0.0035721380497782877,0.014865576226510606,0.02043538274121127,0.016300667903148006,0.0014633015703007872,-0.003388446459130966,0.04159797559929386,0.024300222326028968,0.00990700013436561,0.008580837667389344,-0.028893980105717545,0.006674929943467801,0.03647601478652214,-0.06191520752224759,0.012026800202133767,0.019045240844129077,0.003209532489818211,0.015140726335435275,0.007681315085987532,0.01852296008553404,0.01133428614120503,-0.08524952464708081,0.004587690152761402,-0.036140270078865534,0.052307338065770585,-0.015307930138024659,-0.005516791176372059,-0.007934039866991765,0.0102885625562678
HKK26_RS00060,-0.02033467870076746,-0.009800600600132901,-0.03179802478149235,0.014595180015802983,-0.024522898274219208,0.008302971927293654,0.004695315512632423,-0.007184688319879875,-0.04666545593360968,-0.021490643910823826,-5.360413951308294e-05,0.023212702674868385,-0.00981824102105658,-0.028819277403505733,0.004182197624982985,-0.002042677632669113,0.003070427335932252,0.02220549521402393,-0.0460376371617909,0.012082322280804015,-0.006132093228003892,-0.00231064911961077,0.007893104084553371,0.011898519685368954,0.0035942965298297364,0.011153067271501062,-0.005163153520249796,-0.057686903323919354,-0.0004758355338869445,-0.0007855495868898363,0.006836989184538508,-0.010857053614240901,-0.0019239451394423366,-0.02131362669732874,-0.023500713609311944,-0.0005035092966889113,-0.008905226694174803,0.002750626181613266,-0.006225802538840323,0.03927857602359257,-0.025179235320737754,0.06555240133650818,0.030062665227111467,0.04363609006613255,0.007220972915741171,0.004061744959174464,0.010731037641137994,0.009925962886985966
HKK26_RS00065,0.012043686422426206,-0.010177885203755817,0.014916253609040874,0.0055755877083190995,-0.00883172690319225,-0.005225917820030208,0.009148082893628805,-0.06079891063321666,0.004555780264606918,0.007011073004541484,0.018649200469338927,0.01604227124730846,0.002534881325355077,-0.047698323086549914,0.009360490086154931,-0.027104264879242848,-0.005689058062840798,-0.021077355949504783,0.010921357833968803,0.0009413398098239539,-0.000920892020433002,-0.010301972189779279,0.009706661541812062,-0.00024115119030940614,0.37825705851934105,0.0012113938503400738,0.02648724215901382,0.001953310584990423,-0.015838321896757847,0.008871114683193753,0.013141088897839666,0.008461930990954181,0.006335144758345061,0.012508194188619216,0.005207946345260451,-0.005644592165410192,0.002150449426998332,0.013167396628706411,0.010167786131762587,0.006433384774304168,0.0018282435802981633,-0.0060292052534847975,0.026417093266265766,-0.004653731463628535,-0.0009918545685323205,-0.012187097382107564,0.006978967732134965,0.009713784612130254
HKK26_RS00070,0.014331094210239724,-0.013226475377473313,0.000940733390815717,-0.01606783203062009,-0.013478302741125785,-0.010145443481790584,-0.003681797601321788,-0.030520160699607765,0.029302341624488113,-0.006612761191745844,0.012250859538207799,0.017039586054573647,0.022558185482670225,-0.01241451227559075,0.006398711695152028,-0.01598802900041498,0.0024061294381513445,0.0046593757554421215,-0.0006436727572096082,0.021549303086872137,-0.008474323846190285,-0.001715518596377996,0.00013193676280067324,-0.015439783256741278,0.25691439742940064,0.023411070517566954,0.02290782568075587,-0.012402111826617967,-0.011245894218493018,-0.0027255508378069286,-0.001596420612395114,0.00499023232851806,0.019875661499674215,-0.0018628257128498274,-0.017747055492732464,0.0728850686843679,0.007711287802318978,0.0016572299253978077,0.020554832624293667,-0.007261956250709067,0.010568270902578074,-0.000163790388269645,-0.01278486287724535,0.0007827056832278051,0.010197458584782779,0.005939049762369712,-0.0010384549558431944,-0.00402342370295144
HKK26_RS00075,-0.0007005641712008081,-0.0205798360773245,-0.005544146455878373,-0.015582616298729795,-0.00571573246175995,0.0036790904983199117,-0.014353159731621563,-0.029534765088080034,-0.01881462138465206,0.01837956695036933,0.01206818137701075,-0.006703626056108643,0.0009576825444459421,-0.0004909938891638225,0.005002484196904961,-0.01973817622810524,-0.0038354660324312305,-0.018205384314984422,-0.0057670257248429325,0.006453124252119893,-0.017005922629150988,-0.009772779795031356,-0.009264120464027449,-0.006156005926344401,0.25548683752035806,0.012984711237239006,0.011769994069290295,0.025875110250051635,0.009039909236607786,0.017534591072704817,-0.0006400667689479625,0.009348950329172104,0.00910593706010726,0.0004882574603296829,0.0004571903624542224,-0.01860631710820829,0.004653025851533154,0.007434986628094372,0.01362227431078388,-0.0075327330208423806,0.007446640373281494,0.01685034200418512,-0.015912061351166625,0.006891404557518411,0.007593234203334907,-0.017342310379657874,0.0029444054551617796,0.005267353515510014
HKK26_RS00080,-0.03176690625398218,-0.0007970169944819432,-0.0006704868491013093,0.022384248267158686,0.006855763523473721,0.002910429532395548,0.025156206530355156,-0.009000357016182339,0.016950192614404475,-0.001227773521779358,0.012730110958072171,0.0011554698700559098,-0.01670380841478092,-0.005309179366099744,0.000519314142524942,0.0011801696518323511,0.003577333165601455,-0.016331858194293634,0.002920344569957308,0.017113691884581367,0.0038981877145128074,0.0003911643818986277,0.009166106832653204,0.0017841133750349338,0.06469711298687256,0.0009023745936891399,0.012955103351843047,0.005334710848948732,0.015680111949241828,-0.01680060254787732,-0.0069391554141056055,0.01171336931914846,-0.005426328757412231,-0.023271320862242734,0.03149194962965538,0.02572232211717824,0.006575885504613413,-0.0072598650410177264,-0.005244284976430674,0.0004343165859068341,-0.005469485173193381,-0.047412693684061764,-0.02049699666257358,0.0009254350642294222,0.001240802222493756,-0.00897509364803859,-0.015641741964862885,-0.009855676050441466
HKK26_RS00085,-0.008732657461920808,-0.0015424490308593003,-0.013380508019631665,0.030473356104113346,-0.0007737734105729507,-0.019592332040260608,0.01563906852615341,0.03043516421984213,0.004077356717283549,0.006497293218730471,0.016434553294950888,0.009588945120219265,0.0027920259798096345,0.006022534452576592,0.027678320086056737,0.0031058945899169227,-0.02022459460774349,0.017293563647406432,0.03279670471614335,-0.0021341246131332614,-0.010897755997666052,0.011337010232966755,0.0518994030039014,0.014356771744146402,-0.007003017166669667,0.02349434025342314,0.05152384325331866,-0.01755546535609295,-0.01296415226237578,-0.0390610191076147,0.01930110801232772,-0.0032820781593389703,0.026034417496345254,0.027376664751928126,0.027277552651308507,-0.014910876015217598,0.0011685073674003721,-0.007501025308736455,0.0021640724421721517,-0.012250675157015669,0.0012211701404314635,-0.011290327443125728,-0.04060607314148326,0.026961389092449196,-0.002536249679873041,0.003364546531312081,0.010985640889227646,0.005278586807964171
HKK26_RS00090,-0.002509354149418766,0.0041311507276707736,-0.017907367052575993,-0.006246278431898962,-0.022285038092008234,-0.011465810560429257,0.007650595366248392,0.012091976646907553,-0.02019754113603321,-0.000754620627725004,-0.007404281014946052,0.013438294176621308,-0.012036829988335883,-0.03053523926276578,-0.009994926684455209,0.016654025850794604,0.009195806587761571,0.006817233223737466,0.0011495315032261806,0.01574557688247428,-0.014657729815142035,0.015589109555427366,-0.002950228225232742,-0.007201614598784578,0.023419632963378807,0.009803785324976142,0.018927792698871862,0.00966322248533479,0.0020301785690093597,0.00857242149389788,0.01978966994160981,0.012098765426361595,0.008904360473974663,0.006752782913489336,0.007121370426481049,0.009573739265587862,-0.013725485128788396,-0.003349398816924873,-0.006411432944787839,-0.008899510863035382,-0.020080551732842282,0.025480185701560982,-0.028515928491079794,0.019779140303200507,0.0027299690537440076,-0.014928864534624955,0.012338794533577458,0.0028379309739431195
HKK26_RS00095,0.002014224968955606,0.009700375789639764,-0.021082774445526038,0.02146626574532832,-0.0044325574146477755,-0.017726521658706237,0.0030426689746700618,0.004341554842136227,0.003168612188354704,0.004489236703424683,0.0013091522591002637,0.009520394376265052,-0.028276641204045588,-0.01722490607078312,-0.0058617034846720935,-0.022909088007173797,0.03300018874321911,0.001396315485758293,0.004063808231749192,0.011837565537690711,-0.003990353259973518,-0.0027545580709890773,0.006666288374383525,-0.0024808700917916446,0.036575058073280806,0.003971432341034328,-0.004980597955993874,-0.027108904709756215,0.014066642247509621,-0.004136220499477563,0.02087505313227482,-0.00374978822136655,0.004359780085318264,-0.008244801611068466,-0.011726216007052188,-4.744342958534189e-05,0.011983894619162449,-0.012407211633147048,-0.002171531072275516,-0.007611090106593028,0.0091615581683416,0.01875077998195894,0.013557963665401124,0.002409155274989552,-0.003967223594378675,-0.0014697300140406341,-0.005000550999691164,0.02208732268080374
HKK26_RS00100,0.006944199964196431,0.006879941804031307,0.015827309787854016,-0.002177648478660998,-0.00922913409053961,-0.007582956884602141,-0.004233829859047727,0.009911838190273308,-0.0026436920126091377,-0.0021762478329009354,-0.02419732651471592,0.025790281317258256,-0.004227965704143567,-0.01592828265415802,-0.007005838645992682,-0.01223745826567879,0.031285824602379365,0.010501170844788793,-0.0032760681018284775,-0.01481354172180829,0.006300803305197351,0.017347288355785518,-0.01375338813592178,0.029286395484050935,0.015471993424826245,0.01729137373700188,0.002334073473636897,-0.014229392855049794,0.008240100350619098,-0.008177482954595696,0.018534424629965535,0.007846421124870303,0.004856629791631572,0.013083232310808076,0.000951872109462717,0.00524600491879923,0.0027616144497674927,-0.020059063141766458,-0.008590209188618225,0.014235424295257348,0.011990001397291396,-0.03573445743399195,0.01414252507153478,-0.028440521775617417,-0.00575098961828098,-0.023021039234703614,0.006628615330425107,0.01690439282018689
HKK26_RS00105,0.01836383650526685,-0.012876715288070764,-0.026711564403940232,-0.0031281457747800367,0.0055978339737978566,-0.02235338499765898,0.0020845572864704046,-0.011698043261110689,0.005080616532346471,0.019880057889692677,-0.030074132303737122,0.010489597761521212,-0.010482927323047238,-0.010898307963686564,-0.006581369597689814,-0.006747551189505472,-0.000220224495124766,-0.0016309678571636524,0.020877967722357806,0.015367654877963162,0.006978531914292028,0.016548947105565964,-0.0031177081734486824,-0.0052033819482917845,0.018458946353662388,0.01686084271844842,0.0020423462689224893,-0.008959734840917612,0.005269971405540172,0.0032881388341164876,0.02709879020920469,0.005436704536051285,-0.007999387045840942,0.010303240210066981,0.018812206670666878,-0.010971274910725975,-0.004860429802029192,-0.012731876833749498,-0.005389882458907524,-0.006506078736287148,-0.021231418375851487,-0.0058236699876934184,0.013587352146554578,-0.0006330959132238945,0.00847184351821668,-0.0032726566818832505,-0.017027074317099884,0.05155071418519098
HKK26_RS00110,-0.003409833394906188,-0.0050308520610716926,-0.01251139556063543,-0.006450603378595846,-0.005672916944455268,-0.029579191076707863,0.002745024936081634,-0.01467132415602584,0.013258087938799077,0.026613750837220417,0.0018308437292887782,-0.017420677886065133,-0.022617553450100535,-0.021874556497696568,-0.02057982370535533,0.0035249575916418583,-0.014146155725408964,0.02105547246460028,-0.017965911941655678,-0.007202874395477966,0.010562727422448046,0.012514459812748957,-0.0030243957293248054,-0.0015177003910150425,0.0513350396078463,-0.00646684535507979,0.0097244328417378,-0.006015266731917057,-0.0221970320785553,0.013188005140433277,0.0037344882311442663,-0.005282661357977001,0.019077602329682884,-0.005206844139342522,-0.01875977913588413,-0.0013342851499424904,0.001513292511595962,-0.02465578550882029,-0.012448680061845787,-0.012836654778880397,-0.011263296920101917,0.014674664296491835,0.007656282169239285,-0.002114113785627016,-0.030298971167681907,0.0013897034951646803,-0.011244827544121108,0.032515433043642794
HKK26_RS00115,0.01062266500424336,0.010829499867313203,0.049148321657493964,-0.021480911826722886,-0.013000286813571633,-0.0188125157579546,0.015363273618395557,0.0056678940833999455,0.020743950665329684,-2.5594190466518875e-05,-0.010743805557752535,0.002307759215175318,-0.0008974174472156731,-0.04576397542967832,-0.016879213147882145,-0.024801896653386835,0.0008806460541119351,0.016801358380991113,0.021760121063862308,-0.0317745974072903,0.028484660554819942,-0.05480243782337201,-0.006185132145452192,0.004891858701983617,0.01335266879952894,0.00395538472334784,0.0017661050827194544,-0.01965760549708635,0.01669381993135101,0.030563115305065083,-0.017229834224695997,0.020990948950407994,-0.014895762131629365,0.02395223250807596,-0.002671323485242043,0.006592019021933825,0.00867612316217008,-0.010403101809347942,-0.008274675932735072,-0.024623174529142134,-0.033969638230654846,0.00573428447401468,0.012134526088243914,0.025582833458800424,-0.025103785921806877,0.0027220992131455155,-0.019284960791334998,0.016503109858267903
HKK26_RS00120,-0.015805360827411876,-0.023627582176610155,-0.004318861482137029,-0.013145034129132125,-0.009027098078088332,-0.02274811664477205,0.006773645915769517,-0.014853468830046934,0.020677387318472826,-0.006268518897097016,-0.029337187072273764,0.005737210692125406,-0.006749237243546593,-0.009647218604318527,0.00755879651924786,-0.009710132414073574,-0.005275730955111313,-0.004258685313849604,-0.02762605458355847,0.004860636214863691,0.00034071414456944717,0.016404792785612573,-0.00706357415856536,-1.9250149639947572e-05,0.02166804276826824,0.00024290516784043656,0.009554507656555435,-0.0010025863106763895,0.013299787983347149,0.011180402337939977,0.011110327200239089,-0.0017647099210272219,-0.02179324103286603,0.02321492173190261,-0.013492381306218064,-0.014994620964682426,-0.0038180431222883254,0.0009286854870764841,-0.017754720278699385,-0.0022017551277568564,-0.0239718556792046,-0.0024454094881776346,0.006582307212390035,0.014358452890462779,-0.007001450231522077,-0.00351729150415164,0.018759177162601,0.00493388874180324
HKK26_RS00125,-0.008638439091243023,0.013123196252454226,-0.02496467032134258,0.007217758930517773,0.012031018408478627,0.004088394292601019,0.005773884715927228,-0.008266615465385046,-0.009525868494894493,0.024901001402055926,0.030309127582171604,0.0006691035232316403,0.03420531164776961,-0.01654648106916997,-0.011295781298089278,0.002157676266164951,-0.017395444141240963,0.005398182083706761,-0.050775037797027675,0.0009403343200951619,0.01545902015541857,-0.015685548070447787,-0.006505509156033625,-0.03621979967124879,0.04192027544982399,0.006980312080164507,0.025142227536053965,-0.01660565442038098,0.010582818289689145,0.04055083043091593,-0.002007723758408857,0.02048606217270256,-0.0011567410479300477,0.019834542504570472,-0.015919404940139006,0.01095147814133685,-0.0050604159996714936,0.005923445091989192,0.012810531431027223,-0.007085263317033072,-0.016332411007902076,-0.0018962649576043317,-0.03061485688195001,0.000921545775654582,0.005357533531750607,-0.009730981084545278,-5.110056215354819e-05,0.012934940285818571
HKK26_RS00130,0.025479620707425873,-0.0024309765273741665,0.015510801448208857,0.01772141784286771,0.009452491727140177,-0.024307414855628647,0.07134080567771917,0.002600002882441715,0.0033747826347027957,-0.005353761409978729,0.03680063757432313,-0.02176868770959734,0.015054644624057877,0.011458331859796554,0.0028513785521384026,0.017782813740135354,0.030198511999908088,0.026678003365340798,-0.022178825785346103,0.01567961120619195,0.00034175196996793627,0.00981987127936968,-0.014922375262394484,-0.014439547524898613,0.012061905058129716,0.040802230657104796,-0.027267751697713054,-0.033934989509865475,-0.01044632168881898,-0.028380200768738525,0.031640139742277994,-0.008184957598622016,0.04930427336805368,0.004871503498332144,0.00120001203073761,-0.001390891585904662,-0.04514686340272377,-0.007091256952716603,-0.00012620019899379278,0.013756545887281984,0.0066851930187944554,-0.02956633775709864,-0.007647004635791184,-0.02092923222367623,-0.046635118840843495,-0.018706871635513423,-0.013622829093556386,0.04831623130556375
HKK26_RS00135,-0.013079789646921743,0.0011296180479253562,0.0002622736060874831,-0.019435871138430167,-0.006706363433848489,-0.005462944006460259,-0.005492506711317687,-0.018318818248323727,0.009214231102640356,-0.016738204574238972,0.010390237208522142,0.0023237367356219994,-0.01977598640889503,-0.0034205977311853528,0.02660758215096889,-0.009287292764507096,0.009985380960056876,0.014990195243316075,-0.0010145657309447386,0.0140778886238471,-0.0056521534082117795,0.014893250781357835,-0.0029132940419989493,0.06054242585274495,0.010390640664427462,0.021140644526953106,0.01036859580816065,-0.019771898505821797,0.008167216834028724,-0.01983253665041466,0.022636506708280248,-0.00012333814003260543,0.050975722367016606,0.02206333385643866,-0.001684181171050823,-0.017953461696531354,-0.002737147935342888,0.029991264592850314,-0.013531101654908286,0.0029217269060058592,-0.012744524399641948,-0.029215794808907257,0.015142179277182637,-0.00590236748570048,-0.00820382589143763,0.00338240513690463,-0.008517838716354274,0.004349420999059177
HKK26_RS00140,-0.025813150255684862,-0.014083033170293335,0.02350910837128906,-0.000259657244366826,-0.007309356243413501,-0.009695753259769919,-0.0010296976984114428,-0.0032931303656917326,-0.00029981474664827654,0.013352798459599247,0.011798266959610252,0.019626930286272923,0.007661907885728406,0.005081390251508368,-0.0005909726966580255,-0.022879378024906475,-0.000339627874295855,0.0005122407670257137,6.18960859910504e-05,0.011420056810379537,-0.005835999888450672,-0.0018706642123199769,-0.05759778710068321,0.022568989626853678,0.0043487684940047185,-0.006281739352672563,0.02392949289498823,-0.03341341633115578,0.029724457263836247,0.015501352201103324,-0.025271909756588634,0.008253524455249066,0.03549064016075737,0.002816498837790215,0.03213538687777081,0.013079970171631239,-0.006036857544838221,0.03809927548055483,-0.028011268618511685,0.025694823326047854,-0.0027214985852109905,-0.005764815293973969,0.054742714572259335,0.045489326592578753,0.005145376950675841,-0.0046028167842176,0.003559559818777195,0.010588262001946519
HKK26_RS00145,-0.002704245633172331,0.0032730209472762607,-0.0003368350180957557,-0.006621004182262891,0.0012831760720323194,-0.007217947678191665,-0.02113635611019828,-0.016380539508438027,0.006523158254597938,0.013642776116164674,0.028654085199114117,-0.017807532874100584,-0.002737400329282507,0.01010117068277413,0.01831773551443761,-0.004053700800090883,-0.030836048460893536,-0.004538689526812663,0.03285536140603832,-0.00634065864285817,-0.0010802620277251612,0.0048985632522612925,-0.025201622195345195,0.006462939712404684,-0.0028881494535726703,-0.015106378583493124,0.014089545462617386,0.03040141398262705,0.0123927465499941,0.0073637961889005355,-0.019604772292351805,0.009644524983794533,0.03826396815040773,-0.00564569615557351,0.02125996041322978,-0.026331668858027776,0.025041259195987466,0.06412753705031413,-0.006795393082585853,-0.0021357810409390805,0.002222863156488215,0.0006153916060291973,-0.01606038980698325,0.003644195766278522,0.0282095025382693,0.02348403982183828,-0.019233482798250177,0.021845270696786087
