Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
HKK26_RS00005,-0.031580879042176366,0.014686733976323061,-0.014907097587687723,0.0018224979602571537,0.003999295658446934,-0.03793128388840513,-0.0059388614580950915,0.0025400007453276535,0.015064438298600396,-0.002229137293574763,0.026027484247714807,0.036142405398323814,-0.006800878211094362,-0.049825474041934915,-0.020508855108339955,-0.01784116577741125,0.03560333019187332,0.06585900490269384,-0.009432227067770967,0.04660307044174988,0.025569579962348724,0.01123411335408915,0.023808735348169387,0.002166044947418309,-0.009311246458813042,-0.011434841337545585,0.024099096878120032,-0.008239592952698868,0.006568294945073776,0.010746063078036846,0.016978202296391742,0.006695040951234088,0.01813628236158187,0.018515162178585735,-7.488802987866728e-05,0.010601400795036162,0.014863330295708107,0.008516756462039213,-0.009019668098288323,-0.0034652879222485753,-0.0273244113231166,-0.004648653605097649,0.1134029856612099,-0.021169893859705247,-0.04654016736895055,-0.007202277433280709,0.008584711830408152,0.02286403446352198
HKK26_RS00010,-0.04299667158792334,-0.01140208491431163,-0.02182844489062305,-0.02470238320984522,0.012038730704332517,-0.013458039488724802,-0.01233133187369393,0.002546482377743462,0.01083164226313805,0.013365634442415586,-0.03274231286944711,0.0013121695370643673,0.005401906522394314,-0.03666368698593547,-0.012372886146956608,-0.00695346101436355,0.01686866431703119,-0.0030220818764744284,-0.023937333585924127,0.012915718713000417,0.01882979826960176,-0.009305968379593816,-0.0034113615920278615,0.005322920834205737,0.017772342120964978,0.023374144569660027,-0.006969432045138615,0.006855509436605099,0.0021013528574423453,0.03227684769009341,0.016183177986417864,0.002345547376259796,-0.027604416521742888,0.002168760629673308,0.008189952866458345,-0.009828773344464237,-0.003586531119293368,0.017050376361799548,-0.005244152512661704,0.14625699896309985,-0.00849233060115307,0.025746613573678877,0.022244885698108896,-0.018876485617857857,-0.015595812620609521,-0.004687750796557006,0.014817384747703199,0.011036172410266974
HKK26_RS00015,-0.03032382953319078,-0.010353666991423776,-0.01292820611142375,0.0489653864090059,0.01643312326056356,-0.013392776923993209,-0.0036199243698675555,-0.020867705676110303,-0.026626340092386673,-0.00669490083151687,0.00025242152216867317,0.0018744995382920483,0.019751994138509324,-0.02155114342118194,-0.014830317577477659,-0.00871560337477153,-0.026717716544724907,-0.0001223549311788677,-0.002808747758721084,-0.019176743849530813,0.0010303625356586962,0.0078717619184868,-0.018053729239695067,-0.006096453674371036,0.006236530342196751,-0.012753199155223065,-0.010133590630527966,-0.003110385894360989,0.024573004786701082,0.008230607296878852,0.01803137472294981,-0.0033346827939082914,0.005112485842035541,-0.03294640826502069,-0.022870148262167933,0.017690574268959747,0.005559016375224261,0.08238333008084633,-0.012740507326371275,-0.003913763635507076,-0.002773480261499255,0.02403261443076705,-0.004088750722702682,0.013579272152136647,-0.009440656258189033,0.017021762406889504,-0.013348909660207088,0.011773389416058069
HKK26_RS00020,-0.00032135484466673834,-0.0046821166190996084,-0.0258707804161369,-0.0076886251729169075,-0.029840277697251203,-0.0040595057048983755,-0.012390057245562547,-0.0006586725736591094,-0.026499871617032537,0.011423968170403254,-0.02313177655228741,-0.006458085432111399,0.0069399643352588665,-0.007959193184513281,0.004072814396807902,-0.0031652836826881236,-0.014426720223167376,0.009344823797337557,-0.01982477057002586,0.007020679579988805,0.008304095310895782,0.004695267718865228,0.026779008356898528,-0.011430696739854883,0.027013383132055882,0.011503407046575577,-0.013710313672699322,0.014166818246956009,0.03718744741530246,-0.009716545671392908,0.005707956149222265,-0.015049590452806978,0.02245802379384554,-0.025308468651025845,-0.011788253450089523,-0.012791305059848226,0.0051905039653392625,0.07413651442333213,-0.0034318927582977286,0.02662587919501861,0.0033724764676389884,0.052633222133118114,0.015344508461642821,-0.014025511789153334,-0.021796026848066568,-0.009345669201742441,-0.004529427752998577,-0.007631671893941702
HKK26_RS00025,0.012470301030657077,-0.046401679686211915,0.011411418879851379,0.005272805178934886,0.003850536146596899,-0.02849299260748185,0.00673836267929265,0.011114901250080396,-0.027365899481609498,-0.019364832066966944,-0.014094795532131676,-0.056981079588218894,0.00868614019871606,-0.007711993570007118,-0.00301632879405084,-0.029953143692246043,0.01788048404284317,0.017133229420617572,0.007165253690474251,-0.02686894373036159,0.03149245838254742,-0.05986094202422096,-0.014106919373409046,0.0063456958369282335,0.017590152638378355,0.01835583079655202,0.003882227029670399,-0.038409364998214214,0.021717006025769082,-0.009457339983515582,-0.023672144761675416,0.02271586194816575,-0.015022928172531714,0.012861853567835866,-0.009959646394911972,0.10139235309162879,-0.0005414292103031332,-0.012894379319967904,-0.001581321621395048,0.00163202214135482,-0.024187080746708264,-0.00496429523529659,-0.005579095436123286,0.005310841633775859,0.0013108372190655947,0.0011697661364465902,-0.0021192725075481083,-0.0028085350183369114
HKK26_RS00030,-0.0008140899280346789,-0.006277873144004306,0.015436943812688486,-0.007881722508330725,0.019328053293600884,-0.0008298379734908331,-2.112510941957214e-05,-0.013060650545096529,-0.004285043616445153,-0.01335180087418818,0.002931645230170137,-0.015457872357879834,0.01728106888914045,-0.009544091957547966,-0.0013567217012201032,-0.00814212772804797,-0.007013450469759497,-0.0017348964513296933,0.0007482252159849986,-0.021015244444194572,0.0008506181973648914,-0.024157202175704554,0.012355455144014394,0.02179631954214778,-0.010000447205334244,0.03730588261312348,0.00996754337011354,-0.010924705909053953,0.003983971978306985,-0.001807991288069682,-0.007597526854254925,-0.0007883955187806983,-0.046893719478070015,0.005982317356329693,-0.0027001969866627673,0.0011918151042394252,-0.00226660769687487,0.032810418877225356,-0.007594710846421913,-0.0256682191918405,0.010395168503467986,0.012186824994055595,-0.004940649097326819,0.01617756736322346,-0.011980149188672667,-0.0021281306766442127,0.018907235234846227,0.015066211805438177
HKK26_RS00035,0.01735138466870047,-0.00931001883042347,-0.02074622784996749,-0.009597247291544498,0.013024774891727072,-0.0033533129104412096,0.0174122828757187,-0.0025706441606225144,0.007975162386802861,0.0012734654163164675,0.015625150300253604,-0.029622008383112967,0.00755057396321204,0.03743960827509821,0.017657186252347704,0.01735880107688025,-0.014809879544632453,0.10456554787133981,0.03118883869429738,0.000988370691140491,0.00651647544334506,0.002408127328831053,0.00011055226844758859,0.011521691474226133,-0.03140376580793894,0.006784362601431459,0.022907129822781282,0.03886548933154198,0.0029186184202675373,0.011066419445791424,-0.014000718827990423,0.02219510193388223,-0.03092362255736008,-0.005043064138407772,0.0020958648779180267,0.05788338605271599,-0.010094961312020513,0.030112562746402304,-0.017850468385099173,-0.009166397427266437,-0.003881137788356889,0.025948248814392134,0.004754655120008469,0.01825389955332816,0.02051789121353104,0.005029928806585937,0.008807072829227753,0.005880332783786917
HKK26_RS00040,-0.01984556162223824,0.005962511215246498,0.039125028065764525,0.006480331947140531,-0.020221272089206127,-0.021582642516264416,0.007170878993824982,0.003993337250424738,-0.0003334457588507465,0.0038090560465057132,-0.005347146808001063,0.0027848149932475667,-0.008096496908911628,0.015560138195960738,-0.021690121661869028,-0.01968017498788218,-0.006290320377793824,0.0019181465514792684,0.03667260609767677,-0.00563631272408496,4.6584390414618637e-05,0.036627295269499816,0.03415056089223896,-0.014029440523688255,0.051373206180498364,0.011321172681433655,0.02207701712645126,0.004912459979811166,0.030268477138647935,-0.027735203094926993,0.017707294275753235,-0.009134137066573352,0.09330002035878078,-0.006517767050679235,0.00322655066536611,-0.0005557224168681631,-0.00738353951161827,-0.007919019396887687,0.00026104129318158735,-0.01874865460140757,-0.006057482162344516,-0.011405044409203756,0.010088005535927282,0.03332625205772359,-0.029872817306864412,-0.0005881788232992276,0.07007553505777114,-0.00010794265108906681
HKK26_RS00045,-0.001865524839122843,-0.007762208814676975,-0.0257354663932017,0.0007865974175395447,-0.026080227806715296,-0.027549820602435302,0.009308754636652032,0.015075855069294188,0.0004474153366290936,0.00016024704828591116,0.6000354019088036,-0.001686045160361521,-0.008440651198493222,-0.025177881712851662,-0.000536733680689664,-0.009851781712619887,-0.004367299386651502,0.026518543628291376,-0.007063178013838318,0.007809424063481134,0.000903775394579221,0.011327194474953268,-0.008068146094050993,-0.01484291719793422,0.012844476176856388,0.02486267595672112,0.004885802524297315,0.013616534904827532,0.013566413225484115,-0.0016602007315857047,0.02276560865430767,-0.0030839651237539283,0.0027015428387394008,0.014469358127258457,0.012525334959879493,0.013188819017415285,-0.010002039277813322,0.0038579979558741634,0.017236207546455384,0.004605092632087432,-0.010625989826394455,-0.008562243298390804,-0.015460741257050697,0.011511447700477163,-0.00024449741349483666,0.003906218077464046,0.010584841636235057,-0.003229364789677478
HKK26_RS00050,-0.0024794078020358634,0.006036925345602517,0.005580232587110523,0.02519791284228394,-0.010245477012345922,-0.048328104750978415,0.016652828982475082,-0.012801772021778185,0.004516361364950775,-0.0262687427381616,0.032428612855015485,0.01614938231905028,0.04523095034709204,0.018203476577135447,-0.006334097073683226,0.005579503457290555,0.04230336369225611,-0.031105994564952284,0.027747837100830695,-0.004461745403137509,-0.007578962364780519,0.01733477198309995,-0.011167707926311578,-0.03647754794500798,0.041659575066612504,0.03407073414308599,0.014676795331550136,-0.00556980509263322,0.04068523183052812,-0.008720499930381008,0.006729861142048632,-0.007102004259794197,-0.018770718610103057,-0.045570461569389625,-0.02375828052888099,-0.009800231102708308,-0.004462953308845592,-0.008718297402890944,0.014087053557710515,-0.008959125124729413,-0.00631412957546992,-0.012013218358120812,-0.005036990531760279,0.01097095451122635,0.01743500725221421,-0.002596917245942579,0.010957424629649553,0.0037665030151165053
