Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
HKK26_RS00005,-0.014489457843545637,0.028189439834323683,0.025581717983228898,0.0216806535053238,0.02343386701275357,0.013063669288782047,-0.07455773478329243,0.01001535078207879,0.07107126101917845,-0.04931608751266249,0.035892417050170156,-0.015551444769561603,0.008510350557858884,-0.01748156671601314,-0.013853568467456725,-0.00573165046135505,0.03679744729455888,-0.02713564285536602,0.031649653017031466,0.02262754414942578,-0.004442165336875027,-0.01080491053727651,-0.04769107951597606,0.0046233794606409945,0.027031777357795717,-0.00836631168686469,-0.0017946503757928455,-0.001402140131011571,0.007315099752917029,0.007808872512097984,-0.00512292856288417,-0.01387515402073602,-0.011139125243148784,-0.0019011179743771524,0.039538412793867196,-0.0028370022699536583,-0.006411412030114536,0.021180008816655466,-0.008472407943551526,0.008483238508422938,0.003357139598541404,0.011659627914651027,0.026129149353701385,0.043176376991316844,0.0169867576278336,-0.0041903092491633685,-0.007558669488240972,0.013165623174477297,0.08501005569270201,0.04115655961342651,-0.041690384668487235
HKK26_RS00010,0.000957133204702862,-0.01011200320538148,0.025641435173050283,-0.014231642877684516,-0.003271584413962299,0.011637496171625213,-0.0017126923527809458,-0.006375632732592524,-0.007209965062481658,-0.026673209583032285,-0.01814509037858928,-0.010601873156529908,0.022414829231711533,0.001559339564756429,-0.002622680601204174,-0.0005590524972521028,0.004035557162266169,-0.0471728991576518,0.010484651835764254,0.002486063920386659,-0.0020151634763903663,0.005424796616226574,-0.023526105056893218,0.02398216023061051,0.018723273953647444,0.019231439239747624,-0.011063961479028488,-0.0063802282409632085,-0.016001784137468868,0.012622197709412036,-0.04417499913365245,0.011578453444771986,-0.026915593732509673,-0.037182084570323175,0.00243009099885046,0.14802674388744846,-0.011078453846263872,0.0014900967821966627,0.004740712994875048,-0.007067105533764708,-0.005574937009979981,0.01542370731915887,-0.0039837633997204325,-0.010358383918824161,0.00196292789506498,0.002419747893268828,0.017218698796736133,-0.017428018257922954,0.02504505363005182,-0.02984595647114716,0.010020238260600785
HKK26_RS00015,-0.009156511815391835,-0.015643241164722026,0.016499106451709614,-0.048095169796888465,-0.0002126061699594224,0.026271584450526755,0.001285324400030782,-0.015553661662500419,-0.0030136975915299375,0.007310802979867289,-0.034259151185786506,-0.002636122959092892,-0.007354188928147784,-0.0211549885307447,0.017596023448913506,0.007254739908239796,-0.009383715641436407,-0.010604976998564419,-0.013714222065881243,0.019685473297261294,0.02148504601949563,-0.0014693286329409648,-0.005712213687832843,-0.0180095198889952,0.006778691294635696,-0.0006053174332810749,-0.015701381195912457,0.03194518092200511,0.0015945307251288988,0.0075983257370259814,-0.01780086935906603,-0.02079577336089793,-0.004934899229205249,-0.02161628864974085,0.0036585928521617496,-0.004897537202795849,-0.027436403704311076,-0.003333214371231476,-0.010727650600644338,0.0016141552235272257,0.002879084229238227,0.06481107956542878,-0.024300423865477653,-0.02161235506179455,-0.006064525400445109,0.003235115503451102,-0.01454389735813706,0.05758762019288307,-0.0018420924427813398,0.021061978667912973,0.025549802306835862
HKK26_RS00020,-0.005020286616455221,-0.003238033093341199,-0.013635659044207023,-0.0054632858008060664,0.010672716239941713,0.007519214758955627,0.006112329673909805,-0.025744317886570403,0.0049717844161614065,-0.023639816587449798,-0.03191875670624891,-0.0050763565933254,-0.011062005090789789,-0.003890378338786933,0.016322541810140576,0.008078860403667147,0.006399327042705734,-0.005171089073760531,0.01582425998393383,-0.00754532256423265,-0.007503130747632555,0.005066497971952836,-0.0030340690432535877,-0.023153361815120482,0.00969572051228188,-0.012996293211444953,-0.016027202053967488,0.050808461879697904,0.009972683187057053,-0.020315202606547997,-0.01074060538624161,-0.013150149624340317,0.002027691068520748,-0.01873725509108364,-0.016797772632034014,0.02233285490154933,-0.05102658525847678,-0.0015797110720026358,0.0053490498551124555,-0.0010178368264575543,-0.007251883430519267,0.04556183870345686,-0.026552359532386643,-0.005735306326443427,-0.011759448963294013,-0.017607982814427735,0.005890370780281538,-0.04032419682638845,0.008784001795705314,0.00951389531822381,0.02553013115158935
HKK26_RS00025,0.00020693199673495755,0.0038885325819650015,-0.013339522893628955,0.00880545729658234,-0.01577729444699088,0.0037105250551284752,0.026532586019217593,0.0028389991756487694,0.04038867047387047,0.02299772174213134,-0.07169421800797308,-0.024619517099508343,-0.0006596064865448004,-0.022679879182771433,-0.02784609400980192,-0.006926939068565944,-0.0050112655033044,-0.034014406537467796,0.006427476852888548,-0.022874401678140362,0.04160511269092049,0.0037793313004426746,-0.0017727737897290292,-0.007500301367409535,0.004693747381989749,-0.00877619127095133,-0.0199897061971316,-0.013503410753579907,-0.008879111470536119,0.06734804648427885,0.011727856755700818,0.02309070544662473,-0.02950488887196609,0.07269864079823403,-0.022507539769858267,0.03416739676862269,0.027684234073940186,0.0009054232021174374,-0.01574839792513396,0.0028621082759348005,-0.010366612281538923,-0.00029719758628328285,0.023881604863018595,-0.03542764591175171,0.06360947985001655,-0.005066074703486595,-0.00334317927262068,0.004147227006887762,-0.007816636176552379,-0.0028492029498792823,0.0123081244676136
HKK26_RS00030,-0.011790478972572592,-0.006512175888642231,-0.013865867646993848,-0.0031619514388236637,-0.0015127537585285175,-0.0005847884765315937,0.002631937371074444,-0.011511634934399793,-0.0037805026868435697,0.003120024430150036,-0.0011254150819830664,0.011179221319074813,-0.015473732955821974,-0.021544018948791203,-0.028551145008153984,0.016903115284432228,0.005396760695187451,-0.0028563519718658283,0.00472150164867045,0.0008616934141253633,0.010129417900336496,0.032701620483939764,-0.005946760294123967,-0.004997173522009018,0.021329698841886707,0.012458458692052157,0.0001047034840622579,0.01149531739626665,-0.02682809045890754,-0.005341928146229016,0.012868504252203615,0.024460398946292844,-0.029254036429905282,0.00826581834880249,0.010298480227277331,-0.025408527989561076,-0.04402518135570692,0.022356208404259576,-0.020405016769950365,-0.028867001226714185,0.003472796283550304,0.004699045404357349,-0.010040280649419316,-0.0045212548269069385,0.02792849578901311,-0.0036722259733160847,-0.011060988308121206,-0.00504144878654595,-0.03808976327605186,0.03219599238643223,0.025070734058982545
HKK26_RS00035,0.009428287535227444,-0.006416491809860002,-0.0009078608499559368,0.0034152546373395205,0.012068953605799822,0.0014670681180414013,-0.02115393262337278,0.01970820675678906,0.10669912181434764,0.0034175418902223902,0.013929410621239901,0.002657890751950139,0.01485368699590339,-0.03323325339719689,-0.00010407772773547452,0.008785812308443395,-0.011882397390874351,0.05202797385683237,-0.001743344806297514,-0.006350606437638152,0.025444129458412002,0.03660561095510387,-0.0001477581441349552,-0.0026482648819785787,-0.004922534874978038,-0.026828145271394342,0.010309763625705067,0.005010596971749413,-0.019013298465312717,0.0830449136427009,0.021715216761785137,0.006433226932385052,-0.0012173051879055682,-0.03465920270468355,0.016193338621391343,-0.0014990878650132365,-0.022142079509345547,-0.003832876510076419,-0.006795166358021092,-0.02365909415643668,0.00516917538083925,-0.00018036796039262555,-0.00372053774950416,-0.011972321848095184,-0.013333241689298796,0.023720159213099695,0.007770134939119803,3.0209303701603188e-05,0.008740332552126112,0.011991012753534968,0.012299215864391066
HKK26_RS00040,0.01478728308963848,-0.003827579099149545,0.012336394147691379,-0.03232460656882058,-0.0070352270542099575,0.0007898952045505025,0.03139077420631402,-0.0024949036117683575,-0.0025297175040017677,-0.0007675116254138414,-0.01926984790432559,0.006588917936058633,-0.013744124083943415,-0.01017722483890602,0.01995540832064998,-0.013844044362562296,-0.010712541204690909,0.003947900942520224,-0.0026840151686891643,0.025085053449945677,0.003710778277983749,0.01607647804789759,-0.017639757080506704,0.008188926555732765,-0.002527149762282599,0.0036705070759263923,0.0007028980682386276,0.012698480173764761,0.06564412133672361,-0.013138752216684523,-0.0035562276564470073,-0.01730966996632667,-0.016346955084580162,0.011554784817745549,0.028978142950082372,-0.011072723742132385,-0.0174505074109761,0.01482421935253276,-0.010300524330384366,0.00856493781691543,0.004182393245623126,-0.004892662206296441,-0.01100494609552314,0.011964715316490682,-0.009684289363687804,-0.02990087222071315,-0.0035894603307253,-0.0008526707623889122,0.012059993948575867,-0.04212176555298173,0.005881093894930373
HKK26_RS00045,-0.014440947810095363,-0.0014951792075846711,0.020030364540760716,-0.020868935738052322,-0.019599943448278093,0.010345875657722749,0.009421423428722701,0.008100713512475826,0.053933485196451275,-0.003646987750006063,-0.002676088178518614,-0.014779922962907777,0.016555052543735457,-0.014757889848340776,-0.039163709062892564,-0.0039905412512050145,-0.00997817767229819,-0.03174398386683109,-0.010381156546182461,0.007690736981189946,-0.007034221546163447,-3.461255561424148e-05,-0.014134462094873146,0.019139969765580335,0.0020912470785091728,-0.009910823250823009,0.0817751631685425,0.01820499675666422,-0.014689841094177642,0.006284706884415277,-0.002302179905327065,-0.04018649805656046,-0.031587686591219265,-0.017185403025745977,0.022579367312666014,0.02328630789943322,-0.003351625015521788,0.002861392427617783,0.0032047622614642286,0.01603982801153618,-0.022077636303671717,-0.004104693996757211,0.0509869077355838,-0.012767392198214907,0.028336255738445264,-0.0013631902506931741,0.029495071000007502,-0.02176081556817611,-0.007026196678761566,0.01854839502130013,-0.007486001360358439
HKK26_RS00050,0.001450138136242988,-0.013721112003288322,-0.0026791926831107194,0.030523979138008788,0.003019842395477461,-0.003428936182492013,0.023675424960746802,-0.0012859671921624872,-0.002884763997073927,-0.0043040680844513455,-0.007882950712163784,-0.006512375480335128,0.006685284762486112,0.007766185961220676,0.009175150456835476,0.041182639977595664,-0.012639900445180409,0.02581189628078113,-0.0025462329111780426,0.02276644725578693,0.001858999331936775,0.02045427898498875,-0.033217843000454696,-0.017933113230648928,-0.003027296097480747,0.02508407241743987,-0.021410300010844756,0.030436291137711628,-0.005118447104982506,-0.009109209107505668,0.006233338485402585,-0.024453443705916702,-0.05875732054072056,-0.004794965748615501,0.031339902902169654,0.009999576777356679,-0.008407280088659848,0.019873730649442586,-0.023135754826726633,0.014328914608010931,-0.0011244301137039087,0.0012361947512739462,-0.004621196948848914,-0.003957628489910366,-0.004527111952048541,0.012314166510436944,-0.016061961690942688,0.021522893126402105,0.0077730084339946975,-5.249248611491159e-07,0.01626286938383972
HKK26_RS00055,0.01573644813631521,-0.006187389986559771,-0.03539335581736359,-0.014108693011172502,0.0017672383742924466,0.005286975085849946,0.02617726677927861,0.038794087006882826,0.0034559057954583606,0.0031524433312325757,-0.03975593892387263,-0.0038480859045801376,-0.0027357613589995416,-0.05246111708288892,0.007656172302391776,-0.016305587784078125,-0.003360670272748141,0.02633499800291859,-0.006861642591426817,-0.039359526237756334,-0.005131995407784116,-0.004026858608474926,-0.015887397471266516,-0.011024430223233118,-0.015152071409111291,-0.030651566626116948,0.011373800225337188,-0.007105307209892306,-0.03962052507421505,0.002249180152401124,0.012388350885892564,-0.010556083192216834,-0.01057076451264269,0.006452789452751864,0.030064377373716065,-0.00566846339274365,0.000622881236021869,-0.0007311893870841956,0.01860257713067159,0.00039006328029146496,-0.014826225799765547,-0.01434178400143672,-0.008387874846429458,0.005526806230015502,-0.005794857129525052,-0.0029436887539423602,-0.0009455485405915228,0.006757713894176473,-0.03384869038266595,0.0003976518836050159,-0.007862457192784267
HKK26_RS00060,-0.031244389392255628,-0.0566072400212996,0.0200995695487607,-0.029588004361955186,-0.03017583168762907,-0.010020316691685283,0.01262360618811858,-0.0009230219895817917,-0.005736425645785878,0.01448773203107583,-0.005559227839962828,0.02667099108884986,0.008818884733585898,0.01120146747865779,0.0043963105696559444,-0.019345950501029097,-0.04086337448794384,-0.03140885415249497,-0.022109161778849917,0.036253853371729795,-0.01156975738423219,0.004742476102309006,-0.02597642808703495,0.00028604576447465504,0.030058198091403275,0.03686558653369318,0.004892690004242439,0.026192953350725818,0.00958157069213793,-0.005631240865490155,0.006605287392464313,-0.013635354041087034,-0.0190402649939237,-0.0805435395704583,0.025549994734996338,0.0034226564652717396,-0.07754392288473962,-0.0025389821722642254,-0.019804829993028364,0.0016424487534314103,-0.011443254855454705,-0.0005085401113085051,-0.007771211826491798,0.020161919897680108,-0.05374402744810098,-0.0005347022699365023,-0.0061871201485805575,-0.0012691885446269105,0.026420095180546898,-0.00532638007317154,0.01536036446507004
HKK26_RS00065,0.016102315357678476,-0.003570303174952597,0.012258411140870134,0.00015823807410950054,0.02503907625851073,0.017639816511817133,0.3834584048961585,0.003953457108779212,-0.024359258809396864,-0.016766635443133886,0.014715137297492735,0.004488791074756051,-0.01594567358151559,0.0025829425018408085,-0.022562888551064343,0.009301283541138359,-0.012731435562321746,-0.030513164754097506,0.005763089989466993,0.017804117649531968,0.0049971023143460195,0.008705302324541498,-0.017678190913893884,-0.07701210422518864,0.018260509756604027,0.03709758235983869,0.0016783073760959382,-0.02727233064663891,-0.021160640945420313,0.020008574078445737,0.0411699850352038,-0.010282636238796005,0.00936679187781229,0.00945915958329679,0.0344599248544622,0.0054214327771879,-0.008041914937581501,-0.007772209088394127,-0.008874042736547258,0.012207560582266169,-0.016725781434290564,-0.0006445961019427934,0.017913261267856126,0.01768332725293914,-0.005709782970221198,0.035811596815124865,-0.02253678857401389,0.05705623125150508,0.06018147391418173,0.01778376766629365,-0.00549614399720012
