Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
HKK26_RS00005,-0.0043024013888486555,0.0013382660280734718,0.004427706195316401,-0.007691069203002602,0.019475882877748395,-0.022483227719330142,-0.06467871196761313,-0.000864279792782222,-0.04279528008569353,0.0080660345175549,-0.004989824719682295,0.045335774096535275,-0.0040862032872822016,-0.0586002225726832,-0.008100005839299098,-0.011546567496264572,0.008259609554338859,0.04397063447421562,0.04382337896221054,0.06744680558732968,-0.00021872173620456824,-0.02437354791576902,0.02568018382359961,0.02061656209041318,0.04678945848225877,-0.024443582728958756,-0.016299841278164983,0.006186529154176961,0.00031825349155833587,-0.01942156690841541,0.00495308692858607,-0.00788702824086895,0.03168554080504161,-0.012969700561424977,0.013218041944823773,0.02546278630763563,0.0024776778472065143,-0.016193005176782772,0.01384198437663127,0.011310193851377224,0.025763079157822014,0.007389864297209476,0.030859813372787585,-0.002963043336330623,0.014144411488743963,0.016655850702260402,0.0018675976962386287,-0.007155459044701397,0.026493072197918487,0.0011776286133829733
HKK26_RS00010,0.031708989852734994,-0.012850146798650972,-0.052315546588146584,0.012637957073281822,-0.012163402068576157,-0.049638981767665714,-0.024888192536485495,0.00030464092742026283,-0.03200047954038726,0.015199741657168437,-0.0004837517516855259,-0.02063829595455305,-0.0060725034361457375,-0.007611355404369759,0.1562210092420329,0.004843795311326692,0.005283340287254913,0.020593721236400762,0.009818322480377974,0.005840590015088926,0.0029937220568023422,0.016161415265356863,-0.014292339971285886,-0.020229701109811617,-0.0033484273758836837,0.011597314446042064,-0.02052814562431639,0.009400458027960574,0.01619612505376243,0.013984054014378385,-0.011664955358128433,-0.008887167777610356,-0.004251224685817236,0.002389268054284808,0.003861985116935379,0.0161897494784761,-0.020990406431349546,0.006894833824783653,0.009029563305276874,0.019052434079371076,3.10726005597623e-05,-0.021139658109221186,-0.0037033424939950234,-0.020565160301515065,0.007170025606014704,-0.004649811113351316,-0.009246193454929502,0.016300379121387064,-0.021459038311994402,0.015318675249661243
HKK26_RS00015,0.005713483761088969,-0.00383803946450476,-0.02410555249848674,0.04160737852442006,-0.020740873491077873,-0.005860238475702869,-0.00545553412217339,0.030110501986307922,0.00786339098398315,0.06538043524674432,0.020106887889833457,-0.028191813188326077,-0.005602371132283952,-0.006463094009565411,-0.004725512644152121,0.003784673119378186,0.0212151608641169,-0.016606255059881257,0.005600068615638985,-0.005671110086997793,0.012884408778519842,-0.01763399373606274,-0.011035721728244028,-0.0481421130507075,-0.024638268871514407,-0.006256813714614721,-0.009750460180344688,-0.0003261751711448956,-0.01630213985287246,-8.345741388490097e-05,-0.0017754369916525275,0.004227365786945629,0.006940551920523147,-0.01933667046352664,0.0015642748643764884,0.022912336149259003,0.009312663407856959,0.011915718097474217,0.009346146599999978,0.020309679864591302,0.002723788974379839,-0.022463593430198086,-0.005754096752026174,9.67944901720623e-06,0.019665696128690537,0.06748918459416406,-0.014565005480636032,-0.019847172425742677,0.0182847840683534,0.007268902676180554
HKK26_RS00020,0.005283555116051489,-0.0005875374474847065,-0.01531822940708449,0.06287672217872906,-0.03153579129304358,-0.008801100654415521,-0.002595527514025609,0.038046608153072904,-0.02402106391649317,0.05164214101328792,0.020238474910156925,-0.02483247508310314,0.005689090670128303,-0.00847542103296211,0.021358309680493886,0.011937599483150365,0.041803277433862744,0.013596057112824156,-0.014309800677696287,0.004308518520233831,-0.024332101753044212,-0.021270545918676772,0.003015454596986109,-0.006316335017736839,-0.004165955127454036,-0.009207236707967354,-0.00105045499245235,-0.0010907034061513022,-0.019448640631262417,-0.019454965036271723,0.003149432487616661,-0.005683419754077743,0.005770804389677599,0.0002766109432520815,-0.009298261305686766,0.011949228597550793,0.0034860092384981062,0.00236446539950439,-0.010266206825652649,-0.018476441970813023,0.012599675902026852,-0.009866276826071427,0.012852129085975104,0.005913029966352143,-0.010779185148005473,-0.019191689836863066,-0.030921269598036753,-0.019439760143754786,0.018830879886222788,-0.005321036693609288
HKK26_RS00025,0.005074449829680565,0.009832888454628931,0.050550456485354674,-0.0032788810324875304,0.047038358405210284,-0.012178395861574137,-0.010716739675097628,-0.011909401727994914,0.011380277263142493,0.0022690326555100987,-0.017623496564772755,-0.07361865756145453,-0.018895827788957216,0.033248210929826376,0.017645752247193624,-0.006218467316991648,-0.010521797658510626,0.004945755468883935,-0.023011323738955553,0.0357913944409527,0.0036487084063942647,0.00034576071273674833,-0.014817437537222174,0.013446691585272535,-0.07477413544701766,0.009466452733774618,-0.02006996534669864,0.004709967203043359,-0.00316394938883623,-0.004905951097834196,0.017510353515695066,0.001079162456603089,0.03206872961012815,-0.014626754348796291,0.06634388546518516,0.0046544736433816545,-0.035959359358052195,-0.0487812511494921,-0.018572526998646432,-0.015104048606467878,-0.010597229910747751,0.0205476951550568,0.0026905005674858554,-0.016770573864644627,-0.02710052646514595,0.0022010141854605656,-0.03828160554860438,0.00810032226268063,-0.004711961506870133,0.032805846029880154
HKK26_RS00030,0.019780790735412668,-0.024246531958212157,0.009305212192490501,0.031902197837307786,-0.0040269724393231145,0.003996906691986886,-0.018572282948967317,0.02107778152374611,-4.7993108028660717e-05,0.007272831270315747,-0.019958516712787942,0.0006438015231885481,-0.010475569979621341,0.005812497447359086,-0.034441125912300925,0.016083448743055843,0.009577952722300713,0.010791499411160067,0.008841566774653175,-0.013767220479611885,0.004105325635877833,0.021557195919121436,-0.021371573139972316,-0.0016512730637941542,-0.0064790943762462775,0.0015779864621793854,0.018413774458338448,-0.015051772866784299,-0.00532536078443335,0.018282833030260577,0.024900335264802984,0.009441789206590908,0.037943105669257314,-0.019383344633666057,0.026790787987816554,-0.0075934691111896,-0.03043484082727206,-0.0034049160132221686,-0.019253406487664985,-0.001836129627813171,0.006584739206116783,0.011748703645772816,0.007725536797038571,-0.019078300106976656,-0.008103271107299947,-0.009279407263768613,-0.010304775498716919,-0.030074548440021248,0.015588167590746445,-0.008328695579105833
HKK26_RS00035,0.042497305291183174,-0.023940582259882978,-0.038602575640823734,0.02365103583702231,-0.008053609722223359,0.05234929744668165,-0.007908292985296432,0.026507057511175203,0.010928488552847839,0.0025106790203949327,-0.0027534145782717513,0.014682722986298125,-0.014061497978905834,-0.021224690526863713,0.006508134834877087,0.01301756667990293,-0.002863549343054705,0.007252644480767512,0.02014422324188204,0.10003310948745554,0.028970858352422798,0.016534736200538705,-0.01895657490104845,0.005346514528509556,-0.011130185375717477,0.027780188225827004,0.010135801880633018,0.008828036349027495,-0.0026302113120455846,-0.01936490928729447,-0.006720462176133552,0.006669014886096642,-0.008699506843255884,-0.025075683432968933,-0.01623508783086579,0.0009868449645071753,0.0010367637800620703,-0.013353994937768916,0.026384562683471568,-0.0016324311924829347,0.008450256471522803,0.028444929688389232,-0.011245930523399752,-0.009476768199855526,-0.011808302376255015,0.0066827473138441305,0.028670261436694454,0.022207239467659307,0.01805830406809698,0.09704089335430278
HKK26_RS00040,0.03631946295624861,0.0021514411412235316,0.00759318371474506,0.004749170059808587,-0.0026272240517608873,0.010973991996466002,-0.004559629601776879,0.03301638024406993,-0.005031954252297499,-0.003127061036168217,0.02168745824167162,-0.005527192198461464,-0.004232707687751828,0.02335937398262871,-0.007578116156469503,-0.016843963202880913,0.0017980359626676883,-0.017959689901195133,0.02043292834715254,0.002202534122727848,0.00783648250490275,-0.005486737226287632,0.011435137029293446,-0.027963842235438508,0.017002079922049603,-0.004988157575912729,-0.013540133260586722,-0.0014766483694902074,0.0019402738796716744,0.003273131771055098,0.018322608078699173,0.005269704975235593,0.025505223465673868,-0.005058806805548045,-0.015897552653307823,0.011665020862250334,-0.010567540035301573,-0.03458073015857523,-0.0313325455407156,0.006762160915141205,0.000758281204979867,-0.00487147881595974,-0.016567550070751235,0.05450882995471095,0.05067213850785598,-0.01254991197318689,-0.0007562224785739164,-0.009034904413048711,-0.04162146588946406,-0.034359794972896374
HKK26_RS00045,0.01077401773881409,0.01216482012309348,-0.018608184640970922,-0.012218429056343188,0.06261690188429796,-0.02096771043283787,-0.010805568252797437,0.028838694726882722,-0.012206051551435972,-0.004789982504533272,-0.019701434022416225,-0.010615962562385823,-0.004161620254790364,-0.016391484026660724,0.03814127039618839,-0.0029558515636575024,-0.0017297309282026715,-0.012679092635161968,0.02690511253493455,0.051466299406837494,0.00662042441724151,-0.026838639392788757,-0.028521330670666492,-0.02206568220363461,-0.007867673775128151,-0.011269759099019139,-0.04022096922544542,0.02203787868232257,0.003625019751441637,-0.010251898047837858,-0.00538908593419746,-0.007668722508904173,0.009997528131442302,-0.008432513051742727,0.0037639563376299944,0.011774457069009923,-0.024623532120270977,0.12532041176666117,-0.008796553180428646,0.045504658358027285,-0.03656420521362835,0.008556254537963283,-0.017051538630390568,-0.008852469279475531,0.007820648900780712,-0.034518720334598976,0.09120216453172911,0.004862200517982499,0.019824689839591514,-0.005464432055048556
HKK26_RS00050,0.020893528332200813,0.01748083181434135,-0.0020995514442919186,0.008566663195784795,-0.01384562263345011,0.03139169570809513,-0.03381470656481092,0.02679872479770468,-0.015586472421335797,0.002215448173588341,0.017881291181881545,-0.007362446967711323,-0.016354564986167754,0.012053840484021113,0.0075386791755484885,0.032632089776543124,0.021023045488740903,-0.004996197982496553,0.034660198967892596,-0.00995515203308397,0.003440293967401661,-0.030287294159102935,-0.008971237484610716,0.023696909255621026,0.0001257206745818545,-0.0072485648995026,-0.011948701768066509,0.013295133990806767,-0.01814488909974639,0.022055233337714013,0.020947708315153007,-0.002077782315057778,-0.006644548256981976,0.0157238208542394,0.0026305022189901522,-0.006752415920409189,-0.04917476014541672,0.024550648158022232,0.01736419872212106,-0.005695248249581811,0.009641532677223022,0.007656830103397246,-0.015064162210924426,-0.010519116354329599,0.020370811177158676,0.036147707966480584,-0.024527425825859105,-0.01458386796164193,-0.004985100936736062,-0.0021188848366119556
