Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
HTX97_RS00010,0.015480005815872699,-0.00714513511604494,-0.002864924228083128,-0.008318123384729882,0.0008744863333998029,-0.04761592796764951,0.014663486173646878,-0.006698041738827614,0.005097346098078229,-0.012879105290632053,0.004744626875416004,-0.0014591330939154967,-0.03795780151853565,-0.018191989828974457,0.030831066584233863,-0.003600939949636427,-0.04987776861318465,0.04040122996359047,-0.009691717657160733,0.004310241677220065,-0.01392522091537523,-0.007894250437057791,-0.03335509081616848,-0.0033954733908485657,-0.0027960082862096207,0.005730419406403172,0.012525809124974896,0.009673675892907779,0.01883200422317587,0.010976245934919273,0.017392495822416844,-0.03136253041873143,0.026379167541653623,0.016249725420075252
HTX97_RS00015,0.0008222071625827427,0.004823698330045242,0.0216444230128838,0.01085203542829647,0.0004713829084884923,-0.028191402095292306,-0.03018177401550378,0.007233932343664166,-0.01662203726642682,0.0024799973822600455,0.004532850575415702,0.028367944631241974,-0.021895699342530522,0.00021361978258127484,-0.010451581672180665,-0.02913153716119227,-0.01231703835895183,0.012473929068027554,-0.015584968036879103,0.0042402535317119525,0.023446333934508987,-0.0033770415964241777,-0.004205319662014595,0.009403852806603346,-0.002928059193005241,0.0016048692788031684,0.009597880416715424,-0.0019227730474734622,8.317696506831777e-05,0.01483687163654079,-0.0026380693141957166,0.016439921866256924,0.014596614041417523,-0.012560258147318773
HTX97_RS00020,0.03287170224307041,0.009635394185740772,-1.65614679842834e-05,0.02183384673468304,-0.001870733436900679,0.008641806010504195,-0.02595867807397196,0.03489006301640403,0.01925560560800361,-0.0010332801335664807,-0.023382730808788256,0.037939753425870124,-0.021054129592688386,0.014166825533823939,0.002354655046163314,-0.003355157636622608,0.03560393204368719,0.020304803769387664,5.5894089948061366e-05,0.016757703094146145,-0.020986084701495246,0.00040123469289158725,-0.013994931457892063,0.027854071417845176,-0.012954798521785016,0.01504609059932294,-0.0015814014508730922,-0.016720869054961607,0.018932793607107756,0.00013626017224713274,-0.007648560744103005,0.015624198428676534,0.028863943111366024,0.04306109539980856
HTX97_RS00025,-0.013307600287848352,0.036987392713351205,0.031359681097929824,0.008585095812882379,0.0029197663922840076,0.08079728464734112,0.0026862311679315804,-0.009541336206545969,0.05790309288361165,-0.011997902581526259,-0.025683462475038735,0.006615922803721466,-0.014632618328142593,0.001297039866111329,0.0629923431902577,-0.03402163738611199,-0.0057826002425223596,0.018400859166840384,0.007149495304597366,0.01633378976340529,-0.00798980478987754,-0.008359143939073473,-0.004409790105987552,0.01414608713508796,-0.011942480129229128,-0.00782662499922302,0.016312984399510462,0.031035062573777628,-0.012238944410000974,0.018789020828896687,0.06158861426544378,0.0022458826612975816,0.004672424659121289,0.08379647132093447
HTX97_RS00030,0.002061119754228681,0.052734847007149,0.016915263325145428,-0.010216653921070995,-0.007559621092881366,0.00827928838914844,-0.0230621319047187,0.002572893089655781,0.00996904606194453,-0.021353624318779754,-0.024871298368495748,0.01432586426774459,-0.010127084850385062,0.013052845078226783,-0.003472304208655136,-0.032853942658151836,-0.04239036001583698,0.017885687513308917,0.023970652897153662,-0.00027916634758486813,-0.002971117669140866,-0.0027447474006444244,0.01840048714098079,0.008243875302002627,0.03534885744392738,0.038341404525599955,-0.0104215415167104,0.021765967785005037,0.014261401653073484,0.011065475145208807,0.007767517490492875,0.025991073456898453,0.014491647873276533,-0.020129775158913645
HTX97_RS00035,0.0038337246051878006,0.004384676351399963,0.03812182271240056,0.016695284889315883,0.07548657217506478,-0.08174048391823954,0.06326603259819066,-0.005670187704133426,-0.011854126453537818,-0.03398802748352041,0.04249951971071936,-0.0029724171184599404,-0.006238015439395178,0.013150480958497442,0.0398064799941929,-0.0008479703057168158,0.09063942623122334,0.016207985504334773,0.000987095009979662,-0.013045983970939956,0.01831962796249134,-0.009255563427896409,-0.02127256712931115,0.002563026265084641,-0.02505912891578957,-0.04657127091938158,0.020468452910806994,0.007761641983047051,0.0165265847237241,0.0187267455574526,0.02841933861838941,-0.005974308000672837,0.015816583187112616,0.051621343040126375
HTX97_RS00040,0.009646295517563765,0.024119645826291062,0.041526804248069246,-0.017303270971375975,-0.005354676241990538,0.0234909973960485,0.01854332867443435,0.008558701407035872,0.005286967722005188,-0.019666757033697836,-0.010030269729460391,0.005554557966025512,-0.006160686214523659,0.0011807012891015495,0.023003405866169935,-0.019773152208602922,0.05674393037146077,0.02300140625947708,0.025807267747110126,0.006023550983189186,-0.014446776686629796,0.017853468855481665,-0.019093607300829072,0.019123267089361868,-0.004665785709806112,-0.009829183136771199,0.02117043511750181,0.023493089214203997,0.023752868012905468,-0.0023703453214249763,0.03338698716848192,0.009029597837471166,0.018297542518461676,-0.0011021287717404246
HTX97_RS00005,0.015016260697990296,-0.009358296852471422,-0.002795903628543282,0.01863375758057547,0.0036815725430042107,0.010286541308009716,-0.0015353577819992156,0.0003733355035355839,-0.0051364996843879605,0.015263014366472536,-0.009648530821134071,-0.00507600611074364,-0.01967437130724498,0.0004260191963531663,-0.006285003911605399,-0.0009300069506844301,0.02076201715297839,0.0398776282977651,-0.023967483832259728,0.005752240151531405,0.0003322160329390352,0.00038796266345183524,-0.007378526652909981,0.005595984110455072,0.002769106864300749,-0.01764707528223645,0.010145567716521454,0.021556375380564027,4.789429963264363e-05,-0.01504867352226816,0.005933388842312897,-0.013331159914191761,0.017976112420911627,0.010333659076461927
Synpcc7942_0001,0.004679799121840246,0.0021916573350986724,-0.005590591422549803,-0.026214960817852986,-0.00796518947410188,-0.001823503261711702,-0.011975586748378633,0.00010970637195064927,0.01314688083258093,-0.011465432655420833,0.010637572166364915,0.007249871962871574,0.00965672882140842,-0.0030776619497431884,0.004876952261918676,0.00026028915871530937,-0.007370503610189797,0.004057585318123319,-0.012132315506688671,-0.010397007327140599,0.020899451530107863,0.010789527038165759,0.02076380606202177,-0.0007355273984997181,-0.0007010329787157218,0.002864342713022773,-0.0005212513242400054,0.007771305174135668,-0.012346261097647278,0.015923482489216937,-0.026762059580095685,0.0014204880549431383,-0.013801859370805773,0.0005530094554773436
Synpcc7942_0002,-0.004659875515639157,0.02083803391488463,-0.012919769414028464,0.003746289670039215,-0.0027330415648503447,0.005676022835460763,-0.018624712703277577,-0.00039837588028025545,0.009460233249638886,-0.01129447093457138,0.004095690064595768,0.002671241986143773,0.008290082061842308,-0.002537618688909824,0.0007977061312533845,0.00758020062272608,-0.004318084445528905,-0.0004599420618025508,-0.012281902186344847,-0.02073744692555481,0.006833708021782287,0.005384087194202919,0.0004601990855328539,-0.004479126695723792,-0.011968505534882417,0.004527626670685972,-0.0013883972884272922,-0.005227971260383545,0.0011439218990696122,-0.0015629599712908288,0.00932294013749976,0.022365241455741133,-0.00022938650507789323,-0.016351602388355365
Synpcc7942_0003,-0.009358938111211546,-0.023840947288307095,0.0037432315612383094,0.0018990558931661025,-0.007717027845964678,-0.0019177271066996686,-0.0009043092195548216,-0.002853141926250387,0.0022487612638134448,-0.0025927315870247964,-0.006550630703817094,-0.005582244656230403,0.0021191831343130236,-0.005208324804491027,0.009553987709089353,-0.0014781193297070717,0.0002740773109726554,0.0036478315757009746,-0.0144043035984007,0.005020484689872443,0.0040157329650085585,-0.0007291430541221215,-0.028494274112630277,0.004874740016022101,-0.0007063851246094793,0.0090921951004199,-0.007497385554687917,0.006895826269116419,-0.0020386159007229985,-0.006311467594351984,-0.020272359493434058,-0.0031462603108774485,0.017533485804871563,0.00033623553245667277
Synpcc7942_0004,-0.01773865250687088,-0.0029935633737176036,0.015513550302654668,0.027236038078123685,0.004372147167398772,-0.0005339662362655635,-0.00634043102467467,-0.0095429630552995,-0.015397003943683355,-0.004035071724643688,-0.008715313988839193,-0.02801725932175596,0.005369096893701103,-0.011336436616483137,0.0062235214947423375,-0.009237641562359605,0.003142334751991845,0.01217012302059556,-0.021541556048607736,-0.0028444881945311807,0.005890087520318615,-0.048510480799919015,-0.00040183069501218544,0.003223053785992414,0.007518104369807839,-0.007129243622951165,0.0024883407716358823,-0.007651068864007389,-0.0019316139801355062,-0.019302792769403877,-0.0006465670067113931,-0.014408557209870767,0.009559535965603048,-0.0025774388576817824
Synpcc7942_0005,-0.0007308544163469903,0.022165930782527866,-0.009393664687579737,0.0005299833119641399,-0.015329907690850275,0.005907930549938601,0.021822604350486156,0.006109179715249998,0.01709903795339788,-0.012736514052700043,-0.009958767482446557,0.002044175429822238,-0.002873380329592341,-0.0009393100481852176,0.0021379043520120687,0.005835762660093826,0.008597127526875123,-0.025964028051258397,0.006865197591402553,0.005783961201045178,-0.020778942820699368,0.0599221170273944,0.01887255141757906,0.0022413949603639614,-0.01843212811540484,0.003073412227566997,-0.009127829534156369,0.01821028895547835,-0.0005868112339605669,0.018967320669948457,-0.010415383004329105,-0.015418543179099076,-0.001488605532270712,0.02487712349653048
