Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
HKK26_RS00005,-0.002625826306786487,-0.010164524502247028,-0.0031622673636557603,0.006797147101500861,0.01195392103702873,-0.0003486993118143104,-0.03452133317983805,0.019602302489099003,0.028848039230698876,-0.017941231421696745,0.00960161670606831,-0.018629501912316545,0.027102393200248587,0.015163219761997344,0.0181297614624796,0.03361507377131409,0.0060114021698308194,0.016738100874068025,0.07244573451055934,0.03699873886659931,0.0018116909712638234,-0.028670946856041195,-0.030907099611215294,0.03513976804921333,0.005440130443805594,-0.021598711654229313,0.0123472599402445,-0.005229171095343255,-0.001255698035444715,-0.001001947265985868,-0.06016164481282349,0.02041016669186367,0.013260966852172715,0.01709268426726481,-0.012077349920512431,-0.027557176366224897,-0.024295179365684583,0.013228094017106791,-0.0019820145541993503,-0.033162298311461336,-0.0011997419502885397,0.00036431329469096386,0.006333477730447328
HKK26_RS00010,-0.006390298271623609,-0.006827294130634442,0.026174986997807154,-0.02047685180449851,0.13712489667864702,-0.0002623984166793637,-0.02457363960775938,0.038548665563500575,-0.0006996842864969709,-0.013495872635683298,-0.03264060300984937,-0.03202225207718108,-0.002278797840785873,0.01681239845385421,-0.009314475576767192,0.016100664133066586,0.04185302327097929,-0.0061878206026007255,0.001606456451859741,-0.0060280428497205,-0.01048582304233515,-0.016671201837019294,0.015033169646465472,-0.007928032165922439,0.0007534011170954101,-0.031657100582104455,0.015449256742060033,0.001368169774001399,-0.00537712591738138,-0.028368343392837947,-0.04319720088737722,0.0028013974182492167,-0.015109056724533238,0.012790065293615595,-0.005589856171859677,-0.012024627832124806,-0.00917799300191268,0.030664898701992863,0.01073020351557522,0.042876049811196734,-0.004872533982209751,0.0200947754985796,0.02068505464875024
HKK26_RS00015,-0.005310115092316492,0.008526382436335262,0.0035544394713149493,0.01102488142481233,-0.0007941374960710809,-0.0018618180608242826,-0.006443778797503348,-0.01975713115211369,-0.02021463407626583,-0.010575687793249553,0.0027387064647863618,-0.013364969548210053,-0.013028744194521904,0.01966736938262522,-0.004722598285577268,0.0015937357465616573,0.035891318632517,0.002963655299627407,0.0015710210746179521,-0.02479305906088954,-0.027945794575354434,-0.02146115309798876,0.0055396393994451044,-0.005362323603663129,0.035409179203454176,-0.02649134221066886,-0.02178836677536271,-0.014674419454239347,0.01160714817471608,-0.006636527958921808,-0.021503555464104804,-0.034110034967089586,0.0150426244021457,0.012467752708890303,0.005042503140314107,0.002764258393974045,0.001877028865625706,-0.005235901868054513,0.06972603483198471,-0.006969750955610529,0.04587601482689717,0.037907521483819644,0.018540288712063393
HKK26_RS00020,0.000812300423691367,0.002054734769713814,0.011822202595475374,-0.004812027015462477,0.022372184719649232,-0.02283251061595738,0.003225161892804725,3.163539292685907e-05,0.02818295539040112,-0.004963964304663356,0.0009827227004323722,-0.019296063436874157,-0.011929140849821858,0.007606180097549967,-0.004212797096378777,0.002427046280233364,-0.004818290746027536,0.0038370948868623684,0.004156126527303631,0.004048578019664203,-0.01367829148323979,0.003779897071335712,0.00842251515163606,-0.010739585379879632,0.06282191342519614,0.010354313442813125,-0.03242684456043778,-0.007881668892495391,-0.00865070077427887,-0.022629955781994494,-0.006072134822022392,-0.018653230701242078,-0.01581004702178811,0.010729677997648835,-0.023858457636944743,-0.007929778301946832,0.005397874673138628,-0.008009124795659489,0.07531811954804227,-0.020896109386571608,-0.007200258197945837,-0.026156307640890993,0.0038517925702563002
HKK26_RS00025,-0.002696274106942025,0.005238911628556752,0.010604383578261873,-0.008617374678104453,-0.013935269428109938,0.01952678465977473,-0.006740794530427305,-0.03119083559196395,-0.008545172441541,-0.015081192030293303,0.02293033059606506,0.0565091315616053,0.017551495173951374,-0.01589941359193562,-0.02315895930713704,0.02003726833889569,0.005625512829731833,0.003237489786034866,0.028254700306365566,-0.00906262102957562,0.006495801486489804,0.0017923813438275138,0.010051462048024304,-0.057584117497513736,-0.0001881061800699364,-0.005543936697045184,-0.04643233386257296,-0.02493462280739524,0.013977630826741368,-0.019170724925980005,0.004502976716188531,-0.010560027662037976,0.07801916585571546,-0.022590277694550746,0.007094013145047115,0.027507977801196702,-0.01402927717344083,-0.05461682771446378,0.003941677694913106,-0.00911635904672849,0.019561231866663937,0.01604972300089292,0.03551706119713897
HKK26_RS00030,-0.010018067866895155,0.009666178148967664,-0.0076680819970717014,-0.04366465458959188,-0.020338343466552642,0.03326325048310291,-0.00846784723602943,0.012444782664181434,0.009719912382159886,-0.01157599313564508,-0.009116692919034062,0.012946971022396645,0.008567111710543383,-0.009030439273133607,-0.014572240743736193,0.003702541262657059,0.02830089250958745,0.008129136003755309,0.006712299470069036,-0.036769801417836326,-0.0015856394417181263,-0.005171408307540903,-0.00991314673690285,-0.0016345777348743017,-0.0025716042540795026,-0.005328977544231997,-0.001960371590313777,-0.007749843718974585,0.003846389303493652,-0.023401583655431903,-0.017219328137017004,-0.006925083265288721,0.012068533325015183,-0.016567899006662733,0.01008058371398782,0.02068365981695302,0.03738176225655298,-0.025798890556875433,0.028822458026648744,0.034550828388198215,-0.00572616134046294,0.011689458019328375,-0.0010069510098231899
HKK26_RS00035,-0.017209461479848243,0.002982109030419308,0.0038101969963005968,-0.01892340823114152,-0.012791169170000245,0.00046577356936445044,-0.022246975139179434,0.009889092513934807,-0.01227952313258655,0.010366397230080588,0.0014236102033610457,-0.032086271660070095,0.022387950048889306,-0.012989900746754244,-0.010306103285572106,0.0077517910850902335,0.017233462789213425,-0.01470104465547944,0.09712464397282011,-0.012356683783003848,-0.0032400278545759763,0.008613582160820225,-0.031263170473684584,-0.024840604538773344,0.006640829986829277,0.01650653867701451,0.011543462564582935,0.021730150531550127,0.018414107337896998,0.032770574067505005,0.028465579716368282,-0.01266207072320276,0.06155078101046172,0.010313515265492805,0.010009385456594641,0.022896967462262552,-0.0032799600130708566,0.001889848659813946,0.022250395251706193,-0.014079194448202019,-0.007991670855704344,0.019600175755637272,0.03576951728591987
HKK26_RS00040,0.003963286665161136,-0.006522797493887612,-0.0012121998587260171,-0.01432774395727651,-0.0077449600501398085,-0.017631551598784913,-0.0285445929427075,-0.009700169582815008,0.018412507282483562,-0.025830214739493377,-0.0013356124664815488,0.02994758882785689,0.011031483747242474,0.014837605709631678,0.0015049466500707384,0.010221989719749002,-0.016448326997375987,-0.00018884651154668256,0.006918013927361991,-0.011681764560374322,-0.0004998230147841088,-0.03403321161042285,0.034147071350908435,0.011920407902640177,0.036069037273495426,-0.00915130562702534,0.006422184902702861,-0.011250193191538976,0.0079463887033168,0.05997115150875506,-0.0011612857761966555,0.000276810331989961,0.011988081323076098,0.03918701548036583,-0.012979849847564782,0.0036214697821761303,0.012441918107240066,-0.03333662614042948,-0.039089582050914555,0.023934249339223952,0.01251830148630651,-0.011216070018464256,0.0009571994768403484
HKK26_RS00045,-0.0029899182819564827,-0.003055519715916485,0.012497289746202043,-0.0051968252686157065,0.02349395283134803,-0.01744087438660358,-0.0420813166413571,-0.006052651026384354,-0.0051932491334357785,-0.02278692295004061,0.4500735725296346,-0.09316685304340248,0.00928282444934313,-0.00059583803428766,-0.0017874161755998832,0.016301046879927644,-0.06366675163711301,-0.01360641304141848,0.06109483769578163,0.0014775150130554365,0.05812335778937907,-0.0049816537235739,0.039153213430388384,-0.005471365038672088,0.018848689004125226,-0.010476256476657578,0.02415871940395002,0.03723955272596479,0.04378589313464797,0.0015617510440702894,-0.014880512009875706,-0.007697531013088762,0.011272032987463787,0.026506543425856174,0.014669710763333127,0.01891440900188615,0.008260279406421517,-0.013283745060010064,-0.02298740775874138,-0.0034953220507282904,0.012397651115055176,0.0013024557321797575,0.018531269509988332
HKK26_RS00050,0.005906935982392335,0.0399883763851644,-0.016364580691969447,-0.016971429938505502,-0.005483351500394271,-0.031785166005283555,-0.03026469330738571,0.042593171178113884,-0.008728039551143828,0.0033016644972029604,0.003067070555357504,0.005115304408142245,0.018929883678890664,0.012566734261140968,0.014273838153130904,-0.006293951154674241,-0.015768238936799336,-0.00045121954399341964,-0.01486425322058082,-0.011067755957013,-0.01358127593675998,-0.006172569959292076,0.04151905651059861,0.005168993404605967,0.03812145131599964,-0.0017534413979563032,0.0035080114281246535,-0.017731814116700932,0.03345491411134658,0.017607539734502232,0.017450503633513324,0.031195750574654114,-0.013104555550235476,0.0192094838262001,-0.007179419029987578,0.0022392491020736278,-0.011779954812410717,6.619989873089634e-05,-0.01690895143831565,-0.019166012228521177,0.020692718555556225,-0.00612274719272426,0.006448725011213616
