Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
HTX97_RS00010,0.02692008566929658,-0.016319158938135125,0.0056209810522567264,0.04263332210519327,-0.02120340963437036,0.023080175004322138,0.01335046910177076,-0.03802986272543767,-0.014748023873997356,-0.008997334212814517,0.004276493862065608,0.007035200369539739,-0.01020933886140809,-0.011647938951683914,0.02122880776127529,0.018799480308412192,-0.03222191696004181,-0.01696150971200115,0.014843755902153876,-0.0037100575583244953,0.016356336244397363,-0.050637583691473774,0.0458216491598374,-0.014063533897639447,0.03698410769711572,-0.031240390376795248,-0.013226583151004239,-0.020301204588794475,0.01832209101189014,0.017784858241469977,-0.021504148328813883,0.017072378986396332,-0.013632663049131915,-0.03240823892116118,0.08752664511316037,-0.008076930262051231,-0.029658134657658545,-0.011623219152260184,-0.021719817087126336,-0.015104941936265064,0.007861303157823355,-0.008760154677681112,0.0028005333147938997,0.01841979044567086,-0.005832567801024127,0.0019606381025499948
HTX97_RS00015,-0.001515256866444257,0.002055159912373651,0.0019065462229643719,0.0018948073041689633,-0.0158824080904449,-0.0033019322179707825,0.0012817582225832982,-0.01533226381230636,0.007836511157478805,-0.025880789592380698,-0.025796497946868863,0.0013747975480197766,-0.005507088967861059,-0.010012430315403067,0.017963625473184634,0.00966146464480825,0.0036199891396622684,-0.010266954479630323,-0.007365702235143944,-0.0008138316575267789,-0.002243241090481595,-0.004945930870993119,0.016049409607786332,0.015038676623181672,-0.006185627822029723,-0.0023388103736257607,-0.012848165512226268,0.011549366012981559,0.013270899167678572,0.0020741628360972987,0.004806013719384114,-0.006979126448327656,-0.0023744444778059986,-0.01148577634416748,-0.008714034511484578,0.006682437505784067,-0.02207664915075396,-0.00019781544638132402,-0.003727080300992916,-0.004212551101374571,0.0005834659254638893,-0.027740922917659065,0.01202642034528695,-0.0042662577599196635,0.00806228911528037,0.034844284261398184
HTX97_RS00020,0.024749666178800506,0.009055374143111297,0.0037508072030170867,-0.038842086123777174,-0.01590549593956074,-0.0030613953052307666,0.0337018841422325,-0.023714603157145676,0.03080738628985439,0.0347067225052157,-0.0069898832361119665,-0.011830092890481819,0.008188106194068547,0.021383871080351825,-0.011533133487695336,0.0315390828441449,-0.0011478135254897844,-0.014021957513922292,-0.004055990280871975,0.012484376879659843,0.0060684316197041595,-0.008138850024565486,-0.007438583444984314,0.006515164099785417,0.022582864680303842,-0.004686215234228642,-9.638770977937079e-05,-0.004321436349807697,0.004287310518869931,0.0388439218457031,-0.003978466203385963,0.004214820009301823,-0.013899043126227287,-0.02041504334412776,0.01259949429591537,0.028490071068375047,-0.013855894547119446,-0.003066633138057839,-0.0037061204335456736,-0.004257192110986762,0.0004976777101098888,-0.013439638801448805,0.004067127344313493,-0.025143447640727533,-0.023916989686369405,0.04072164865420829
HTX97_RS00025,0.0022436752777829287,0.002923553228061479,0.011612799249079613,0.004569456569961687,-0.04618255605051361,-0.01472344708531711,0.06324100580466334,-0.026225002071322202,0.024438288075492736,0.04117227296217637,-0.006827153376143148,-0.04877441687132214,0.0007510136945704707,-0.031391996223609844,0.015359707359978596,-0.00784023126902633,-0.05565623885220312,-0.0035965983577682546,0.03355019179179671,-0.009775831062510338,0.017954156126895972,0.0007604190800414416,0.02294342950089413,-0.020926401583500752,-0.017676735727073265,0.025879614158994806,0.014314373846007571,-0.009848843505601558,0.016880395744957855,0.010114064957897769,0.004512574377396967,0.029112645499289252,0.04191570176537956,0.013900890507604137,-0.010371149642324159,-0.06656426353174241,-0.010155330393113995,0.009034323705568663,-0.03039554407900305,0.0003439468218239493,-0.006397298593263081,0.005129336335517612,0.06456767899038379,-0.050238270147268727,0.008361303178281225,0.03139070240191435
HTX97_RS00030,0.024653939267868016,-0.000782321658937424,-0.002583741974345985,-0.003764753043844196,-0.015538587550593279,-0.009553619529417454,0.02938059382310895,-0.014815673159068813,0.004573945292819389,0.003020082505018011,-0.005386409129529368,0.008620131277674655,0.01690644915603301,0.0017145408168460555,0.030187861481890718,0.006699232413228606,-0.011212424036554956,-0.011754258234190256,-0.002245303683850607,-0.009667017354587705,0.03651840621646862,0.005146537191700369,-0.013067621489903465,-0.006320474192591541,-8.149458568994534e-06,0.016068900268242817,0.004346249099386746,0.007124545287775781,-0.0039776566353496925,-0.004701579285514096,-0.0048673474489304034,0.027601127018107286,0.004219863812159529,-0.0002595029898688779,0.003232554853832791,-0.009539211965280934,-0.012311357503625915,0.0016603062536958443,0.0063211705307476065,0.005884740686438111,-0.007998602437002955,-0.023788442846579053,0.02008313427619842,-0.02355355408858112,-0.012939552553814819,0.03159894264718644
HTX97_RS00035,-0.007219882989325599,-0.01631155389658896,0.010660276226411499,0.005367128152788801,0.004637413804674064,-0.002751044073746502,0.021599475271742097,0.01660605574780839,0.01163804143025884,-0.00664633043027546,0.04595438232754046,-0.013575329404298609,0.013146591335570754,-0.03644168659784294,0.5200681844750327,0.10163502653760217,0.02410209965047798,0.027481846112890014,0.00802221724658676,0.00968815194165716,-0.005588071466343416,0.003176524843190503,-0.0350849254458532,-0.046725109275566064,0.06258312176586177,-0.005900523449306065,-0.03813246197003042,0.008908747343337579,0.0049368620986722355,-0.068825098833318,0.0006156774325580404,-0.002373333687965544,0.011800035787333959,-0.013296261791901581,-0.004453331260663406,-0.021739364199607873,-0.005448305392291988,-0.014004243638436472,-0.01939258288990868,0.010129495319239703,0.010841157295314843,0.008260164064928268,-0.013003257171390902,-0.03364901589229317,-0.023824579981223833,-0.029477853839448537
HTX97_RS00040,0.015477310153562726,0.004709769878139329,0.002262407421539728,0.041859735224821476,0.005194467779067229,-0.008850434236285738,0.005965694057847287,0.01722009044389382,0.010867037979993761,0.006609386556961793,0.00015637277719048406,0.08316099627909491,-0.004417222845829003,-0.0020000061684562844,0.007677860466913171,0.016975804670495122,-0.009572407662006278,-0.015215984939670938,0.009788751457679538,0.006164164022631477,0.025749139951597964,-0.026990286866090243,0.02386807556860973,0.00766164685087971,0.05931541786072149,-0.0033667887873735035,-0.009332938884404446,-0.0020983747633164826,0.027599823459905165,0.0704112913611611,-0.0004190739542311509,0.014140446384371654,0.0003279695262070244,-0.019117293395998342,0.023404245452411997,-0.012721544065533693,-0.010370388865888494,0.053942688890246525,-0.0009000338771826969,-0.015907155142496198,0.029344618852636655,-0.008640770089593356,-0.000661499354013632,-0.002448962741498125,-0.003869488450031431,0.008788938837166691
HTX97_RS00005,0.03108906833236515,-0.01405703529295117,0.007165145157301103,0.039612490838096176,-0.0014786412028330218,-0.004119096645548809,0.001508118197029684,0.008215123786041776,-0.058474281576765666,0.040706603022572604,-0.009373340669391826,0.01772849172122263,0.02061270688141686,0.009992248970175465,0.024588825842507538,-0.008042488423292294,-0.04183383983429076,0.004330135456912741,-9.450235115946903e-06,-0.002955280082490123,0.004285884711991092,-0.020080591254223408,0.002120640986548168,-0.00827520944505326,0.018420187258071864,-0.025469150625965265,-0.07476270383953981,-0.032294656827598474,0.023893105705940276,0.024452233488916897,-0.0036581454923916407,-0.008229810076850738,0.010568766906158867,-0.020165129346716004,0.03167593252994662,0.02792855189684894,-0.00585305455765607,0.024929985540193142,-0.012167435325469465,0.008403395701748584,0.020725095867144216,0.011370444055891634,-0.012654466505054269,0.023979281432245477,0.008029219736692184,0.004125429422031365
Synpcc7942_0001,-0.002029653192237472,0.003537201858528441,0.013961141155743342,0.00794979688952403,-0.003419547580814772,0.009925686060983267,0.005571744744672393,-0.010932974041950896,-0.011874073627262689,0.002582714212884882,0.008588836338372307,0.008772388762286644,-0.0015773004020014955,-0.00953212324955621,-0.0018696755683714858,0.00667014647012464,-0.008109715765302566,-0.008035757501541398,-0.01592065089113446,0.0024069404370428223,-0.0021592745435661752,-0.0062724664736351675,-0.003773452415968746,0.0009627253419885387,-0.01770582401660825,-0.006625769038210836,-0.01033495590552599,-0.0078622952955136,-0.0025062295548270693,-0.0015097397999755057,-0.0018246555365920626,0.007591883619341543,0.0001403946741560836,-0.00861300886831693,0.004272484943996315,0.01796628216595659,0.014163447931728248,0.002346992321089508,-0.0026262437939207108,-0.021614722066579592,-0.002062543931576912,-0.01412452037479664,-0.00936392244517273,-0.002549843773124525,0.021937958315077954,-0.007865638512100856
Synpcc7942_0002,0.0004884201530628674,-0.009273337693702149,0.007827869644855632,0.004033989649276031,0.0016344694645196716,0.015679494393008454,-0.009158359221127437,-0.019211913886786825,-0.003256317184216436,0.008041954533996384,0.00905356157496843,0.0003153742386496924,0.0034609853202292452,0.0011253613242319855,-0.00013735776911868468,-0.0053214681096103635,0.004871719598019899,-0.005319149083002701,-0.0265154419612985,-0.0061653828503014955,-0.005905128243479028,-0.00020075243289550103,0.01141816126149101,-0.005087690680882308,-0.008575565209349819,-0.014435203506884707,-0.002151643728798775,0.00014184835041285376,0.006019651998763535,0.003575485128809288,0.005757105170606911,-0.007903070288637359,0.015539598341565285,-0.016764223200866245,-0.0006866557633599891,0.007438410476602469,0.00824529831985062,-0.002156448623642833,0.0007982599594651191,0.000186538493489912,-0.014114888434672505,0.003448892478071898,-0.0095291875816018,-0.0037603651505346966,0.0026634844821892202,0.0008428813518847569
