"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Synpcc7942_1007",3425.56765322477,-1.51549958679975,0.287054957990916,-5.27947539177396,1.29554276404146e-07,5.48446436777551e-06
"Synpcc7942_1008",1278.11721320267,-1.73491795389624,0.346656254844475,-5.00472133316792,5.59429004679144e-07,1.96315415194642e-05
"Synpcc7942_1009",486.339343375391,-1.26778182007217,0.503738124268859,-2.5167478080248,0.0118443575061206,0.0387593883053052
"Synpcc7942_1038",744.75056650308,-1.46122750945916,0.415042630478048,-3.52066848597242,0.000430460422269274,0.00353242444982202
"Synpcc7942_1039",538.860326063861,-1.50302568431609,0.52131267797566,-2.88315582531501,0.00393712626825189,0.0181039926852203
"Synpcc7942_1040",253.990988228434,-1.06431859292892,0.324051303155533,-3.28441386460983,0.00102194731021268,0.00683091096826373
"Synpcc7942_1047",16593.7811082096,6.14696317993184,1.38750130193937,4.43023957623678,9.41284572166929e-06,0.000193108150305323
"Synpcc7942_1048",31108.4923972998,5.95886143937254,1.4774593007155,4.03318144634291,5.50267580223245e-05,0.000726516651710592
"Synpcc7942_1049",7543.61337891189,4.97583646356198,1.37489758722927,3.61905971017771,0.000295675415738978,0.0027191942543995
"Synpcc7942_1050",11160.2070709757,4.61363721349341,1.47433802495115,3.12929405293353,0.00175226857601171,0.0100717678711708
"Synpcc7942_1051",700.674412937564,5.00055102449293,1.23088296771217,4.06257227995235,4.85349122626905e-05,0.000674180265648936
"Synpcc7942_1052",16467.0538805245,6.15403011251698,1.38295075331395,4.4499271559527,8.58994197882504e-06,0.000178979494199425
"Synpcc7942_1053",31210.4557844535,5.99327594976194,1.47581581560439,4.06099181645342,4.88646845152834e-05,0.000675244111928812
"Synpcc7942_1056",953.231791252775,1.58319750207006,0.643275629810366,2.46114951150378,0.0138492639214709,0.0439191282741533
"Synpcc7942_1061",1450.02926425448,-1.475713887835,0.531849524705557,-2.77468309979592,0.00552555204373607,0.0231344541611367
"Synpcc7942_1062",131.648383365858,-1.31360864891232,0.426735240701089,-3.0782755292349,0.002082023168042,0.0115441908298711
"Synpcc7942_1063",325.195808978558,-1.91896799344863,0.596491724820149,-3.21709072163111,0.00129497643323075,0.00822310035101527
"Synpcc7942_1068",1296.52032421444,1.36008371134421,0.512680515741339,2.65288746028805,0.00798064744110359,0.0299780094724271
"Synpcc7942_1074",109.243624181665,-1.40180678446077,0.50422376017389,-2.78012837787996,0.00543374126293642,0.022821713304333
"Synpcc7942_1079",2607.99897212554,-1.5352853329826,0.534495141360866,-2.87240278568978,0.0040736339121466,0.0185083162584242
"Synpcc7942_1080",3828.95009364589,-1.74825830280866,0.452587767921564,-3.8628050219679,0.00011209247243148,0.00128304988830368
"Synpcc7942_1081",1955.83214807983,-1.30538662359806,0.212412538730591,-6.14552526606597,7.96993248339404e-10,6.85671288168126e-08
"Synpcc7942_1089",5996.44500448926,-1.86242177626555,0.252816408577309,-7.36669659515413,1.74907935669657e-13,5.18310516034416e-11
"Synpcc7942_1105",705.516664397006,1.03479599710383,0.42925441727772,2.41068223285012,0.0159227145841082,0.0483666056899962
"Synpcc7942_1110",685.440900471545,2.27932980410392,0.858618992421505,2.65464638474358,0.00793915846386773,0.0299487066805307
"Synpcc7942_1115",301.800878210532,-1.20660338699768,0.261831845650522,-4.60831410327445,4.05947089856207e-06,0.00010024637857838
"Synpcc7942_1117",1628.82428045919,-1.20006796618136,0.262530586946592,-4.57115485147448,4.85043675584948e-06,0.000114478892281863
"Synpcc7942_1118",4045.68882207422,-1.73738345552677,0.581627888934806,-2.98710479428457,0.00281633165109951,0.0142571334997064
"Synpcc7942_1119",1996.93332115895,-1.96545772960856,0.539919916937724,-3.64027639646282,0.000272345531372901,0.0025607562366169
"Synpcc7942_1122",1452.39465142423,4.38986948839385,1.19776827412343,3.66504071215823,0.000247299240552351,0.00240744332766596
"Synpcc7942_1123",729.150008500469,3.34539458010372,1.14728329466225,2.91592721315495,0.00354633223399619,0.0169803735512888
"Synpcc7942_1125",989.631864452951,1.81517162320271,0.710432056016938,2.55502494268,0.0106180188992793,0.0363026400326453
"Synpcc7942_1132",4854.69040935745,-1.90612523863098,0.618524106293738,-3.08173152709065,0.00205800360768053,0.0114826268236066
"Synpcc7942_1133",5869.38689405972,-1.85851381368534,0.605657164030918,-3.06859048990044,0.00215071182403579,0.0116985439803421
"Synpcc7942_1135",431.376296824042,-2.09808215726675,0.548562419153784,-3.8246917470272,0.000130935807162679,0.00143706089589656
"Synpcc7942_1137",2785.69225261872,2.47632324456114,0.977001743991287,2.53461496848999,0.0112570980926866,0.0376224067834527
"Synpcc7942_1148",2025.82031104344,-1.00216278047296,0.318396753037154,-3.14752826752609,0.00164657184482787,0.00965144419814489
"Synpcc7942_1150",847.504708645186,-2.69837598968149,0.433476475248408,-6.22496523746797,4.81662794514065e-10,4.58783811774647e-08
"Synpcc7942_1152",5155.41567393246,4.53050433490038,1.01655694295307,4.45671476281435,8.32252210046019e-06,0.000174772964109664
"Synpcc7942_1153",898.362948944236,-1.58082112244764,0.597141047527591,-2.64731612236822,0.00811334694330252,0.0302633514654375
"Synpcc7942_1158",8998.58608350926,-1.42482419461071,0.447495354906528,-3.18399773090009,0.00145256151025703,0.00886494633376545
"Synpcc7942_1159",466.163531116524,-1.57450846762023,0.619781822682106,-2.54042375881006,0.0110718230097799,0.0373440639153284
"Synpcc7942_1160",805.309120344095,-1.75241085723189,0.730114381412384,-2.40018674038704,0.0163867097967108,0.0493823220653419
"Synpcc7942_1162",342.979737303068,-1.73261083389783,0.646661975960217,-2.67931453882858,0.00737730581930649,0.0285562766619599
"Synpcc7942_1163",796.269522679506,-1.89888508215424,0.752644855863755,-2.52294965860762,0.0116375059514163,0.0384600103747551
"Synpcc7942_1164",2420.31095739321,-1.00076804608248,0.337965215254461,-2.96115695021743,0.00306485711398937,0.0151369887463141
"Synpcc7942_1165",435.086766194794,-2.02196475504589,0.770054907255586,-2.62574101663998,0.0086460573959408,0.0315877192807865
"Synpcc7942_1176",71.5771115151853,3.40078678513868,1.36783489390615,2.48625532240006,0.0129095308514563,0.0415228314155769
"Synpcc7942_1177",1259.79790336339,3.59020647542106,1.45498552710904,2.46752040383149,0.0136052467356795,0.043403340961791
"Synpcc7942_1179",620.494108223156,2.66264375332117,0.870776417815812,3.05778119255909,0.00222982327402304,0.0120140175188272
"Synpcc7942_1180",856.592775018062,3.15528696668796,1.02144383164898,3.08904598463743,0.00200800356263379,0.0112744115821986
"Synpcc7942_1181",2018.31823137421,3.13085901884069,0.901980738960645,3.47109298858021,0.00051834446660954,0.00407794894527328
"Synpcc7942_1193",405.568416875784,1.63094614223142,0.327081873490387,4.98635440976021,6.15292324353805e-07,2.10382644750205e-05
"Synpcc7942_1194",474.904750723107,1.30450726224178,0.434448951083141,3.00267099043388,0.00267621584191616,0.0137788950779738
"Synpcc7942_1204",339.213517826004,-1.50099659922396,0.600269527125175,-2.50053772746481,0.0124004924204168,0.0403318454698189
"Synpcc7942_1205",27.2604536632508,-2.43160149149738,0.635280063591375,-3.82760554101291,0.000129395906306146,0.00143194556895639
"Synpcc7942_1206",292.232556845117,-1.62302046495309,0.431356599101592,-3.76259565365045,0.000168158959800767,0.00175874488544566
"Synpcc7942_1207",369.817963664042,-1.64252557869041,0.262484266298108,-6.25761536817206,3.90908464259845e-10,4.34397030908753e-08
"Synpcc7942_1209",193.009742847723,-2.27160119870758,0.265066964618085,-8.56991440627299,1.03561986198265e-17,6.90499542976931e-15
"Synpcc7942_1210",145.330477779458,-1.68854966397802,0.278176590819019,-6.07006383609245,1.27859416074032e-09,1.06562832084201e-07
"Synpcc7942_1211",205.747272797812,-1.64536441755909,0.340176998525354,-4.83678915591484,1.31953265273941e-06,3.86724569764396e-05
"Synpcc7942_1212",348.87664952489,-2.21121987351876,0.503139540352042,-4.39484416583835,1.10852246939809e-05,0.00021738451660917
"Synpcc7942_1213",290.064885964175,-1.77637293060907,0.649703873728974,-2.73412704223785,0.00625459070391696,0.0252708436136299
"Synpcc7942_1231",3975.20366678479,3.03543165440677,1.10532506734088,2.74618910227851,0.00602920002580049,0.024624619400934
"Synpcc7942_1232",1363.23337994479,2.26872672728451,0.861865417284103,2.63234454218349,0.00847978200763755,0.0311939015370612
"Synpcc7942_1234",624.202435570353,-1.27329131805878,0.462500012316103,-2.75306223600386,0.00590406713139861,0.0244071017693087
"Synpcc7942_1237",2256.98458580351,2.41978155413319,0.960102678146704,2.52033621945949,0.0117242785537553,0.0386032727195869
"Synpcc7942_1240",1802.48001488228,2.88322722435654,0.889317739385509,3.24206647035823,0.00118666341447434,0.00771126633407497
"Synpcc7942_1250",3229.41414065013,4.86915501706009,1.35747118407222,3.58693066504241,0.000334593245090807,0.00295483504853372
"Synpcc7942_1253",40.2391830173041,1.13783920821612,0.464524503210858,2.44947080369542,0.0143066307955129,0.0448364093203677
"Synpcc7942_1277",1979.74359838951,4.19048228564677,1.31078185179653,3.19693340268893,0.00138896990896975,0.0086550998766877
"Synpcc7942_1281",539.077500706546,1.10725050362467,0.424191103113521,2.61026338246503,0.0090472536114885,0.0326530042160195
"Synpcc7942_1288",483.629137916347,-1.51685790475395,0.506763110925822,-2.99322873360445,0.00276042780023788,0.0141035650253533
"Synpcc7942_1290",133.211739821254,-1.57557943712667,0.548128272084059,-2.8744721215275,0.00404703496788361,0.0184188434459822
"Synpcc7942_1298",4570.58280308952,-1.32094360695229,0.222173679039378,-5.94554500183691,2.75538535356953e-09,2.09960363941998e-07
"Synpcc7942_1299",2099.94740412539,-1.09985024143103,0.412151051353159,-2.66856104775188,0.00761769335420481,0.0292449720703191
"Synpcc7942_1300",422.42748816523,-1.50353287066899,0.53510283955139,-2.80980170452749,0.00495720321357574,0.0212212856671051
"Synpcc7942_1302",464.922681829553,-2.8570481032087,0.392224420186215,-7.28421780023864,3.2354195696256e-13,8.62886399219148e-11
"Synpcc7942_1310",3983.82231971124,2.4337162557949,0.802540273051687,3.03251604625474,0.00242524202882333,0.0128847021730514
"Synpcc7942_1313",1629.46364349201,1.03035751531481,0.380227012982632,2.70984827519835,0.00673139928297442,0.026517934841496
"Synpcc7942_1314",3279.55434262844,-1.48965957040055,0.558256445354481,-2.66841445861793,0.0076210182185496,0.0292449720703191
"Synpcc7942_1320",480.829948345814,-1.60743798202441,0.630176870306534,-2.55077273979052,0.0107484387688339,0.0365631062146527
"Synpcc7942_1322",1573.07326313181,4.00140803134628,1.32386029167089,3.02253044110567,0.00250670869461988,0.0132122373291526
"Synpcc7942_1334",1232.38395381129,-1.42445547387575,0.501898335120263,-2.83813548322377,0.00453779169181485,0.0199378755223562
"Synpcc7942_1335",641.614328454174,-1.77231547019875,0.671459331457689,-2.6394978625901,0.00830289468105122,0.0307980808266531
"Synpcc7942_1336",2974.97694291425,-1.92267206230977,0.586082659095434,-3.28054760275154,0.00103605779669293,0.0069079153594501
"Synpcc7942_1337",24966.6798362827,-1.87899001873149,0.51783496814654,-3.62854989391091,0.000285017671311299,0.00263938239370568
"Synpcc7942_1339",281.484269044482,-1.41805333652419,0.24215143621803,-5.85605998738488,4.73977076736291e-09,3.41647800988024e-07
"Synpcc7942_1344",1831.78918109836,3.05364190615639,0.875130232174442,3.48935711953292,0.00048418382227497,0.00384320908930758
"Synpcc7942_1346",609.870059306104,1.45254474014378,0.339864944009768,4.27388810098058,1.92093467497611e-05,0.000330524695365245
"Synpcc7942_1353",748.357724836321,-1.6637789369329,0.527942740547659,-3.15143823212151,0.00162468522340021,0.00955024623047132
"Synpcc7942_1354",2384.03233820866,-2.01936711384761,0.589788695744626,-3.42388236400174,0.000617333376105474,0.00461184345678795
"Synpcc7942_1355",9160.43134768976,-1.66962634182595,0.52731250069964,-3.16629387623219,0.00154394725295117,0.00927233283239413
"Synpcc7942_1356",997.666791563011,-1.42417860143114,0.390389202871142,-3.64809936073263,0.000264187473476247,0.00255285504261287
"Synpcc7942_1357",15761.100621465,-1.81076756769231,0.58071007355432,-3.1181955508525,0.00181962028192746,0.0103917072631703
"Synpcc7942_1358",1453.13913147539,-1.55342035826525,0.342168917473571,-4.5399224737742,5.62749159751115e-06,0.000128948818907518
"Synpcc7942_1361",971.887271101327,-1.04348955778062,0.23548352817021,-4.43126347685081,9.36825347780584e-06,0.000193108150305323
"Synpcc7942_1362",657.297942098996,-1.05328557286532,0.340872295408211,-3.08997119171555,0.00200175910136021,0.0112630622855014
"Synpcc7942_1363",534.913527045775,-1.29648980672198,0.285809866521436,-4.53619681679094,5.72777308164885e-06,0.000129457379735233
"Synpcc7942_1365",1433.37472194095,-1.52935874270323,0.474043703741625,-3.22619777592659,0.00125446639441948,0.00803896814452214
"Synpcc7942_1366",974.480696400232,-1.20521941614745,0.379752298342628,-3.17369880684713,0.00150509786683916,0.00912048457527624
"Synpcc7942_1369",657.683662577319,-1.12771876297491,0.467730111028085,-2.41104589246168,0.015906846747485,0.0483666056899962
"Synpcc7942_1370",143.936000665645,-1.14540212972913,0.310827448716026,-3.68500959120756,0.000228694028175398,0.00225898878942143
"Synpcc7942_1372",7998.11579919492,-1.23612005162197,0.300284521321664,-4.1164960690659,3.84675887551213e-05,0.00056897153200788
"Synpcc7942_1380",2836.64974387496,-1.59282669510124,0.339394567258872,-4.69314140166045,2.69041390898945e-06,6.96634358764549e-05
"Synpcc7942_1381",4603.3143206501,-1.85536006304411,0.420654400046227,-4.41065174366469,1.0305995465114e-05,0.000205684458536481
"Synpcc7942_1382",7431.84656035934,-1.62518961619047,0.327923352124651,-4.95600452258337,7.19575416489338e-07,2.36926868614452e-05
"Synpcc7942_1384",1898.09348274634,-1.18344489700049,0.467938708830262,-2.52905962825521,0.0114368595078254,0.0379379406808087
"Synpcc7942_1386",1678.51316682763,-1.44945338986677,0.557620447998327,-2.59935480319961,0.00933991813221203,0.0333076220147816
"Synpcc7942_1391",2822.57036052142,-1.60687839599699,0.64273980481276,-2.50004493881486,0.0124177553379439,0.0403387983998737
"Synpcc7942_1392",11756.9731197144,-1.82527730696828,0.670449755617077,-2.72246695844987,0.00647965126670986,0.0257161159647548
"Synpcc7942_1393",1653.3549831518,-2.05415753544327,0.624367750018125,-3.28998020058473,0.001001944326598,0.00675213774262552
"Synpcc7942_1394",4333.15989675619,-1.59588398089925,0.459188895553687,-3.47544114492347,0.000510013891375525,0.00402428120798381
"Synpcc7942_1395",662.91310189592,-2.30027042235003,0.474700708307871,-4.84572780721062,1.26148369369544e-06,3.82315569441561e-05
"Synpcc7942_1396",163.624909101343,-1.74388937422306,0.426634496778351,-4.08754891456669,4.35954776827216e-05,0.00061518062952285
"Synpcc7942_1398",5250.29726064969,-1.76695307486294,0.311399695696663,-5.67422864980619,1.39314952067801e-08,8.44438584465515e-07
"Synpcc7942_1399",2778.3360467239,-1.62201573509168,0.260339812288234,-6.23037913730948,4.6530769276561e-10,4.58783811774647e-08
"Synpcc7942_1400",3214.83004540074,-1.88037496612111,0.325975417965292,-5.76845633900321,8.00009329216318e-09,5.4708330282562e-07
"Synpcc7942_1401",615.321023144743,-1.70444900034401,0.322063002822966,-5.29228438350282,1.20797851730819e-07,5.23830315176031e-06
"Synpcc7942_1410",4394.95585482997,1.50785017253126,0.597453521560705,2.52379493653726,0.0116095628481904,0.0384152656527591
"Synpcc7942_1412",630.395647219332,1.35055864292143,0.408629822835567,3.30509073848214,0.000949456558855433,0.00652629031563773
"Synpcc7942_1415",4236.13564911544,2.68617787868913,0.81300975503725,3.30399218711227,0.000953184886054207,0.00653507478433565
"Synpcc7942_1433",673.261082434757,1.08772971234463,0.449014449676183,2.42248264644728,0.0154148619856778,0.047472790895846
"Synpcc7942_1434",1195.37629262631,2.24482162690377,0.821948776206655,2.73109674457302,0.00631239385982532,0.0253923897800213
"Synpcc7942_1437",241.27604034672,2.22269853411698,0.542236122907954,4.09913401231347,4.14698875785075e-05,0.000597838865793943
"Synpcc7942_1439",4523.72837459749,2.65869345365753,0.936302532339512,2.83956665909504,0.00451748555349436,0.019881409193349
"Synpcc7942_1443",16236.1625851378,3.17629407863103,1.11149650559471,2.85767347233499,0.00426759294394705,0.0190967623850785
"Synpcc7942_1444",300.054577840764,-1.73950485058338,0.621858731800827,-2.79726690585495,0.00515369393378775,0.0218173043197015
"Synpcc7942_1445",1586.29780852268,-1.08477929717798,0.253097389013508,-4.28601536114654,1.81906414963725e-05,0.000319173953097536
"Synpcc7942_1451",538.150696555349,1.62713387595913,0.590107823661277,2.75735011588849,0.00582719212179192,0.0242073541881917
"Synpcc7942_1453",1055.88917567238,3.08961963954685,0.984238859121466,3.13909536380696,0.0016947028620298,0.00981639506731455
"Synpcc7942_1454",1358.90526892009,2.53497167902052,0.920349286796738,2.75435828047789,0.00588073523875522,0.0243539144126711
"Synpcc7942_1459",381.469259384362,-1.06361735534372,0.194733978234681,-5.46189917643401,4.71067609413556e-08,2.24345948983206e-06
"Synpcc7942_1460",178.120801649866,-1.32318880788854,0.449562231890185,-2.94328285168705,0.00324751558211558,0.0157964478384765
"Synpcc7942_1466",2562.45268874178,-1.15812423258097,0.207601968557209,-5.57858020629424,2.42489660205382e-08,1.34733317451616e-06
"Synpcc7942_1467",709.016357537049,-1.43734460699453,0.230303223399499,-6.24109635018534,4.34514479794807e-10,4.58783811774647e-08
"Synpcc7942_1475",8162.68962671164,2.53262473835707,0.734672370840631,3.44728458409179,0.00056625177275864,0.00430254552121736
"Synpcc7942_1478",619.414586841201,1.42767032588461,0.591455228078845,2.41382653852253,0.0157859756667765,0.0481156538323347
"Synpcc7942_1498",83.9919708798601,3.43505546165527,1.00937615252061,3.40314703599573,0.000666144212870047,0.00490775308211165
"Synpcc7942_1499",2814.07760454378,5.5878165257645,1.43461782618607,3.89498612367009,9.82043516345307e-05,0.00114955629387291
"Synpcc7942_1506",650.31954314157,-2.28697088630193,0.614423654183077,-3.72214004251291,0.000197541404448559,0.00201085086131415
"Synpcc7942_1508",608.16083349798,1.52041880078707,0.394869904696757,3.8504296800099,0.000117910781601182,0.00134388057491604
"Synpcc7942_1512",1609.33783246852,1.47429027215209,0.305395926092723,4.82747196733878,1.38277145607443e-06,3.97394215893633e-05
"Synpcc7942_1513",821.390171529543,1.76471434641703,0.436177148466484,4.04586611797851,5.21300216046539e-05,0.000709394072320206
"Synpcc7942_1520",1304.63173356998,3.39404467167272,1.38852106862225,2.44435950477903,0.0145109586906058,0.0451204445652993
"Synpcc7942_1521",1211.07569903832,2.46441796945203,0.910542257613712,2.70653882216363,0.00679886324759719,0.0267442010049288
"Synpcc7942_1523",6813.84039537133,2.68749341528051,0.843761673035779,3.18513331568042,0.00144687336986314,0.00886298482498014
"Synpcc7942_1529",787.820800116717,-1.43764199050642,0.490980683746447,-2.92810295414565,0.00341037098065083,0.0164177967606422
"Synpcc7942_1530",516.69398815045,-1.57944422941029,0.562528437028851,-2.80775890682533,0.00498875600345698,0.0212894154476938
"Synpcc7942_1531",1299.85246534773,-1.74688655902604,0.527506625599131,-3.31159169241138,0.0009276683365082,0.00642621156744771
"Synpcc7942_1532",1826.99009614762,-2.01834550527175,0.489112826175365,-4.12654381005356,3.68255876228167e-05,0.000558033194261659
"Synpcc7942_1533",1981.98517079443,-1.63855212360899,0.260786904248077,-6.28310738352986,3.31871654956349e-10,4.02318956258447e-08
"Synpcc7942_1534",11178.3866663773,-1.29212268359053,0.420524156105277,-3.07264794383666,0.00212168634045933,0.0116283462385997
"Synpcc7942_1536",1109.41747513767,-1.38841175315034,0.528286963670584,-2.62813934211728,0.00858533401796329,0.031538603766996
"Synpcc7942_1537",113.594462124501,-2.3236170449914,0.530050250082534,-4.38376747229077,1.16644276916452e-05,0.000223805961536819
"Synpcc7942_1538",550.639824392225,-2.11061576176557,0.60934470214579,-3.46374679936183,0.000532707676333651,0.00416636766211686
"Synpcc7942_1539",679.933507484813,-1.9300996024324,0.548190258794643,-3.52085716859743,0.000430154250931977,0.00353242444982202
"Synpcc7942_1540",1642.73039769922,-1.46601465208796,0.534293588688407,-2.74383725188761,0.00607256357378449,0.0247638028307083
"Synpcc7942_1541",1055.51198842227,-1.39929044352778,0.53390181479375,-2.62087598272791,0.00877041603863728,0.0319545076161825
"Synpcc7942_1543",12.5327654208246,-2.0733476733874,0.629861745614469,-3.29175043225514,0.000995659247861301,0.00673965282752815
"Synpcc7942_1544",517.301422702365,-1.87053350956478,0.3132318678186,-5.97172159586281,2.34762906600699e-09,1.84150785854136e-07
"Synpcc7942_1545",742.802589057492,-2.48895282722805,0.56438113069894,-4.41005677164594,1.03343522474272e-05,0.000205684458536481
"Synpcc7942_1546",4388.75524235387,-1.87389388826615,0.707423763934228,-2.64889869947933,0.00807545332463094,0.0301641933008273
"Synpcc7942_1547",770.789113743791,-1.89475352184708,0.575440899349251,-3.29269873585594,0.000992307398086345,0.0067340555488455
"Synpcc7942_1548",3206.22830597932,-1.45239132542297,0.449700813452293,-3.22968356288519,0.00123927298041941,0.00796534840346348
"Synpcc7942_1549",982.133529436605,-1.33399663696028,0.416713326919666,-3.20123343983535,0.00136840621003175,0.00854693059052618
"Synpcc7942_1551",1120.53982716097,-1.21072269508875,0.430286645427563,-2.81375847462263,0.00489660030699676,0.0210293607387445
"Synpcc7942_1555",1489.13746076583,2.36883874299751,0.78913531462674,3.0018156570752,0.00268374638897884,0.0137910435826716
"Synpcc7942_1557",4168.84001430012,2.67774764130478,0.809891210082622,3.3063053506058,0.000945350065189361,0.00652629031563773
"Synpcc7942_1558",1193.18588030793,-1.24992646656107,0.460282097171579,-2.71556611530589,0.00661625643021359,0.0261803499990796
"Synpcc7942_1560",56.3659653579338,-2.21983654046391,0.770443455354897,-2.88124524263933,0.0039610730356073,0.0181203804218948
"Synpcc7942_1561",2070.84762869398,-1.33977639364837,0.241559145852393,-5.54636997461089,2.91661338548577e-08,1.52521723511579e-06
"Synpcc7942_1563",455.540471581293,-1.82897677777867,0.558729688715461,-3.27345550937798,0.00106241114377788,0.00704838437924279
"Synpcc7942_1564",353.135079220187,-2.46637424250544,0.665530383783353,-3.70587775194394,0.000210659896220398,0.00210423199707791
"Synpcc7942_1565",497.27081343739,-1.47717115440232,0.267568608267601,-5.52071920531491,3.3761492403264e-08,1.67307396958822e-06
"Synpcc7942_1571",1420.96453731317,-1.67620017280052,0.575681505779998,-2.91167973257958,0.00359491020802788,0.0170628993232056
"Synpcc7942_1572",3932.77359495327,-1.63233544449611,0.514865632573939,-3.17041057165861,0.00152223681488568,0.00918508050972877
"Synpcc7942_1573",2096.69716281776,-1.06950203332522,0.394606330127743,-2.71030125892557,0.00672221207312848,0.026517934841496
"Synpcc7942_1574",5423.66180586567,-1.32828602413627,0.527623456038553,-2.51748857814088,0.011819480171995,0.0387456431804064
"Synpcc7942_1579",424.299752060164,-1.64131742715553,0.644264264641008,-2.54758414712027,0.0108471689352856,0.0368058518453012
"Synpcc7942_1580",358.932829999777,-1.0751968324585,0.427688573625812,-2.51397137721803,0.0119380122345069,0.0390179885164582
"Synpcc7942_1581",3489.34276011845,-1.48061166940714,0.429445317662981,-3.44773038268191,0.0005653180520645,0.00430254552121736
"Synpcc7942_1591",1039.42735566253,1.36385127841008,0.525080337609689,2.59741449207318,0.00939285032826165,0.0333089012207289
"Synpcc7942_1593",1202.34122523109,2.10194694742592,0.853934917308179,2.46148377917581,0.0138363654225498,0.0439191282741533
"Synpcc7942_1599",992.194842833524,1.45204687550059,0.387571957060327,3.74652203042279,0.000179303263382391,0.00185349536217379
"Synpcc7942_1601",5.46335855257005,-2.51413352157771,0.923056729320567,-2.72370423368051,0.00645542885469397,0.0256581650603112
"Synpcc7942_1607",2926.01358384295,1.50251926096212,0.602615609404773,2.4933294748973,0.0126551355604961,0.0408610732927882
"Synpcc7942_1616",1209.52777613166,2.82334377764117,0.949904777434592,2.97223873877776,0.00295636701830664,0.014710132160119
"Synpcc7942_1617",3840.16416698783,2.84656682855382,0.85903668717128,3.31367317725076,0.000920790663241491,0.00639517890329442
"Synpcc7942_1626",669.046935321082,1.01459630979365,0.372280494470196,2.72535447025652,0.00642324859481485,0.0256362287691023
"Synpcc7942_1628",1059.04062799839,-1.02579086558029,0.179054233935594,-5.72893945612739,1.01060452726232e-08,6.57385920538686e-07
"Synpcc7942_1629",441.424958839462,-1.29568888819577,0.474992337206211,-2.72781008598307,0.00637563027209826,0.0255696329859941
"Synpcc7942_1632",1249.05056022193,-1.17496520736935,0.284622568858779,-4.12815193145255,3.65690469104193e-05,0.000558033194261659
"Synpcc7942_1633",855.265970347159,-1.77045978794576,0.227719886219456,-7.77472629790247,7.56107087601133e-15,3.36089600438704e-12
"Synpcc7942_1646",1848.41593948339,-1.18178604926698,0.487047265952691,-2.42642990091596,0.0152481957460282,0.0470682153410386
"Synpcc7942_1647",958.842318144438,-1.21051190704823,0.495034717527158,-2.44530709501565,0.0144728849024525,0.0451204445652993
"Synpcc7942_1661",529.104812805406,-1.47299083482538,0.463986114154304,-3.17464421863176,0.00150020319529867,0.00912048457527624
"Synpcc7942_1663",255.132706144394,-1.21152336417505,0.497768337766967,-2.43391005866313,0.0149367060749762,0.0463211570953042
"Synpcc7942_1664",212.121656996533,2.90373589214549,1.05896391381574,2.74205367554266,0.00610563634803543,0.0248606597560465
"Synpcc7942_1672",437.731803636813,2.00320952511923,0.763479160402469,2.62379070577806,0.0086957201741386,0.0317256986380679
"Synpcc7942_1678",1155.22022666409,2.30038827919001,0.720024257722376,3.19487608162916,0.00139890891154244,0.00867648852810161
"Synpcc7942_1679",1255.36924504508,3.13957631776238,1.14741226946684,2.73622341446744,0.00621488155194492,0.0252284461172559
"Synpcc7942_1680",1703.46941991093,2.36443727069665,0.411261681831317,5.74922822901464,8.9651732549428e-09,5.97752926773312e-07
"Synpcc7942_1681",2239.52191207703,3.52340294168623,0.553666028985048,6.3637694155539,1.9686161194904e-10,2.58261104225711e-08
"Synpcc7942_1682",731.448046929037,1.452845874475,0.409244024396242,3.55007229884025,0.000385125367862946,0.00331332050351766
"Synpcc7942_1683",101.507025413988,1.93036680621287,0.590860001628821,3.26704600225339,0.00108676019523331,0.0071742312888298
"Synpcc7942_1685",1075.99632529684,1.48279090616109,0.419410224927067,3.53541906714111,0.000407128937200673,0.00341450589784338
"Synpcc7942_1689",1022.22133305899,4.04944796609842,0.558124380183253,7.25545794069924,4.00305154850758e-13,9.7055804362452e-11
"Synpcc7942_1690",117.507179042104,2.47362354921664,0.488914541605254,5.05941905735712,4.20535743486182e-07,1.57967440546147e-05
"Synpcc7942_1716",7987.37181461741,-1.48958746389959,0.467307476542419,-3.18759604473047,0.0014346080420274,0.00886298482498014
"Synpcc7942_1720",471.090044281991,-1.34692117891932,0.480487269295922,-2.8032400960238,0.0050591990764337,0.0214854839758737
"Synpcc7942_1724",80.5259790147146,-1.3001075933185,0.430372451029612,-3.02088944171067,0.00252033367358982,0.0132578499161027
"Synpcc7942_1726",369.965142625944,-1.04260146714548,0.384733479131134,-2.70993174157873,0.00672970560811532,0.026517934841496
"Synpcc7942_1742",6214.07104749117,3.11182594888684,1.04129795473125,2.98841069911635,0.00280432437903871,0.0142571334997064
"Synpcc7942_1743",2644.99631848895,1.5909300089296,0.554578823546844,2.86871755894807,0.00412139647967405,0.0186574470490526
"Synpcc7942_1749",719.593555107752,2.46498630440508,0.783780189447605,3.14499694887972,0.00166088562144614,0.00971399550964223
"Synpcc7942_1750",942.916137756861,1.96395169202691,0.799408125605601,2.45675722965549,0.0140197393238557,0.0441942838693271
"Synpcc7942_1760",913.445420670301,1.13239251521397,0.2607952127355,4.34207554401104,1.41142982083656e-05,0.000263236596655322
"Synpcc7942_1761",2906.49188314885,2.02163096371288,0.650178248291421,3.10934881169195,0.00187500217048062,0.0105945567556606
