"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Synpcc7942_0908",538.649938754239,1.03095687513437,0.213033108999311,4.83942087676945,1.30218020551902e-06,3.85879400902136e-05
"Synpcc7942_0915",531.458297307773,1.48105587654053,0.427907351677155,3.46116015706584,0.000537852728812286,0.00419234332695467
"Synpcc7942_0920",968.873620981662,4.33718434021521,1.36685247692206,3.17311810414382,0.00150811162268347,0.00912048457527624
"Synpcc7942_0940",350.383229862817,-1.21532904888162,0.369732087541856,-3.28705321997251,0.00101241698329834,0.00679858269405617
"Synpcc7942_0942",10741.5722844469,1.67522080646677,0.65114978170852,2.57271192208841,0.0100905158510148,0.0349618868172273
"Synpcc7942_0963",93.0273404589711,1.23458034267276,0.497361367390879,2.4822602309248,0.0130551894462395,0.041798547722834
"Synpcc7942_0964",371.370612079479,1.29213215199772,0.386573953017159,3.3425225417098,0.000830206119593711,0.00588872266211816
"Synpcc7942_0967",1382.24744038132,2.53196485503749,0.848423946443591,2.98431564272901,0.0028421341458993,0.0143288691249782
"Synpcc7942_0969",474.496932276623,1.14102992505463,0.45762814696962,2.49335608530737,0.0126541870552577,0.0408610732927882
"Synpcc7942_0971",1943.99425813713,2.13088260999629,0.775833287143759,2.74657280798194,0.0060221517686499,0.024624619400934
"Synpcc7942_0972",253.645825632219,1.42269623578322,0.364188484069814,3.90648331293884,9.36491074209105e-05,0.00112159259545571
"Synpcc7942_0977",8359.96462735237,3.42549478330935,1.14045073397321,3.00363240714071,0.00266777436885966,0.0137788950779738
"Synpcc7942_0979",784.056258234003,-1.47019699567544,0.562166502771457,-2.6152340782089,0.00891663237905426,0.0323546374897112
"Synpcc7942_0980",859.55051190134,-1.54359938601704,0.612195779632419,-2.52141461501722,0.0116884038615988,0.0385327232371867
"Synpcc7942_0989",505.447314817854,-1.39757896011374,0.537948107214456,-2.59798099736893,0.00937736832349943,0.0333076220147816
"Synpcc7942_1002",15606.2596545438,4.47740434152709,1.49849746970401,2.98792919711202,0.00280874614563408,0.0142571334997064
"Synpcc7942_1004",535.586052263724,-1.95450498342684,0.687808913592818,-2.84163950888242,0.00448822101124997,0.01985088795523
"Synpcc7942_1005",678.243013654475,-1.39707433294408,0.550302506695063,-2.53873881355629,0.0111252844734615,0.0373755871745569
