Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
HKK26_RS00005,-0.009731854933586586,0.02281395065751448,0.018892573074317583,-0.00909911277770383,0.003827290662349972,-0.01702648659969645,0.04642170490407391,0.0027445328887066526,-0.04953380831765737,-0.008498792655304668,0.0003555630553195718,0.020408597159820113,0.03035429564885967,-0.0002856533743825658,0.005881250168064103,0.036441993385070745,-0.00019774157633090743,0.011043942505743089,-0.014768239311193221,-0.003824916480751056,0.01112117924196322,-0.030324164260473477,0.019482914119102964,-0.00032538692149366636,0.006515990928919488,0.0025976220424505335,-0.025633702675380645,-0.005385547544832599,-0.003746101414161711,0.0070226047803370805,0.0010501619201049445,0.003368872249000201,0.009458649909386002,0.014365663155444217,-0.004753967860229512,-0.0010251001601560995,0.011447555967936038,-0.020751474820693047,0.014138495288094636,0.013487766923927636,0.037159362355202175,0.0011896762404327976,-0.010578460774945939,-0.001161391307701609,0.03516896677116129,-0.016190075591805082,0.03473069819649957,0.002897260812327777,0.0050931871455036125,-0.0041400451953452246,-0.005633566218200536,-0.005282995756645804,-0.023498600533130576,0.015340181382319901,0.002264424464197085,-0.04385188778359421,0.06977036733736514,0.03695970477121872,0.005487212841680043,0.009617391621185344,0.058577034871075406,0.0014579845719762503,-0.007740596611775257,0.0017345078113685415,-0.00825222008603874,0.0019527865777212137,0.049226810521191024,0.006235045595831946,-0.008232226232839162,-0.03612766745255413,-0.05686509930391875
HKK26_RS00010,0.00958355386952077,0.004746706260832279,0.0038354231645667176,0.17835042722497063,-0.011721205923751154,0.07156402066650382,0.002003447967010329,-0.02659904272225124,-0.004934205245761429,-0.018924197365896317,-0.008229931609138425,0.004887599246463726,-0.04732810227325082,0.015272582285529477,-0.022278551211168757,0.009026710521257341,0.0060361627887928196,-0.021528080518429787,0.013584469880156158,0.0003614244498149678,-0.01929651705466229,0.005392650376107941,0.015761232014802857,-0.029420679494025284,0.012821750882527756,0.004197603177407052,0.008615329200221143,-0.003252132576168143,-0.02807980939778913,0.01623472160624967,-0.03313399264113764,-0.025655268780183135,-0.01753264160776413,-0.006314070912180985,-0.003145776079451438,0.005617607967277955,0.02542609294316838,-0.04028385635363309,-0.020139180204539208,-0.006534304784541618,0.028304117311114943,0.05667750214280263,0.02181546230614885,0.010358920653098059,-0.004637131695471585,-0.005623622423120329,0.003508565705447725,-0.009857888927218405,0.011115199722546454,-0.0047128756172161584,-0.007822634871765021,0.002218127699116699,-0.014093332145501935,-0.004542788917573972,0.01253735610345272,-0.038514337208845284,0.014627167585418514,0.006437609640087753,-0.012605329817005581,0.025140760446143492,0.01873526617173831,0.04222971173894702,-0.021306397649269903,-0.008435235576423575,-0.013293217265483782,-0.028867218597747688,0.0005653796255981169,-0.01150511719504942,-0.0020137658956194244,-0.02802126070117048,0.009882536356043144
HKK26_RS00015,0.008468586756320921,-0.032766730106287806,-0.020824492579958852,-0.007507889477273796,-0.012710831363723408,-0.00588794179625342,-0.017922025012914206,-0.005273735013868488,-0.0035931603322122514,0.0012924476459373734,-0.007345784535119305,0.03131619561103711,0.0021930833483278732,0.07273024576896374,0.061402905096176144,0.004400321350911124,0.013200404937346644,-0.0009605159686063229,-0.009231699797031768,0.012579200408108539,0.0004799381422152592,-0.006487237507148673,0.011642108362663925,-0.025639241481199594,-0.013492530918567227,-0.01599427540596169,-0.0018887337983902513,-0.0013852959155602545,-0.0063640278746390395,0.0013054787882080087,-0.037801439389840756,-0.020684576684009307,-0.002923291409559117,-0.017570656924789214,-0.010993900359859279,0.00437238391182611,-0.015808700089284502,-0.016841098754173108,-0.005189940152742712,-0.01149071517930811,0.0028902587324979388,-0.008287299129007445,-0.0054407782082407374,-0.015742284673570913,-0.004584602988863803,0.0024564025387377227,0.01502550274169165,0.007722828778016505,-0.008420176632314518,0.0061814286731282884,-0.006419221494961859,0.016822717659372006,0.013684792646065985,-0.012729992773023247,0.004711149834348882,-0.015174492188850159,-0.005387062937756228,-0.005569003911163249,-0.0009247367369137033,0.007817562202341947,0.013465320051396635,-0.017657912212114345,-0.0018739063891399347,0.008675453270405248,0.01889265701049114,-0.04025487843468906,0.009967353449970849,-0.023506274443426817,0.008151704973240548,0.00458405538998484,-0.0011872153972565906
HKK26_RS00020,-0.0063076128855350825,-0.018418107898482514,-0.018556165018382115,0.014467096483915524,-0.0017792122684479128,-0.003044563569919148,0.0017754115293341249,0.002517708312385763,-0.008422222779605817,0.01637902584261867,-0.015329329779373728,0.006204649348134967,-0.024905263171049675,0.0698366106287608,-0.011961819604749367,0.006674520083805546,0.0007119800851335893,0.009640255686815707,0.0037001609056413493,-0.008844620391329196,-0.004922513403854776,-0.014847811335721548,0.0004858616328660345,-0.008573330779481659,-0.008828576183918399,-0.004014353079859495,0.0027765633524584753,0.0007535627890067517,0.010214296734485226,0.00022297485151002693,-0.04560549354123303,-0.009444701730835574,0.0005863390150856481,-0.008504941280163386,-0.003084061990005698,-0.0016269751854654899,0.005522309241780047,-0.0364994706363308,-0.02379132410363401,-0.010587978465590725,0.008983429191813542,0.00045153168446745485,-0.008397623221445038,-0.005451137437636556,-0.012541522060345388,-0.007094121205391047,-0.012148596266459871,0.0003225527905340703,0.019467128024379436,-0.002778435893289911,0.016533511779554047,0.04069844117617692,-0.0019463253553822608,0.0010442953006427219,0.0007914546785867537,0.0020053373262914906,0.010421353614110567,-0.005351363629326428,0.0037623504751452875,-0.007195719696158125,0.008239325999479115,-0.02493890965969075,0.002907012258524827,-0.0011567341325908682,-0.012688663734105658,-0.048993272268211555,0.0032403989112599232,0.0007541139726080081,0.0036105273953274176,0.018094307586750975,-0.00842902125434788
HKK26_RS00025,-0.009279552629185298,0.017788609552615773,0.007056248613120199,0.0029574205229103427,-7.23780411841663e-05,0.0007749119722750347,-0.03696911793563244,-0.03843514191408035,-0.011764805480769787,-0.0030238170429142002,-0.005107099270036022,-0.011827228480699342,0.019498452774277763,0.006758988236015255,0.009985259783071403,0.0078468842468906,-0.016679714207409414,-0.01612997977239587,-0.03727797120642865,0.012205656071309332,0.012257394444038963,0.006447118699454807,0.0009554571472597009,0.0014305076286282663,-0.002675224561528205,-0.0076192672412589224,0.007210625467143191,-0.00904139856648746,-0.01182521266258343,0.04789266736029607,-0.02247559024273718,-0.03493868470892451,-0.0024762452407602205,-0.018459993037922156,0.006846151211245366,-0.019834240357855845,-0.018298822128696955,0.05746745886254838,-0.008808277395539887,-0.035745456591782236,-0.0015130987557498401,0.024390545534583828,-0.017794381275200964,-0.0027592675914878757,-0.01591913045256356,0.0018943828888277634,-0.018929870764386063,-0.012744195319478423,-0.019152348360389326,-0.008955583714508525,-0.011579177408057886,-0.010763492842693597,-0.0014859550243280439,0.04014111835709537,-0.005057970863058608,-0.0323215634061875,0.013913539608635426,-0.0544326917280309,0.006197604297020993,-0.001750444840331917,-0.029731795501263966,0.03534079814523463,0.014547627236054904,-0.005341609137284668,0.07758433532725859,0.021218930393481408,-0.005298513866517485,0.0074908287427096504,-0.013050259485303108,-0.0059458208347529405,0.00416445116942175
HKK26_RS00030,0.01224883881592424,-0.007965431612872071,-0.002598325113351349,-0.023007706755185788,-0.024461027294122643,0.02782903142747894,0.0055432074857497534,-0.006131822345138071,-0.002356813469207037,0.016350960677158726,0.005253508494649249,-0.0011351897798925594,-0.005485673195220269,0.01981396805026212,0.0012288239797707667,0.021170735530328527,-0.017777493201265752,-0.03254953224536507,-0.002705065240965803,0.014230554406571077,0.015118845376281066,-0.014190626546158668,-0.0014317351011155178,0.015809457738557745,-0.01478427110079906,-0.007185714064132532,-0.001099147509897429,-0.009768066802533443,0.013327131545868124,-0.0013299433531494603,-0.012682006427760385,0.0008305180570858271,-0.03431094090336659,-0.005499944237289679,-0.010033412763033647,-0.017864424548419827,-0.018642968349136653,0.0009208157227515539,0.021078166896628104,-0.03339570412968425,0.010621660610911828,0.03963421650106443,0.020468289945059823,0.00030292106394615566,0.010122616935488223,0.0016463839365836478,0.0024308290570844646,-0.003198974432494408,0.009074780010917218,-0.04234001238452846,-0.008302916841893236,0.0010018586725524371,0.0034139979118207394,0.021868109332134324,0.02467553882540991,0.006348933859651669,-0.010665289693321695,-0.000683306131349632,0.029918664283589563,-0.026256809900640124,0.015985817256607263,-0.009050908434512677,0.04274056408192801,0.014514089023444888,-0.0030074975596710006,-0.0346262973388726,0.008932468866336554,0.013989047478147379,0.04270743433914925,-0.007860139282955779,-0.0017599465024362437
HKK26_RS00035,0.0008836664681479585,-0.00241265899374825,-0.003974268849909488,0.0051842980362676715,0.017857723168879062,0.006441029616736903,-0.002264835800535836,-0.013232266033662794,-0.004156907563275683,0.02374146927295206,0.0058714309460635526,0.010497217275650355,0.0019114666908538497,0.0198860502218449,0.00299687649739468,-0.005470101105944085,0.004874460306563066,-0.01117284084757209,0.041023476507008515,0.030553745678876355,-0.0018442610132355813,0.024334289024383653,0.00018559796047425272,0.02239546859130803,0.011343741957266267,-0.003639323536143084,-0.025005153332934838,-0.00884449145427486,0.0038654960230741853,0.003699897215390577,0.06720851107120221,0.016486011254203514,-0.018598772816084602,0.0019060063942548616,-0.025219130968511933,-0.00977051924118739,0.00011929228618883094,-0.024938898964554274,0.009536315118970642,-0.024531498420841083,-0.015711734441190083,-0.004389565034571916,-0.0343151329608664,0.013080305313496243,0.02500589092992844,0.017484207792158205,-0.010208853837227562,0.012492212650243277,-0.003958892354161227,0.02239089549056012,-0.015629855916302195,-0.0025239516864553418,0.01593414625605796,-0.0014031794263130693,0.002967774247089393,0.04003958790545817,0.10175032657309174,0.02426887382706708,-0.011948406367545754,0.004653437445023683,-0.0007201569450964871,0.013069190061012885,0.012168933844024656,-0.029420990335867713,0.08952504120478111,-0.02248546176564778,-0.017965064990543237,0.01719289259961611,0.021519837422271922,0.010199969736563548,0.004338314921464018
HKK26_RS00040,-0.07316171230174544,-0.011007226474444774,-0.009615702642585988,-0.014795698208028563,-0.020523820900219442,-0.003512171402727587,0.012712710561216162,-0.010933105358048622,-0.016240472713843414,-0.02331695732187603,-0.02254867875290243,-0.0021158410610571444,0.009758622108322791,-0.011326201844372843,0.018323363476128722,-0.008848206645166428,0.007538668836197204,0.09668818536957112,0.005243080902587376,-0.006323934014006942,-0.039688792414261084,0.006474845794128332,0.006675676902521094,-0.008214216470886979,-0.008647410636619977,0.001844408830826208,0.05071434469387747,-0.025197531810043423,-0.03798749025100907,-0.012534249981663614,-0.016730482618173566,-0.005541798583669281,-0.018695720776715812,-0.005703432903140492,0.01024487120986899,0.011070796940634014,0.02719434927060245,0.03932202025352411,0.00687675603141601,-0.001143148437095276,0.026375187859781494,0.01084718584024535,-0.014812985228555198,-0.029429326421934205,0.023185599694991437,0.01991473725924216,0.03007968451958408,-0.01607975995024719,-0.03404854151751041,-0.012377163947709746,0.00039667156138274907,0.018260378613079817,0.006577434070027342,-0.03966770045448469,-0.00042531903608627,0.01255379971693341,-0.010289481691262972,-0.05792337440994655,0.016820531507977153,-0.0052120990178786755,0.07250858016882929,0.015941957424239716,0.02811378095274336,0.00804183818792602,-0.005225004183114792,-0.012626333346325564,0.0384929499811808,0.061789048000927806,-0.01457365537791402,-0.0374414330938949,-0.002510373319821252
HKK26_RS00045,0.004333910525538897,-0.01096445091482532,0.0077301140513404976,0.00988164417534081,8.977122827447305e-05,0.009036333465387646,-0.008513916133997945,-0.01465183674649232,-0.004726368804295168,0.01595343671199832,-0.014232435586220197,-0.006793567075897815,0.6826363488511434,0.0015569116806165553,-0.0017712492337282526,0.01071087230915106,-0.008328634241791578,-0.00982328780630893,0.00603563664479777,-0.008867197055855598,-0.009943798522903346,0.006063929919207953,0.01339693764132889,0.008261391474748258,0.0007770676581182101,0.0021640494592966787,-0.009092345552674401,-0.008961924730288218,-0.005353698857554633,0.0025101447672219892,-0.0007409125066729958,0.011299725186758204,-0.012237506535878673,0.004463771044064972,0.008225043425035506,0.0017446786921916093,0.007057059463396166,-0.010251663955410712,0.014829611379070504,0.002378042667541099,0.0031771809597852894,0.014448498335669255,-0.004617646463849777,-0.016874029714562228,0.01787262392860196,-0.0027723563221539256,0.004144473390006845,-0.013243078079207639,-0.004340830764609405,0.012833993447819804,-0.014184503744926101,0.01010957388862928,-0.0026841223514461345,-0.008473151589552532,-0.0005189737975885746,-0.0062704880373757365,0.014254045498785752,0.0024002720123830696,-0.004157346963481208,0.007815837666970755,0.0014189527501965093,-0.02892251612619322,-0.01255612391776145,-0.009747300083494592,0.0015276866166852446,0.00357841981365134,-0.0037648595330027476,-0.0047833718733499035,-0.0031274174811576462,0.007133884938638188,0.01619811119919434
HKK26_RS00050,0.03376135717122244,0.03517523343470962,-0.02351907780978706,-0.021214762789664256,0.02029066051566407,-0.01038954350655428,-0.012153520096003147,0.02044336197213519,-0.03986044560274508,-0.004258818871304445,0.015669118206461823,-0.01319290231955554,0.02215982344012429,-0.00500182006525953,0.011919187211061427,-0.0041882513080801495,0.013513069725576395,-0.0004269745376380378,-0.010337397257146894,-0.009839436006947278,-0.007139572993633908,-0.01912862360840966,-0.003084090781757557,-0.0034976157212139075,0.0011854256892107691,-0.00738937018694663,0.0378652348757856,-0.017713789668720805,0.008555387292738281,0.018286261022984123,-0.009507638082459668,-0.03352349425574855,-0.002639103693938043,-0.002251663190524305,0.014475033006158964,0.022160647554917073,-0.014661635260713147,-0.001302408225461947,0.014979189722471082,0.004613271450394813,-0.008413779489245581,0.0426537788122024,-0.022687181933502085,-0.035034959114035154,0.009097677138726036,0.010191179893480794,0.016151451952330215,-0.004864050539296028,-0.006852770195077002,0.021054555390157086,-0.030416955882874373,0.02910161375493737,0.012362503660146266,-0.007135009204095854,0.04231248068868379,0.006543797772779572,-0.0039906740183010955,0.025405294164243537,0.011829075146837165,-0.004056370693828748,-0.006321609567393275,-0.0186876976600639,0.0461097241518352,-0.007384495350907876,-0.007891753351882105,-0.0033822211085572517,0.001754927253811874,0.014533733449531124,-0.017698296823289387,0.006382246835177505,0.01063372840946201
