Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
HTX97_RS00010,0.009813387031594746,0.03096030043693768,0.02214075243335785,0.003100381385146594,-0.0031999703514264256,-0.003073252328652274,0.0036725474535672866,0.010552523893165635,0.02433029198070917,-0.005708384097592437,-0.012436936581286407,0.012243864116064408,0.0073154869762813626,0.016755606098842885,0.011976709660560232,-0.019513534944346215,-0.021186518507266907,-0.0017372757867832192,-0.006911983095807321,-0.02451690272358282,0.008226620859489865,0.0015226473349815803,0.016733148620272628,-0.03351292294875357,-0.01058029918107586,-0.0035084279846170135,-0.012905839357493773,-0.005299063080704715,-0.004014666483780288,0.030318864898679423,0.09008782102140563,0.013135251844301546,-0.03790020583977281,-0.051179477131363615,0.007497087916237044,-0.013374104101258546,-0.012546042268447175,-0.02042681996259716,0.06608019442616668,0.020970007927668975,0.0209698605583654,-0.0037260941205073143,-0.02472799152120869,-0.00046254314241345667
HTX97_RS00015,-0.02052420657917006,-0.005606985309526536,0.00690514951905586,0.012972496395521192,-0.0255035430646192,-0.008937408104564896,0.004297078089323484,-0.0029188350446295542,0.008090989182974736,0.0033729950253686305,-0.009523769238076211,-0.018128269980685997,-0.0029625521776537266,0.012437424647509202,-0.010665809715088926,0.008210908969213197,0.006732889679915876,-0.00035948992727806043,0.0020826635492252345,-0.019461625584074268,-0.02348843756373344,0.013194506360813273,-0.0013185819056076632,0.0016943202958022256,0.01056086816459096,-0.020553137228683616,-0.010965234209539593,0.04045735784865256,-0.009577231667257692,0.007820231448625342,0.018813257788277808,0.0054728602282388805,-0.010915306719710909,0.0037718528948813296,0.00680895617726113,0.01766787585691409,-0.03417387959536356,0.00808095102571152,0.014338431649667834,-0.003449311435709106,-0.0007598859404589652,-0.018403945433918913,0.0029002591382211087,0.031430595055361846
HTX97_RS00020,0.012980180509719321,0.02343674417254609,0.022134792682333537,0.008064446042883467,-0.03296585655649464,0.003784701269367663,0.004757749925765958,-0.01854822629560489,0.027205932599580193,0.030176355712757386,-0.016252863876290918,0.030056725362844445,0.026823096042260342,0.01165996900186162,-0.015393254243963005,0.01867041512647203,-0.01012792173860073,-0.01830111386964339,0.006412989983452699,-0.008816947608273517,-0.006012305607196067,0.031121939957038873,0.01736934454928019,-0.025879935783797197,0.0059739931891041095,-0.021296199515214272,-0.0020510311447454453,0.021118024027690478,0.004248326969541912,0.015407805673236304,0.030373216110739544,-0.003429119244273776,-0.005133954792479472,-0.011056094308293608,-0.018541484075041397,0.030214369457767655,-0.0043336662436922226,0.01363038427068488,0.03009829585832393,-0.01604446610382091,0.009696785556384629,-0.004705565684720276,-0.020721317695369168,-0.006055566379414408
HTX97_RS00025,-0.004725521736751722,0.002038437576478348,-0.0018781017524170881,0.010841538937179292,0.0007125114770141243,-0.06021329787204598,0.009260443659644978,-0.035683621572979225,0.07187655669553637,0.012379513046014808,0.009686783162383588,-0.04335511279358292,-0.027486232464971935,0.029074519524671362,0.011956119183279263,0.033150272876870196,-0.010135569682056781,0.019426071711648965,0.01969718362009668,-0.02553949669826266,0.0013931170915495975,0.0024368268122919715,-0.0006975008318009686,-0.030778245774543335,0.02414358691561681,0.002605691400608839,-0.005611177595609113,0.025049901369492724,-0.011624111057356175,0.017994825742295287,0.044975919155326935,0.028183001698756045,-0.028221514542231242,-0.012816241091632364,-0.0063732025720947315,0.004584036918194663,0.053201676012670056,0.0104135920869949,0.022882393674803478,0.07363428794242433,-0.01755506542496662,0.00781390996212367,-0.021116185440520102,0.021324967432169915
HTX97_RS00030,-0.017072759591202972,0.004065451693942131,0.018239525363756635,0.005680615926792876,-0.007300133274133857,-0.007870541357189245,-0.011265795436323334,-0.0167490106940269,-0.004115596383643964,0.010846710415085321,-0.02404314681264865,0.004853252449048581,0.008730738870086211,-0.012516364497240012,0.0055740499322588614,0.002780657660698498,-0.021215116778577493,-0.012599870033112472,0.006234575895725658,-0.012729740626533228,-0.006915216881573916,0.005459967397135739,0.007987786592912783,0.02296206068794005,-0.005665382708781546,0.02324812514529909,0.006299833187236664,0.012914160668664599,-0.0067370443263920195,-0.0012655755973458571,0.03189764967076824,0.028935299421029674,0.0174534694590591,-0.02049348250384555,0.0033655296736937092,0.005832014762117107,0.011435450176128894,0.019009981657827614,0.0017629091828932936,0.014592286491509829,0.00860608588973677,0.0006671536536109793,-0.05288899565218458,0.016127803988059033
HTX97_RS00035,0.0006560675613667065,-0.007394214371174312,-0.014667504464825402,-0.025667658836507696,0.0041439765072798325,0.11970233264403678,0.004691589378592351,-0.0017430314595445662,-0.007840440513564818,-0.01847761116696596,-0.016232333638632423,-0.029257813644357564,-0.006392354990810287,0.007464785255404382,-0.010044507195896309,0.02792324134748187,0.02065544826353096,-0.005661926865813552,0.013772716954630716,-0.014794370384248981,0.02156426143152687,-0.0002698455375480403,-0.00850663168437516,0.032401749091913935,-0.001700918155024342,0.00018654518461199508,0.005977774738117511,-0.017636371242711685,-0.03522159052355085,-0.016479318722390203,0.028184139109206932,0.007602630860094055,-0.031387096775547824,0.0315800161990877,-0.0032756712443385073,-0.00556270358599738,-0.038593628595332184,0.006359182864784375,-0.07215467771660565,0.002168497878625891,0.019447228815801243,0.016723242823363692,-0.005225127842577068,0.006902010890032574
HTX97_RS00040,-0.0005541776866411894,0.02622541666045497,0.021569828672182375,0.019501790691942363,0.0017469250609382886,0.030418190089492186,0.015599818184204632,0.012513885521607848,0.037073785530719265,0.06219533045036734,-0.005223078172543294,0.024203260738995626,5.128983506304798e-05,-0.0007535611848919593,-0.012572953334596943,-0.009542103765562953,0.002448098438021616,0.016479157463436048,-0.0006851694703174062,-0.010037586295503595,-0.004708627436324414,0.026722154588541373,-0.003164043594290304,-0.0609262394968543,0.013712554721200563,0.021237238735303574,0.021054385139776116,0.0010008073163914365,-0.008894882446370636,0.021143602120946566,-0.01992010993360674,0.01526165117378193,0.02179949435238178,-0.046478799874335223,0.038213619688508046,-0.022030399769665376,0.01567347671401306,-0.006828287224413425,-0.04878535941604243,-0.056082337766194326,-0.016901652761483452,0.045349635456741456,-0.007203633955135851,0.006602581971690082
HTX97_RS00005,0.010241157187936225,0.024455543514031876,0.0009423747305730695,-0.021244685349923954,0.018138055613844267,-0.0009277959981206399,0.025581434465990385,0.010422748553397872,0.023163715399313733,0.027172684667633343,-0.005222412127014184,-0.002188281088104654,-0.010677599649298566,0.01383119554952489,-0.0003684288970841175,-0.025500583185207145,-0.018913348437283206,0.00452893210347915,-0.023716321024799453,-0.025565528946335972,0.014314889756159582,0.009324986005522187,0.01102840997596907,-0.015749291626522895,0.005619681730521943,0.03193925898092254,0.0230605635830718,0.001907325466683574,-0.011531801155903987,0.01647123016313266,0.04444712947096043,0.010477125832373651,0.04342438888825145,-0.02635213792075629,0.008579761627841978,-0.01773361945898863,0.026827935289231542,-0.013141746777625302,0.028570077226051527,-0.030405661856208074,0.005829941683423011,0.0008578347632819581,0.02241577755600037,-0.011201434538507053
Synpcc7942_0001,-0.006296126499765555,-0.00041870136750395777,0.013196785161581117,-0.0017928492400082169,-0.010826524875283771,-0.006970892494567296,-0.004268798102713844,0.0013804776454849077,0.002603321631570773,-0.0003324687956059121,-0.003760534087449301,0.002119900414105586,-0.00563082354815574,0.00719805376114907,0.0008247999226413959,-0.006264654641634112,-0.001791081700085885,0.006903154443663233,0.005342166795823147,0.001511334568645364,-0.008389006898424716,0.0002829872766054122,0.00092288655306415,0.00340107072085033,0.005997083500544008,-0.004409740692553527,-0.006719037107374615,0.006329508109683681,-0.004291267651118351,-0.0157598046928142,-0.009522539911643688,-0.015484934639381751,-5.030689184230955e-05,-0.004980771428427298,-0.00045834199084714226,0.005506947124991263,0.004501313754373736,-0.0037263504042075674,-0.0037771545517547556,0.0034083048847421047,-0.0024611317431368364,-0.009718174289756512,-0.013916148647713233,-0.006248986778683728
Synpcc7942_0002,0.014083609873318593,-0.007363775094975186,0.0005489995555684983,-0.0008435722629530607,0.00024159477268643288,0.001479365355357463,0.004840874090021876,-0.0018476524038324572,0.005229040532409932,0.0015616936356969771,-0.0025908541242068645,0.008710589481977163,-0.011705084320819969,0.002542547653205004,0.005963707186894179,-0.00040994173594351304,-0.0007517106213047667,0.006669311815515349,-0.00639007881986823,0.006375150150859285,-0.003576540836967481,-0.0056406041719336796,-0.00930507878025643,0.006562875472025991,0.02218744650476471,-0.006594960481151105,-0.002331140605388935,-0.007166643432750316,-0.0131035489603079,-0.018679343392330173,-0.015414059890220821,0.016984619631263225,0.0028623940669954715,-0.003929910470677526,-0.0066388295536610135,-0.005741977836373729,0.002519002675371793,-0.005420535215461946,0.006531713563503945,-0.003212815539640031,0.004984284596032941,0.003555166650033326,-0.035781669361920385,-0.00246053461238605
