Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
HKK26_RS00005,0.009587448715344744,-0.010216173969361711,0.06613893772735076,0.024520484867624693,0.032750615846545164,-0.036521499642181626,0.005665275730122029,-0.007033096458850891,0.009469297215098612,-0.012503320243681197,-0.013673408232157418,0.009259848830886796,-0.021281864916977988,0.007990053944924056,-0.0029066042650108554,0.019581887457228348,-0.022922436044013506,0.014943562424334622
HKK26_RS00010,0.006779674434286674,0.02008885313049783,0.014593671796351038,0.09710740717019474,0.012177358436274783,-0.0051369155763354235,-0.0008833443039906399,0.02178075018221083,0.002629848655983067,0.02007168572644944,-0.015131140675618342,-0.017624083990672754,-0.019440946921709258,-0.006453243304692274,0.020040879101344077,-0.0230604788367449,0.012565854903039513,-0.011372138312460926
HKK26_RS00015,0.01997369494919578,0.04018045284849925,-0.0008276319214826629,0.0409965166831395,0.0071421206328165935,-0.007161516607897577,-0.01716098590163246,0.0443178967965115,-0.02857127563577396,0.034207090295884396,0.020929642341378202,-0.028363119692562756,-0.005251733639976053,-0.004811369657904367,-0.0432963382747855,-0.0017388317551224675,0.01547382804003228,-0.03292626882227968
HKK26_RS00020,0.003121580494942529,0.0061574771604412624,0.027715174679800912,0.06544935874558357,-0.02258182956563136,-0.0008124235942291877,-0.036606540960953955,-0.010831794263934203,-0.024011710030293964,0.04328761105757177,0.006889626264187895,-0.020808541815678056,-0.03462009169524758,0.019198823557494263,-0.013462594526222007,0.002515539142733874,0.041821634180473084,-0.03284605767453991
HKK26_RS00025,-0.0063828491548758816,-0.006664090992564648,0.0468914396850659,0.00080946501753165,0.007860441763219102,-0.02200512011049684,0.002775842986387385,0.03009223080717633,0.013630055703970833,0.04146682631668142,0.01777639972755324,-0.012877758507074975,0.034273611731281524,0.02442314381789278,-0.025200928335822773,-0.0181051907722402,0.00620107557776131,-0.02312849874618227
HKK26_RS00030,0.031395846164087936,-0.004603654104264476,-0.012607711476577023,-0.0003560955418725102,0.007389315316098523,-0.028086647397567353,0.0011231540238222175,0.03391988877430751,-0.000787804815495731,0.020749750024274757,0.041009857293036876,-0.016383233913560273,-0.0040295083563407445,0.014871612611762038,3.7119517424348384e-05,-0.018471461775151986,0.021586996298321014,-0.0071246370434080025
HKK26_RS00035,0.01787241649601919,0.006067254094394136,0.10066784436113917,-0.005604394136955963,0.01885898077861409,-0.025897644173727037,0.00100861445067171,0.008423755931917265,-0.0067273184773601466,0.019739967053507432,0.01748275134491384,-0.020124201619170674,0.08304547022818597,0.010282049381713787,-0.007877812233913683,-0.013445025226313417,0.01981243751378772,0.003787021766494059
HKK26_RS00040,-0.006579938395326983,-0.02033497512958636,-0.0017640169874921802,-0.013097824832506995,0.014018309734495478,-0.012432607595220697,-0.004199330910767059,0.010739232484457588,-0.01828441014702102,0.02446941538537235,0.009808793029946748,-0.0035012677191282988,-0.00837097957346236,0.02396417254089126,0.0412543607820306,-0.004659619222320917,-0.022711411994697523,0.009272622164870375
HKK26_RS00045,-4.334791529161969e-05,-0.03455222122206383,0.07148462078025263,0.026193498862009026,0.016634156104148822,-0.035927041464701645,0.021245548050417732,0.018124892598352857,0.004345385872959454,0.06460595361119925,0.02797588848546479,0.005943107378173083,0.006831288917216554,0.023733010053138614,0.015014223839125188,-0.02089421933111557,-0.027963253113913768,0.004271938338306997
HKK26_RS00050,0.027713934734253792,0.0009619315400839464,-0.0011035470732312224,0.0024961531857050964,0.02711739198930315,-0.0235496927156934,0.01197389838290426,0.004561414371922722,-0.027279516368617474,0.010745032110292117,0.004168957959863149,0.0042342768107991365,-0.011654518219367818,-0.0021348454823075197,0.02179059073266701,-0.008608082362625943,0.010037137951606549,-0.030955680749998635
HKK26_RS00055,-0.0031799270433648273,-0.0058850093734367495,0.03486184647195851,0.015994636098313985,0.020816709238930264,-0.01803980184813002,-0.004865995632770776,0.009439226983367126,-0.013027933065469517,0.002875003409597605,0.027106863593854523,-0.01972257865442657,0.02137789391364361,-0.0013092413923469204,0.02098584314859115,-0.013289045004174467,0.008100962305112307,0.008364981548609544
