Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
HKK26_RS00005,0.028974969181840192,0.04170784480087035,-0.014686581080254663,-0.018326079221578945,0.008852977630409382,0.0008430812279841122,0.027174508454299934,0.009507333449405164,-0.0021036934014753484,-0.018228215884395712,-0.004619847218472399,-0.0003316883900907498,0.036409849338129976,-0.0075036406912863925,0.04028063019705777,-0.0463547776294899,0.0009199217992126956,-0.020592352241400783,0.02181314854360391,0.0032270109314264796,-0.015615250031937013,0.00959304993330333,0.029019530936925445,0.017526651564325212,0.0007537964372238788,0.04739749136365957,0.008399978973216952,0.06435531695331773,-0.0014441557059178653,-0.00192601415373154,0.0064850787071927115,0.006694302581189205,-0.008048055440426716,-0.0013850778362054289,-0.010468023455385904,0.006553705076425001,-0.04332655790099153,0.013780494162533545,0.02870927789035692,-0.05088833329981032,-0.0057651117260850175,-0.010198643453983745,0.005860637486632808,-0.0055429729454956785,0.00018118920358644385,0.0043133491503187255,0.010777998857709666,-0.04262681182758555,-0.005470167989811493,-0.00938259807124982,-0.0007710217169633245,0.010149079221221767,-0.005475065830172496,0.04553599128658977,-0.006890555047688486
HKK26_RS00010,-0.050588206215931825,-0.0017511664124152107,0.0036873267467056187,0.014426267845052243,-0.011253086383506621,-0.02347807364485624,-0.008947444300570906,0.007750944994619441,0.004488053178257935,-0.03947655321932021,0.01926063355253723,-0.00337247265737668,0.012106417860258204,-0.020731657237001152,0.020247115465992314,-0.014733740383496056,-0.004738390630311299,0.01376695888411132,0.018145297714940077,0.010828944348524841,-0.027198432921125056,-0.0038142350940068306,0.004496086494278461,-0.020670522124782945,0.002390311196808456,-0.0014047587563401534,-0.0037295454398158056,0.01193875550230163,-0.03443063115164133,0.010071498332434328,0.006550047072745243,-0.015604340480216552,-0.013574645390017072,0.011743534515763774,-0.0096871193283138,0.014090393677115442,-0.013665338669136053,0.0034321060219818676,0.01585618777832387,-0.00045661598458527573,0.1506864439852861,-0.01372961624773876,0.009485050055299793,0.01005844920890211,0.008180956102593968,-0.027699616761102695,0.0126061966384537,-0.05040392475356959,-0.0022088384693256767,0.00715797656954204,0.001022646732328273,-0.014368901842851741,-0.007591395075818255,0.01236104216807488,-0.0014313342665139602
HKK26_RS00015,0.001207270972318117,-0.024374996645326625,-0.010732297859871275,0.007777210850449137,-0.0034405802470685036,-0.0009420298424483181,-0.006562312353345739,-0.0048353218249321955,-0.0014221800275198556,-0.012313096558654408,-0.011893037585217014,-0.010474595346667209,-0.025805728555961655,-0.00902219359500104,0.004566615987628039,-0.013111368968396759,0.01270456276640099,0.004184163941374496,0.02022431857441108,-0.0037770120558553422,-0.026196114582701033,0.0029354361056522244,-0.004632516558704012,0.004248617206485824,0.026675088913459977,-0.008955806713674819,-0.025275589019943687,-0.004390284403675477,0.013057042147105723,-0.0033209904744275075,-0.02102503182656856,0.05663504224270149,0.008942540308943134,-0.008356013427004054,-0.008663115174678509,-0.0113839105759773,0.01291393611587201,-0.021225170337156873,-0.013446778902525434,-0.007420344391514554,-0.009418149771847526,-0.0005939836257413875,0.07049951943115286,0.015567471855855941,0.016718562565247626,0.0009164888737062524,0.018025094613883262,-0.01603342893743067,0.005764012508918923,-0.011617507302244387,0.008974022304005362,-0.023651722225806325,0.009391469215600617,0.0206859831455581,0.023213601750487714
HKK26_RS00020,-0.0255674788631928,0.007534525781780697,0.003626413953462107,0.0015767518318931279,-0.007290581564074501,-0.010061707846686368,-0.012237044351104153,-0.005469359551422303,0.017106825467448763,-0.03647356324677233,0.008288568751375954,0.0026880698805194824,-0.00948690112115494,0.0003057164706024149,0.009262276451116226,-0.00038996846245681934,0.008100740224352625,0.016702000652478795,0.00413273578831946,-0.0005169369177553663,-0.010309571189129941,-0.0038179193114962727,-0.01661215577048591,0.0006475108378290198,0.041972982811945225,0.019589266399701703,-0.010838109487494984,0.002765781222182307,-0.008935113046133676,-0.019909962846676635,0.0017507521029673353,-0.014996777396383564,-0.014638176476914408,-0.008516816638423666,0.00786673019159399,0.02011717435960454,-0.008006031764243004,-0.02071021269655928,-0.0011153060710703871,-0.016782388801944267,0.01859710377136827,0.004857584061793987,0.06347441710409084,-0.02646027547342411,0.01452393388404679,-0.004004748569858942,0.008339124955475456,0.004145507817850128,-0.01173640112430941,0.00015096521508998207,-0.009972006191341603,-0.019378110128510304,0.009058529407286464,0.013374403916553432,-0.015261810467527354
HKK26_RS00025,-0.004397670017510512,-0.03346266605174178,-0.06038941528215199,-0.007313016129748692,-0.015428016212532165,0.0007251240867776186,-0.00763761870664502,-0.007841647252985591,0.007485267863041498,0.03195441762563425,-0.035139410482367565,-0.0013083505816979665,0.010817328096197953,-0.002296539810751986,0.0049214055329371295,-0.01960519376770585,-0.03356818561066064,0.03832768777032656,-0.0038589535892422995,-0.022094131011879767,0.007395692107761233,-0.014049123898170191,-0.05027015007826646,-0.008038579488602345,0.003928533088090857,0.007708517071286987,-0.023521352875658975,0.011723820006113739,-0.015544107431547709,0.0212281677397136,-0.003395609443839438,0.025336533877493884,0.0577367454408807,0.0008040488608694869,-0.0015934818875062767,-0.035420877224711066,-0.0016601962526833027,-0.0075970741306750555,0.03609767022054256,0.0023495797587419773,0.005997889444483735,-0.01665869564528918,-0.009187795733018214,0.014100075846063674,0.009652100064900053,0.053170990278971715,-0.0025687241824344166,0.0045092127154475435,0.0072050208200249285,0.01908049563232935,-0.007578078960283173,-0.004279705636141236,-0.02073612529246786,-0.01844661755353831,-0.0015148448000163002
HKK26_RS00030,-0.0004905102207921925,0.005879128077762035,-0.00880317488394335,0.001803486857468204,0.009508467386569356,-0.012535708547715334,0.013057881279772844,-0.030636089292585215,0.010650011193643451,0.010777931524861142,-0.01784957492686507,-0.010400856927418177,-0.005846340622330612,0.0091837150538227,0.015051381346945353,-0.0015676726752652606,-0.02544858789010055,-0.006228406956228157,-0.004724653954281989,-0.020556754054274026,0.007152248036203902,-0.0035169471575537147,-0.027269188455602982,-0.04567700368760668,0.0033196217769892555,-0.01100034007636997,-0.0054681417166886626,-0.0005124485197089959,-0.03912436117113051,-0.003442361116032625,-0.008327894016546251,-0.0005071433087425365,0.001008453512359496,0.012698511581048615,-0.0038926545265013475,-0.00018696424372452507,0.01419657563108993,-0.006712820379660097,0.016879522480738207,-0.008066879774300376,-0.023237749294499812,-0.010298971304474682,0.027690686115856376,0.01774305751773693,0.0036038899321583872,0.025132936395835383,0.01598947634375431,-0.0074553856204021204,-0.024720737709381747,0.028715571079497505,-0.03696696178747589,0.006418535572781799,0.039981961260714106,0.01633803635594701,0.014837010174671606
HKK26_RS00035,0.00024726130607167254,-0.0036439450229961458,0.04443247037510682,0.00785217820499589,-0.015687136244877567,0.017971528852137035,0.02532823404218274,-0.016371311479489507,-0.019140995144151355,-0.02709365207262779,0.008344374977694162,-0.01837692638442551,-0.015137732832892326,0.01572434851912956,0.0008330829028239315,-0.009934472060202563,0.002111231517367502,-0.02317835750201035,-0.005815057937391751,0.0007317892431261021,0.023907151781338367,-0.012708528281682624,-0.03235304192979714,-0.025012579480270206,0.002914644199783392,-0.0011935961147978315,0.0064272286934502565,0.10996999065032499,-0.008068136745601324,0.020986755231686253,-0.002103239729945712,-0.0006596789904485954,0.07910953694145617,0.005608246444505113,-0.013515370678568988,0.012488644013874119,0.01763847200326922,0.0002633018049206874,-0.009795725227671668,0.018393678161608383,0.000176299655000604,0.019406071046058137,0.02526284339157938,0.015457003138796199,0.030406536610618574,0.008341806412174782,0.0025772065590013173,0.03921099571074611,0.02938238301432354,0.014065950481997458,-0.0019035734224185843,-0.006209350136634499,0.03821200133084983,0.0008468100991260843,0.011389767030227087
HKK26_RS00040,-0.0001772735977812434,0.023175114111572172,0.005423441203793915,0.006122049176091941,-0.0003089059869028382,0.007159129362086557,0.028964957982426386,0.020233414923347806,0.008548634156757832,0.05184792407521523,0.011235734274374439,-0.0030006493651933306,0.0030603958985612593,-0.017293610217017988,0.024736165616901482,-0.015450877466382245,0.029714840835804685,0.06415575051064996,0.005925672376327158,-0.004958196767756911,-0.010430162966133907,-0.012803379690314937,-0.0031993743641529513,0.09467496266220464,0.027296298860652733,-0.0074647676150400265,0.0019731642298465176,0.001656861106926476,-0.006696193363447295,-0.0009713367697321218,0.00669320864621301,0.020331255059718743,-0.0004717410248932097,-0.036387548870059086,-0.01764797721442992,-0.024145314865299878,0.006989442624314226,-0.013649193946225989,-0.03802952353739415,-0.01667629139517284,-0.008989029639162106,-0.01003928499340112,0.002050736125505789,-0.0028648704712197688,-0.009704420821490714,-0.06255702096531454,-8.453164699066481e-05,0.014388261655299906,-0.005555385726438165,0.07098552689296471,0.006667602630609725,-0.010391311225924077,-0.036144128847361096,0.03694963161656744,-0.004009214684166479
HKK26_RS00045,0.639580643994655,-0.003383162713324541,0.01119529408669452,-0.006520390681217668,-0.011968987346846198,-0.0008610218131727971,0.01351609477702616,-0.00010127373888996625,-0.005905711570436605,-0.012772873930790098,5.243839971668424e-06,0.015438961123604836,-0.007076345821768576,0.009998840843340627,0.007794102180534649,-0.018463675330104824,0.0036534796934963925,-0.0009624271960246122,0.013307166732799351,-8.254420077594344e-05,0.0028899524411390605,-0.00931101978712377,-0.0013953391092053349,-0.0016146483873961043,0.023301465109073386,0.017452101381985927,0.014276175362071215,0.012564667033216443,-0.011397707954090265,0.007640879469672811,0.007123181297851099,0.004619408349668389,0.0006605019271913796,-0.02324007302347346,-0.020668099008817588,0.0011576398601386376,-0.005640519062253529,0.005583829705079407,-0.0010785365440033918,0.00831160144090494,0.001309204347342977,-0.009607809466008204,0.007034750222790729,-0.022132081604045527,-0.007147257838572681,-0.013351839589190383,-0.0016990541129356146,-0.005981830297736368,0.0021579285213033624,0.0015989729178439442,0.003936573216787025,0.005697989022930278,0.0005759181570975071,0.001430017225256652,-0.0027545522255478486
HKK26_RS00050,0.024932127745017477,-0.025608685230370937,-0.010095196384122478,0.015636245904403094,0.0038234198710468685,0.024050583579364165,0.009851907869599753,0.025639442044315404,-0.007592790247770772,0.0024426174706730975,-0.025812344865893948,0.01414227886846078,0.0455288289796715,-0.014224440035232573,0.003135790751191042,-0.039453868400084864,0.023404288284936552,0.049591768871692476,-0.008547336472411736,-0.007122323625330793,-0.005620529583436971,-0.013005861415219023,0.01285434757468102,-0.016067422413136336,0.03082751419103496,-0.003721497005286208,-0.03216220990776585,-0.02319792901000457,-0.04238749918207587,-0.00013178415518142947,-0.01155557047564102,0.014191282721822473,-0.012935333157941886,-0.03126839295457433,-0.01675688282450307,-0.018786294912627666,-0.0011056087446725744,-0.004050371859205756,-0.0073594395776302324,0.01820727313417065,-0.0023038545997305327,0.0031005986049297747,-0.007584717886807998,-0.00983701355809287,-0.021791542426838107,0.013409610355723078,0.038211292259638006,0.027325284698358952,0.030046534149515688,0.009810105320038348,0.0014158594503726918,-0.045215608359515824,-0.025787005353879722,-0.011721696584015664,-0.004367713192858
