Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
HKK26_RS00005,0.0194213568976745,0.016350140638919916,0.03581041820041261,-0.009589131545301588,0.027907811072611078,-0.00032575969224988665,-0.01073667730851716,-0.0002820055723908397,0.006474339262253714,0.030062129083606847,-0.02338950330336525,-0.0242668067735476,-0.01226428358672405,0.0076567519862697385,0.02529232656735469,0.02058559870807997,0.002963928989784184,-0.0012699388210945137,0.011863805732266506,0.02455144131709295,-0.010355149543278541,0.014122360146791545,-0.021311416496688676,-0.012140711243419384,0.0309696727547681,0.029619201254161457,-0.00659215943352347,-0.008095580482547349,-0.008226097826948865,0.0021606899241736802,-0.050819606534637886,0.001897275327412683,-0.00424776161276448,0.0027230592728359725,0.018229313187730453,0.08310489341270996,0.01155677421312687,0.04387754894211583,-0.007254318636246503,0.0037532556746893157,-0.06065767993978386,0.008495027091811366,0.03388479916854223,0.002552787948043615,-0.027843019295613634,-0.0006303264953378487,0.008967566577899882,-0.03566188064328855,-0.00470490369428566,-0.007167814110818346,-0.0014658225332310631,0.05153971571045004,-0.011390107550171183,0.009828661678203001,-0.026621982752101765,0.012202297498013322,0.01443975263935954,-0.009680927625243444,-0.00039284757223992975
HKK26_RS00010,0.010459413575081976,0.015773716268443507,0.010962560075041978,0.16822754273567117,0.009494013944576555,-0.01860159984255649,-0.0050331898047620525,-0.005902885551380866,-0.03906328100124192,-0.003283385624953496,0.012081540101440955,0.008331702602504418,0.004391180538752845,-0.021419678525132255,-5.31283780536046e-05,-0.007787018005335943,0.00622193757640925,-0.004597961609829565,-0.01154953676321808,-0.01942579738182443,-0.001959120910680306,-0.03471876927129644,0.01922781996303131,-0.02521849014189941,0.006236551939090337,-0.024980042497892443,0.02194935646324715,0.014821341262727744,0.05899133964091197,-0.01361426248752741,-0.009158561247988082,-0.023344175885131744,-0.006486642645392246,0.008890470921935753,0.012823524058070893,0.00711719845941334,-0.019556082918143834,0.017006532964892823,-0.011515868855436007,0.007321735480604672,-0.02336212769698982,-0.0018767646445554112,0.02229050551420568,0.010905310854043459,-0.0231262319313816,0.007940578405990719,-0.0007438430051436071,-0.04427958817397545,0.01454866272344321,0.006614045905221921,-0.013974660993301084,0.0005333386935922336,-0.0009557171864471261,-0.023308982133471406,0.014333466285461564,-0.010260805138579592,0.01689988407643996,0.016399319125675375,0.002396799065595111
HKK26_RS00015,0.006700732463906788,0.027088825187422835,0.000793552168838684,-0.004122819581146176,0.012071472194984303,-0.01623711111894113,0.01126170954178838,0.009954000251737533,-0.03122598818216852,0.003816197225168377,-0.016327663495932714,-0.0017579754100656372,0.015496724500274511,0.0029969089203599193,0.01723901332396195,-0.010709559089267786,0.007359935171943655,-0.0063089218365882495,-0.02208977485937774,0.06505043884346322,-0.025897332459577878,-0.005711770811808871,0.010492975328567734,-0.010235778975972417,-0.0005000444955428559,-0.020535033290783374,0.01620647424742952,-0.0114454471220855,0.0035342878207067995,0.004143455029934949,-0.003274760182214972,-0.019530200743955298,-0.009660273779716642,-0.01658337552912221,0.08159888588034989,-0.0022105956001061506,-0.03926525267203852,0.01972749355833516,-0.0026596679518269017,0.003415531712881255,0.0008136004207303915,0.006717896593978867,-0.019375073801600286,0.019646041795862997,-0.003411173095393419,0.012228647240293376,-0.020428565661745394,-0.009724897264976726,-0.009930796500760836,0.004704666776022677,0.002242454698445782,-0.03046944226050694,-0.027131169977300872,0.02041553570742493,-0.014283791357819643,-0.044909365810773996,-0.006725275753672851,-0.018482618747674335,0.023396910471939533
HKK26_RS00020,-0.0004108317727063153,-0.01297654874359865,-0.014623865159098075,0.025470457294208205,0.05198652350707353,-0.021771912773596226,0.01672270532516277,-0.002812523832381665,-0.004737247458088547,0.0032156385467495474,-0.019308655757964924,-0.02436584286184453,0.0038264801735992987,0.00031301871317095077,0.030010110216659162,0.012960408707179738,-0.008941226942865142,0.009292874535323377,-0.02565499047832082,-0.021255079528304806,-0.0060131282874560125,0.011126515821645245,-0.01224846569754906,-0.0011498704000599566,-0.02545817308530776,-0.018322217210559176,0.01819577354560659,-0.02068251502667966,-0.0051447428746378065,0.006482903289524733,-0.006781284581155823,-0.006850763772680453,-0.0020400881848312777,0.004143930436273303,0.07125954006160444,0.005595328418504477,0.0010466475329934087,0.011206375411923021,-0.011440609709999149,-0.020322578068983396,0.0013889266416816932,-0.009540959174694434,0.016327171578361145,0.004736509872908072,-0.023031946451692056,0.025820908706005938,0.011985366501990469,-0.016723398075906077,-0.020474152713541867,-0.002792112133105867,0.003197671714706774,0.0014222429724362502,-0.03674694659664782,0.02025573180337262,-0.007775513805192979,-0.059322170707855976,0.016121398634076564,-0.0235170124995633,0.03966866642220645
HKK26_RS00025,0.0023270646037114404,-0.03322107922963812,-0.015841686391810782,0.006784179974274816,0.044097055048329,-0.03655444456357453,0.0024015837618330516,0.0024602565454964185,0.024742737049483945,0.017938682881074985,0.005277514289488174,0.00436717569879432,-0.018573052254704233,-0.020951347126026313,-0.004636623540266684,-0.0159223090356917,-0.015387994159154126,-0.028085597120623067,0.023458309933193634,0.007382599029708125,-0.008676181399302114,-0.012266293741936714,-0.06343549552460272,-0.03563253899725955,-0.013714567930895592,-0.0361163087232809,0.002517247011072949,0.011101410004251579,0.05902814041686818,-0.039294457672552054,0.02798366369745628,0.015415894239277847,0.0061765497272765445,-0.010946211833778401,0.0016377252364317234,0.025882448315249277,0.034061102108699386,-0.0006793998961597612,0.048021762737975364,-0.04114898535996689,-0.012389207795128608,-0.0002533052162837463,0.005162196406718059,0.08701173460053954,3.798082418165714e-05,0.003806723353502919,-0.0026954464046761717,-0.03161632647142083,-0.007182583195205912,0.06397881900184688,0.033631077443380036,-0.09046760182013108,0.014077452188248579,0.001924157433303097,-0.006817088084896284,0.011540925126885385,0.033512959642466665,0.003428090924293251,-0.004328549502671068
HKK26_RS00030,-0.02339110411183018,0.01112965437460973,0.005583832840706738,-0.024306930638435236,0.0026540093760536766,-0.008065142282191668,0.007126833408132983,0.002401851974237287,0.0005397200212086246,0.05231703996409918,0.019769389896162365,0.019540705014489443,-0.011686837955336942,-0.01859085408781847,-0.001240139043183635,-0.02234814338453839,-0.02509329269727335,0.006976444747691054,0.018442405682644814,-0.016161831848281197,-0.023889982012292022,0.0005409466737116735,-0.00253063900417162,0.0189042144613059,0.036699751740725275,-0.005251615157133802,0.014435324328910063,0.016691900436246427,0.0028262695139283124,-0.027995104326506526,-0.00306472229455356,0.016200061488675956,-0.02039936467599008,-0.007325682592400805,0.015276475066617742,-0.011820774907294614,-0.004387185631948027,-0.020175700657198516,-0.000563445716091306,-0.008928451294030547,-0.018354246636875193,0.017945378323915365,0.013833959549437507,-0.017147567305053086,-0.009906987292290125,-0.0017389628516443526,0.0008744456441347142,0.011096455548762317,-0.01089675413194512,0.007286294690665606,0.023315888641217912,-0.011991872410848568,-0.010081856489511517,0.01891120988618297,0.012365888249969963,-0.03543686397201777,-0.01628390750713334,-0.031007194894657867,0.030750360998328827
HKK26_RS00035,0.008963669712428552,0.0049679290119605205,0.010929639126298105,0.006603289997601574,-0.0050059784854935415,0.024368469048976726,0.01386890024047483,0.006327809465411704,-0.03543475681136582,-0.023097378206800422,0.032224010349593636,-0.023642632924867787,0.006525085203882008,-0.002536070517783985,0.00624018352858304,-0.014113087231004047,0.020063885360893808,-0.0065972259397428365,-0.019464541526998252,0.008472675425494198,-0.0188394822826916,-0.008837423319643357,-0.024614688088917376,0.007630262840966394,0.0035225581613798733,0.014353210222963306,0.026364954580708026,-0.008361194813330662,0.004603674911449453,0.00953743095657091,-0.015542606303123891,0.018300233466498117,-0.02789266114981867,0.005811635845172058,0.00829603124080208,0.10409270999723526,0.004824810704130753,0.00482501271033647,0.040531914299137606,-0.02397836478306697,0.004192196771821027,0.02250864338830292,0.005640783529485386,0.08207506957149793,0.011838906285138633,-0.0012997864552623123,-0.01499474293230731,0.03312334219739012,-0.006888394931332056,-0.010210125088457058,-0.010987740345566144,-0.0055474036770713836,-0.0317756129791848,0.014655002716619073,0.024071608558639962,-0.014414214042021806,-0.04054696668329117,0.02418960574248585,0.016235243698689027
HKK26_RS00040,-0.004507138919491712,-0.002886067602205862,0.015924401899978492,-0.005359004602712778,0.0011719821153770972,0.001410782432696841,-0.01351910376073392,0.0064359037646723695,0.006981632950856579,0.02376420891770158,-0.004060252068154104,0.0008663589011658284,0.019705245370068784,0.0413031086444837,-0.010331171401552021,0.01281257846956553,-0.0419456252643199,-0.015223743457534992,-0.0025678928726962594,-0.008325279216570171,0.008561399872686155,0.02378224946873144,-0.04316499604064851,-0.024686977593219382,-0.00690201300962991,0.005146770394122176,0.02303594066462842,0.027864716128531097,0.012154391482315256,-0.004031966262391088,0.009117465503168044,-0.004703476201782116,-0.004317452004749922,-0.01826697095595231,-0.006955208608233244,-0.0014273506715731727,-0.015025444189648464,0.014574805882497308,-0.025401597315958438,0.037026965019497836,-0.004777375298860234,0.007440911104437076,-0.03193737457395576,-0.00670960873523937,-0.011306686539927148,0.00769701685907606,-0.02189349555442926,0.00047976823880824715,0.00053042353430546,-0.009281121262858842,0.019161757139970544,0.0036017814203659223,0.005653434068782457,-0.015264103680620908,-0.002782081408183778,-0.016268578013257897,0.013072976704785619,-0.018529378156540127,0.020163398437609885
HKK26_RS00045,0.02197277943429965,0.03160644170638325,0.020180266523358973,0.011648916002504062,0.01968385343193398,0.05432391133809152,0.004824258232756028,-0.015210898305730075,-0.00911602276999979,-0.010620391200918915,-0.017578666438398075,-0.007279114576598902,-0.0262405779940876,-0.005800347554295437,-0.02591513600907457,-0.006666233103781447,-0.01331625464929838,0.0049848945785104974,0.012062865334412922,-0.007722765893288665,0.004030668327976353,0.011401831703594668,0.031500316422962374,-0.054371717448644385,0.0041801837280360955,-0.004722326936511165,0.023000685597091286,0.006683237860635758,-0.01974614648058254,-0.0055290531041290334,-0.020978770930833456,0.0006573807018697076,0.009253986688298207,0.0139505012557509,0.0013755344903620317,0.037568827716761566,-0.03813485348266778,0.023255797191089788,0.5741906895838893,-0.00345745424366905,-0.00919901627375109,0.011613610519583192,-0.016230590715308673,-0.0018174544096957305,-0.013721724759980838,-0.005883126666885497,-0.010969177070773661,-0.044248411127059004,-0.0006231125299959237,0.01986034309392424,-0.007344124319271827,0.004925090273242638,0.015525158298004807,0.008850649407556008,-0.005525300465760009,0.016422380231802668,-0.02992597052334805,0.014077700634341522,0.01994989437253575
HKK26_RS00050,0.021569834809167982,-0.0008815166981782664,0.018403000159847055,0.0031073104873176045,0.03023000880188131,-0.007348026868687438,0.03467466810903918,0.010844761356896897,-0.0023644940672994893,0.00811363443674182,-0.02594740579215417,0.007303117463338204,0.005860404442087252,0.003763907093904003,-0.0063575305557800965,0.013015546790384722,0.014120316693919291,-0.033245326604013054,-0.025730527435609815,0.022458111315155703,0.012529904711964645,-0.025406076876703168,0.035892655698441495,-0.011046496757570173,-0.013907332256721168,0.005003350123655418,0.021471172503440078,-0.03065247498505188,-0.003023862762827174,-0.03453457231291889,0.022203541654431846,0.010979617479160509,0.005844892220717086,-0.0104521992003848,0.004055204986369428,-0.004868888376333049,0.030749115861830975,0.006317865742828062,0.019643924511119373,-0.0007570229110495163,-0.02905513901010301,0.009798130371153293,-0.012219247530949868,8.828173428380436e-05,-0.008536723565837482,0.004539912168203069,-0.03224849939077134,0.025585130811350797,-0.015705401411731112,0.006738424639366195,0.02175804591843474,-0.0029491486222728777,-0.04076226519977509,0.0005214406511543003,-0.0003349282041897425,-0.019697567331140642,-0.0078056663963224455,-0.008032114683881375,0.0163572678104015
HKK26_RS00055,0.0045219688238422725,-0.012187219089634844,0.008515276880435262,-0.01997049236309687,0.0004530887868820843,0.005003358315554676,-0.017876619072237202,-0.014644976364342286,-0.004764776709454042,0.012565144956749003,0.0008448345412512147,-0.029417652297160316,0.01155362986338235,-0.042303817964780215,-0.007841856948747079,-0.02375642529937882,-0.014847405343314652,0.0316233320408324,0.0077214448450938465,-0.004832939912743136,-0.02442255304736134,-0.004072121600764112,0.0033054792475392895,-0.01860613202376089,-0.012407305677018641,-0.021689123157360775,-0.0185539222789338,0.032433382368293975,-0.008914772390035667,-0.005771081104654344,0.04974104782005591,-0.001461062709960165,0.006082716536308267,-0.010668816504051142,-0.002015318397729699,-0.006894273073983178,-0.0044633022351545145,0.00463019679609315,-0.038947849212612615,-0.029631073475981495,-0.008658298163096679,-0.012087759844837571,-0.019891706640995693,-0.020191764530488154,-0.0107081833859563,0.0009493336733957755,0.003379144235190618,0.02141441602716235,-0.010259829243143004,0.005004509273893065,0.00607254203088904,-0.010368289097372776,-0.015768766097637568,0.019173167297802465,0.008090514612898104,-0.023446209452322512,0.003551579508155835,0.018958079510070135,0.02706497157671714
HKK26_RS00060,0.0021732349419544307,-0.006861320029684386,0.018822184237770653,-0.01306044065520353,0.009578471483823224,0.0056939046325643105,-0.0057914620409699425,-0.009083637449311498,-0.03534934508571528,0.028938262874349904,-0.012385478858891477,0.01528389002900943,0.008828985369563724,-0.016773789978365358,-0.05272725232351385,-0.005720262469105085,0.012072489530242899,-0.03304058153958195,-0.015333992501482065,0.009877990399370908,0.01858809255374186,-0.0023577232263970733,-0.020527531268506028,0.025440512976274688,-0.007253684914782539,0.02704821192382277,0.015059946986174843,0.02761877391386288,0.024813286949312598,-0.0018751331661736271,0.015887499488358117,0.0001236409205764938,-0.00480142551991183,-0.0038901956672858793,-0.0065803273130055386,-0.005778881667174851,-0.023644132812538497,0.005910317065450379,0.0018658537056654308,0.008781516178234125,-0.031461714929772774,-0.005947305958882538,-0.01860859372365649,-0.024829678419666715,0.03177695480107473,0.005568649438999053,-0.013480632103289914,-0.03198830056601763,-0.009877063667664773,0.0007549333524545867,0.005153859659901751,0.000623406182440607,0.017635801683957276,-0.006196263044026412,-0.0025283569398738244,-0.08943977432222619,-0.03162055448171726,-0.004796081416160751,-0.011530943261015798
HKK26_RS00065,-0.045500055681279176,0.010700347471288871,0.021502060222568127,-0.0025827445523331134,-0.0030870533232863315,0.001368449036466689,0.016481886954514087,-0.01930179702922681,0.016447921628485313,0.013266963580644687,-0.0019173210794540573,0.032442174945641354,-0.021635021757644292,0.00181676245758253,0.008201853225243085,-0.0015773872535246086,0.03465556442449373,-0.0054111845118124625,0.002556132667097421,0.057656787824345,-0.0013503960728852046,0.06286816872300395,-0.016875713256059396,0.0038162220014603355,0.09012366000853135,0.0041674172305669775,0.011738929523475147,-0.003036313684961028,0.013816060567809246,-0.0011070706736410244,0.4503772277553122,0.0010479528204396763,0.007701564746517873,-0.015726033365124018,0.011030922856078502,-0.018542378292299534,0.0023436650845094897,0.01908184022723187,-0.0049381240978991275,0.006511871372598014,-0.004833278945674207,0.0009613219060038611,0.015442380043788635,-0.0019463910290260869,-0.018515452381914727,0.01509038551499726,-0.031407670913381085,-0.027177631736725563,-0.06354993616370258,-0.0064295672686368,-0.020624397514911443,0.004873460810554269,0.015165289204023397,0.010239957944342086,0.01197269706062392,0.01139462510881287,-0.005351010016387243,-0.001056214108903369,-0.005691168113285891
HKK26_RS00070,-0.002805926934070294,0.006572608656735935,0.011990407505506739,-0.0035442909935554266,0.004491731092589274,-0.008833218097709266,0.01664749513455714,0.009325398517064511,-0.016878782207866733,0.016334742430245998,-0.014377949871028488,0.015537599112636753,0.0075169042178272775,-0.010706954422032013,0.018622430388981762,0.01890500787146978,0.005625778576314538,0.013691987635889313,-0.018456740719472155,0.012346429247139176,0.00046415672592664173,0.031200547259358297,0.017279197380296863,0.006513729634447581,0.04834922897554507,0.036456314823111,0.012393638663149197,0.005225448030135733,-0.005279265755142026,-0.016092829521745955,0.28388986264562643,-0.013222292439750599,0.008151298520119693,-0.023221440548494364,-0.003348153814782389,0.01018662395061878,0.016629432832690142,-0.011133131615247174,-0.011813578750774751,-0.007248214471834651,-0.01230959651591097,-0.010067203945344681,-0.0061140945591308775,0.09094488652173516,-0.0015622629373549931,0.0008319723606372401,0.004395955155862825,0.003807022070537698,-0.01516773114019616,0.007251407971246106,0.0008414189926060747,-0.0034347968563289903,0.0007275610480279347,-0.0037514804550885543,-0.0145441181038468,0.00389772565289601,-0.029638876394407064,0.00010398208324268596,0.014152646867238767
HKK26_RS00075,0.0023719148902656795,0.01775589704277242,0.0052113908339634085,-0.007483817509684148,0.002835740200722526,-0.011985317009892632,-0.006932964159418044,0.0012683303962786115,-0.012009959052682668,0.0147457661500486,-0.0010115603017792506,0.003986816121284181,0.0019323802079567406,0.024777680021360972,0.00443877282636548,-0.02364407225585329,-0.020848007792541635,-0.008013106054029013,-0.014505291441886687,0.0018424893655528706,0.013257771019713807,0.02407641209880563,0.0005877450695621423,-0.01604978838652884,0.05979912691517332,-0.002620437554196782,0.00024018779899905756,-0.00525942946185815,0.0017099624944231777,-0.005450942088936063,0.2681469123503904,-0.02139634558350642,0.004533633352755247,-0.0024018415818347224,0.01046400805085873,-0.011328078577962315,6.791383396319631e-05,-0.027081391402299416,0.016813423618074474,0.01074098338297283,0.009425430566029467,-0.01104488404539849,-0.02948539330801431,-0.0026088038831059836,-0.010445744046688075,0.015520386140115765,0.0247374731558395,-0.001821852466392289,-0.0060035134702511464,0.03963754820843702,0.01235426547358565,-0.01872018924378474,-0.01935111644895299,0.00691658184538143,0.012991413755201877,-0.03065581838103951,-0.011016510259246033,-0.021936775826853674,-0.0031816069650044223
