Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
HKK26_RS00005,-0.018026715679619085,0.01481660122090777,0.0004429270825807383,-0.009103986848483393,-0.009436605287049869,0.04576286845232245,-0.007472408429891268,-0.022657695888909108,-0.010241764533595259,-0.0008978649340635434,0.029950239499085166,0.01645692754874542,0.011850625092597544,-0.018498040277704506,-0.02760699625672762,-0.010955429230599126,0.03407810799410715,-0.020354281778606514,-0.006032506631693651,0.017716057703894218,0.0012781344449393146,0.06745214886833636,0.0014589315491648858,0.0014299594350125411,0.016235447476615327,-0.04914835251730353,0.02868440194336141,0.0008084071916135779,0.04568811203672784,0.003670933419775898,-0.041030335263170896,-0.01855435893819626,0.030442371379656104,-0.014962646580232466,0.007178676474915977,0.019400467485169402,0.009301015519270607,-0.0005699343110866155,-0.0020234981034627495,0.008827971779250397,0.006857105040292076,0.004868398237055535,-0.004310409441249727,-0.002940122828597345,-0.0072620862487977385,-0.012770261199145367,0.03161363255623041,0.005241819331506217,-0.0024206911967461294,-0.00433404526912482,-0.004573787029141867,-0.002090431869764857,0.0236796773091303,0.008617208378236615,0.00459373855732544,0.05505822543241676,0.06297728764141891,-0.00324474080502063,0.009607445066767889,0.025424728353523347,0.0008775893762000255,0.01995082604771939,0.013782856593383408
HKK26_RS00010,0.05877572063367512,-0.003322950642347799,0.011835109972414994,0.017378154550306023,0.011246672413414548,-0.0018725607737582204,-0.0007493839795517372,0.011363721567099232,-0.010381877643932304,0.0139659030681686,-0.044664411674571115,-0.005686115620585342,-0.02068729570318333,0.008901685521159625,-0.008157535411718257,-0.008512563138247988,0.004440705060242888,-0.043117097938712004,-0.0053416922675305145,0.017707178116925657,-0.0008064303567508546,0.006768346075648147,-0.015700542556569535,0.011292687012283928,0.021350470470624036,-0.006599558533626072,0.018861036214270637,0.021411290965766026,0.005273455447310621,0.006171624163430035,-0.03674013230539606,-0.003304717809452503,0.011971138641630878,0.16632703034666682,0.020508440585961348,0.004292225084221903,-0.006652127909946577,-0.012040585916131495,0.008733659915961426,-0.02410370539001443,0.011839837520115002,-0.025703603668671433,0.004441509792524046,0.033805931503731707,0.00022100359775417537,-0.018223858802441335,-0.009109535953125823,0.0088278968343103,0.00035014709920467825,-0.03464356640810129,-0.018646392668883748,-0.0455236002339287,0.0005457391996409224,-0.02540470601790847,-0.014326308023544421,0.003575395682622543,0.011371331574792228,-0.013398336807299871,0.0007819375104759946,-0.016743675850101142,0.014982535380778943,0.0020531297494788777,-0.02200280977002414
HKK26_RS00015,-0.005067758726206651,-0.010395399187527457,-0.016020481143008077,-0.00982592069128868,-0.003405374610862279,-0.014503056299200909,0.014302030954758975,0.0010373043172385468,-0.007494411794006943,0.06935222811415849,0.0016054097794504577,-0.019427902094378786,0.002770035571405562,-0.005975914812273578,0.016623331327936232,0.003169744443919738,0.01743031204316111,-0.016393309454450306,-0.008249955138997499,0.014263945722028534,0.02078931465873757,-0.006305309071093311,0.004887218757248905,0.007595253462016044,-0.0091419016245018,-0.00848770955680174,0.0053534377088209715,0.003203487229100077,-0.002593116245356628,-0.017972444300442182,-0.013383760006470886,0.00201780107938558,-0.03283307941146491,-0.012332355287716902,-0.012449983960449324,0.027147569631763152,0.005939625493756404,-0.003954997187469046,0.008517750493642869,-0.0036741886731006196,-0.008044385965377869,0.05893764965212805,-0.001641628227379374,-0.01662961451399268,0.011231746842813311,0.01544300856437835,-0.006848122049544334,0.0003431516800860601,0.013247935466279344,-0.02189413825514478,-0.01068783867316886,0.009780763177375163,-0.013669843069135282,0.004891873499117036,-0.020141979516710845,0.011709894523374245,0.010094948475192149,-0.00752040743219182,-0.021186852803896032,-0.004979260930777764,0.007389121931380979,-0.007039132634347087,-0.03337809156833201
HKK26_RS00020,-0.0023990238965755388,-0.01639459318182326,-0.0075320819854211955,0.0005275837657216577,-0.0019229675683823785,0.0012369478580247742,0.0007504353334469212,0.008645025636195368,0.013670824997782495,0.06870747191501576,-0.021071877859273926,-0.008198541906478913,0.0006651318644278779,-0.0022768926565187096,-0.009442408536133618,-0.007394134357751751,-0.0045384589667545544,-0.03247402682432196,0.002327546440259919,0.00022834954103550812,0.04090485672820696,0.005673959228953046,0.0008929769102183945,0.0045827984175562456,-0.004886957700599387,-0.008595188108369628,0.005968318197426949,-0.0011281485553918675,0.007874718286429667,-0.0024320476992058825,0.0024021869788744435,-0.006417740599773674,-0.014757920029777225,0.01481869733375815,0.005211593210882691,0.006303678958926302,0.010103361040624185,-0.01056462291743342,0.0002210347882936721,0.0032117993272712773,0.017461977395167083,-0.010800125343957825,-0.002604225287006097,-0.014692470874779739,-0.012583652158803162,-0.012441351371619643,-0.013498568453656627,-0.0057726731632111,0.007236828619043647,-0.007436161765146374,0.007465323271173453,-0.00972002591344412,-0.0034608309583929148,0.0010680553466611363,-0.02033786278580488,0.007873648585584684,0.011998538235230652,-0.009854302806941644,-0.02417075614186269,-0.020007272419247314,-0.005099124530835453,-0.001903134722833584,-0.04477719202060972
HKK26_RS00025,0.0072591440061351205,-0.03189563319651011,-0.0024426337396556298,-0.04343707380465557,-0.009001323440623953,-0.04859235899160742,-0.015679493604455582,0.007456172922484342,-0.015041019572430325,0.005115849297247951,0.014780650595580515,-0.023575831327072826,-0.035218347349072726,0.011818151450839674,-0.0016369606361210595,-0.010186017380525509,-0.004732205790666378,0.05553896637454819,0.005631459860531684,0.0003100547412890329,-0.004872138409189105,0.014509207051261823,-0.01405056582339404,-0.003920247799660965,0.006665866356729376,-0.00831359341931432,0.007125937937090681,-0.010024272051381296,0.008959299546494185,-0.012225411855204206,-0.01741967649677907,-0.007250594024910277,0.013958719763406114,0.012933424147061565,-0.019797066078004435,-0.02040895955142001,0.015327551837026833,-0.004954415945605171,-0.0048405246809590866,-0.016660212750024724,-0.020422064584409098,0.004968940329315257,-0.007620914800618458,0.05559663515257398,0.011774272541190092,0.06482254811356779,-0.011060445311441475,-0.030911742579668652,-0.02493651775045377,-9.813043296750599e-05,-0.006028459916068349,-0.03179454866471874,0.03389053594474658,0.025932348811152393,-0.024062007312165616,-0.004404214016290635,-0.04574384218615043,-0.00227340657873721,0.0178163741501298,-0.011396630597287717,0.033558439479326296,-0.039416447006009665,-0.04011073234009015
HKK26_RS00030,0.025996675668970244,-0.032679094454230735,0.006978370730611152,-0.006032521898747852,0.025175323913123143,0.011523531470722272,-0.01459134405151666,0.0022360888731771176,-0.005609034965987549,0.023764541946975453,-0.007997174777372787,-0.009623471266898342,-0.005015216824250039,0.027671971659632616,0.0066915428124455474,-0.039036884965155144,0.004651941183923512,0.0034376748480553832,-0.007034101285597936,-0.0008401323580518699,0.00790314513014942,-0.005000378371804871,-0.0038349116308852337,0.025794260390667696,-0.01606234850363154,-0.0017558817121303791,0.020564427430851392,-0.01799383624507555,0.01004398851665634,-0.00960029904144427,0.0004910906424466856,-0.000959348178341264,-0.007380743768531469,-0.02266900000608342,-0.016122434189577328,-0.0051887029577792135,0.03713003370989037,0.0021227381472766573,0.014755283553088706,-0.03266884131113283,-1.238214588777142e-07,-0.0005073874308840201,-0.011445435180656582,-7.594102786888164e-05,0.013035271635343671,-0.0036916344872160974,0.012505308088076164,-0.022982764050885333,0.04661518984210388,0.02011465822518057,0.01030671290774793,-0.04471865563247313,0.019345259371582484,0.02130352802563824,0.0008923440382065478,0.013484421617883505,0.009382153637138277,-0.019304582914469987,-0.0034027072674167468,0.02435417565566078,0.0039475416183504496,0.0036979750656441993,-0.016723604705127647
HKK26_RS00035,0.008645186485248584,-0.026888293921993947,0.00835608248116348,0.04026037150403604,-0.018950408604057892,-0.0022921827791039253,0.0051300540789598024,-0.029063290526675178,-0.017445069174820277,0.01915358690358583,0.00277033819982211,0.0049876824424189255,-0.019266275351473523,0.023495505854300238,0.012592031601306626,0.026551602257465848,-0.006490134392040551,-0.025237364046109184,-0.022543373415743497,-0.0016851746189016825,-0.00121420859745952,0.10429035295225107,0.014782133645633308,0.010644447232911714,0.013161572514247558,-0.01045919476985663,-0.008552341354797554,0.0042812691728076726,-0.006901328019153605,-0.0049491823960701445,0.04235330863446166,0.018073847147857366,-0.00559897259581387,0.00944093356587027,-0.001911144215227637,0.010574993701598256,-0.011408174789381158,0.016644906965074736,-0.0009406684648832384,-0.015737121350557656,0.001973566183885387,-0.0006757598801684247,-0.011301723646014127,0.005911703536598688,0.028642993551503397,0.0852452264001146,0.02474784405847855,-0.011571210763859772,0.01600001555184217,0.03068697131467103,0.01703575338212478,-0.0012090148938677903,-0.0041323048265074795,0.008539761207115356,0.01841786877462828,-0.019339203421136205,-0.005446381957272254,0.0206911412597533,-0.011329663179560242,-0.0002259094271974408,0.012442842579295635,0.02162058680691147,0.05324868945001142
HKK26_RS00040,0.0017275884157297737,-0.0017205022158223817,-0.04574699431216878,0.0006219719526262036,-0.013154011824954823,0.010186902840723301,0.01259682646911542,0.03481840086044938,-0.0055238794758042074,-0.008201222843013388,0.01478307029591624,-0.0032084737204199315,-0.005230357172253948,0.024209255547068882,0.008848071151992322,-0.01431316759608786,0.02955738716022208,0.03351175614412662,0.01044415923173878,0.005775496197798095,0.012210792164331857,-0.012369854096141417,-0.008627404028055747,-0.0009157646891551431,-0.004065650867975687,-0.015109828791934921,0.023415186768735777,-0.0012538515301369333,-0.004687211801345371,0.0017416234283204877,0.009605160946311952,0.026747540997604242,-0.011062899940321582,-0.009304417614067568,0.020083304914960104,-0.008309896295561125,0.018704922736201078,-0.017142451831497613,-0.07332940259385554,0.09590651393571877,-0.026602271325794014,0.015926594334423186,-0.0317582024624852,0.010616795149656662,-0.006743729191754899,-0.002960622774640281,0.02354177436078348,0.011250325439164094,-0.01719363800099556,-0.011006228197390664,-0.031358834711067644,-0.012763950675038027,-0.044623740878846296,-0.019388143260528682,-0.0025875315947754747,0.0344513029056642,0.04965002535467718,-0.007241369632627564,-0.0012555334712554395,0.010477119895125304,-0.007601941509136528,-0.05638617907403294,-0.01671041842565091
HKK26_RS00045,0.009386860400339012,0.004598445241545908,-0.011113958974182173,0.006194928134694369,-0.0013525243378010123,-0.012000834720645418,-0.0064410913791127155,-0.007599643851301332,-0.014087059104350583,0.0014258162952332524,0.6778959372084737,0.004290946431055674,-0.007966694518956595,0.002988125226538093,-0.0001577145354951159,0.009601336448744072,0.0020023492737509608,-0.01025395500230617,0.008529997182136201,0.013523538006729768,0.011721146634588326,0.013682361510234609,-0.019981365145628253,0.002442506696300255,0.00154910475550335,-0.003251268541095173,0.00697200415901996,0.003903567285135601,0.007890460042029722,7.193353244479441e-05,-0.005921930600173208,-0.00632955806043817,-0.008894279946478015,0.009019759748134246,0.00816764651891921,-0.011298604839589615,-0.006393285745329357,-0.013091855927765192,-0.001259546746717993,-0.013278823449081618,-0.0008627848766696597,-0.002138112278757512,-0.005665917600027851,-0.02904008726688595,-0.009309322511818546,0.0016361240077818748,0.018400512649059005,0.0009604031440279177,-0.004234958566617462,0.008935875610536891,0.009845896707083203,-0.014805181991301262,-0.0047173397888801635,-0.00843039174765992,0.016909904562935913,-0.005061958069574724,0.0002928830722009861,-0.002190628162141227,0.009479164872225974,0.015050769949369476,0.004694106210013899,0.0039351153290316816,-0.0009830803376286244
HKK26_RS00050,-0.0016297472424750957,0.0073906147446269185,-0.03178587065783564,-0.01030564254846786,-0.0015525040117365017,-0.008351226545324976,0.017749216984799733,0.033426309352889226,-0.03560110632043869,-0.009111918724031935,0.021656225681034858,-0.005124856151780937,0.01735440243853666,0.007946019165730026,0.012764681125401382,0.020563445548174037,0.0211986137559742,-0.0016911604433291648,0.013347255011260262,-0.004156407173721188,0.0354090491673209,-0.0071849856425155656,-0.0025359575344490503,0.043664722081040705,0.008896912318568552,-0.04004764276835128,-0.005416432056360916,-0.006787572676293522,-0.005929180572983761,-0.010611561182315819,0.018026242071010896,0.005320563298327427,0.03660453348592832,-0.013513577459567263,-0.0209947167528849,-0.013062169251403813,0.019182563660242572,0.0156810638664794,0.02608418401836507,-0.0010401413415421753,-0.008872749228318976,0.004773742770430734,-0.020892955081111733,-0.018598687147241867,-0.012872370933333186,-0.008822202715765306,0.011514123330452484,0.016937347848099332,-0.02576395568201955,-0.002857146383638669,-0.011767443779290074,-0.04634547333773002,-0.009523882615658993,0.008038210021561217,-0.02564146855155672,0.005737972923586024,-0.015609021454846097,0.02567396161546124,-0.025558062283478657,0.010860404741015515,0.01729488372924895,0.03378087312458031,-0.020116956414512232
