Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
HTX97_RS00010,-0.0005915272428588183,0.018632215472074002,0.0037016560862102614,-0.007024750820582896,0.022943505819440824,-0.005241138550252308,-0.020811859105608524,-0.014893365605578262,-0.028636452126316835,-0.007065621962292772,0.002778184481110172,0.050016063878358406,0.011905917613392507,-0.002953274203965299,0.004915071485871682,-0.011038336937618444,0.003086150962151022,-0.005135133351151632,0.018861982286462586,-0.03482198214618774,-0.015092024253518986,-0.012636181591084938,-0.005442895327601179,0.020293476371388876,-0.015625476589099366,0.03147205590050467,0.0076539560232585565,-0.012314223196786905,0.015482329076306886,-0.017244603012938776,-0.010662260513336666
HTX97_RS00015,0.01573533818280641,0.012598718781520349,0.010905297992494059,0.009225956152985982,0.0014820509352483349,-0.005265494831973484,-0.04185753966727506,0.005905658073923113,-0.0010439434071741027,-0.0019114510854545742,0.007716959448056069,-0.004606991624475062,-0.007143874705815868,0.0024960795048532994,0.0076314103567563,-0.011385222230894967,0.015921676586077987,-0.024075976836723457,-0.006072034698702426,-0.024057733929418724,-0.00136974622683785,-0.00036427212823083997,-0.004892407442282606,0.002819628951377677,0.010603074612559625,0.0019371867466135419,0.019342803036473427,-0.0005063802541680163,0.015678329980702604,-0.01638369518103169,0.00555849402525605
HTX97_RS00020,0.006644033056859427,-0.018777873936065056,0.028870529135423432,0.005516930032633339,0.018249380610357146,0.005584378442009975,0.0015313737102910824,0.01598973606997771,-0.013331520546364576,-0.004079021175731467,-0.010253246898182791,0.004370788179397,-0.01727128591268474,0.008084865391424622,0.030430341202905952,-0.0026917145484437184,-0.0012696705035118282,-0.01065425855925965,0.005617946835087161,-0.016875041811367588,-0.03036732302501875,-0.0032330738417250798,0.00411840858399884,0.021562114242548325,0.012199895134363462,0.014695069232052637,-0.009778719569026104,-0.004858799625659839,-0.011623697325952396,-0.01838198837811481,0.018783062411623898
HTX97_RS00025,0.024270880103936573,-0.0037587144712073308,0.010136608712935456,-0.026488930404778982,0.02475786252215848,0.021205106905292256,0.03679606920461099,0.017386974058581577,-0.034425565265808006,0.011354681071395797,0.01674632616578716,0.020653162997687272,-0.046121247089988895,0.007157672860667405,-0.029070105614969092,0.014898608143396446,0.018399943635153796,0.004894413223617475,0.05380362924415057,-0.010124992110857427,-0.011383089283937758,0.005239505738924161,0.001113810185202665,-0.011064115599433972,-0.02392686944082778,0.011395100847192485,0.01814455649014358,0.022802947478690227,0.012155525304139709,-0.011934521056858246,0.05784759715303736
HTX97_RS00030,0.011851741812241459,0.004864507036431844,0.010230589189765334,-0.006544803861598561,0.007567717382117101,0.004730018996553048,-0.006561088945527933,-0.006346679312048048,-0.024880905794878786,-0.01556861252202101,0.012173875847173183,0.006255733359298508,-0.013438149600052952,0.016473113150972604,0.007723515081186574,0.00964385110289221,-0.00423531815839781,-0.006162978164230563,0.018988512449886908,-0.012888598414303492,-0.014778163468668363,0.029390952996887633,-5.701112852609164e-05,0.019580779814998464,-0.002976378553839915,0.015273314178722741,0.013649268920188064,0.0004578243137242657,0.013409407810237773,0.0019280691402084147,0.007975304039654863
HTX97_RS00035,-0.022646866909675163,0.04149492130215812,0.0014122626026976714,-0.022055246710785518,-0.012405564946812846,-0.002151128316267323,-0.02042930334442846,0.010356864678233489,0.02684474923400147,0.06101823476639869,0.03234759176046191,0.010130235272801777,0.0009248663358632412,-0.008398117933509204,-0.009329495607487958,0.009016564891066857,0.008902780794839207,-0.021407795870250393,0.014533849878410816,-0.006568092326025239,-0.015892364766525963,-0.00915077982488808,0.00801199059005992,0.015417460209879979,0.009952550835743736,0.042085534611423975,0.02350486547200126,-0.006725410038381899,0.015326465135868581,-0.042802952414807756,-0.04195040293286202
HTX97_RS00040,0.03864827212818516,0.03590381201612781,0.027775385663532617,0.002618508616106029,0.01175887797965764,-0.01662873839075125,0.003798848016238123,-0.02601198932737649,-0.0035592096946126263,-0.013473102508733785,0.0050386353822588536,0.03488312477908283,0.0168961537902075,0.020898189925877872,0.02114034706394363,-0.01739023805217462,0.029637497334940876,-0.025537259780804043,0.03950467819959683,-0.015873515608076687,0.016128629855036103,0.017062604850835147,0.019078436847120784,0.03098397550186306,0.01210689035687302,-0.004218831288113813,-0.002686044700603234,-0.009717407173984508,-0.017531941157269793,-0.011292009779637346,-0.0018917918972006338
HTX97_RS00005,0.010397919623831449,0.054087831673732566,0.013291794209164244,-0.010887875007449197,0.011754866812660174,-0.012775297429454355,-0.004438384805825284,0.013289110767957253,-0.0261601760404305,-0.012651358971489937,0.001380033950455056,0.04455936176245479,0.023430898934474125,0.015369372025979938,-0.00589080805281744,-0.03472141374250289,0.021310653072048876,0.00298771106415033,-0.015248809513371969,-0.018952801873877958,-0.0007861873847824391,0.010593628202295102,0.0012827861313346645,0.02788666740039107,0.0021186568401618767,0.0007440180521175249,-0.00872468138792771,-0.04093712999557815,-0.00622994259451516,-0.022855087733266163,-0.028946846410739593
Synpcc7942_0001,-1.7334198829493885e-05,0.006845307570505428,-0.002394727121443901,-0.009713447005169056,-0.011225128497842938,0.0051261537674928016,0.002392132328378876,0.004190730818207585,-0.003977702101521163,-0.006760898535820371,0.003578306450938574,0.003815898307977059,-0.008252345623574874,-0.006582657941593564,-0.005280120718033504,0.00010923827991932685,-0.0016181713948092312,-0.0030536980662102054,0.006706605868798302,0.009687003013017548,-0.0018957836172328255,-0.002989556099003121,0.010902688604586682,0.005374442654797041,0.0020551493404098228,0.0026943397337576263,0.013323281030195708,-0.011505235179799915,0.0018828868932900453,0.009606667444777957,-0.015202454639397072
Synpcc7942_0002,-0.011838457693852595,0.004362723889500017,-0.0013737620416826404,-0.013077707879451369,-0.017087694772897018,-0.005008141784193834,0.012797917072393288,-0.0035442967002580874,0.004826842347727295,-0.003837449779580067,0.006626916180505921,0.002770656827912158,-0.0009131803944100792,0.00016868638829759062,-0.0006561342374334866,-0.007542333902126948,0.002290057225509488,-0.00874937026493222,0.00427760282538758,0.006429285870219006,0.003774507356711084,-0.005085140871820066,0.008542966648973457,-0.004267525049365249,0.030790768015159044,0.01661678704568069,0.0001810813074161874,-0.010210516924822928,-0.009740416267004927,0.015714087144991385,-0.021369009186859838
