Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
HTX97_RS00010,-0.02459255121167249,-0.024483414101828575,-0.012496931166227165,0.003084223440674552,-0.009366775475066001,-0.03438332156708854,-0.005813637511179168,-0.0011402019871032019,-0.013044083756551465,-0.026137537209686812,0.031147944105528905,-0.005406016180642118,-0.014332773816923215,0.012590049680626063,-0.0061960763043828575,-0.0010236567289060863,-0.015408906635673507,0.026808339034609857,-0.03444850706992002,0.01017606505202955,0.04488426077400527,-0.027073489568275873,-0.019920672136010013,0.013928165264280671,0.02264607077013139,-0.03029693117265987,-0.032057468813513595,-0.0014286751719243514,-0.026656960335426066,-0.0010252899432855811,0.0034961181639183614,0.022982649431867865,-0.007896147181391887,0.024688039943574106,0.01747706895803538,0.0039463159708226355,0.016848223982961624,0.030923962554036736,-0.06179905049133978,0.0056309963309074135,0.01849045393765439,0.0029145053097064484,-0.01430550306598634
HTX97_RS00015,0.012834046788226344,-0.025035667867043192,-0.0061657103185219445,0.01183348985701452,-0.0007690618442256046,0.005035339202802621,-0.00888318848471777,-0.028426250829993713,-0.005009392832519269,-0.012611598536870751,0.00611360228747185,-0.008077649522477607,-0.027173618188642484,-0.004109325008669608,0.010508488813329586,0.006624781099997863,0.011839101527148716,-0.0027626435411547334,-0.0037393526471842242,-0.006419734457595841,-0.015162751006597643,-0.005492423879024863,0.008814497869092072,-0.006926029118411107,0.010970742862901407,-0.0038152604659987747,-0.001854754246983263,-0.003268207069141569,-0.014998783577510126,0.002746937867139123,0.0020166386304128776,0.0032868427528601864,-0.005117484954877527,-0.002543297498292161,0.012983416220860508,0.011080597750725908,-0.0028989800653762133,0.006393575673851636,-0.0038112726758949863,0.04074054048777974,-0.008132688213436762,-0.03307792823828693,0.012135281256353752
HTX97_RS00020,0.0011440275990847605,-0.016411860664922808,0.00699251703010901,0.0018187128410212493,-0.009563139554812123,-0.0019462876172667248,0.011610973822485928,-0.008727021743525748,0.00382751439200122,-0.012259348731528518,0.04245126805813438,-0.0001654990103913987,0.03997960183920461,0.002695995617573923,-0.02385525848009413,0.013000659406576305,0.01081483234330956,0.002392296662030491,-0.01076189256614397,-0.008676905310696887,-0.00645068260456497,-0.005840537109211927,0.029095030182932868,-0.0022104896565487615,-0.013437174383858295,0.006882272718164954,-0.005716613663387786,0.005945701831967162,-0.021280504575832783,-0.008145410956947268,0.0023519629999462425,0.028926018134155726,-0.0027909578609607143,0.02663559238462742,0.0003192815924852389,0.010743507630521771,-0.006719918810792884,-0.028267298272995206,0.0014123929423239753,0.05383865659688218,-0.030019696699229298,-0.007166241225755694,0.02591131654858238
HTX97_RS00025,-0.0043481950121222555,-0.005849206327444095,0.022863565276538492,0.0076142242068106564,0.007775466209109453,-0.04719550849801956,-0.030457222349653135,-0.006543531584657403,-0.006071957755744395,0.011326901513504602,0.008644819469962157,0.001599249368218054,0.04535102492604103,0.010425332887452765,0.009180150933076059,-0.0057469272510595895,-0.025825793417935717,-0.006345100637734861,-0.050071482883822585,-0.04768940839272273,-0.0155002296186613,0.011558755527968655,0.019361984139647157,0.034854325692914925,0.022996313596304403,-0.040711625451626314,0.026628792749700703,0.009885961587078733,-0.007317559812283041,0.0037807686852910105,-0.0020508380224201635,0.0018902250655010227,0.007993858468310409,0.05620475590765742,0.015293051049943605,0.047457760571718424,0.032506248928340614,0.013412576730511392,0.005156236596297709,0.041329024933858566,-0.05073292333539264,-0.018198307324282445,-0.03531324803034535
HTX97_RS00030,0.010629941175862722,-0.013039382555722132,0.00890944467936296,0.020391272035200646,-0.0008910364804726781,-0.014440049937077601,-0.005521263660182049,-0.017718940132117802,0.008826607638261439,0.010007886358286446,0.006960343159667606,0.018355199571536984,0.004714129789679689,0.032414062306021375,-0.012822512299544836,-0.012110300627802351,-0.001893366271082545,-0.0069161440341525,-0.01714802716588286,0.007698102297267961,-0.006816364569374943,0.0077508458639566425,-0.0009440707697245152,0.01836888844197836,-0.01674657406110674,0.00825375060533463,0.012063981051950133,-0.002099432978654785,-0.01403118230780405,-0.0018667457355502739,-0.0037069769306622507,0.026653069474975664,0.008861959969947075,0.03796458347685409,-0.006916059778155817,0.021203345024243963,-0.004463696831888152,-0.0034896177662082505,0.011767246022616638,0.044554923309302774,-0.020350134039374537,-0.010780437797020521,0.004801235900487802
HTX97_RS00035,0.013810760829560684,-0.0044296178709190455,-0.016403100173373385,0.0021416662834354196,0.009004983126134186,0.022796426603953347,-0.02434508423282227,0.008055392725821555,-0.015570775672154053,-0.02184382365502716,-0.039697701298805246,0.0075686882742589,-0.010484984308058925,-0.014293273243622357,-0.02559792559423312,0.02631054631326776,-0.055085256800493726,0.0006946097138504191,-0.0016441985314578035,-0.024365360810591347,-0.03321750048256859,0.009400962777149973,0.018591356403409923,-0.011494913272821768,-0.021755559349204735,-0.033800202459974525,-0.008902744728855588,0.0026668086847286793,0.037483146876323564,-0.00415598321730513,0.01149731841139114,-0.0022036288916845812,0.009179938817337842,0.059980915332547124,0.015656595593693878,-0.029528435747072004,0.005793670382291835,0.01182297485461309,0.007020883887174886,-0.029402872621795518,-0.04392827588117032,0.04867372443243848,-0.0016888553689852705
HTX97_RS00040,-0.008665634116560902,-0.004095386090974216,-0.0017202723053956243,-0.010543532263264242,0.007317694712110015,-0.010426383147125066,-0.0011526265914732139,-0.009015422973001544,0.06355070292686733,-0.01729347225656376,0.06231968912936561,0.0033335356796035352,0.007960369593883883,0.01712637152785101,-0.008968640181428823,-0.0036548065399288963,0.01345114312709255,-0.0139857045991775,-0.013640232675548489,0.09582795561787633,0.006811564843825074,0.006152515954398797,-0.0034357388519582585,0.012241860831958232,0.016014259393322617,0.00795311026343157,-0.010388939180287743,0.008912977023018983,0.012770473946332135,0.0050478447282806815,0.028120077483513924,0.014104319274459615,-0.017070732976915165,-0.004036870322338519,0.023410661328045937,-9.082884795782332e-05,0.004232919537172801,0.02577191123247378,-0.05046286419332937,0.0042018731979929025,0.011524894418657389,-0.0032387180516629524,0.002070231716312373
HTX97_RS00005,-0.011147146228852727,-0.011414852355357557,-0.06671685138136638,-0.013309096302620909,0.017651563459174298,-0.0381363273435178,-0.007896206248699826,0.013482740524131889,0.02836612587212111,0.015734912887696222,0.043821304124824115,0.020000913851662708,0.03424300129000209,0.013826442168479065,0.02418044314832059,-0.0010689205744211115,-0.014063306975003376,-0.004691418747882337,0.005437017058913002,0.018835222651903877,-0.012328419052773477,-0.015356848459083793,-0.04010635073494104,-0.020412814174623813,-0.0027808984681444433,-0.02843550782725462,-0.019649113658667863,0.0013685088955706834,0.01787683535148263,-0.033806670894685656,0.012041280890940476,0.028552909048532932,0.04186292835932218,0.04657454954420892,0.028622156314950437,-0.01833681372140971,0.003478787078861301,0.06024475114899837,0.004109552689375056,0.026368673215532587,0.023730470950950402,-0.020326156933403866,-0.05416468123480353
Synpcc7942_0001,-0.007690537297814873,0.012581332034260588,-0.0039272385934536035,-0.010226673220691023,-0.0017034279777861589,-0.0055955802806018015,-0.005628961581346499,-0.009850343995925976,0.0033064455284908477,-0.008741832898838378,-0.0017163231021376842,-0.004621676520401903,-0.0009912086075681598,-0.0007725604686758735,0.023476884396470093,0.004957568696330912,-0.0006569940421169305,0.009068599352381598,-0.0007445420620638836,0.005276934919069927,-0.0013676467868033474,0.0012521322888270168,-0.010017873868012095,0.007674445145226572,-0.005350580125396794,-0.005029011598504719,-0.005729565661714664,0.012033493904530426,-0.017699473744639142,0.003284492691456388,-0.0021158942531763155,-0.00045091696576600356,-0.022703625263754804,0.007383080378140387,-0.0022924879504370673,-0.006054753840938474,-0.014777536633781159,0.009702892862780943,-0.00798112003476761,-0.00702871517331594,-0.004176937467879956,0.00922796801987281,-0.0025231484257111966
Synpcc7942_0002,-0.0029898628258090702,0.008598404333189747,-0.0013911687689659438,-0.013036403565442764,0.0037525875906085793,0.006194510488345081,0.00022636521170016742,0.0040816374124315,-0.0054960041775139815,-0.018496434284178614,0.004356283561883062,0.001620547472361645,0.007309472473693069,-0.005797384946380099,-0.0012459103884986161,-0.005530435283788623,-0.006939262576888972,0.015794459115313974,0.005957248558504126,-0.0016178235407834976,-0.003937600589917881,0.018558036174639938,-0.0036501255230773307,-0.005239187310512646,0.007903112551737724,-0.00139671301038407,-0.01524840033272494,0.008774674853463569,-0.022749265387436855,-0.008673765450077954,-0.010681065591199182,0.0013212896470820893,-0.0025183517195856864,-0.00948155186783217,0.0050675341988938,-0.00910001450899793,-0.02312586813755483,0.0026145386893010425,-0.001249313873334701,0.002463725625535823,-0.0017643459806735197,0.010750749415840177,-0.013990002720523396
