Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
HKK26_RS00005,-0.004346730153635725,0.012333863501755651,-0.029771317913947354,-0.06932130644777101,-0.026179617396224014,-0.00468699465096675,0.020742942402125774,0.0027562156171530923,0.008389515694579715,-0.0026339530679309825,0.05860523716860452,-0.018608145613068318,0.01853636654262266,0.03222645655648318,0.001561927607079579,0.007029486352954307,-0.029684364912011693,0.0557105671444573,0.04575501639033637,0.002403198223347028,0.011821242675873261,0.029654800417813196,0.009052460073784397,-0.0016982998561735746,0.0009488463460707348,0.01768750971527615,-0.014364992627585544,0.004541502388697954,-0.013449758018549899,0.021052189520673323,0.04791913457160706,-0.0018685882580412754
HKK26_RS00010,-0.0008946182355785127,0.07836467634649094,0.01891744618285093,-0.0070999766350073905,0.03507293204102571,-0.008108563084172633,0.016502172935208108,0.11020608208163446,0.032125263299401,-0.010365369327835574,-3.5761717620925528e-06,-0.016779757927299622,8.023231634422986e-05,-0.01026766721680113,0.0071893384552643835,-0.01634491974193033,-0.01753980286124352,0.0299756992333609,0.006552790536789072,-0.008235000807467988,-0.014857899745115026,0.012423170976628602,0.014356757346300708,0.031848177657903105,-0.006010713735358216,0.004728561602091182,-0.03181569705308822,0.004872544979539393,-0.026035194728956934,-0.0006545738008872634,0.008030692371877876,0.008100895255009245
HKK26_RS00015,0.004163030801597211,0.008367356743695124,0.015573141403327766,-0.007308837236959583,0.021273854724906716,0.0014268775226595545,-0.0018091354000380636,0.02855595391409541,0.056244346874578334,-0.021249207596254798,-0.0026701377963294333,0.0010433462328174987,0.019344036117248723,0.017984732794270257,0.04204992441426664,-0.011720240632723065,-0.025964714568414708,-0.04687058578246081,0.019562902415486486,0.025815435667528388,0.0018464984357503189,0.0019326614166103617,-0.02795860803937493,-0.021741637581394607,-0.03451657677950316,0.02545243790246635,0.03603734757358398,-0.025645249420673158,-0.02088145657804222,-0.010076479198831126,0.017097131592747797,-0.03582178831681353
HKK26_RS00020,-0.019226398320610044,-0.001491313870312942,0.012603353583036494,-0.023213355149687368,0.007829775144173054,-0.01410570397280702,0.008916816696357723,0.043210423899918346,0.010976334635748364,-0.030536224390388087,0.002847516121211799,-0.006913116162946756,-0.009494106038063742,-0.029306933273021217,0.08026555302957115,-0.0013039625611532414,0.02047898347563104,-0.04775478982063927,0.0010650515229482288,-0.010346548956814992,-0.003381192948714594,-0.010835916529797795,0.0067184489111727945,0.006398999158800426,-0.024909611721847028,0.027929604297687066,-0.04436088159295287,-0.017923150067036316,-0.047084322659006576,0.00823864200347397,0.03540302988185586,-0.010561115875594858
HKK26_RS00025,0.023070506391484117,0.06213831407329603,0.015469785723406064,-0.043394774061060744,-0.009954218650855889,0.050578096283217994,0.039687282730463125,0.009371993444655972,0.00582875284069975,0.007664407227204711,0.030516373197675133,-0.014986062068950323,-0.016344788884270902,-0.012901512585124189,0.008318670589998377,-0.004368456080321419,-0.02093479696865173,-0.03611319619419178,-0.0006970060502911973,0.02210414519947791,-0.016569704401728398,0.00989521823854848,-0.013727283456656456,0.004715286554857028,0.0014951266580842826,-0.003627776158660098,-0.0036326598059893286,0.02399041047068207,-0.02901576448078342,0.021477585127817438,0.015535536065651449,-0.013310153349646643
HKK26_RS00030,0.017421383522155526,0.0006229805114446508,0.014469283619807101,-0.03865892342300729,-0.0005466312467938664,-0.001957993521513542,0.009133789213641606,-0.0035444117296157783,0.01398483878085166,-0.002640351802065622,-0.006446702474610591,-0.031965395447734184,0.034560306548593135,0.012899557704915288,-0.000708007503768343,-0.005576732216790967,-0.006338834744455574,-0.042528915083496335,-0.0014610773931205267,0.01110251148502145,-0.020285450242746642,0.0030713039615635055,-0.014659926607064581,0.04279342528676593,-0.009211680348089278,0.024821029887436813,0.006439635867912272,-0.008317301922743393,0.001857551290666094,-0.024003460799024115,-0.0013052115519138815,-0.0019978571178635674
HKK26_RS00035,0.0012680409329811893,-0.030096332566832952,0.008360575284840679,-0.009250783388090844,-0.002312468215956576,0.09350458387418596,0.02080817161368634,-0.020397736409075436,0.011235542727191619,0.0014013655616625289,0.10377598464126994,-0.01590947234864628,0.031200216778618887,-0.008031427501933424,0.012595242181455206,-0.017084503020389434,0.0049995561777132136,-0.031017222151608244,-0.008452564415696672,0.015946596121133146,-0.010522146443835976,0.017017395026758052,0.004284817084174365,-0.033956174061307354,-0.00883826558881878,0.02488237894564031,-0.015389668091068866,-0.0016408204569724305,0.011256199121044395,-0.007197380630391626,0.004566272374110064,-0.00765387914750671
HKK26_RS00040,0.011582400923268841,0.07510232944071167,-0.01817614669377966,0.00639991978122485,0.013583740956895905,-0.006967011838822028,-0.005852045807441919,-0.003768522511630611,-0.04922197890033793,-0.0005647318035842584,0.0002997788494450589,-0.003938342761110245,0.011114714041118271,7.549498635365151e-05,0.021357872901948308,-0.014579321997707163,-0.009885419812275677,-0.00283804566147387,-0.005027602771677259,0.0023002264071975663,-0.005978049676199708,0.005554308190832694,-0.007073095058908753,-0.021122594629834002,-0.013620869570329121,-0.004016235924623477,-0.016561210450486617,0.026130811014303017,0.009336308863947129,-0.02847456924124151,-0.012516849622568535,0.005046999614409719
HKK26_RS00045,0.02269026643024009,-0.02527349222826604,0.006409020045589157,-0.036002747700518145,0.008863851913968995,0.013411647403167106,0.027067691112708944,0.02633936578208718,-0.0346946678192567,0.02237173497200054,0.07838416984359271,-0.03489464792828777,-0.004853761366929057,0.006959758259653115,0.012994223616976119,-0.010515741648956951,-0.044020972470409224,-0.025918506272882214,0.0027804841156272467,0.012643942740197457,-0.01679955438059002,0.014171499191646137,0.01544827791900983,0.02347332284237796,-0.011601563851879033,-0.011996200878845837,0.07147466132370354,0.025055632179416486,0.014713358344471225,-0.0446506652553692,0.019836037824894327,-0.016774754071529212
HKK26_RS00050,-0.014553885102936455,0.020362597773515897,0.010602063829761943,-0.004471407535845528,0.004264283646035918,-0.013169226357777255,-0.0072519549885810405,-0.0033889454807451906,-0.007231293135823252,-0.01574599188817466,0.0017702773153774126,-0.01802949617815006,0.030192899366061496,-0.025222037772533342,0.026255085276771662,-0.009624815398823157,-0.00030866943801283495,-0.005700579431706538,0.00511361174376187,0.013253678503185557,-0.0019553115740527007,0.03432819036773816,4.399471056332729e-05,-0.0013072009249368974,0.006392132721269756,-0.008262236944452116,-0.021865302239502057,-0.012335622426725545,0.0031529397981535563,-0.010783925820773914,-0.010435455843312421,-0.007834216685577175
