Module	Section	Sample Name	Source
featureCounts	all_sections	SRX2356921	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356921_all.txt.summary
featureCounts	all_sections	SRX3176788	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176788_all.txt.summary
featureCounts	all_sections	SRX3211350	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211350_all.txt.summary
featureCounts	all_sections	SRX17839587	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX17839587_all.txt.summary
featureCounts	all_sections	SRX3211322	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211322_all.txt.summary
featureCounts	all_sections	SRX3312486	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312486_all.txt.summary
featureCounts	all_sections	SRX4105515	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105515_all.txt.summary
featureCounts	all_sections	SRX3159666	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3159666_all.txt.summary
featureCounts	all_sections	SRX2356933	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356933_all.txt.summary
featureCounts	all_sections	SRX3312487	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312487_all.txt.summary
featureCounts	all_sections	SRX3159668	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3159668_all.txt.summary
featureCounts	all_sections	SRX3211346	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211346_all.txt.summary
featureCounts	all_sections	SRX2356923	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356923_all.txt.summary
featureCounts	all_sections	SRX3176796	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176796_all.txt.summary
featureCounts	all_sections	SRX4105559	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105559_all.txt.summary
featureCounts	all_sections	SRX18913104	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX18913104_all.txt.summary
featureCounts	all_sections	SRX3211323	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211323_all.txt.summary
featureCounts	all_sections	SRX15947807	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15947807_all.txt.summary
featureCounts	all_sections	SRX4105511	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105511_all.txt.summary
featureCounts	all_sections	SRX2356925	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356925_all.txt.summary
featureCounts	all_sections	SRX4105552	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105552_all.txt.summary
featureCounts	all_sections	DRX275049	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/DRX275049_all.txt.summary
featureCounts	all_sections	SRX15590309	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15590309_all.txt.summary
featureCounts	all_sections	SRX4105499	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105499_all.txt.summary
featureCounts	all_sections	SRX4105542	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105542_all.txt.summary
featureCounts	all_sections	SRX3176794	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176794_all.txt.summary
featureCounts	all_sections	SRX8650808	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX8650808_all.txt.summary
featureCounts	all_sections	SRX3211320	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211320_all.txt.summary
featureCounts	all_sections	SRX3176789	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176789_all.txt.summary
