Sample	Top over-represented sequence	Sum of remaining over-represented sequences
DRX275049	0.0	0.0
DRX275050	0.0	0.0
SRX063252	0.7916851300879914	11.962655092739128
SRX063253	0.8003519786637409	9.720478748729501
SRX063254	0.8071284598912101	10.171507981684629
SRX10864008	0.9747673704303303	11.712976086083385
SRX10864009	1.0029627173365263	10.783502620092
SRX10864010	1.0528360716366068	11.647451088461331
SRX10864011	0.9245610305698393	12.255980357454892
SRX10864012	0.9867488916588366	12.579868354882715
SRX10864013	0.9867529291718355	12.52792752754473
SRX10864014	1.2758887253918887	18.168279016012875
SRX10864015	1.3150714487245447	17.303694421854512
SRX10864016	1.2738069297815835	17.728236069517184
SRX11229889	0.6730663006655739	5.8570632899912844
SRX11313113	0.4352822800221722	6.6273398711828
SRX11402692	5.144833125418102	42.32186867182456
SRX11402693	10.62197296092061	37.03658962288058
SRX15590299	0.7710073858206051	3.8495858508125784
SRX15590300	0.8531935568995015	3.4234829976261754
SRX15590301	0.7650975034982932	3.2066635423002654
SRX15590302	0.8777375164705347	4.58815143804807
SRX15590303	0.8929411137445952	3.8531288012294893
SRX15590304	0.643428458633581	2.4265583790394967
SRX15590305	0.8405435411320326	4.48628739886066
SRX15590306	0.9385778622139457	4.410738306323776
SRX15590307	0.8229316892840066	3.8625784697165164
SRX15590308	0.7705099841615567	4.7708596640787295
SRX15590309	0.946487185448043	4.860550112103641
SRX15590310	0.7672630926823713	3.9951031386173237
SRX15590311	1.2850151219763797	10.090692284039093
SRX15590312	1.3281572947079407	11.763884644631691
SRX15590313	1.2208002646357252	7.585793403230932
SRX15590314	1.2715139189189373	13.622563338619589
SRX15590315	1.1112547306472818	6.2180106794571595
SRX15590316	1.031685751078563	5.510591381360506
SRX15590317	1.3602931980843538	20.090622511962945
SRX15590318	1.5307681226640748	24.854093491551588
SRX15590319	1.424257788163567	22.31148672065341
SRX15630037	3.5644051130776795	34.88480934981763
SRX15630038	4.374267644745502	39.339540963739374
SRX15630039	1.657518516256588	32.9947281386028
SRX15630040	1.9992601807956183	28.80243146550456
SRX15630041	4.744732829883957	32.34765407594317
SRX15630042	1.580477684038105	29.98790825635931
SRX15630043	3.073989765021347	37.85640624492489
SRX15630044	3.353120108832888	37.23734813781728
SRX15630045	3.2064762643218496	34.090115595605965
SRX15630046	3.312992661255653	30.264509755370096
SRX15630047	4.395408369296893	33.92349857257733
SRX15630048	2.42696989166734	31.050329170799728
SRX15947806	0.4283798047298553	2.9505447286425186
SRX15947807	0.0	0.0
SRX15947808	0.3731056357317122	3.149059864039823
SRX15947809	0.7307331914940527	4.461719929888771
SRX15947810	0.9348529739897699	10.291485314345593
SRX15947812	0.9782133505951992	8.115642389010935
SRX15947813	3.0001128024491104	10.936138485247834
SRX15947814	0.8580101454735158	7.640920357442951
SRX15947815	0.0	0.0
SRX15947816	0.10127281866421142	0.0
SRX17839586	4.165679694119582	20.623524221638764
SRX17839587	3.8450581660793746	15.535702379348427
SRX17839588	3.864855803906886	19.43103293768743
SRX17839589	2.8292868473288673	20.029858956103748
SRX17839590	2.232254954385776	23.438721692011878
SRX17839591	1.6868502644258523	16.684421580022846
SRX18913104	1.4550722155709457	14.940965102830196
SRX18913105	0.8530589495843659	12.249232551236222
SRX18913106	2.115754328696091	15.83553570244343
SRX18913107	0.6639405666310498	4.349212843112241
SRX18913108	1.3007576013932247	7.041337162130794
SRX18913109	0.6936026574222132	4.985751677440577
SRX18913110	1.5886970304053862	13.135705161187818
SRX18913111	1.939795683758978	12.300010849346425
SRX18913112	1.0001658625910552	12.779369725763619
SRX18913113	0.8724142441588858	6.017349453625093
SRX18913114	0.4845137817562163	4.386934385363172
SRX18913115	0.4691043111421038	4.5218450489151545
SRX2356912	3.069980048655137	48.385531890345014
