Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
HKK26_RS00005,-0.00786069283338115,0.007952711770470447,-0.026377866704025563,-0.012325360384285782,-0.003228304447893212,0.02656575419705565,-0.0045542193568609895,-0.006845474988689207,0.021533056117480926,0.014547851571630542,0.011559191608611014,0.0002944402971205187,0.019309249877765697,-0.0070805476539995815,-0.02650296769545172,0.002502499064412397,-0.00433328995426513,0.027467612752448273,0.005198669782891809,0.013681788866595577,-0.023935604341680253,0.06348430468634275,0.011669011073820717,-0.032773043073951263,-0.00973880977631433,0.014290821554954845,0.01240680154591857,-0.0015929185460161364,-0.02655224027809487,-0.0772324139359875,-0.006748469042320706,-0.00932459151255703,-0.01246253303843153,0.03734948569855415,0.0011279341665141793,-0.0257888610114381,0.003944709105437469
HKK26_RS00010,0.0018877278001711378,-0.0028474126810373213,-0.0298137310105905,-0.005814518642532479,0.0018294609697853776,0.012748616569465363,0.018814572537263693,0.025649919564627657,-0.011377563510820702,0.05112665189838712,-0.04412866194134759,0.013344831161521955,-0.0074578958842151455,-0.02823886819734383,-0.027161387337527963,-0.015344915690074354,-0.027761482712925792,0.0119177683785226,0.11979335419248827,-0.0060509300586399405,-0.025337800212312692,0.010454649572889985,0.007801729665096512,0.013632480138686929,-0.018682665248822325,-0.006535403710454013,0.013635719220791072,0.021306345931454647,-0.018066084040801164,0.008716983704669272,0.033962251356041875,0.021938700997449448,0.0014475160635036462,-0.007616254992089244,0.008974357954612757,-0.001854851038376563,0.006098712008428747
HKK26_RS00015,-0.025424973308329234,-0.04152235072081594,-0.004543099706895568,-0.034026439502529,0.033135407946578474,0.015379354033535988,0.007011417023980786,0.07501955295836704,0.027179588548374795,-0.02225652666349907,0.003297952522847406,-0.018233118771938756,0.010763531841374714,-0.01527047703933948,0.001808494205492891,-0.0022906986105222485,0.020274742907303665,-0.0010780604365304253,0.009486612793719646,0.006808783892016754,-0.0039114318722928455,0.0023535636184539694,0.0015519764120422678,-0.002454237484840829,-0.02115382372328711,0.024556296761611297,0.016301035833780772,0.02086232150495386,-0.013735928404875001,0.008298148771977668,0.0011155210552647498,0.015403725795655071,0.03528042063243297,-0.009772121949854757,-0.0012198053292234742,-0.02993110360998916,-0.011229658286643704
HKK26_RS00020,-0.025746133448751915,-0.029162095296710003,-0.03375926914021677,0.010634608302985262,-0.018952336501530078,0.014265299791178018,-0.0023536414817574513,0.013947534493386524,-0.006320231273466757,-0.00546558643091583,-0.03500947135312419,0.009922884493878369,-0.007788446199431854,-0.026909987343282402,-0.026471068725887826,-0.002496066910474156,0.032800320722267656,-0.005553760835275079,0.02062231106717801,-0.026312245334109922,-0.019120424022471914,0.0038671484407097156,-0.009942782258112275,-0.0005575776210714445,-0.013852437506856021,0.024597342004488314,0.015210574881376544,0.016945481396932728,0.014446590235106764,0.02726218224244255,-0.027417971440171406,0.0299681075752732,0.00916561640961602,0.013149645225843012,0.01930856880798471,-0.03845249924309018,-0.017546159897956857
HKK26_RS00025,0.015977469526757517,-0.010972299758372503,-0.015103613387909949,-0.02336510160697557,0.004975373773592021,0.002614130642826808,-0.029571495389639595,0.03034996944150679,-0.005732954470260431,-0.05708574614157509,-0.04233459458472509,-0.005030712269539685,-0.009043707478852475,-0.00800966252520643,0.0654294678969355,-0.016582766527084132,-0.007030496400367359,0.015346346828495465,-0.014366751277850705,0.014152955884138545,-0.01823979714318459,0.023656079444338295,-6.201518529405717e-05,-0.005642500899406468,-0.002645600648427354,0.03176135134546523,0.04440861565101617,0.020009513107214803,-0.006458501660366199,0.014612300786614239,-0.012998980693849839,0.01870704202137596,0.029661301777666436,0.014733081286626322,-0.039342789002255026,-0.046788776686443455,-0.004845949536491381
HKK26_RS00030,-0.00639225645622498,-0.015124668399494308,0.008207800286158676,-0.012571209746045506,-0.0008306025720621322,-0.0063601138153508005,-0.013844898186921768,0.02240337408561131,0.017362590227559746,0.0034077622359648067,-0.016773804363636756,-0.01571626278505595,0.014962195150155231,-0.01677686844055306,-0.0046366492190232245,-0.011730537574809624,0.02022459794888556,0.010031862109023008,-0.0011551484794437461,0.007793261601423811,-0.022825594710772498,-0.0043623693017566904,0.03575983681458093,0.046859590146318124,-0.0013474772978705396,0.0041339156457738955,0.009012814802977824,0.040230269182634164,0.037407937891598464,0.02942105285689281,0.0020181936131998535,-0.01847105496395382,0.012026426520142727,0.007161581474488354,-0.026888730932101385,-0.009679045422472235,0.01105264783355122
HKK26_RS00035,-0.0014265208378558783,-0.012589737353494368,0.015064878867744335,0.005735661986127347,-0.0019466790687277839,0.0059344119791877245,-0.013874040712694529,0.027563896363810576,-0.008200981822898901,0.004885015907136833,-0.012541662396774048,-0.01150940303726935,0.026340937526396012,0.005715881883162265,0.08365069077041498,-0.005268572898420535,0.03321225677335974,0.014199516516593003,-0.028309622389400935,-0.025173569135357753,-0.015231773775829835,0.09792881467691913,-0.006684725955078229,0.023647075886159594,-0.004004786375935555,-0.01347896632037554,0.024557852769793973,0.025710699044833227,-0.0032896078587910903,0.014645157470325394,-0.01757960214290295,0.006358250503579185,-0.01329662102691492,0.003318498248981608,-0.00925319672934317,-0.014971204733471787,-0.003354216445298987
HKK26_RS00040,0.017419151195978106,-0.02699906263681484,-0.035457422876337616,-0.015422446375631163,0.023705484777384853,0.02517230491992891,0.005736220592816656,-0.04999416637718868,0.007934359406104192,-0.022143579744739416,0.011057358669346588,0.006095073498277056,0.005838756440422097,0.004166899527591441,0.0025360083198287574,-0.0024115748131673244,-0.02485244534418567,0.011460126816551959,0.012396001906788698,0.01813554184067628,-0.006643317224697916,0.004452604365217916,0.00547441380124657,0.016363831138856852,-0.024243108175334607,-0.007613533670354544,0.001599771271623577,0.008111953014342218,-0.05088115351849234,0.02090773619731884,0.02968159838491376,-0.008653462927778,0.05429176209248625,0.018557193185694057,-0.010591509452943397,-0.026825729806609286,-0.0003941732587741318
HKK26_RS00045,0.030203399068185872,-0.025447383615029216,0.07648238832715584,-0.04071947894186084,0.006201602169864159,0.028200386710818093,0.013670776561385621,-0.030123107465828317,0.03786787315418316,-0.06655005317301371,0.03386020876804533,0.029365243525979193,0.01573722285110085,0.0012634152447564694,0.02713898154415319,-0.019966802658112556,0.02185646350899043,0.015687481589227684,0.0042888609635198085,0.004108408038864142,-0.018688009829029042,0.07385205943317635,-0.03952638744748746,0.02273541072728339,-0.02438048821269447,0.033650747115091445,0.031592524902130784,-0.013112246125028426,0.05846242017650389,0.00554644676925728,-0.03166786425219443,0.001859386748809318,0.006831228222300103,0.007485018791959563,0.01090666012967439,-0.030048103148397093,0.016298021150061053
HKK26_RS00050,-0.012893499892689104,-0.0062516533450670516,-0.0005401625656021323,-0.014243495076969592,-0.0024503465805889627,8.27010545672861e-05,0.007941218199659516,-0.005085731331826878,0.008783503504835954,0.039098254076030424,-0.014721756581587286,0.008172959235655437,0.027260671832603625,0.011709427860917153,-0.014596783370341284,0.0020775830833067387,-0.000760279039516129,0.037239554477945754,-0.0030648661472639023,-0.019258252480063232,-0.014803463065117026,-0.004262106219776542,-0.02157857455930315,0.006400259248401694,-0.01748472979978679,0.02069315134276633,0.005734968710576893,0.012452525610493472,-0.0007586960790026361,0.02401305962246199,0.0064200481753867835,0.005535590339517826,0.027353901482248814,0.00409563718976364,0.018633483961657135,0.009234051182938572,-0.028132093978109902
