Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
HKK26_RS00005,0.031161700770139508,-0.02788255562747868,0.018414979106069287,-0.004859769539239972,-0.011632185813547411,-0.006803504210607625,-0.0152935443991148,0.02159134807990746,0.0033549448280900613,-0.004517815593524937,-0.0768931674737789,0.03323620243972452,-0.01753351084339456,-0.01934948924718639,0.009219220259593342,-0.01650164641549973,0.00139927895009752,0.028156807182645953,0.01013913210355473,-0.0299708483728808,-0.004721547713214256,-0.00912641775261417,0.06481814461618794,0.008771858521215177,0.03303326943142576,-0.015321242689345033,0.006186265367572111,-0.04438347571948824,-0.0022327611875149933,-0.04975131592690559,0.010477743259733163,0.03837191443871815,-0.020201842542226026,0.018616022716399873,-0.036100971788032295,0.00573392495802596,0.013264619766604062,0.0018918912835524486,0.03738700120587745,0.008906109270235737,0.027654813164208668,-0.005298631697961744,0.02337906201212229,0.004980698951226029,0.08147757742589343,-0.0143008933332183,0.021159287171043338
HKK26_RS00010,0.016971185257360123,0.012348622393360103,0.019895560561454598,-0.033475974411606935,0.006839758031371223,0.004182211796976721,-0.001762804324567919,0.007891616692917604,0.008840910917650357,0.009819195012459134,-0.003041791799521318,0.02623623406022296,0.004192528259225289,-0.004587118728275115,0.020877246260768062,-0.0041123991483715825,-0.00424653226780211,0.01619042003345886,-0.002476687195767054,-0.03839026359441204,0.14597407006787416,-0.024608187683275547,-0.012347864241416664,0.008101842293266657,-0.012039767105630332,-0.00017726406538925106,-0.0063953948878760596,-0.021867453754282066,0.00175125679880123,-0.035881137570176164,-0.004613547611210858,0.0007350602686728583,-0.0026657331296650122,-0.006601053661077491,0.019888752770602217,-0.007178512407074825,0.01892671363004704,-0.02206337258288373,-0.0017326831613717227,-0.026237819371547875,-0.005487818395187493,0.016652692939634818,-0.002237763749005615,-0.000498420055065565,0.014537459703298691,-0.007840380252947764,0.008103943449013435
HKK26_RS00015,-0.01299319409139359,0.031105567346946583,0.025782662678964258,-0.016508610703013706,-0.010800079397915146,0.020368873330698315,-0.011956818487130602,0.0004824766048154624,-0.02077340211813016,0.00877897630908034,0.003861272702771316,0.005851644794264984,-0.024002738229490977,-0.018935019148696476,-0.0002083678922531809,-0.014023682706700041,0.03213684250344785,0.01919531621447868,0.060120709175352754,-0.012843641736776254,-0.006469212068681812,-0.0076540128017691215,-0.004744450470740399,0.06512348647116505,-0.029877947689067687,0.017595875106655123,0.004293086941379074,-0.005263175465293789,0.0019101131573822808,0.00565789060506746,-0.0069365136146531045,0.0008898087969863227,2.075327399585372e-05,0.002617876811045631,0.024349666343297997,0.0003442759728653816,0.026809435743609215,-0.02006022289667379,-0.008600313870961687,0.0029211532577377106,-0.0421475736443343,-0.015428927953250883,-0.020070742097021994,-0.011864155206238517,-0.01224501849152109,-0.018525605534214513,-0.008364525904550451
HKK26_RS00020,0.009719616948359214,0.022699459162215125,0.00402244289581536,-0.011125188441982953,0.0028796070062107543,-0.009440830715183608,0.0011524937870912317,0.0035897348388656126,-0.027628468615223528,0.0079467512326989,0.009391947456122523,0.003524257087990737,-0.01867571876386233,-0.021679433732459424,-0.001300224947709232,-0.0013925817101205122,0.05029268893159368,-0.008690054648174789,-0.027893845262991747,-0.008806858082261672,0.016845792382250938,0.00046608213284323103,0.004953586723298839,0.04774563272641497,-0.026921685809370266,0.012925880201944956,0.002907242931962827,0.0010212743876459173,-0.020735579014577284,-0.025050141611154236,-0.022101085672037564,-0.016748941926125773,-0.006135553183552169,0.01306657637543605,0.006856207519188656,-0.008584096335780602,0.006790081568533342,-0.020148011848131763,0.004277182479951007,0.0070878176385008275,-0.0008750241372417938,0.006354146685819209,-0.024253421111604206,-0.01615359859397638,-0.0038542890001026973,-0.03725261435033471,-0.00821376881241506
HKK26_RS00025,0.009852827475060826,-0.0013930293151692222,-0.007441271503527762,0.004822304760980464,-0.031836284312439164,0.042206759419771006,-0.018120700162393744,0.005990789900688303,0.002890264521338516,-0.011607369104924183,0.024004335779184673,0.019831404164218833,0.012992035030989904,0.016310524053345,0.016781406748466305,-0.007504273129805757,-0.020186487909032203,-0.003885113917331352,0.0100006284163274,0.0021721146228846928,0.03317403218715159,-0.02696304280464238,0.031145649614080485,-0.004733981911652381,-0.054868147395252746,-0.02961383987844942,-0.004834286364966255,-0.0015229085511199573,-0.006261534249064596,0.0036639636698285027,0.0039318765642525014,-0.01626757758783458,-0.028296458172629883,-0.018975091524101095,0.041665217601085235,-0.008785277840152973,-0.004680170180509539,0.071406109960251,-0.0066630517329058035,0.02675306065625495,-0.0004101093199226607,-0.007854842093540905,0.009545734426306468,-0.011240771110165165,-0.006870779438068127,0.026756320356809672,0.09605668360216972
HKK26_RS00030,0.005273903209970755,0.01713435491653344,-0.0006263683488477572,0.00570158967631966,-0.012658828245924857,0.0033017785565248093,-0.015833995004664703,0.020750448215484604,-0.0018874161963619266,0.014485424527818985,-0.0002802860935625458,0.020510288694820408,0.02923651514239376,0.029534030429945037,-0.014889476397921873,-0.015054827394537618,0.013007418253190996,-0.009187835026957808,-0.00023896288039079494,-0.006166589750618889,-0.02431230893308887,-0.030382619661880893,-0.00550075401146594,0.009245211053549656,-0.004927457100314972,-0.026796723492860858,-0.029429440942534718,-0.00585506949091135,-0.0058091540268622515,0.0009614454257686081,-0.013761586417332519,0.009499940527063296,0.0034979788650226053,-0.0004693270138103974,0.001743626810589285,0.0025937253981342494,0.0015568195362199323,0.01296359777612333,0.009341669539811007,-0.0322408236898677,-0.0014003017139060006,-0.009782952138813862,-0.006439111748493043,-0.006036967073885116,-0.02540025685356185,-0.047068407816958834,0.018304806855470087
HKK26_RS00035,-0.0016517226748274107,0.014324471070881119,-0.009051058736504511,0.017147656610583137,-0.01244521749011965,0.019064570654853185,-0.006464309486808617,-0.0025299639662720434,-0.000879192608083852,0.009404243502088568,-0.023428859300798008,-0.0019902018163349537,0.007394393871519986,0.026918883818710892,0.022200670802438763,0.01166036966960983,0.004621604035003439,-0.00022168312350591,0.007385201790303003,0.05542812736654253,-0.0031615986298193237,-0.002061579821434434,0.10689605557088648,0.003467504248892097,0.013677498050792462,0.0024794717598062847,-0.022778602612844975,-0.0003174700021161723,0.018332858969377353,0.00010747192145124436,0.02376368291384103,0.014260840271532089,0.0004802775032129706,0.010455210016822668,0.009496041031608692,0.0025457821185570872,-0.0038225874500936257,-0.03530231779091954,-0.007549892517178893,-0.015042197398663828,0.006283103847073469,0.00801735026581394,-0.0008678407367241026,0.011615679480924596,0.016924136865948382,-0.023711469396017718,-0.019427255576845614
HKK26_RS00040,-0.0013435783930438585,0.0021640846699817846,0.007363228852906645,-0.018999140265935452,-0.012850213244368863,-0.012690597578181695,-0.0037768256194510006,0.005723207088783306,0.026418077601478587,-0.02597778330434735,0.022937119553755072,-0.0003860789299027343,-0.009959467523451287,0.032768084275081426,-0.008388766613246867,0.004974220670345871,0.02010692182651457,0.015632198985904237,-0.007259350066668495,-0.0011092144026523018,-0.008018924534818613,-0.018562362206156237,-0.0012159709371775827,-0.000744544827026759,-0.03311448774254225,0.03041104579363299,0.0014349030698959661,-0.021538738221865486,-0.026753799725339773,-0.005517672515565586,-0.01462328316391253,0.028919111171214013,0.0020132789473742032,-0.01792800173441808,-0.01188430784559856,0.010354517663191747,0.0008969981268657646,0.017838074255577097,-0.0032271100469195295,0.07164000021854021,-0.033301237010396716,-0.00459097559773767,-0.021037175444931326,-0.012626491247844481,0.009735115345470507,-0.030680872505643393,-0.021181460501256674
HKK26_RS00045,-0.008111708756251645,-0.022739799283909845,0.0038238828346250663,-0.016406854494972926,-0.017189601011281756,-0.009718491660428284,0.011474045985099317,0.00051462679946899,0.033374363543361395,-0.011116073660873242,0.01129466349673442,0.00574516445032267,-0.03886282042280191,0.00654990648470402,0.013007671743183277,-0.009778261596613201,0.01415395637858812,0.04775041683645713,-0.034428705093621184,-0.02887250758218752,0.02448337855451439,-0.03908250116781444,0.051667393335229635,0.000498827427812221,-0.008146590590207621,-0.03920796743841002,0.014514415779497773,-0.018118137633634127,-0.0050084867794128445,-0.003129837485965048,0.017001772923290095,0.024446448740327843,-0.015148092057971735,-0.02336047419485608,0.00979423096398989,-0.020889633001988154,0.002407324512853278,-0.01597968074958743,-0.0054933339303672515,-0.006078360226719131,-0.03599551908553368,0.030948977468462844,0.036368565868245,0.07522944985218201,0.014362442200620782,-0.003965749621151912,0.021959309499684953
HKK26_RS00050,-0.0011822971092637453,0.021787734111293852,0.023135891793509014,0.011707989200751756,0.015675390353862756,-0.0009183232987091987,-0.026637891153916647,0.022075580774320428,-0.021223960386150313,0.043787820710499706,0.023614362667728667,-0.002918669181523623,-0.026853508201912818,0.01716245719829962,0.004670682347157826,-0.0012088922376655678,0.031724850793105476,-0.007826654049478153,0.015282410714394214,0.018116687515179378,0.011103524054113491,-0.05668904902385182,-0.002620330198949771,-0.001722948564031197,-0.006534473954621342,0.007849971143027407,0.013600790771989885,-0.029537426375964664,0.012962812072466029,-0.009943339409912506,-0.0006039841215708503,0.028543624549965414,-0.005250735658802407,0.00572037614641007,0.015265497947039902,-0.00019988016222424648,0.004497357698940691,0.0021429552546019985,-0.01304108452729578,-0.014269741371060973,0.03487203652706979,-0.015860517994535563,-0.005695112646656835,-0.019386739527327775,-0.0048859676291816015,-0.006685016951414483,-0.00498416353457063
