Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
HTX97_RS00010,-0.04564429473029348,-0.005372986900356061,-0.022969815148138707,-0.00496672831584264,-0.009615065375725994,0.0011129375273800457,0.03196520906062553,0.03504222732234666,0.026367199492629917,0.06877638513545935,-0.010712941356589583,0.017602896887540808,-0.0031505010130559803,-0.0021411582653998833,-0.024004426691448442,-0.0725135649598351,0.0381394446026763,-0.010708153540639224,-0.008145964436166112,-0.0015139456643262286,0.017602729841844925,0.05244334766715962,-0.010066838389973354,-0.0010475647667560718,0.10579955035839929,0.015895120136483202,0.05163030471876835,0.005126822516859288,0.0045914036665890496,-0.05332465911274173,-0.02141631957106688,-0.016598413181291787,-0.00960527330431858,-0.007968420199826898,-0.005147877099195684,0.020948281816338857,0.024954063552228335,0.0029533679423057574,-0.006312445619872495,0.016813405257021907,-0.010822869281523933,0.031574387257314665,0.0017669591879588009,-0.035139180853772975,0.04061262622142043,0.04710308449699256,0.02022608619255958,-0.006855774721204406,0.0197428912552149,-0.005473819571730508,0.007199136588921463,0.0072055259262494235,0.00015314685882283539,-0.004825776837636806,0.01070728035931324,0.0015034516686289784,0.011705471509516958,-0.04334884932558873,0.016100524709986228,-0.018042305588035434,0.03264663188984985,-0.001930096499034043,-0.01961845616964951,-0.013470969606332766,0.01238133316522164,0.019574700192935945,0.02163184419293657,0.04364973767830013,-0.00865261763592602
HTX97_RS00015,-0.006450351151659609,0.017307072666244608,-0.01712735004890215,0.01757158586457457,-0.016408780404986115,0.00852711207414008,-0.0018333682281266317,0.011204334299416151,0.0016351068913478834,-0.00167299624141634,0.008449487036742141,-0.004772384333475586,-0.01727444181787909,-0.006924947779942804,-0.007415220699694664,-0.03642994514438909,0.006083442481291223,0.0015895365813904884,-0.012451595062530256,-0.004465129760498616,-0.003613929725332624,-0.021446244195217182,-0.01205454626167169,-0.00775886938891181,0.01352217421475023,-0.005550305702828161,-0.0013955801650733044,-0.03053191595971752,-0.007320305590807221,-0.0038493507706272366,-0.0015784006325314638,-0.026122531263993862,0.0029110234645825916,-0.00754142676994273,0.01610355677397513,-0.000995768566264256,-0.003958469577894067,-0.0045115194644676695,-0.006514220571249893,0.006011834342357787,-0.015740513035346917,-0.0004349746765145495,-0.005783078799330425,-0.02388060917855574,-0.016213946912445775,-0.015026186941901588,-0.00040760997934436593,-0.0003335756997477513,0.0021323204532731656,0.0031155431967503098,-0.01616332366687517,0.0015031419209004509,0.0047772781308420085,0.010042467026880135,-0.014229882676297458,-8.818611278910996e-05,0.047432104058021604,0.006853370387831004,0.01261124797287359,0.005463136602110164,0.0036264828230019924,0.002948990038243501,-0.012172486616592877,0.011466328833189555,-0.01926662913516241,0.0048712663791377975,-0.002732021897542446,0.0040630991636268965,0.007497133058800536
HTX97_RS00020,-0.00427433041832186,0.04336057470733287,0.013034650011050641,0.011087449809612382,-0.030268237501184323,-0.006999524962740503,-0.021424359401561795,-0.00817410031470153,0.02922760091946648,0.02840611246488567,0.024868393297867154,-0.012654159009114407,-0.030006941220028796,0.004636140465730344,0.01800654237555784,-0.0042311159976126025,0.02263920508803154,0.0012262415700300998,7.408797933650154e-05,-0.014940761776546449,-0.013437245959283745,0.013279148383605745,-0.004664847015185511,-0.007646677098735263,0.02252168402730897,-0.0046366441525037515,0.000256278220117407,0.00488546995020473,0.0018968726503307096,-0.0010174411160243013,0.0073594691136351885,-0.05588802054441833,0.005952209609766391,0.01189748635785177,-0.013254125177557988,-0.043261305304005196,0.008347337972644047,-0.00372803664509037,0.025894343388774995,0.007822301667879951,-0.008994261669196512,0.006041152224579162,-0.0035575347687051093,-0.022443023383753355,-0.007744355106406007,-0.029446689812564292,-0.000661482640337551,0.014831789314400767,0.03167300227830462,0.02600899450023648,-0.02202858289570583,0.0004608353290992203,0.009911225734366185,-0.012721357187246684,-0.0015140381415927138,-0.009029984400642836,0.014816088911508813,0.0002772672487788558,-0.0030764053002424645,0.03240317128900206,0.031508742517645634,0.003333698556090399,-0.01236077647067841,-0.006544478406817182,0.02365237504416601,0.0024895375447148184,0.0030596633246068638,0.03528229034957062,0.0019683649561207162
HTX97_RS00025,-0.006061061122122417,0.03948686402635459,-0.021774837709732115,0.007586012793911789,-0.04014158453037314,-0.003464224566036345,0.009113437910845427,0.08435001227456582,0.0033480223993355884,0.02180151122724302,-0.005727414652723594,0.004895490051434406,-0.027901544081273825,-0.007894138462403907,0.004713742201446767,0.03616209288247547,-0.08956647025697896,0.0021704604584246103,-0.018069631744521076,0.013025964381455604,0.0013781584493203114,0.0032955700308770746,0.0006263015584558652,-0.010930992448574062,0.00715820892840118,-0.006937583094419949,-0.02206044430142127,0.035894619758996965,0.005134348562915464,-0.0019120516310296132,0.013584939196049457,0.0005569039369887527,-0.017670172872670906,-0.015340102619914135,0.03268129569196878,0.0066727163558518545,-0.010061925803771027,0.049361979957462915,-0.020944607702893227,0.010253152541307415,-0.007094696433574622,0.011755717652864215,0.0074433379573186995,-0.015610655851938422,0.02121719884189175,0.006328847773111883,0.014776720955372386,-0.020155110573054576,0.0171926514125371,-0.0602963773310257,-0.003875795781963991,0.012852469342179793,0.011283499937200903,0.030778335927037305,0.02257981843130227,-0.022182843037784564,0.00011337655752157602,-0.026777520065806904,0.01825294489439566,0.04239684696236475,0.03363474859857922,-0.004507212799786572,-0.009663604695167926,-0.05101707255020045,0.012268933623750276,-0.01323981525999094,-0.028309258930665458,-0.0030490903450956243,0.038773299703065534
HTX97_RS00030,0.012372883322136903,0.0037972934186191465,-0.00041400595975045793,-0.000639323389422015,-0.02569754022428463,-0.0347702220684451,-0.0075111717044903745,-0.011786311414793195,0.025376004703054112,0.013990430762151299,-0.007969838245469003,-0.006188010215534602,-0.03936206739373382,-0.014968315434805235,0.006074700197667712,-0.03039678475009064,-0.019562807764480813,0.008637978673703181,0.015710257405685005,-0.008754911505040564,-0.015271246408794927,-0.03357740095120359,-0.016573005982366343,0.0037358125987206436,-0.005114274653774755,0.010007169487979185,0.027786121641751878,0.025743967000255455,0.0011719107994595881,-0.009907558794671898,0.008595785692307253,6.388034513597239e-05,0.020852150559529083,0.0016702467626269438,-0.008579517152385054,0.01929337564642449,0.021390853378800475,0.0010588065642758882,-0.03379162681297154,-0.005790062361150876,-0.007635203019485254,0.005979466635275999,-0.0031313367194948636,-0.017288802090929787,0.018390100883322998,0.0029118933335403052,0.025713858787578342,-0.012630869278926999,0.023311006283972695,0.04027113339739253,-0.028400366440601947,0.014854020628532947,0.0053598421105935275,-0.006643107931207903,0.03547875219753172,-0.022253021666396654,0.03160507115412674,-0.013687479861328617,-0.0052186989537079155,0.03807047427149461,-0.002021073992397749,-0.0003403785180275303,-0.014920922082588894,0.0012320688329019044,0.001503545249165447,-0.006087930232080615,-0.012295947244581216,0.03243910247197581,0.025934784247633184
HTX97_RS00035,0.021776582818430767,0.009130470995448677,0.020733542231161105,-0.005222746190494277,-0.0321955863385056,0.0010274395981217056,0.009608847672819224,-0.010130172185402518,-0.008320084681464387,0.018482645191954254,0.0050156548285928615,0.012022569508664802,0.006077989563727845,-0.005657903829062254,0.024319454765168173,0.014378780930381658,-0.011962001701682908,-0.00213710942311457,-0.0009489862494061396,-0.0013555122708205569,0.010021045764934238,-0.010473558412407711,-0.004185184550453977,0.007121580612891393,-0.0003697799845984084,-0.018998377957113417,0.011617726659503412,-0.015453822963768656,0.0341902732311268,0.016937012935364065,0.0008402492953428158,0.018782463176230425,-0.01220030140188,0.0013026733295416217,0.03445195449793089,0.016722408096452947,-0.006836591151579731,0.004146678918319641,0.002272738721175544,0.0026503296502215427,0.029306018659599732,-0.001548424216097306,-0.012256832969204975,-0.006299550726364555,-0.0029130236502401437,0.005873598544788793,0.0161946350255166,0.051112516711391935,-0.009577887522678543,0.020109338840083417,0.004633478856774207,0.6749437780396548,-0.015028706044053623,-0.012131604487117675,-0.0028014120892485973,0.003484254235837966,-0.002547011525505494,0.013754112546447612,-0.008556449011208495,0.013995805088080562,-0.016231085573057198,0.0034745590082004845,-0.017235236379433843,-0.0053772055691302875,-0.0029975934223791714,-0.00480608847918029,-0.003637609939099475,0.005427555796028297,-0.0028696825351552093
HTX97_RS00040,-0.03593725885793935,0.002003403701304389,-0.009948066035315044,0.014330465601248699,-0.027598867707472136,0.03633574731459294,0.020684289761806644,-0.029864778277471134,0.0009038946201997241,-0.0356635416188228,-0.0022762577500403665,-0.0018759575517248177,0.0035615127435419678,0.007608948719357087,-0.03538623486468441,-0.04474514532591903,0.02199599376064301,-0.030234544053130752,-0.0025826965721993857,0.007628440294065472,0.01206005432686503,-0.007211200822675966,-0.02898888181612782,0.012728883541737852,0.04077506505015695,-0.004958582328933724,0.0207127775594777,-0.008461208037675323,0.029748875363354323,-0.013620848231441713,0.00012862791290385123,-0.0032610061566227633,0.036287851687847664,-0.01072830928837771,-0.036766311100179555,-0.00814993356274696,0.006681179325661118,0.005425312857607013,-0.005926029002496108,0.02642895640656594,-0.018440052147305562,-0.004720434635857104,0.004456553459495878,-0.010421745266967817,0.05295496527884258,0.06484213650805642,-0.017731313353543388,0.014259601929082632,0.07378496521598063,-0.0065080805108560435,-0.02169645282780446,0.02589210919692213,-0.0008714424348811628,0.002535057811509163,0.03733946694560844,-0.016116831466650883,0.02337007068422089,-0.007882548113129677,0.01984416650393023,0.0012406796220108712,0.048272650385330344,0.01467683638036063,-0.004392041999740439,0.00584027323026835,-0.021914968399586662,-0.0022419829503359115,-0.010243364852427633,0.021969272118200038,-0.04668380749053981
HTX97_RS00005,-0.01373527227421679,-0.013434160027462196,-0.012641734791635472,-0.00044345857205207534,0.0010285416154697182,0.0033722605865675113,-0.007598713758494087,-0.005352378009564122,0.023031177273620883,0.05042337813666748,-0.007414031919387889,0.007634663474880682,0.01643813173609997,-0.03085402144484939,-0.0038884287491495516,-0.0040109807703162074,0.024558409499195417,0.0020282150021811505,0.008775442517897967,2.766376155409078e-05,0.005565164018937617,0.00570116475828875,-0.03679630158536302,-0.0009619878807683653,0.011418909442802726,-0.0006781561948811517,0.026139167666097626,0.0326049546250972,-0.021822134326255165,-0.021591465211084394,-0.007590501916121087,-0.013404783308008579,0.04928137458105252,-0.01039524315649495,0.002145343834017184,0.023878475365355426,-0.0004348072007283245,0.015011104664484456,0.00112402967667689,0.030016049541671322,-0.01828660070638854,-0.008167847392843385,0.003058528219795036,-0.02903201463809325,0.004036744335792169,0.022041601841711004,0.06638199614918294,-0.03173303915990321,0.030672117351468478,0.007661491942260869,0.020495753151167632,0.018225395362023607,0.003958106324151136,0.017973892291463046,0.00925299316313566,0.0003037889712128322,0.0007682526196814307,-0.04518354554866638,0.004110828631952195,-0.0005329023787624085,0.027604919313812967,0.011883339836251759,-0.00883787744315336,0.0322486657265858,-0.00837804779899991,0.05257605731206643,-0.0038088587751901287,0.00505801571235441,0.009490334222678186
Synpcc7942_0001,-0.002505006924945457,-0.00619250925782667,0.005160609430426686,0.006884400672719682,-0.005443372722412968,0.0041072419245009465,0.011413046736446627,0.012401707680472851,-0.0015225416728961159,-0.010400993430597479,0.005813975330273608,0.004593569810093742,-0.005457896041226323,0.003672714926466238,-0.002520579112302228,0.0018718023996939503,0.0017342064072117308,-0.019093639725870772,-0.004421347473666339,0.005471427614307998,-0.007474391141470456,0.00410977737266823,-0.0049642016767977104,-0.0043702743105866835,0.006164150589642744,0.007060780646398628,0.0017008888412469827,0.004861744675106554,-0.007896188506305189,-0.016209562376101036,-0.005129294908801163,-0.002353013183305973,0.0025608663921301276,0.0019567253035550755,0.005423028751700588,-0.01017072662459315,0.004280006742461861,-0.0028012663183375813,-0.0012107675700351653,-0.008453418606606972,-0.006214424849035026,-0.016245057816285373,-0.005883590945977036,0.0028534201883518777,-0.004617265949233238,-0.012297730892406504,-0.0034210101004235353,-0.005684091798589717,0.0038160576268807876,0.01257831281762477,0.020236056068710748,0.011257619184144713,0.0007191898578610395,0.01059058314905925,-0.0044671810568320675,-0.0018683103653657613,-0.0009248059128223718,-0.007113545652405934,-0.00896781969384746,0.001831569694939352,0.0005903934746347581,-0.000639259844889525,-0.0068517267168261824,0.01612858957581468,-0.009277187304006548,0.0034645191712390907,0.0035445416335570645,-0.018098782055352352,0.01356977701887864
Synpcc7942_0002,0.005984764787405989,-0.007757098714062137,0.004784435470479032,-0.0062984411480941785,0.0008332174539756625,-0.00010244559051857527,-0.002257648217373977,-0.0053889264321501165,0.0016636427210742913,-0.0032286974881354795,-0.004571669085981953,-0.008515141320303328,-0.03405366357859117,0.0015565013793452833,-0.00323023621975655,0.019308250224964785,-0.012760827863877227,-0.0013743109213626811,-0.00466470544819882,0.0016247185527609321,0.009666128594796207,0.010789531841351879,-0.004416349849050866,-0.009111082199789278,-0.008969328263630815,-0.0010410162083095238,0.008473582400585229,-0.0025820828373724018,-0.006315184430609343,-0.004931795483468098,-0.01083110964373337,-0.0005268957416689245,0.0030503416703826247,0.00010867891302312053,-0.015614271804226074,-0.009063494419254437,0.002770157312877977,0.012585315629650118,-0.010815681360704318,0.002140873945190703,0.00862160009269984,-0.02553879997072647,-0.0010686545052844337,0.007074475768762073,-0.00289613416591238,4.966566632158805e-05,-0.01294984513328492,-0.012717311264976853,0.002151131359380586,0.005943028517137925,0.010658030740202166,0.0035327730034332046,0.00666766123325714,0.004783481192128644,-0.01245571678812478,0.0007801489872470906,0.0015120076577163077,7.19094811854242e-05,0.01085572114752664,-0.0029792786130829548,0.005582850783852298,-0.009499154474975888,-0.011243790532611757,0.005441867828586119,0.023581057507756614,0.0023665771177173267,0.017550750965989056,-0.024981804296454493,-0.013890043060950931
