Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
HKK26_RS00005,0.017677266032742327,0.0017452713527392233,0.021824328769995,0.006836198278830578,0.04695872579554725,-0.009015381383343006,-0.02222329495567355,0.008680663209354286,0.0029788982540397153,0.014625207829190169,-0.0660202918741501,0.010930178557265144,-0.005302411558718803,0.04049263091625734,-0.00033662612402262764,-0.003179829525671477,0.011256781681449078,-0.01638375564484056,-0.0054299714882926585,0.007330705538673699,0.017556196648060914,-0.004326376902563101,0.02726940945369107,-0.020831416001423984,0.004039045358623319,0.0009416408892114345,0.0011232536453123331,-0.02444769188643809,0.010763824049740172,0.0722891651805296,-0.018498199372206935,-0.06528465702991769,0.038168424828074775,-0.002822648068488,0.003704274782091712,-0.04446915092439139,-0.004092313469103869,0.017282251792810236,0.007376790020914496,-0.0050667430022172215,0.04932410355060407,-0.03537093063711752,-0.012426798627346533,-0.01396537588039992,0.043295588137449735,0.029704058222247802,-0.011392139553719116,0.03914428054348587,0.007385449273174969,-0.003090840152893098,0.012821588743136051,0.01908826210036642,0.020898487536149826,0.008269086308964117,-0.05423035941210651,-0.00777458076907543
HKK26_RS00010,0.018903161147375978,0.0015835285626909718,-0.009453540838358903,-0.003336055769446832,-0.023720084441565873,0.16442620252220397,0.013770311725646543,0.02114545727757807,0.0011177842050537888,-0.0027403963366619422,-0.023937912518623018,-0.020280817107081472,0.019833667542655066,-0.005797126344089555,0.033215873345779724,-0.009459865747214014,0.012463286784256587,-0.02088312733124637,-0.021407812097309183,-0.009536129346929084,-0.01129930770959761,0.016748747008379226,0.016660276061324975,-0.0538354457222236,0.0064363881799935204,-0.02432861317005968,-0.010714429580726674,0.014031124891434472,0.007231456295204664,0.004613857019906613,-0.00013535907533904697,-0.013483634303419683,0.02132997066372972,-0.039314689800626,-0.009341455501251698,-0.0327437955496055,0.002045581862693535,-0.0035925984087962558,0.008378058923706034,-0.009918731743395985,0.004566709235040134,0.007543751323756287,0.005201455025611209,0.017522818512960774,0.012292691121266656,-0.0010490078375151063,0.004000329866543162,-0.00412170925781988,-0.031029352984472375,0.0038497200682769336,-0.01293981509629939,-0.013793343170840067,-0.018568433182212123,0.013501529737963815,0.014076168521753082,-0.031646703685642374
HKK26_RS00015,0.01991710711789123,0.019935962008471628,-0.020389324341691106,0.003430871507082436,-0.028874109780741473,-0.007053836841876104,0.00295279468056698,0.08257089128001777,0.013189750258862279,0.06777296014646522,-0.005263446035814967,-0.01917639768550626,0.01000132612840756,0.004818530761080426,0.0004318311364935833,-0.006973535881167233,0.005332283962073065,-0.009584579885257983,0.002453764775843527,0.002554997712156099,-0.010536483098593216,-0.01410901673868642,0.02020344785298015,-0.006808855183332368,0.019543975029174845,0.003755412308990846,-0.0031577872505851815,-0.018248953673947143,0.0014885748420833162,-0.0021982712521244913,-0.013157444427334752,-0.0008923356296887874,-0.018909356032583934,-0.026661583514781574,-0.014149302627159882,0.00885829672080511,0.04969647795883251,-0.009098723083659731,0.019400825157547194,0.0027385491950966683,0.010534753595609814,-0.005924687574762674,0.011583922269094691,-0.02264276840292406,0.005092586379310831,-2.7792200166601645e-05,0.002047442316211173,-0.021582523083772544,-0.008337781079600674,0.015583315479804795,-0.04175055479885459,0.008021882723794565,-0.04598685984583583,0.007564627649672179,-0.009672114660671896,0.006008360874253972
HKK26_RS00020,-0.01315624301836259,0.0215536158584078,-0.023264236693018383,-0.01535926832231895,-0.02381487561980887,0.02675646811232706,-0.019470024763690717,0.07457567100179414,-0.014685061407212638,-0.019245918571759578,-0.0029387575507857262,-0.0066353749623050025,-0.0008096896578836599,0.0058758107255607,-0.0008348460430785376,0.010653023423594856,-0.011527803797001161,0.0004539034500724785,0.0012079863597524469,0.0030742149579553336,0.004364094015433852,-0.019319473729208073,0.006353420008985312,-0.009178451540439787,0.039966029376081964,0.003771343692954491,0.0011286843605671914,-0.02777910710346974,-0.006066143360302149,0.005963100072789138,0.0013809337262609032,-0.008421143965784356,0.015281900293836548,-0.01329073555323641,-0.019025645491675024,-0.02381251851425664,0.05205955637570989,0.01344631719422426,-0.007823137654374956,-0.006871620453274949,-0.0014045550560819412,-0.006780629786739885,0.0010922432965357529,-0.01745064180364194,-0.012392400131873418,0.013023169414121637,0.00973829796108233,-0.0033334356413499645,0.020031485484346107,0.025761231870826396,-0.06438600465959325,0.016420434502795494,-0.0034272240378179436,-0.005679977131920367,0.0178949297936181,-0.01779623031200953
HKK26_RS00025,-0.013477687565692283,-0.016278932331177384,0.02324636016745649,0.07365194825173839,-0.06795983330723264,0.013892561363473315,-0.005140679445434255,-0.0007628565232124429,0.005820970040089624,0.002173755656398354,-0.008361481360897453,0.013618246139989042,0.0632326680258613,0.021356524078838205,-0.005628529070929664,-0.014218923537313228,-0.026423546710057078,-0.03636417386773836,-0.02525922537488988,0.018805010861115502,-0.007005204135336189,-0.006497474608138344,0.008100673482315097,-0.026512679381655763,-0.004902191844773316,-0.014140881586267879,0.011997280130841106,0.0035892119016316835,-0.00014787735606793824,0.030594542369705446,-0.00940523665737998,0.018322264804089425,0.0007251105875332002,0.05456290298474519,-0.039723300917431384,0.0055070157455405335,0.05016819627755816,0.00668730948410701,-0.05173885816912021,0.004428389867823124,-0.05208696582912517,0.017788067008415433,-0.06399969834864265,0.0023496595387791554,-0.03063112701441619,-0.014502855228517924,-0.0034756382383965808,-0.08396768672210472,-0.026925528351729327,-0.019338340291670274,0.003973228710531655,-0.00861751258542499,0.02081965179852224,-0.06915514428283535,-0.015631950416231374,0.07649213490306239
HKK26_RS00030,0.0030873652656936983,-0.01995659426700059,-0.00015109317011757233,0.021022886542692347,0.002823525643993019,-0.02879631101566282,0.013036469970294113,0.022456085371166595,0.02051910455581786,-0.012606585581521524,-0.02007996573401077,0.014864348264309893,-0.0073437521391241465,0.036884299923185926,0.021681751447767614,-0.004025646538124133,-0.020091824336799253,0.019717880192796827,-0.0327230378738411,0.025964586059025616,-0.021124164978887295,-0.007746562021706394,-0.013396076675784508,0.00699815566412671,0.001294878865243372,-0.01707577582355641,-0.02548215913304222,0.01760803816327071,-0.018603953874599212,-0.010462192348646562,-0.019268622501172606,0.005323490586448626,0.008202275259028117,0.006115986601512466,-0.0030646469719050216,-0.002253437112457947,0.049326896698304964,3.219415334827773e-05,-0.002471011451062631,0.006524488218676603,0.0260111252079422,0.00769030854764575,-0.002099421316703046,-0.030429078785434806,0.010397343429497224,0.0028029064131821334,0.013663319832815936,-0.008166509932077364,0.002540248629827231,0.028007352962268455,-0.02840737599397266,0.030085024807943953,-0.0032808386186027215,0.0098218554115085,0.00827049903442328,0.0018155954849992607
HKK26_RS00035,-0.0059306108456718565,-0.00541309824252772,-0.009830697084950261,-0.00908446829028758,0.01456153162053059,0.00691340806089813,-0.015419043280911935,0.013867133283258745,0.01749384039332478,0.00895367546376457,-0.006663847710362754,0.026924937935738108,0.10209514086908561,-0.017965628652970668,0.03396182585531108,-0.018512218780962666,0.02404755793419676,0.008888453927297793,-0.002133047913050247,-0.007998243877065794,-0.018303777166311097,-0.0010063663551423561,0.0026982185635177434,0.04301594439841281,-0.001474086102168278,-0.008058341389494227,-0.023479576522724633,0.01948604124479945,0.011244719654226677,0.0995120872572668,-0.018463844491264793,-0.02289972858565602,0.0031975262521468516,-0.03120548374524966,0.023162950041727727,0.010272410129546557,0.029000731574978643,-0.008644359811211512,-0.011766837637780535,0.008132384984967411,-0.005444913745713482,0.0278216818831613,-0.01679902028906045,0.01906259512520653,0.01936538787561129,0.008793943139164847,0.012024223298770436,-0.006771091667571556,-0.007443011426218637,0.023173683221840796,-0.021013569989438312,0.023265510218194594,0.00899203412301008,0.00398565387418043,0.00354936957772215,0.043463200431277785
HKK26_RS00040,-0.001560380332673372,0.021611653703757342,-0.007226393837307195,-0.004749320319267407,-0.004062178999959891,-0.006872704873892763,0.0009781952949964978,-0.0009441483521502379,0.006967586163143048,-0.012180695989238304,-0.00017258611671672132,-0.010573835183370395,-0.018858100248074182,0.013797655097560722,0.027472052290489296,-0.00652833116364315,-0.043668970772652534,-0.0202132089657565,-0.0062605453023010784,0.025084535023036,0.028611334508125513,0.0036307523466627594,0.01329891978286316,0.007064642874894285,0.0025891147067667536,0.06137548126632644,0.0010379480219542456,-0.002317249729213678,-0.0015863173917088124,0.0010704181876098383,0.0042768224881253305,0.019966592884724226,-0.023199860417187433,0.012757046800614208,-0.004712290830976694,-0.009302943318481966,-0.011998612284642883,-0.016408431182285313,0.040754326279257076,0.002088701357377654,0.019669759511482178,0.002619906178507039,-0.04148898258487054,-0.004852834787257873,0.01632643167321764,-0.014452961394389714,-0.021604230584807812,0.01352539852532628,0.020303892488683098,0.032795450188911855,-0.004882324173692212,-0.0159095359823581,-0.020028233221650985,-0.0025649882128706177,0.006428345752195155,-0.015452230305526119
HKK26_RS00045,0.022454268502075124,-0.018520836204163716,0.023156851566086132,0.027298273429333535,-0.002290232155329891,0.023440577412129772,-0.010532778766496798,-0.009653130825498969,0.0025215328158036104,-0.02369542880427135,-0.017213253556119842,0.002851218202970532,0.0013679213669562404,0.004995103204440276,0.004195324695216884,-9.712966727482816e-05,-0.011744649947027768,-0.055285574938444694,-0.010528922699186552,-0.005235118241323891,-0.010297975570994888,0.003210434782199577,0.018334190014003167,-0.014615574513771518,0.004412380377817261,-0.008922973236268521,0.008178143920253901,-0.02227460679088722,0.028093813350801237,0.029389241557102833,0.00019251999585132593,-0.014174864128200243,-0.01622096263081193,-0.024816045363922175,0.08438510652437653,-0.018875505399544655,-0.03665323224046006,-0.014865865340313875,0.0034079553439855053,-0.00836689966862226,-0.011141343382737973,-0.007365330071010125,0.11204367997512275,0.007830874100430455,0.019786070407872024,-0.050031612091581704,-0.001621524163879005,-0.00129035067749112,0.015431737431579521,0.02251965938300462,0.01807246173275507,0.021321408854557397,-0.028987998584703297,0.027780943225485338,0.00560705127759349,0.517381616938098
HKK26_RS00050,-0.002807139715757201,0.012283214261209138,-0.019411740091670644,0.011462319652215261,-0.0052869070172591685,0.0006112320489519914,0.030897533544619767,0.009021248818361038,-0.00030357243368876643,0.03579161807979026,-0.03271976953054436,0.0076706200922682126,0.004244611506645937,-0.0022831590891753658,0.01431883800977955,-0.02200122063584402,0.011937405996436511,-0.013951185516035237,-0.05599272519574705,0.026233554249552645,-0.007977496494357694,-0.01309918841157961,-0.01250402748986747,0.029043168968691354,0.016452564829234476,-0.000656780321090226,0.01701999325180046,-0.029836945614806053,0.019906390454753706,-0.0060224667820454195,0.025565995423800652,0.020118437511113075,-0.012178650028049447,-0.0010637412800926975,-0.03348751066866158,-0.01588981422825162,0.005161839811377268,-0.021161094006029047,0.02309930262058764,-0.0005415407767346428,0.01512544705199926,-0.002168443064782698,0.028920379873677328,-0.022639958822096184,0.03111422793444304,0.007483756950993894,0.025496551549998584,0.0037463003855044315,-0.030655690605323513,0.030852331380007245,-0.00955501804485705,-0.0022426519490713033,0.02673818548466,-0.019406642438856547,0.002554817210783199,0.013248223145794224
HKK26_RS00055,-0.02546222462416073,0.010735172990582693,-0.007662602762519982,-0.011419514781319603,-0.01631163250833381,-0.017978349101521858,-0.025378409099215515,0.0025622015126645754,-0.015084262079834956,0.004699362980761392,-0.011520998794722691,-0.000504858560075401,-0.0007780507186888375,0.002622254263161058,-0.015249695480050793,0.029714556020331205,-0.023555035603501678,-0.011341643007500329,-0.00799689570206504,0.00831865795696286,-0.020115902909038568,-0.006233584137344297,0.010821449731926227,0.021054747305350025,-0.00367532717738904,-0.03180431673101729,0.004099490870731664,0.0007468415514364539,0.012465578311833177,-0.0040803164834637105,-0.025620669718036938,0.055514763279986654,-0.02143695859587523,-0.008668028906152172,0.0009835272428378695,-0.008378809569381635,0.01866962402550121,-0.00469284290746382,-0.04118273200570105,-0.004142801347844936,0.0020125142572691174,0.006710253909157003,0.003695845044032731,0.02782765266062556,0.010731230199022654,0.004014411438948321,-0.0079906733402514,0.0034274989569528297,0.0049377937580602415,0.027150355839716707,-0.016546942769117657,0.01986679204394057,-0.005273297659908032,-0.0031030413534964833,-0.03320639301118762,-0.02581163238833134
HKK26_RS00060,0.006989171490478861,0.01035641473599382,-0.029707489189344512,-0.05390484915027796,0.010113081778069093,-0.0017309400314022554,0.025524884342823264,-0.011638802023614963,-0.03147829122314036,0.021223815605559065,-0.045124531827264516,0.0028293275866204722,0.004805231324947387,0.03813972037214461,0.007486888309648107,-0.011944013658872914,0.007790825806134842,0.031067059687340977,-0.014823434261988016,0.009622209832786586,-0.025245432559069254,0.0029377735847466563,0.002974977968450805,-0.02494251504238094,0.02101788934257052,-0.007481050833969721,0.004306103907486178,-0.027050863665617063,0.013582274203594105,-0.011160913052783,0.03148268104006771,0.002364710075595652,-0.022233821576224798,-0.07808118408541352,-0.0010529376650825978,0.008173267832267262,0.012107379782601312,-0.0226173612661352,0.010948693242434901,-0.01310621720055819,0.0008091661328637573,-0.023833113735443084,-0.007032561020084742,-0.021814408924332715,0.023363529255389776,-0.04166907062114933,-0.012813635944516568,0.008364188326580198,0.0009306285033363106,-0.0015162866858228225,-0.08887115267082192,-0.02078377979398708,-0.03607163781920571,0.0038533378561147447,0.008807054040278695,-0.019742163830830405
