Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
HKK26_RS00005,-0.021130480664872237,0.02318424091238334,-0.019830531190449686,-0.041220086973080224,-0.02155870271842681,-0.02476619825322698,0.00831263333020927,-0.02583503014410908,0.01214327458363446,-0.0003428385280102848,-0.004631827870869647,0.010389900068298341,0.03941191345338234,0.0016070705091529066,0.05559930030490199,0.07037445401306909,0.01969128220817307,-0.002712883319490097,-0.020330241937748527,0.031459999864358865,-0.009255232898793072,-0.011168312388052786,-0.01628429399522889,-0.005104782299048595,-0.004897177546245046,0.003108576026726108,0.029099089136604386,0.002940231303282617,0.03883955778395853,0.008905504634057248,0.028243605542222446,-0.020644242556994794,-0.019365661901505054,0.003831321089658752,0.05924900144617274,0.018638548910917586,-0.016690907955726947,0.006713803635315448,-0.011205225170926958,-0.009216829681107699,-0.02099145772657325,-0.032493508844973665
HKK26_RS00010,0.019555192435758945,0.003958846260428145,-0.02649790550664599,-0.014640189986701685,0.03154655238513174,-0.00943297427483146,-0.008197289791355844,-0.02905870514865193,0.039626443076959506,-0.005069976249849093,0.054625980623877544,-0.01418034768085836,0.02515323483975561,0.12239191491153209,0.0290683707542559,0.0025069401686913097,-0.003724753908666814,0.013357264944557379,0.01778196445851514,0.008490645324179945,-0.005945757495326568,0.03637243932703295,0.016237435137772427,-0.04031437081478985,0.008149582869321898,0.003564767163487279,0.022509485925257575,-8.188346447568132e-05,-0.0030793351223197657,0.025035122892021797,-0.006302398849574199,-0.027133483149186264,-0.016191200715222443,0.0012908918330016127,0.04948809342806515,0.0005579797756734014,-0.026327241525820305,-0.013310477929174485,0.009196468089161662,0.009625819903499068,-0.016509288940980384,-0.0037755444158734325
HKK26_RS00015,-0.012768420053332738,-0.05545771694968637,0.004635868172653887,-0.036891500333120324,-0.001808006376346985,0.0007420849161125277,0.01359425825525332,-0.005338589789073549,-0.01685684909226986,-0.028198025015348526,-0.019796822119265152,0.001536714394567881,-0.0501383779796644,0.012709418426429663,-0.027792637270114398,-0.002102343208898533,-0.003862725919881698,-0.011479989940178882,0.015460102432018723,-0.007748819982253754,-0.02290337111088497,-0.005742792831365243,0.010648144622704254,-0.008590928510987082,0.015718874598238956,0.017075322643032437,0.011941277766289074,0.06281816717504313,0.018831715269198974,-0.01835069091380395,-0.014056401322025831,-0.02482422431949402,-0.024535827873524933,-0.002316831296868787,0.015695967114330807,-0.02775922583515924,0.008991230012874035,-0.007343283939987448,0.02054913751059036,0.041320800035267655,-0.005530754470432403,-0.0025762881655529927
HKK26_RS00020,0.017956155673431888,0.00562353375915673,-0.01805481263352737,0.021968378932354038,0.04016799043697952,-0.0037959224050933904,-0.006307306889633585,-0.01264458450799161,0.040332402345269046,-0.02719286058110497,-0.008531535341860155,-0.0027795090987392185,-0.05657484866072315,0.027805851595511844,-0.007768207350413074,0.00444916958392844,-0.010921270203638898,0.005897272624278474,0.004980821068374948,-0.004644295902481433,-0.010042782303754438,0.011019623919758336,0.000664290437543391,-0.012480960660991228,-0.008231760303052709,0.038653231276796575,0.006542253287487882,0.06961223868808124,0.03329599367898681,-0.001740262850125078,-0.014587403097817229,0.016391281312835963,-0.017861667757127154,-0.015973909065994097,0.02026651473741288,-0.013828291826123986,-0.039356990168153215,-0.01828859189527921,-0.004164443008078602,0.0477249385238141,-0.020760326113892533,-0.003832630034152412
HKK26_RS00025,0.002391903279121405,-0.022350299233013945,0.056508302295004205,-0.028270325905175708,0.059126297056912996,-0.011936919669850105,-0.001321277615502457,-0.019762749388161274,0.0069775962416403665,0.006377457087853383,0.005677985074165859,-0.01733114809669988,-0.030541109520242672,-0.0070748107230829685,-0.02903718673444784,0.019165790309628207,0.009226622716790447,0.00010963112823872574,-0.0255617140181108,-0.024462435934456638,-0.0029277514669102432,0.029722150110288732,-0.004544237719778619,0.00229089565226958,0.00807591922978233,0.00519787251218637,0.04287759599044223,0.007215088438132461,0.025814018394389036,-0.06382218970743328,-0.03636420663058701,-0.02206631115880023,-0.00688336981921458,0.01577419112429304,0.016656882166716007,0.0007959668474460571,-0.002974276120148835,0.030172489175378948,0.010514417567645097,0.014767872972171943,-0.02735521442018756,0.007719251907764904
HKK26_RS00030,0.04572704139398176,-0.004206602844130967,-0.0075278254744827865,-0.0072437571134760185,0.002772087904517192,0.0007500162765795741,0.016517727157648928,-0.014742106331041917,0.0067238434968372235,-0.0049725436820836685,-0.02084929148586765,-0.013798330150362576,-0.029365282462828247,-0.006218759325631562,-0.015592870858207363,-0.0005133338813602365,0.013135919302469148,-0.014844720817202492,-0.00853806660720431,0.015444855799216606,-0.010006466501909369,0.017766695052408122,0.04731352145438856,-0.021365657329977243,0.026995164518375633,0.01706383944897676,0.004032769502789624,0.009696429766355524,0.005242258446982851,0.01057647659713436,-0.006773673150316925,-0.012211606634420981,-0.0011269571315394987,0.01600645510963012,-0.025569024159256135,-0.004245331258392141,-0.0011382983426192802,0.02328365896038548,0.03500923515961203,0.0006652619577786375,-0.021809731665181985,0.0012078606755184396
HKK26_RS00035,-0.03294726203899322,0.018189406043466312,0.06785485780594844,0.009645259482700556,0.008922552498795294,0.0028515786326432503,0.02568305907297952,-0.012673186235219833,0.0033371854749388577,-0.0027792754604679276,-0.008314065981534308,-0.01289370308005195,-0.030537649486727166,-0.020520856616281266,-0.02650972321589644,0.10151403960308486,0.02371932321719666,-0.0033238135198521736,-0.014522088361814109,0.006507317378728897,-0.0017848984406421942,0.009117736952176618,0.016721052596868333,-0.0025827371575853123,-0.003928324985102292,0.024977949252698667,0.025114624820152795,0.013396378371425188,-0.017697543192756727,0.00690385601650239,-0.027239432732487075,-0.03295590386173299,0.0011783905232705808,0.0004453545606002007,-0.031221734587195887,-0.010625929185663513,0.02245269736037731,0.011753803115211958,0.022293813061653074,-0.013476209330855924,-0.024444937760265694,0.018089802691642242
HKK26_RS00040,-0.023958762400835915,-0.008807104806100578,0.0006829882789016373,-0.02945935105376823,0.019605471319724316,-0.013813975810227055,0.025051617510506715,-0.014104469246034104,0.0047219338150262125,0.008622749932032972,0.015589592480665692,-0.00518048250463081,0.024506795707410562,0.012307795625684443,0.010497233058400867,-0.0025551732808307354,-0.00036942781827533846,0.0001300220217510355,-0.003277300133184109,0.004913332299280016,-0.03897759384471318,0.06810415899082022,0.00702998692803173,0.02895571827144325,0.008077217652560894,-0.003332115212409158,0.0028156834217739814,-0.07052836016437411,-0.023211836948256535,-0.03288580702569692,0.012579858129085362,0.029970243222972454,-0.016707127200117747,0.002777838465286049,0.028398346644801575,0.003621277723245065,-0.028193058758375727,0.010710126121794707,-4.947593729947841e-05,0.05840266044046647,-0.0060763642805072805,0.004951724866158584
HKK26_RS00045,0.0022838064059065417,0.011909704451497655,0.018449149669899148,-0.04675750387218308,-0.02863348680914042,-0.019488207354983734,0.017927200372797165,-0.017468108690480225,0.006525401519433786,0.04575452210839314,-0.11014056873605904,-0.01934333956813532,-0.052176786855281515,0.006413266424911583,0.04370255836112565,0.07629416014075335,0.016808048978235533,0.05129884632174237,-0.005199328436717859,0.004316329590488175,-0.02320620200466737,0.09272915780991674,0.015191428067154672,0.01646810550279579,-0.04942724207760784,0.02076751833945715,0.021987404283361486,-0.02332557184253973,0.015522262153400569,-0.03972436464926044,0.019175920001068585,0.01906977864124335,-0.023791167157608633,0.011121865235144515,-0.0030676371295716336,-0.024211614333129093,0.1278157578861677,-0.011226725258361901,-0.04136693635801764,0.014046015523640347,0.0010065640047066827,-0.03446444788940649
HKK26_RS00050,0.011507876380986142,-0.012817845395918997,-0.010977701766252701,-0.008165114441333839,0.011871818382598882,0.019085694232524365,0.039080650675418854,-0.018552583530598438,0.013102229896849192,-0.015285348108488916,0.01564974424320263,-7.908005424804057e-05,0.0010784307624983982,-0.0033695835633033577,0.00347911316592072,-0.01304083440768181,0.0318784249165002,-0.0027558049647054307,0.01150409847830945,0.008530624656195194,-0.004165148632196744,0.03441379657246777,0.002548260141827024,0.009418093452480979,-0.022776584728563733,0.0021201404886517076,0.0014625364579481537,-0.023808413289508425,0.007677865712800094,0.035899097816575735,-0.008818031490027705,-0.0010536282258801436,-0.01829575309927216,-0.026426743689698908,-0.006890852538356358,0.023172083043847054,-0.006040356800099617,-0.01547457363082338,0.00649898270270397,0.030012514454035282,0.0020222457760316437,-0.0015211317807616361
