Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
HTX97_RS00010,0.00018586923884082013,0.00965608597088645,-0.0026992224833582157,0.0018272279741791614,-0.008495944998364152,-0.044891536519945305,0.031248761173437934,0.07179098663242893,0.07452732402379325,-0.04923223493080773,0.012271906465819722,0.05076526404367368,0.01338747960223601,0.04657903063877479,-0.016654607273196273,-0.0032519796933800312,-0.01733803810206069,0.003748722471313141,-0.027152215907599964,-0.003562158098027533,0.01804572174442339,0.0193050921423743,-0.0047800057341952215,-0.0033220890755761455,0.030061805091340266,0.00014334496475275558,0.0012785233695621172,0.024618671071679955,-0.012956982564233444,0.02860855421370072,-0.01686633033033191,-0.006340456107820784,0.006566045234122702,-0.035838509340381505,-0.01656382688431133,0.04716054722913327,-0.0040993569741628495,0.019893421694556455,-0.013438820077049086,0.011855860924831403,0.019019017969237807,0.006296225673862501,0.030722931926371485,-0.03228880691919628,-0.021015763674009216,-0.004881595090150602,0.002176244464278352,0.016436573761691234,0.013159924058955406,-0.00787391314065392,0.013616866360374768,0.0071392220877955345,0.020708378377992775,0.04700579560749031,0.023138794081427855,-0.035055880409470414,-0.03917899865082011,0.015003701949988048,0.012694407099788196,-0.012047390780666358
HTX97_RS00015,-0.002458433859129553,-0.0011757098009779216,-0.008596796021356157,-0.008151675104833134,-0.039361984210878116,-0.01951904176814064,0.003946304980989515,0.0062491800816849245,-0.011637459022008188,-0.013351608523391323,0.02704131142646055,-0.0022131832789149316,-0.012568288702206767,-0.0018914739987764444,-0.005409563534183215,-0.025028416090861972,0.0023788895172912926,-0.024271452439406028,0.009069433042369408,0.00974818891177332,0.008160553251382093,-0.009975491461986986,0.002643149226183918,0.0309379003051223,0.0064766503371383125,0.008077670540211995,0.010456640897886657,0.003023141472789673,0.005269307073693533,0.0046604186098432475,-0.002643813908135371,0.006865402893391823,0.01765898548679264,-0.004390338120613649,0.007475607132504274,0.013894902505983846,-0.002909346439317753,0.008396985847724235,0.013561998480656763,-0.01115067117513521,0.010825822153422301,-0.0039240129253510034,0.0030488922511162143,-0.0033530433538542636,-0.002239385049191387,-0.004553794961227987,-0.0033664981924756265,0.009048344731335835,-0.006038881045999045,-0.005688799917123759,-0.005415488410182431,-0.003290364719073772,0.0008313236868578888,0.0017074869494294186,0.006382147941217071,-0.01338044910002869,-0.01873008916039116,-0.010949810130287924,0.013287510963588383,0.02373945560749046
HTX97_RS00020,-0.0021112095034611384,-0.022510314019415202,0.009286352461668979,-0.015028972639849498,0.016154753391383014,-0.0012941938694319987,0.029178606015654793,0.030443371183749304,0.042605882475133076,-0.005187878296231947,0.026721850273113825,0.014513290316285933,0.008661325030962716,-0.005579730534064881,0.029865867772070818,0.03345279670765438,-0.002931978747320287,0.00915153332350624,-0.003085721284272004,0.02072816872186616,-0.024846134825721213,0.023098482927723124,-0.007446159726206689,0.016743055011217776,-0.0037786895909393877,0.01565423242970051,0.017520037187156796,-0.006092336245374797,-0.008536532929527583,0.04867012111832941,-0.005938743203149459,0.013422607525449751,-0.0034985195263004453,-0.001560296125355632,0.006869202438534668,-0.018208738761416012,-0.00754366724433178,-0.010343110346704355,0.015599187720152062,0.0003414018478458485,0.0055541693280228895,0.0030632189290522955,0.009401006365352887,-0.011483616998065747,0.005082406657918266,-0.0012315303896574432,0.006829920733372168,0.03987238311251455,0.011793576399107277,-0.0052824746622483695,0.006102511151095164,-0.003413562280660875,0.009537630056911434,-0.013876652064839982,0.024207880605845666,-0.005401512685223698,0.026498953402112668,-0.03847487385966217,-0.009335998581050203,-0.0016050882160629765
HTX97_RS00025,-0.04848677178627818,-0.021446898487169963,-0.007830907124956035,-0.037308744062247545,0.016556496886424722,0.0014650843816000705,-0.004089447745002474,0.0007817632439509023,-0.017736095450368906,0.002148447051169465,0.02261673985929074,-0.0063166591536519615,-0.011531897778108256,0.05470213410518152,-0.04273584338445959,0.010718033712143407,-0.016142348093264255,-0.0011547195201950067,-0.04797910343770044,0.0020028330227585085,0.02235186981203801,-0.0040074570247486925,0.029960370968244342,0.0019416480683104793,0.01655196298694279,0.04362723301016382,0.05784638801292342,-0.00157270684221291,0.010728785228431103,-0.011703803266887115,0.006268677427990681,-0.03341705287927033,-0.036745126469674844,-0.017324759329254622,0.0009394113639373829,0.06091810508209773,0.0020985176732414316,0.03328188178989063,-0.009598207886584878,0.009102521678757499,0.019977631859472534,0.01758651451116059,0.006199544265523915,0.08117396335248367,-0.004850759750555323,0.020062573659992245,0.048434419327145414,0.06038724010827389,-0.03136113393862628,0.012544492100759919,-0.024609020897276557,-0.009585152115749942,0.03894287129487988,0.0026961825851090308,0.028645519487763813,-0.027653680117434833,-0.0061550792795467225,-0.013550882023394018,-0.004827222922065562,0.004085800740746912
HTX97_RS00030,-0.0010798623858454565,-0.011948750298136945,-0.005223403792688715,-0.035388889659609,-0.0018504744661746466,-0.003326224403915186,0.02061939248871934,0.0014542490898528052,-0.01748415921308827,-9.706035350459904e-05,0.026951732719310482,-0.0026953608472429667,0.006305318724789143,0.018595540002180392,0.0006792041617694043,0.00989512902011054,0.001946959104022693,-0.0008797666231935709,-0.010371778022363505,-0.003459350941087611,-0.007463205247598929,-0.004394993545032856,0.0006007252813597898,0.008659196676208698,-0.00041733121922433373,0.016407981694707637,0.009748572915565676,-0.004426042142103651,0.0006286014701265861,0.006868189163925018,-0.0036865301966748213,-0.007133218516784137,-0.008591791881399033,0.013744371227188776,-0.024388489760136883,0.02271114521962919,-0.014165716261304915,0.03467213083291812,0.0018271877283105383,0.016759072442345688,-0.003921136404633534,0.005504551521868125,0.029625643460562526,-0.0011295718027286086,0.012604307631085544,0.004059446218276927,0.005560509212845132,0.0246047413990307,-0.01216053105777122,-0.016516659706030997,-0.008512854041549793,0.0035809816585397453,0.023603460328007603,0.010301582344479606,0.0029178570349314235,-0.005298059430651016,-0.03446330208503768,0.023562927509346798,-0.007470234714726259,-0.00871911153537087
HTX97_RS00035,-0.013284864378796425,-0.021108913599953184,0.02291011561148493,0.03448314002322016,-0.005635167588809663,-0.002878086894565951,-0.015858089019454995,-0.011169293682114962,0.007651158417029891,0.015858516345775023,-0.010067389322806621,-0.038892226516230276,-0.0012064529812251693,-0.025461157913043056,-0.010538647264578545,0.001488199221548868,-0.0007227466518338046,-0.025174334364901706,0.020053657677333456,0.005744049818147739,-0.0016896739958395714,0.03950966544148746,-0.011815221267174601,-0.009661375502880319,-0.06717083228658825,0.011083333464432828,-0.006442912536400907,-0.0005876394392184732,0.008216566537825216,0.03903977475955634,0.01053264215753176,0.007097833131022878,-0.02742640299577787,-0.002481749463812005,-0.002584045879348141,0.008838575833644984,0.0018262772083260791,0.6239398003212878,-0.007052717659659112,-0.006684305531478519,-0.007558020499444638,-0.00301165943935696,-0.0031130972282068263,-0.0013257692638099026,0.012942814314434161,0.00663962312458879,0.009796871057275064,-0.0008352091637156291,0.0252998597967072,-0.00825968184414772,0.00837610986983085,0.006592756918601667,-0.008286171810587724,0.00913357176731602,0.012566344859935456,-0.003311326443944142,0.01633152663024902,0.04721450846751837,0.007816469093982696,0.016157117691965928
HTX97_RS00040,-0.007264085613858162,-0.0034040683213139387,0.0191252941159142,0.00236421588576193,-0.011559668357635909,-0.00520123367659528,0.0041140340616143585,0.012183700710032273,-0.016083975070252398,0.022197917513875346,-0.0014603394021560335,0.06646457502439165,-0.031152889887339098,0.025201671508574518,-0.020577789963626948,-0.012009280592801728,-0.004158985494948923,-0.014478911584006998,-0.010263645819277255,0.0034490189437383304,0.03507217901864981,0.04582937969113396,-0.0009185491102831278,-0.0017826464154461674,0.01927928452643281,-0.0034533185938637532,0.005484120381061675,0.05456100678328944,0.044797091651817264,0.011914262305460933,0.00462723825474791,-0.02295969962676826,-0.003838151559703447,-0.01733402460233539,0.01366156581496911,-0.017631893484578456,-0.021012144116871835,0.01794011043272106,-0.0035050396214061116,-0.010019251697862623,0.023084243505857693,-0.02179687737857695,0.00983775696082397,-0.00644569862812952,0.0009662099718956218,0.016065968435207734,0.01317958956535398,0.010808985152499721,-0.0035027867560303854,0.02253836271635726,0.06389301587194664,0.009949412554693367,-0.0013343174906968807,-0.06614951567683838,0.03630937822679554,-0.00272897161176356,-0.02002066060241197,0.12722395705627118,-0.005546898814018213,0.011168551967832388
HTX97_RS00005,-0.00801662639163718,0.024696032110595588,-0.002067489414923233,-0.0020725146057292945,0.03615581829394196,-0.004806165911296693,0.015420352631255275,0.041935861933319905,0.0017407789420711844,0.023155316782509486,-0.013897299375596656,0.023306419927768517,0.009576721258573702,0.021539297936010334,0.01983485456919244,-0.029731728480006516,-0.02178964617183088,-0.09254795254581975,-0.02596766960199743,-0.050362212915954274,0.030131649851037293,0.0014129293393515925,-0.030057249115656604,-0.012108889130467433,0.012971328578109923,-0.027795202145491228,0.04635219119377301,0.022325953446449304,0.011997745088838172,-0.007049511945811064,-0.0032614713117605438,0.05297913165807236,-0.014387403085950379,-0.026347378285412195,0.0014613569151640253,0.02047270927511297,-0.0065821862757193435,0.007124044419937621,0.008365910534645297,-0.001125512374414483,0.02235097519920732,0.01794885359376547,0.009653678096694563,0.0013001687745884355,0.030921811843369448,0.0075255622920233425,-0.006107638981913269,0.01500630426618813,-0.0013074317356020456,-0.009574926362719213,0.021732729641246205,0.006267860356311243,-0.006152555980923972,0.03417481201731333,0.07567364800733077,-0.04907186926616135,0.030501993865730992,-0.011995209321849507,0.01583985421875981,0.0489968996801512
Synpcc7942_0001,-0.0019916229985573325,-0.00488434777187987,0.0017299935484963685,0.0026240313589249538,0.006764414974789188,0.010920654229211608,-0.003947757560427423,0.003653085445608167,0.006860248546250165,-0.002848507405833869,-0.0026088803056096223,-0.0015118805812806134,-0.010524970887826892,-0.0029665797696001215,-0.010399198006701285,-0.009669575025121082,-0.010142381756060177,-0.006931691139919951,-0.006243030302444716,-0.015155948814322317,0.006920486628682554,-0.01034213361600268,-0.0014992060110303861,0.00623936056244085,-0.008732680729853106,-0.00870057217932237,0.020393611848929547,-0.00020305808454691265,0.0016167687602866223,-0.0012326415831960542,0.007245977458737725,0.014959522679663929,0.003665466064559651,-0.000278633707237265,0.0037743432400937902,-0.008900656860251953,0.0008339944432596399,0.00031813883497831813,0.02547966106001719,0.00287284159963346,-0.007446339094984632,0.01857049109062843,-0.005681432704292618,-0.015288499805631062,-0.0010462438555640394,0.01133054728396674,-0.01365884556072383,-0.00258441597396742,-0.00413453346520894,0.009724090606011614,0.0037152402858435293,-0.0019576100358467403,-0.0033062534879449807,-0.020029699045726188,0.0014836402909624595,-0.0005071295998170032,0.009168770857847931,-0.001668094545534359,-0.018963291831757354,-0.0026039074832780594
Synpcc7942_0002,-0.0025208991664064373,-0.0011451839284513535,-0.00823100786530346,-0.03438300211808358,0.007775604186333548,0.010577215638591663,0.0006848673694115124,-0.002498062696404392,0.0015620926116822747,-0.004337276942788473,-0.009547959788154014,-0.0025405759527134543,-0.005922640319274634,-0.0026387865605927703,-0.0029120953771720392,0.005583415188887521,-0.0007798928221836716,-0.0011865293607257329,0.002585428830788094,-0.0008737278648407774,0.007020441643596934,-0.009094107409876082,-0.014844467664655222,-0.017214217269318367,0.00895603529431857,-0.017409880960437673,-0.005624074179899297,-0.0017364870187960525,-0.006857602743291184,-0.01602374339037363,-0.0026649404847340235,0.015537479174528683,-0.008884865039311603,0.007216332922578415,-0.017538602481478694,-0.006303316281499494,0.000974807373376135,-0.004985879417162903,-0.0036833031549308947,-0.01722713446481415,0.00409320616339115,-0.01184595595773242,-0.00964781708439375,0.0007131873101207984,-0.004841205026010504,0.006889039918890383,-0.02524227300040379,-0.013259760864686103,0.0011128226546807478,-0.0026137907169295673,-0.005147471404899293,-0.013866508640815465,-0.004571607224748628,-0.008402161733814882,-0.018887866341964762,-0.007023320415359046,0.009687192293750256,0.010048929825498454,0.0033216623150765395,-0.02747107116242757
