Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
HTX97_RS00010,-0.039315394279764375,0.0054905033733250045,0.021694836661890662,0.001574610899846062,-0.005684373249369181,0.03482484223663551,0.023912138979756,0.0011485219056111661,-0.018089783891598373,0.008171200540272107,0.0213862874344218,-0.023954326215626976,-0.0710661242701792,-0.013435462335438906,0.006169959010263448,-0.02123391121786124,-0.02777504387565529,0.024118307891291543,-0.0031487668137632073,-0.01140182847439496,0.018984562010689585,0.002115068768618295,-0.006258887190805925,0.0023268533180350447,0.011645779703494811,-0.016093772020406606,0.014210695315305482,-0.005344048988739263,-0.01797544019437295,-0.01727899784284656,-0.01577661203539355,-0.04798258036831753,-0.05180138628328071
HTX97_RS00015,-0.029315502086458944,-0.010273697852716118,-0.006288389906551677,-0.029227918290521397,-0.01482097815052887,0.010425503371686032,3.1511880500667296e-07,0.015766619752612537,0.010594286995205081,0.04161317945114221,0.0019058686360910538,-0.004978897747130015,-0.010292623697501765,-0.0028519960751301797,9.35477998624424e-05,-0.005909477307484964,0.00802787639881989,0.013001216598314658,0.009495570599375483,-4.027243777952455e-05,-0.01120976393916351,0.0023044191105971758,-0.028029439135606897,-0.002128575471708938,0.01079586792260679,0.0021271600811024237,-0.013668878292634114,-0.0250654386516713,0.021880225889248057,0.019927725400374744,0.003592664037556234,-0.021350889476250298,0.01829048945170067
HTX97_RS00020,-0.029166382228748487,0.020624224130411446,-0.006923641104324464,-0.02359929562931888,-0.005255470421531704,0.01792029959823525,0.03737633322122869,0.03271005935255121,0.019017939574134286,0.009756091684351232,0.015986212963220968,0.002375876734916721,-0.019440956402054437,0.01463411360207842,-0.004679029447465317,-0.010004050896281019,-0.02012950902490543,-0.015973799802857794,0.02473397829241214,-0.01700445263712995,-0.011713228790644712,0.011075642475720328,-0.008423640047024221,0.000975559679296928,0.011259770426474813,0.009281422714390426,0.01858669752901352,-0.0028886331289485483,0.026832277022736828,0.015214657572892845,0.02070881769522714,-0.016767074672501422,-0.0013084596461275355
HTX97_RS00025,-0.017452260171978495,-0.021145880901878897,-0.06585554361686041,0.018571369590836887,0.021465136240950016,0.012707675846466978,-0.052079201137016515,-0.0053291575897355045,0.0055174808919003174,0.025571538293845536,-0.007119894779240726,0.0024118662728265833,-0.03847163291692218,0.0018615707688258726,0.025320073152803713,0.006051735957721302,-0.045329290894222406,0.00248179080755765,0.024654412745006408,0.01746020200535066,0.02894876477870026,0.04053320390131478,0.0031884271437250377,0.01494429702077771,-0.008174940135681449,0.028941255598058446,0.007964953915751445,0.024864479367817983,-0.0025378974778161815,0.02412581679311628,-0.016556158572884096,0.0007548980814102847,-0.01376046311110868
HTX97_RS00030,-0.020031974242120543,-0.0032697230859013906,-0.03759375639301178,-0.010107713774372216,-0.030206997790963676,-0.005247558566553916,0.012740341456943432,0.008660179428392508,0.006824546088522129,0.02129855816623857,0.01922141288897336,0.010051993550760356,-0.03182716733231648,0.006936329481212113,-0.019378872154274494,-0.015029808564539386,-0.0288437138932078,0.017407940117403927,0.0007961317902667283,-0.008431426227878139,0.0012229751935153921,-0.02243369571863981,-0.020738282238538148,0.0300317517920166,-0.0020398382385092093,0.009761807743607697,-0.003470556346226048,0.019970364073103767,0.004256810817048844,-0.003304844616677394,-0.015980637078520796,-0.001131870173418365,0.020429790537823785
HTX97_RS00035,0.003261340505197061,-0.004070549246623551,0.007448662593710394,0.06877820881055151,0.0485058480032857,0.005684480829342464,0.0013501471628952675,0.0032139979183024026,-0.0002146353354829092,0.014159032222463138,-0.014185717482004137,0.0012308205261552035,0.016925436590895487,0.006442689310762995,0.019136856084539897,-0.03337606873656357,0.011398079069353079,0.025641678067368816,0.003350193974430027,0.009140118481783848,0.03331248995467594,0.021336074114389838,-0.03107158092262918,-0.006558704087154877,-0.01511426525987701,0.011146487665083703,0.007318487930290219,-0.03458542118385067,-0.02084292917634648,-0.014981113556810841,-0.011442061858956885,0.04236052941544086,-0.02614683839070283
HTX97_RS00040,-0.031157589826312723,-0.0005957180122399635,-0.020723023454851112,-0.016013818347305763,-0.0064297547538092635,-0.004839484809059104,0.0021109387061065427,0.026282994995263636,-0.02404509689270428,0.015663692561687384,-0.009933657751712928,-0.009464219773232412,-0.0258689969678052,-7.291253455211463e-05,0.02529837820485278,0.03242858130872167,0.018137529497158324,0.057688092998689024,0.036712899944343125,0.04071549565884835,0.005399036749377135,-0.010566409627182066,-0.028301130460640228,0.014795486817120274,0.015236887804741046,-0.026631473633051624,0.0249989417238177,0.018474511125642915,-0.006718686247632608,-0.03325731464088129,0.0457849751742782,0.031919726505030256,-0.036305717265437
HTX97_RS00005,-0.025681681596216067,0.002595029701744431,-0.0011504909469450158,0.003718195382294565,-0.02661052147231519,0.009448953269141868,0.004512332170485544,0.01219791370021397,0.003971024599962334,-0.0031590317913270296,0.02073796478583624,-0.03837118380826845,-0.0452118212746463,0.014047980020502013,0.017473201054141164,-0.023865876682449303,-0.011668392986581249,0.041419500546328515,-0.015153463109010112,-0.00036799052937381226,0.008154537289574897,0.000130183254812283,-0.012190933383843385,0.016616228883945778,0.017269823491839625,-0.004121176341431514,0.015157740843722739,0.026337514669472938,-0.029892954964695226,-0.009077506852463743,0.003793910370665759,-0.027403792196818773,-0.004941511853984176
Synpcc7942_0001,0.0053844933245943485,-0.002182048547217622,-0.006371644438765918,-0.004606142906296721,-0.0013802299891329361,-0.017761300732241123,0.0042137670599377355,-0.0014891847650094644,0.007752811608855835,-0.007021056848819544,0.008736229034245334,-0.0002534128612931143,-0.001466549858359652,-0.00010339588729685396,-0.0029396805232720273,0.009191467237950576,0.003783457222784275,-0.0021283591461381994,-0.009172309896111931,0.004624798135445232,0.0027814692939285685,0.00899703971466555,-0.004211181611747486,-0.006546850522919391,-0.006679834391316268,-0.004790610579877541,0.002022434858970013,0.003266073325284864,0.00661331959992355,0.007855119528449554,-0.010706189086195998,-0.010906974756565343,0.03680174980835468
Synpcc7942_0002,0.0033720624206619466,-0.0030945003272432295,-0.016133636697391863,-0.004822735968025345,-0.004763578101025384,-0.009404137245317365,-7.640721968148932e-05,-0.008056992767345207,0.0248286670409285,-0.008122152500407407,-0.0100439929991156,-0.007096951548247044,-0.004908656401712126,-0.0017077931605711616,0.004866082388209285,0.008258655218805463,-0.0051014162279211205,-0.005729826004838673,0.002670265613939197,0.006110165327927628,0.007262343521910229,0.005675397471622162,-0.014106056079527262,-0.008936847792645763,-0.017555181665571896,-0.009469850008151478,-0.0006602279484504466,0.0027106154935302475,0.005600648967812074,-0.00670041294829073,-0.009472649629674826,-0.0072817388370058815,0.01561626259514923
