Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
HTX97_RS00010,-0.015474381486907262,-0.0018387078116949532,-0.0027009911361885763,-0.00825328879390343,0.005317361312904902,-0.013712297630417227,0.005773598494077076,-0.020021673204268196,0.015909492518770833,-0.03445150041237113,0.027493227501001097,0.010077730348953621,0.05815223375276193,0.010716728588137414,0.008586563120863018,0.0075816940276417395,-0.0049424668705134326,0.01899619415720273,0.015601945487420452,-0.0045394110066633965
HTX97_RS00015,0.019586079506260855,0.002479378024257272,0.0194761874657671,0.005648158033823281,0.005200464763148528,-0.020151713993022215,-0.007820746648701365,0.0040789902469340845,-0.0019509049052895025,0.0021258608048412607,-0.005204013159973701,0.01399677397217766,0.017654595853617394,0.017566567351450128,0.03763101585168029,-0.01230234268007015,-0.01180057491405922,0.012747154829401202,0.012606456126100906,-0.0004111271084132509
HTX97_RS00020,-0.004957264907733186,0.0017010224784381877,-0.00845543368002963,0.01687451292318698,-0.008662767465946878,0.007758104259210741,-0.014116618141819475,-0.026393201115058527,-0.02935763628084815,0.0067694836227740075,0.002726067532788867,0.011287796684421822,0.04485757975686244,-0.002515085236056088,0.05964925074541534,-0.017281585650890042,-0.010224986668392924,-0.021133278739657264,0.04941052130164429,0.010812974310580651
HTX97_RS00025,-0.028262088471736137,-0.007954138481128373,0.028743571998201337,0.004262260748629542,0.0033070930155978694,0.02896172145965319,0.013251589815272542,-0.05990055632545051,-0.0018485846486240626,-0.015476185345729889,-0.044424612636857735,0.0021585645993517214,-0.005175239557936349,0.014704989804880482,-0.061072051560856336,0.011337685489153234,0.004773186284936586,0.01100037541807536,0.030314522179515264,-0.0023754650145003026
HTX97_RS00030,0.0018186424482768547,-0.004976681673137109,0.009922590710995053,0.009153528157912125,-0.003028692201966564,0.012145466419136846,0.005497241251380661,-0.0455036168989578,-0.04036309117555642,-0.007007582591979039,0.006044776647222475,0.035351336883766245,0.0030774016761956472,0.020620308147796824,0.00798382807393648,-0.0073274518413278,-0.01693399692732825,-0.014321837929904392,0.03448315845993684,-0.007017282019391343
HTX97_RS00035,-0.013362765987903362,-0.00745720889635548,0.008953164169576387,-0.00662420041044429,0.0013556575132841159,0.005034813680759862,-0.0007825423003057061,-0.019082323194485783,0.08144011407496503,-0.03060305155118971,-0.047422054296073005,-0.00968755382796684,0.004756836226511971,-0.08506487181078298,0.06161418442446053,-0.025886011828095006,0.026635539840507746,0.021268516692950684,-0.003177964911898195,0.018809522319567
HTX97_RS00040,-0.027594055170562334,0.011563007015890765,-0.002952948844388218,0.011893107823980191,0.004843297737677967,-0.006732463036267632,0.0023978773769666854,-0.0172355833616908,0.007484703803672619,-0.015189431465163002,-0.025513547442203893,-0.010182381849621972,0.02250182408061447,-0.012812030351594627,-0.06657888970606805,-0.02206751177989336,0.011415102642668703,-0.0020144718669009116,-0.008935090504832632,0.031852307649897875
HTX97_RS00005,-0.0016787497715113056,-0.0047431641827193945,-0.01124367656599052,-0.00032763303070960323,0.01431874221654219,0.0006885879701467014,0.008909405947401276,-0.021640301522751176,0.018852891381507458,-0.00944051920231944,0.009706387150162699,-0.010920757325070883,0.009064074753030602,-0.029619792894033412,0.0034543694757207134,0.0001573643641954322,-0.007056319069940048,-0.0035947677754598613,0.01813708679453707,0.013241282130144236
Synpcc7942_0001,0.010520859515618567,0.014937566429676292,0.005255167631045996,0.0032540429213388385,0.004090054918163121,0.005885211802255965,-0.001049221207469072,0.016887426197294345,-0.01267415243824028,0.007659190903943854,0.029865954093357787,0.004882290286360909,-0.022064024384943735,0.012469801588603762,0.009665242621113046,-0.010093630270705513,-0.005724833678927233,-0.003825575616929375,0.005892813144825727,-0.011453419672987245
Synpcc7942_0002,0.00022045460351464936,0.008289310065220322,-0.0026153896846017066,0.006028488869985007,0.0060859653436263,-0.000582086977548878,-0.009455844298112557,-0.004668994936228705,-0.0017083836441174733,-0.00025966990864017886,-0.004401955626977209,0.044971523477334775,0.001973674434704877,0.016515363349093478,-0.005782890202753923,-0.006024360791968822,0.014559047650931337,0.0011789769116960617,-0.01021541218017283,-0.011115928940518946
