Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
HKK26_RS00005,0.027943828769397275,0.019261814090148426,-0.013152309924695198,0.026423371499104616,0.0005872776486995914,-0.01626711963052623,0.018907136036850902,-0.013874270432860557,0.007257005953891325,0.021772328236830778,-0.026433101487539332,0.0436529788004941,-0.012794155407862755,0.010278502936624885,-0.002158695903954788,0.013738224042047003,-0.019744966769346,0.011436632105369786,9.465487994650095e-05,0.001206710214098208
HKK26_RS00010,0.003337720840332296,-0.005787068089313102,0.02066060343000947,0.04049862162719211,0.022171503127893562,0.011327315363366064,-0.026660697710556795,0.007645266816725323,0.0034111301263855427,0.006087142391187085,-0.019347311704701626,0.03154058881678026,0.036278600027985844,-0.04011653879804006,-0.025962643755814033,0.07796088191882423,0.013139702230133936,-0.013226827672199107,0.03647704066668296,0.005118590655031452
HKK26_RS00015,0.007806265932089301,0.025714678092350143,-0.027792011156086427,-0.008219351119152818,0.02396806071403391,0.04102107948968156,-0.008940884156816147,0.01769623122799193,0.0122591534858013,-0.004174436680171334,-0.0051223422112170605,0.015845604778204753,-0.011379675865949391,-0.05370451648490523,-0.016205240141621044,0.045597408032304346,-0.02034956348927126,-0.04090373679385213,-0.001962534690715113,-0.01756396676304944
HKK26_RS00020,-0.023131160175994227,0.02286571675052229,-0.01306639444716861,0.0071437192593338875,-0.009139019560775863,0.03444946564222872,-0.006609479839192212,0.019331975180642395,0.01076854543682028,-0.020618680032206495,-0.006869582453440497,0.054994857078138996,0.028060685198390847,-0.00453120975234842,-0.03965774055818924,0.052401983429304765,0.007865784546779182,-0.03170127273445669,0.02702521225251629,-0.031701124414508876
HKK26_RS00025,0.020187763566773084,0.04449091925373936,-0.015708726203201174,-0.052313190945093846,-0.010382648219556614,0.019500399680583647,-0.01852368043095598,0.006559093601349297,0.0034080156187082087,0.002934546621984898,-0.006753641306353268,0.032031615133800546,0.02721708347058454,-0.022744118368313873,0.0570437169009477,0.015943354464661007,-0.011699113391631056,-0.04221871470226694,-0.014181209106538325,0.01528703145597796
HKK26_RS00030,0.02044407495617898,0.019438856895851488,-0.009181693071254464,-0.007720571021871373,-0.012826806228159723,0.02208374083639642,-0.009940323356604122,0.016986242740145697,0.03919216968257198,0.002581195158330638,-0.0119979070527989,0.003745636065509033,0.001157560780210892,-0.03833151106525104,-0.012264589697735655,0.011452452923294817,0.014223451720551863,-0.032563750079166814,0.01678906313423166,0.003142877165360757
HKK26_RS00035,0.025409726623193327,0.017231256750348943,4.148605340185298e-05,0.008770018908976523,0.0027328989008701377,0.01712498713049041,-0.00796918954854705,0.014817799197453723,0.04207416485197335,-0.001373383594192844,-0.009318938599986405,0.07848312446838179,-0.024614579630818617,-0.00962203456630481,0.0917017937761687,0.0009476989422272956,0.01406929190035954,-0.018016496558977458,-0.0010416308055041857,-0.003655778707781585
HKK26_RS00040,0.02261947485972224,-0.019838106689622426,0.005462508170241815,-0.015763681042036726,-0.01591719140488588,0.006663890343546661,0.0028183638489808955,-0.006680942981356868,0.007130355218377194,0.0008677350805718011,-0.013120585692695554,-0.0009670244427749591,0.03079673920643006,0.00268760627499614,0.0029075878505495393,0.013383283774780272,0.01261577928046383,0.002742463895713946,0.027325604270075122,0.008014672759759676
HKK26_RS00045,0.01293929352292694,0.020564116900933085,-0.014210311328776069,-0.038416911278731265,-0.015158252330718212,0.008951420726647997,-0.018392126291702712,0.02289702755787083,0.008674962232811232,0.010369000343323904,-0.024476547900282742,0.047084588291265474,-0.023886678470212308,-0.0064345957207254025,0.04281230519619781,0.04327600445527236,-0.01733978548987049,0.0018250769714457046,-0.017372910806079507,0.02832548352071778
HKK26_RS00050,0.025936360827280857,0.029200853413820047,0.013794051257225463,0.035391745793348854,-0.004109448742692211,0.012218535177704888,-0.005613828138951146,0.001558087087757243,0.01722308426312205,-0.015272969441693398,-0.016444686688895448,0.005971797746379717,-0.016631697954022077,0.001126057395987523,-0.0194899773963935,-0.0017243934979581572,0.0001274207434918162,-0.010454715201050143,0.03346472468694034,0.014721490308300902
