Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
HKK26_RS00005,-0.00747114752852145,0.02643430407355782,0.04174040607501538,-0.008254553386170429,0.005693339463109206,-0.008636051957605856,-0.054049963705514105,0.008752206812676374,-0.009712236249855724,-0.016329428386764905,-0.013461307972371231,-0.01299412018160012,-0.009808119578755194,0.06954645614445874,0.003800413742326994,0.0007040383839347081,-0.030940304200031812,-0.0025278491790988707,0.006749951176581485,-0.05365652404722945,0.022196463576789043,-0.01963589765153716,-0.00672009576045212,-0.00022376981054595153,0.03779393458709594,0.03087509898030027,0.008394852447105408,0.022261165080953615,-0.006485584595073673,0.007634471835231464,0.016232596537214393,-0.02281795147819706,-0.0001661075355889336,0.037226384598282994,-0.046633588534825805,-0.019444864410023646,0.030399475354441412,0.022209585794177963,-0.007411274581018843,0.0006253005407310687,0.00834701577659861,0.03360726274341574,0.03022032665220091,0.020106631866897075,0.00538370677841388,0.02587228215720484,0.018703346720617794,-0.00274730361623367,-0.008155884178857582,0.0007087721000461047
HKK26_RS00010,-0.006945976693941791,-0.019214835578355138,-0.005375548974155173,-0.012921172660293022,-0.006590858027298279,0.15496825970024314,-0.012249413405169328,0.01655227314915545,0.0201456476116409,0.022559385543890843,-0.01862297743529484,-0.0005186286367684455,-0.0005476176300795306,0.000834059280465849,0.01332335593584592,0.006528381728096546,-0.04905619453814889,0.007098716039641216,-0.01033276211624429,-0.024526511793548745,0.01777271824103262,0.008361149603803783,-0.02547549277275437,0.0028533238189882887,0.006948940985575849,0.012469252183715394,-0.015404209800870329,0.001802308951214357,-0.009781676906567973,0.017516517903182448,0.01121064699812361,0.0090413536708318,-0.05222631080352599,-0.017598763860046485,-0.031765826078797306,0.020835717093467845,0.006654982562604375,-0.0016803603070000839,0.00479211761148445,-0.01325742231446358,-0.01149901867263996,0.005750524651321207,-0.011543906120860613,0.0020975760355044118,0.015316564849185647,-0.007154333478049448,0.004641979293463152,-0.009765231922792874,-0.004971790004850371,0.013774438801508361
HKK26_RS00015,-0.008065110229356904,-0.04713785342556567,-0.020558967532423957,-0.0028234711247634675,0.02247609939498666,-0.006029217360147803,-0.005013232941358197,-0.01714405710086785,-0.0007361206518993479,0.0029104692790983457,0.0011773719582947736,0.01678508803482912,-0.007982783196759363,-0.00618116469362996,-0.023184277809571215,0.005869560970926155,-0.0037386860834398034,0.005439123408771779,0.07138795145939326,-0.004651880041861509,0.01995439292332468,-0.026179027359605866,-0.015048628583337302,0.005223276562200038,0.006658512032840346,-0.013617853314138681,-0.0001890800652134272,0.0009006814654081577,-0.03679213071255034,-0.005169573078182042,0.02352962806499338,0.00345208642824928,-0.02408214335456732,-0.032587529438149916,0.005691103673575577,-0.021005923586648465,-0.003097025567423835,0.003319638252801253,0.01645801254319311,-0.03681170443798072,0.0011559478658260528,0.006464626079703515,-0.015857629872680707,0.01564401342445989,0.009414644268112553,-0.019940805855335093,0.002671981351641712,-0.012607104395564292,0.011292137040868093,-0.022508573192110568
HKK26_RS00020,0.007513410957261888,-0.004621230469899586,-0.008632919687159367,-0.03217806696154432,0.04811291161508758,0.01773025293784824,0.004829859068525698,-0.01591019280133781,0.004741206434182128,-0.019581185056440267,0.0024280573335421518,0.019621601885154657,-0.004458835446761442,0.004985378811026211,-0.028977211806745902,-0.010860775622022326,-0.006566444256162749,0.0083896814917665,-0.028307371096653582,-0.0010654810654757666,-0.01264928696862464,-0.009984764762145347,-0.01281572424690993,-0.006301549114709926,-0.015559539741916917,0.01341299054259974,0.005744581263460181,0.011126837513003876,-0.02193727133589832,-0.00908303807794313,0.0057861081587074654,-0.008022582439131653,-0.01796463465340856,-0.031928370358022956,-0.026211860622037984,-0.021816365045071735,0.012714486418417482,0.003004605857978632,-0.017638569175176602,-0.05180214089430405,-0.0021178877855476275,0.010254777791918414,0.004133467100997244,-0.004574314002933482,-0.013061733273486491,-0.02962621830611447,-0.0020752496540331145,-0.029565898205690385,-0.006117108002052521,0.005995848699812016
HKK26_RS00025,-0.016609037421057026,0.010865984181244853,-0.05975708271894847,0.06942364771235078,-0.025350925264487106,0.03494742050913373,0.02454499169283054,-0.006210673511097466,0.014629164910419408,-0.005849859746864615,-0.02755849205281744,-0.01334938862401144,-0.024691361293740593,0.02882899202021773,0.003614007690453631,-0.0136225027527782,-0.018760697321505978,-0.0030539462749038476,0.0027956048714398254,-0.006318269685078943,-0.002541715692345548,-0.03431182101434532,0.008663711141637295,-0.0034777954074141663,-0.0262073519277022,0.010808565009091584,-0.004420326007222637,-0.006692896656967903,-0.010681037563889287,-0.0021393946137383997,0.0022343457705378605,0.012065376674500755,0.06950422676806253,-0.06901259576275386,0.020344123549229695,0.013264024847975066,-0.007232072495628199,0.00016389254136661,0.02959746073554268,0.019676152524636104,0.003963732922170636,0.01077799497673823,-0.022753157112595707,-0.049921699877183236,0.06370936485725294,0.04175308420856678,0.02799929845603051,-0.034618397551582115,0.0037334360339166105,-0.005549209468587633
HKK26_RS00030,-0.020082931892761096,-0.0007774131086355812,-0.004742277899984762,-7.230125615408876e-05,0.0060045473563489875,-0.030586072057361382,0.0028123336443082224,-0.002408383691282994,0.03341231410874976,0.014337200726182582,-0.03397889281948777,-0.026873555838231415,0.015018754291192496,-0.009080668094802123,-0.02194443547059031,-0.016985283272542916,0.0003748428746322516,0.021513846879504275,-0.0047491160255809595,-0.01388824413509336,-0.005401525270204701,-0.03318465836972318,0.02271135736479552,0.007125350770025759,0.010425832128334067,0.007035059040744407,-0.022263931235652436,0.0030183179093203516,0.009843687071918863,-0.014136380162687135,-0.0021013331901624903,-0.0019303499407232858,0.009692934269111943,0.0028069306416796305,0.004221704155538334,0.020836113705779136,0.004862585208325747,0.023811576178920643,0.004811543320480845,-0.0286287778178087,-0.026610384589752494,0.031437317265980876,-0.017753047805911658,-0.009178864731873862,-0.004113298051898675,-0.0007722881668382355,0.02829932449836133,-0.010158757988409465,0.022738668138625115,-0.007912533288358732
HKK26_RS00035,-0.013181755102244614,0.0006506262559841615,-0.004957518370095866,0.026942330753242212,-0.002561273527835729,0.0014399849342742255,-0.02578146335715315,-0.005281186033545821,0.046281454918354024,-0.019428771808867915,0.00395560534676504,-0.0018482528626837275,0.008235956337858142,0.10680002972675263,0.02105474748675262,0.02024992741125553,0.055813628045377026,0.007595978934493806,0.005644977075708076,-0.003439570524018056,0.001135991375682711,-0.03582372207380377,0.03970218225688148,0.012115416486424908,0.022084341017334353,-0.0010821547757436474,-0.02017128296897945,0.013018727961420545,0.014549506491395081,0.011383115951492101,-0.0010540651520692245,0.021994555678772506,-0.04041910913096229,0.016187013813295185,0.0019181889030360619,0.010713519006420385,-0.010016155723355815,-0.005844957786089882,0.030288041897472775,-0.015855431707427616,-0.024423027599363947,-0.00847299928711421,-0.016309976651078598,-0.006012068607612111,0.08714753174897602,-0.002441572803698827,-0.009562171246956389,0.01896201290744338,0.011397260559722056,0.004889855733457014
HKK26_RS00040,-0.0072948126047974815,-0.028886502925883926,0.0065530343668635796,-0.04292230994816171,0.013769636685331165,-0.008588980322248975,0.03486700865779465,0.007175848406395778,0.024863199353535505,0.009224936913555864,-0.011098298077188875,0.015447166612183507,0.0008002547908143588,-0.0030731843041310104,0.0007464490908233648,-0.020159948678328578,0.011378441572025322,-0.015718281918642118,-0.010955639972605482,-0.014015065902003316,0.009677795048757253,-0.00986212030381607,-0.010892966769761418,-0.0026249357261139334,0.023515789832281638,0.0011049848315660626,0.06666359877644125,0.001277416641971205,-0.0026844099989393115,-0.018117098851176718,-0.0015274226564546602,0.006104396839579858,0.008901280178419324,-0.01288798852575185,0.00041541748675227023,-0.010061592422780978,-0.012428587957030963,0.024221132363505156,0.0024228158929431947,-0.006663668593859277,0.004875436631059839,0.001364719820709982,0.0006699122364099705,0.03669505705859147,-0.023089332673374777,-0.0034929143356800044,-0.02450043643108561,0.007181593002376056,0.012527712672952501,-0.010939807781156148
HKK26_RS00045,-0.005162540880617264,-0.03397168474856428,-0.01022921624603075,0.5186731048899836,0.010812093040747126,0.027247776065879154,-0.003805714856497896,0.011228984742054115,0.009704517266716334,-0.005175636467838554,-0.01722558813375853,-0.02547118081598014,-0.0256072123330127,0.046269606317360476,0.014194279325750176,-0.003992075778312644,-0.02022522004373896,-0.0035143109024819708,-0.02077773257980579,-0.016791642026812853,0.019102671326367417,-0.017644210479534645,0.011606209131275974,-0.007655795446067842,0.029804003545347714,-0.009408221683397945,-0.012094386035393844,-0.021383222362268185,0.017474910352626313,0.0106067057618825,0.004971459289986306,-0.004268243458460682,-0.022249226550940516,-0.007778766513971379,-0.0114106439813551,-0.04140365265618004,-0.011071538567442906,0.005181190122841917,-0.002006685929270668,0.006530850523542059,0.01378699761269939,-0.0016639108056872305,-0.016378585033862615,0.006458907806928846,-0.00210928697927299,0.029037409218633646,0.0112442667965272,0.09011982726228362,-0.004125643869628383,0.022527134760000962
HKK26_RS00050,-0.023565626640806393,0.029690093666317058,-0.010597682936017823,0.017157649811465028,0.025305485156449935,0.007698333016455851,0.016470305842513605,-0.01544370790430576,0.016305880975255364,0.028610120569253675,-0.05328255084801292,0.012113143341189766,-0.009597080449281993,-0.006615957767129487,-0.0067043581905780305,0.019870682279687198,0.031458509667463434,0.03942744363084959,0.028615906987847533,-0.03045687838229211,-0.0028729021904554935,0.010360294362629975,0.005981339016381104,0.0013272763417045148,0.032558839780723756,-0.003964682628671253,-0.002503986722126639,0.0009924495613665518,0.0002250946753420403,0.007161537299311612,-0.007071871096938367,0.0021530311639152365,-0.005498434464309442,-0.009867137581133166,-0.011409190061833673,-0.028438875117072864,-0.010074198444685338,0.028072197142358455,-0.0018358358728677452,-0.01751929885220942,0.013476256492747503,-0.004750625579877801,-0.013382869790471983,0.021407162860034433,-0.005113579306546947,-0.014944949132179513,0.00106332614229683,-0.023210180909621923,-0.020932241326245077,-0.011805193892871269
