Geneid,0,1,2,3,4,5,6,7,8,9
HTX97_RS00010,-0.028436373313496,0.0007949283457056583,-0.02275296405047203,0.004055211955607794,0.0177611291097471,0.001047544181482062,-0.0038287782957109624,0.003494236534873499,-0.00890985436246963,0.013714103031388139
HTX97_RS00015,0.018760849928334815,-0.02260404484843169,0.006169969171603258,0.007630338067251797,-0.010314164837929856,0.00028133792449704337,0.009930122254802868,0.011938402433956094,-0.011814111955758353,-0.008307148693626773
HTX97_RS00020,-0.004777948855832676,-0.0636040323841225,0.007004988048557132,0.004506807637487304,0.05827744943111959,0.018242793077797387,0.007467775448004235,-0.003091843375791096,0.012456985970026422,-0.017658051595239855
HTX97_RS00025,-0.030020274285787213,-0.0003598232680348371,-0.02734990979672609,-0.0017578713321353822,0.010864326970139221,0.02513044648035731,-0.021903981489317957,-0.008445410847944248,0.05443676581588432,-0.009472739088602194
HTX97_RS00030,-0.005304936829157919,-0.03755191726853695,-0.00859003875287288,0.0010059037799560226,0.03581746855421729,0.002035717035247518,-0.003147556838022593,-0.008015610243535923,0.028587436517863173,-0.03081849204835244
HTX97_RS00035,-0.009520941261009056,0.0023421353968324714,-0.023392429350374555,0.004055196282892123,-0.008014144170106879,0.0012609440281479139,-0.011760980072418435,0.011295840260291769,0.008349530930354641,0.014310447794403922
HTX97_RS00040,-0.021755843581935233,0.02728861247626987,-0.023157522403830705,0.012295312890635023,0.032277193522737925,-0.01092394067716675,0.0024484337052225894,0.012191535195146685,0.0005436603243578285,-0.0007410872325279671
HTX97_RS00005,-0.021238608983166502,-0.000357282052485963,-0.016034326225486707,0.011479754857161866,0.021942811512643767,0.012657134861178903,-0.0019540258875987366,0.001091333270427089,0.002696512758671818,0.008177256658521105
Synpcc7942_0001,0.010568995238419589,-0.0022057378355783215,0.010473321583744312,-0.01945134819810085,-0.007465266071508235,-0.006432634950969249,0.019775415694611977,0.009392413230534387,0.000690562589430798,0.002051925356056758
Synpcc7942_0002,0.01437030437601675,-0.0013866214092952405,0.0013503172020778906,-0.00620392875452096,-0.009983788039819938,-0.02069303899696427,0.0009346510525072298,-0.0033888988808085598,-0.004323961680939718,-0.021795113129988417
