Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
HKK26_RS00005,0.0018236131729087667,0.0005828739681292107,-0.03190187706916137,0.03652573640031787,0.013291778350650287,-0.007462202833997253,-0.0036234847793046327,-0.001421041649886881,-0.000417896773344528,-0.020109049858580946,-0.00434658139552701,-0.004894173175566821,-0.022868535116065382,-0.0034502049267904488,0.0859514236003081,-0.008833952680213657,-0.023113094389120015,0.004696574863319574,0.024090748660199876,0.0021807523736162935,0.03958202483182098,0.027627834220422507,-0.018553313238938017,0.00573590288299476,-0.011741478255822897,0.021641337238874844,0.0006399856107634486,0.016996473993673464,0.004156337075908251,-0.01138447887016026,0.008117916177944572,0.0028199001048362852,0.036791403605409376,0.03678107068841459,-0.004342133395128647,-0.002914185721376088,0.007468219919648912,0.03213100975029353,0.00874806525196303,0.0016509175137037202,0.010956323104910428,0.022744746904295714,-0.011970857124531678,0.002133262923982444,-0.007296694862638807,0.01915987768721479,-0.025804550045331304,0.02672878640768796,-0.01507833485326998,-0.04784046074679274,0.023725289679697413,-0.05874069727405445,-0.013606921741607209,-0.042834820030321116,-0.05256946664440013,-0.00870399743324735,-0.026592993129665014,-0.005270229545012276,0.007509720674967267,0.011924073338088504,0.03973462540645915,0.011443463395731289,-0.02255132860509906,-0.011772483768189006
HKK26_RS00010,0.01639265130362556,-0.010296040309588307,-0.03132372125921837,0.007058797269812357,-0.024820090017030425,-0.00940068290753636,-0.018800997592075406,-0.020642403876671264,-0.032420320459154314,-0.00892265717023367,-0.014392848620561031,0.07337387585084555,-0.01638726804132629,0.012516902136770501,0.004765141044718275,0.006424483122990315,0.025500721805023673,8.03147277866666e-06,0.00025056280937407185,0.0015549263959898662,-0.005128807109676018,-0.03702608182472347,0.024614472677125968,0.016586858930922127,-0.004761263078029206,-0.011220311343597682,0.011700007216865625,0.01760643664600756,0.0018037599921744457,-0.013901861119907998,-0.0018527106708458756,-0.016359938374533766,0.012753507770366298,0.01118691783205209,-0.021761654259401998,0.013875903898442761,-0.0017766851396997386,-0.020783263298880406,-0.016631225394238197,0.008813361469817472,-0.016692700661934234,0.0004428902068620201,0.17031449338144225,0.008541768797410686,0.0024593033858771925,0.0008428169553331551,-0.0068305459528708885,-0.02900283073488984,-0.02245985321393507,-0.005958375126791144,0.008124024937986238,-0.022788299248588682,-0.009765274018869459,0.011048968663659127,0.004106546773772211,0.0024268663019110987,-0.024947038270261884,0.004658190122989143,-0.0070443598690197624,0.0005953643467307427,0.0006809777498521981,0.012131402257104622,-0.007228630852681275,-0.008048582114833525
HKK26_RS00015,-0.012038244825226585,-0.03530462274891181,-0.010350065823396544,-0.019248271868442506,-0.03799678934507642,0.009749358415116741,-0.007443618248640367,-0.016762387942729166,-0.0351438519433551,0.01040659190460837,-0.009483327506750364,0.009435498068021323,0.0022394792233446544,0.014459582108726348,0.000821571168547197,-0.008604052900755528,-0.004410964037857118,-0.010429684214380614,0.0009503804489439907,0.006887642491362712,0.020012162027279103,-0.004213151211255412,-0.013094509931631266,-0.009398497782799204,-0.005795392187578226,0.0676431832115634,-0.02074828821134378,0.006302126793662306,0.009158848685752972,0.0041742530714963385,0.006180239826769674,0.0068956451237901775,-0.0006649890908371557,0.017902838999268277,-0.019681733075152072,0.018468046228911943,-0.013449354351274317,-0.014961037691984235,0.009926463719734456,0.005593824356532522,-0.024269997805888517,0.006534386149191631,0.0004722033752278445,0.009569914580368181,0.010667129810303735,0.017188636376976298,-0.003937463153457505,-0.000515425682525407,-0.014944252651105447,-0.002396032251989446,0.012235077249268849,-0.0022779190592187317,-0.02304347533426134,-0.00794129979822146,0.02268752964712163,-0.0020276362799099656,0.011941014349975765,-0.005623193176235881,0.009513178637691262,-0.0026402526337283468,0.011266505563070852,0.08797797368175828,0.014007886838578901,-0.003365853984847667
HKK26_RS00020,-0.017101343689588856,-0.025993980044217015,-0.017340002372176352,0.01912643989368546,0.0009374550061137129,0.019071286534798143,0.00936376877851574,-0.03081501735054589,-0.011052777446425377,-0.0030298157833640845,0.0015321733889016537,-0.004351142983737832,-0.023868002930144624,-0.01904029622136505,0.009099387498328839,-0.019466158200780268,-0.01789161601906024,-0.01202934966291462,0.009477580890497913,0.028603193248103436,0.02349592521659043,0.0012242000808167363,-0.016490859704302342,0.003783299151982143,-0.02280239955053347,-0.029531124944111843,0.0034141820102801604,-0.008437889297199335,-0.0058708876878789725,0.003573564094247526,-0.014032632471272743,0.0016994395495447047,-0.013919756875052345,0.007068188186609702,-0.005873400495965382,0.018610535994460338,0.0051087912963132575,-0.015613575615362458,0.005511823129507829,-0.0069656065903299326,-0.01864630744032349,-0.022044832858222837,0.021529510467149047,-0.010541978999937312,0.006018416802176424,-0.016262994617006112,0.03396292489535015,0.013264856040068572,-0.0067417628246482795,-0.013986809421994168,-0.0031473233622321246,-0.0015895946814831795,0.004502739487874237,-0.004326019162586185,-0.010025812241742147,0.007888718877902929,0.011645360234095804,-0.023103540829388515,0.018268174478673592,-0.010139072200060367,0.07607750282736499,0.08709611743873766,-0.002599389882565347,0.005854499431672272
HKK26_RS00025,-0.004721525288728922,0.01991282662175311,-0.02650790804681788,0.01636447426708175,0.02559660114281805,-0.002678403092350811,-0.02416115852391421,-0.044077330446140935,0.04738439028815748,-0.006707819202816563,0.0019123900450759778,0.071692950602515,-0.00398344837508281,-0.05125216293341421,0.022961947073348074,0.019727782626390404,0.003916892096783516,0.05548118239602596,-0.026758174697458528,0.00391585811731408,-0.015031571480211567,0.05182695763689811,0.004884911216198108,0.024290123222953344,0.03916458071848644,0.004678537809141916,-0.012126088667034626,-0.0017257654945068374,-0.0026970955182494226,-0.04151749835184962,2.2533181479794628e-05,-0.02916874839501249,-0.015478560147344136,-0.002950743738373608,0.019140231910510307,0.0028715082975145317,-0.002851910506088502,-0.023395853007589375,-0.03617659496021175,0.05821846172936196,0.013449448296712508,-0.006224436271158278,0.001769740075192958,-0.022328337796985544,-0.014418965174487944,-0.03303378300195805,-0.0066773902210282236,-0.005392840262647742,-0.03087006719234755,0.02330518676205667,0.023313421861577366,-0.005710154171137356,-0.0033348598165690597,-0.017663440868421316,0.08726854764427806,-0.0010513562082168706,-0.025371763743462547,-0.000994519650392113,0.02448590830495494,-0.008825886503760037,0.06019808437790986,-0.00032537665594419604,-0.027682638419774645,0.01616959100589685
HKK26_RS00030,-0.01217665620935253,-0.035812510383301674,0.008683518082162278,0.020145397289205426,0.0012745944142059547,0.008177508463651742,0.014117519538371785,-0.0036754029269063155,0.006606023993149265,0.009025231873688071,-0.01685440234878211,0.0008147439444508919,-0.00439146859749532,-0.007004165530001243,-0.008323157246066889,0.02754210980214712,0.010138295288547854,-0.007994401666500473,-0.025102294156682768,0.00038846553983899176,-0.0005898949131898988,0.025151847205932398,0.01901907951688917,-0.02028660302096452,0.00021074628082443317,-0.014157619177476646,-0.012254258276171185,-0.029127021704021146,-0.0026918428960070085,0.0013176345067235362,0.01570108919164589,-0.03174085194166078,0.00789693620307771,-0.01987275938556131,0.022178667575706423,0.012671749273929181,0.009037353429047641,-0.00815489502065432,-0.02429866727692909,0.00956795508032714,0.01138583013243764,0.0365754718719,-0.02027483412279043,-0.023097528722427096,-0.009513107867769861,0.011474129120728411,0.0011160786548858655,-0.005964586781912251,0.01870315289173929,-0.0012692727063355117,0.041680290788142685,-0.019830629338456963,-0.02509540701110604,0.010990077832059592,0.005251233510228043,0.015551339461070894,-0.018740180086502384,-0.015362972589808673,-0.0016349435117103156,-0.003478908871421966,0.008846306230381995,0.024267586558519735,0.013581024254894627,0.017104294880170238
HKK26_RS00035,-0.004308201538771804,-0.018003616171483616,0.03472486324705095,0.01324045221289723,0.0046907936080759416,0.013779076544572767,0.0019603773697343552,0.027090171431727903,-0.03823788594799808,0.013787437780514647,-0.026313941691531846,0.01626424329632045,-0.0015160323625939822,-0.008859048195441612,0.10302517286967096,-0.004740457162376643,-0.02293785457185471,-0.029863028393894087,-0.008696423703934492,-0.0011572673332833378,0.005697780219797076,0.011922917141388505,0.022521203527603027,-0.027524693365157987,0.03349622990842746,0.006048793203242646,0.006396820456683999,0.00030190306068301093,-0.0003375742470483233,-0.010732768355015047,0.023785353568976157,0.020982068911658613,0.015383141202157748,0.0005736007606293114,0.02429338214961291,0.03679468340370536,-0.029527153025365932,0.014354294193846073,-0.0015515193563437823,-0.014633758296051666,-0.02651413749004377,0.01147747784429066,0.008319770220309908,0.02483947282421097,0.003457389415156349,0.010789676649234864,0.011641148554071093,-0.012172679622694815,-0.0034051786039592715,-0.02015170024686436,-0.0282153755901914,-0.0001888217098577335,-0.028666898510050588,0.007772238358292045,0.003948756622939322,0.010684930492792849,0.004916992983050714,0.033220055585511284,0.02102276403260624,-0.007874991553529038,-0.0016450542349014483,0.01231278287579761,0.012892333728761557,0.009986867475555744
HKK26_RS00040,-0.004614643311736471,0.005974704640762278,0.00032801218877836076,-0.033650875156782466,-0.024116326785165287,-0.007424052729423396,-0.004532648869946068,-0.0007579926183128423,0.013084535512619977,-0.0034656885366278487,-0.0063054229835728835,0.018616427908242514,-0.0002435606964888716,0.026690213166992556,-0.005101928232670705,0.01633589222609838,-0.009659877255663262,0.015088754186278239,0.02012930888382252,0.0037604068627720955,-0.011259604210963036,-0.008855396273600899,-0.006672423800604884,0.014528883452630542,-0.03195857163761754,-0.006549131269222865,-0.019370762892117973,0.003222007570797253,-0.0013855379164564039,-0.05221928025273401,0.004082224809113862,-0.005799140634470636,0.011935142774155059,0.028338355162085178,-0.00532664255096836,0.02508119660046947,-0.018737494817559593,-0.00224506108542633,0.02694180351305656,-0.008445706940232594,0.011480503973212756,-0.00012223301799657558,-0.005353326103597925,-0.05736426905497376,0.014087135661270789,-0.008964673306702897,0.014401410378691783,0.026418449052888055,-0.022915069366095393,0.003535357456106769,0.026356157897555153,-0.007605822798984839,0.0009159211456803052,-0.0002089543120357437,-0.0018418249395973222,-0.0005644028239261707,0.0206531769321392,-0.014791774086697029,-0.043343027390305516,0.013477727248785057,-0.00360388492732701,-0.0020056780338639467,0.005521061905017613,-0.00894947438102103
HKK26_RS00045,-0.0009562004079833306,0.008996423519111847,-0.0384871233015709,-0.020545237812596772,-0.030596070278209927,0.00028762042070165866,0.0019462086931575577,0.07160545064270772,-0.009054919759196813,-0.0029442625198532585,0.008505348584838921,-0.012856678445239552,-0.005963143825632646,-0.002502900880198308,0.03402715755587888,-2.7182016891085923e-05,-0.01499378844256084,0.025481212471701282,-0.014678056496601713,-0.0035045434786860263,-0.031436053929545085,0.019623287754683364,-0.019255608793078634,-0.028528677938603617,0.6011469115589338,-0.0026973911157417885,0.016777358310032506,0.020061503090927944,-0.017318306072280683,0.03138632015338892,0.008925554535972425,-0.008299571932231534,0.018125806544310622,0.03163544353864371,0.00033540830714586537,0.01842120753504954,-0.003825143270403821,-0.00574840499179716,-0.0026776786251814116,0.022844245415688958,0.008034930848970716,-0.0006716599366477064,0.0077409516143085,-0.011782952320146476,-0.014429101388284016,0.019924809787456133,-0.0006965171626666039,0.008957998137159364,-0.03823879439765214,-0.013070015020305763,-0.01013997537786405,-0.00665263251996151,0.006679165317515104,-0.0009757276159471134,-0.0037170622532661343,0.005939595843145695,0.021784163580196168,0.013308566734724745,0.001756876528415675,-0.0020219110252056686,0.003664500321571679,-0.0009041749727858328,-0.007798365430182327,-0.0018826963660396197
HKK26_RS00050,-0.01759616491785482,-0.02185547003883629,0.02836220278003384,-0.008959596381149983,0.03100851681088064,0.03553027818182575,-0.03493167985520399,-0.010931993177804156,-0.011672461513458111,0.018155649678645313,0.009265588869974162,-0.009205617972300543,-0.006418424586244456,0.003772827595194904,-0.0014331547254004943,-0.019503209608217352,0.0073854341245747045,-0.046309209702082146,0.003435803140633353,0.004893022736644798,-0.006168954887162011,-0.009335197039883565,-0.02427182208348416,-0.018748097553933668,0.01946689318228053,0.02495359947060557,-0.013179568869302808,0.023553548284323864,0.009187670506344064,0.026178170192592137,0.009531360078904353,-0.023929708722040467,0.023042064552446805,0.0029248963204500777,0.005618348670020201,0.016319423338245324,-0.027854845184147523,0.003860380111589679,0.010861644845309115,0.01765252585605917,-0.03624378330661041,-0.013433327251496329,-0.006270061060708662,0.009302391259175959,0.011064333385383459,0.0067084010447982165,0.02254438131068601,-0.024344879394583886,-0.022074468330496328,0.01445842033194293,-0.0018602643164490347,-0.029259501888027284,0.018758620179899193,0.012123865642745585,0.004598107594846285,-0.004030276919042178,-0.008325514226776519,-0.006682306888338474,-0.02433785313707142,0.03755498323529633,0.015754109490846022,0.0073803614670738095,-0.0327748800068035,-0.02179004683970793
