Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
HTX97_RS00010,0.07277642661519573,0.01991351596708435,-0.0061470145112193985,-0.006383380243578902,-0.0013809694853180328,0.024251981062057303,-0.0029701648345521457,0.018860442796037918,-0.06653082333667704,-0.009782758183155528,-0.03485880534097177,0.023700704177770086,-0.016527866560927494,-0.0504318337900913,0.051296423715432596,0.00844480651373674,0.008059681491001012,-0.0020925249302042154,0.010981724601000406,0.031128207296476664,-0.006009461156752823,-0.017795470158912873,-0.016613212249067952,0.012198919754770039,0.0017755607603104101,-0.012837316594465199,0.027761615274533517,-0.00267237026987136,0.026168955715415186,0.0074068993265955915,0.002037238848399259,0.004004687094963443,-0.00657915866569178,-0.006531692513525087,-0.0004937351739937657,-0.00980867949975719,0.037706991988291014,-0.0035339650846283126,-0.0077542607845999065,0.018717144337961858,-0.00930368456027875,-0.0038554739130535753,0.019590762570716222,-0.04623916959567664,-0.012546531293286143,-0.007789885094158962,-0.026430952051436956,0.016191185455975296,0.04005306668943926,0.0309273189760088,-0.009742752867207754,0.010024105800496562,0.023170709562663344,-0.00023733365269932902
HTX97_RS00015,-0.003157983133134255,0.010717773599492567,-0.026544337853144997,-0.009632912403661202,0.0072658418899855335,0.0037849771569882177,0.014804934500469609,-0.003960019145784375,-0.006691324567302795,-0.0012283693326644502,-0.021405026698689694,0.013092379901140865,0.00916464603593653,-0.008640645939591726,-0.0025707111460331763,0.008620591168700727,-0.0067009232824135935,-0.00033831422227435575,-0.0013331164222574459,0.004305056011790493,-0.006542256277868836,-0.0032543532065585595,-0.007481322300785521,-9.10040464574546e-05,-0.021689136990747624,-0.0036463053099795493,-0.00020032039372943822,0.0001433982101403086,0.00044177681455007404,-0.01009423432276616,-0.01369911704631132,-0.019933583786785072,-0.005816533598699052,-0.004997953846136392,0.010210180300901168,0.00566747604810995,0.009533212694276686,-0.005966887623626283,0.024013490805373076,0.005646435656278105,-0.02689434126478442,0.0021969969889011013,0.004063027899396228,-0.017721098635654787,0.0052111889659833075,-0.011500514030878855,0.005494885217061453,0.008595929417256556,-0.0005563572545101229,-0.0017161302430017944,0.006119401771972068,0.028660653533702084,-0.0031407007930803737,0.028359866905809574
HTX97_RS00020,0.015467172579777836,-0.0033365722278249905,0.0020808164721430517,0.021240819822575387,0.005506841416642335,0.0008997913222146468,0.0025949134369561526,-0.02337267883925868,0.001566908374812975,0.0021112579048058015,-0.0069886569265335315,0.003014061293066446,0.030445501552712022,-0.013828873535759803,0.030517344909489496,0.03278346423909473,0.0046347687221160744,-0.001377365551959783,0.005070570275433574,0.012602979490419384,0.01331976031256907,-0.006334408839384328,0.0013337712258980627,0.0028307711429345563,-0.00299563171304901,-0.005010667461033046,-0.045129928671435345,0.003330864600176154,0.024715710755250336,0.0013257473314791735,-0.005328314547375833,0.04574971671906202,-0.019313980931412674,-0.010301039322746439,0.006334303105595943,0.009191621307803594,-0.013873361550018734,-0.016574877864136802,0.013224346549023068,0.020185406065021668,0.041504054664516746,-0.004332264484034593,0.045882929008766324,-0.014021773951114272,-0.0030074617653868007,0.0024051886766849194,-0.0027851628709729213,-0.02897937376705883,0.0035486962710317557,0.03938418432232736,-0.00996083890160981,0.03269893664203594,-0.011214342196480539,0.019159196094450208
HTX97_RS00025,-0.0021454272237460114,0.04344774629707745,0.005110343827067173,-0.022315657660599383,0.07355833231352309,0.0001784291481394907,-0.024949071257675596,-0.04160527494474312,-0.003484272458098013,-0.0072462667421055735,-0.009919302645900532,0.01707088597821975,0.014519824252332749,0.0809398630075004,0.0034444826737704114,0.060341952733843955,0.03446222620792303,0.011318188359505378,-0.001353756209711535,0.0029357596137687225,-0.0033129852076214535,0.02200756541066051,-0.035018385175983865,-0.03599778793109567,-0.01634261661605684,0.04824915434084089,0.014973508214290254,0.015529235551744987,-0.007481620062438845,0.01771161462775295,-0.024980556368726377,0.014545505428104304,-0.0553604624060852,-0.02431253357239784,0.04898531716103131,-0.03828223476867833,0.011355587786682456,-0.005726329630918082,0.0047009435674570214,0.028684948320641477,0.020967867373200173,0.013232378926151927,-0.008262593338408872,-0.009623244817643515,-0.024684402954482963,-0.0037680495327462736,-0.048032133776656244,0.062426138682539156,0.06957879474286018,-0.014623029478881219,-0.012391074126840311,0.024632143078110822,-0.014675947746335037,-0.007750810200698545
HTX97_RS00030,0.0024643354344995537,0.029554806318766624,-0.004649505069580093,-0.0028385406950105162,0.018650194390253196,-0.0009345025223028564,-0.00508314523410508,-0.018207701495479133,0.004693858446406082,0.013206024074556823,-0.011100371240453124,-0.0007927363275936787,-0.00021872062872386195,-0.004241802717364577,-0.012987475499023786,0.03129373996619396,-0.003061168710210707,0.0045057292688109995,-0.003997742055784775,0.03530549634708456,-0.007021336847965503,-0.007799788785364598,0.00408430209336774,-0.0017029401304004485,0.005119190580811285,0.008632118920692626,-0.0012706202024416336,0.00010295156045820648,0.02198745213933063,0.019073108969093866,-0.013453933016499123,0.001491449985093679,-0.018194269339769083,-0.02685323836404155,0.012580217076565465,-0.007833598589344876,-0.001794797422408133,-0.017869417000656095,0.0068371657091162675,0.00846651130054821,0.0021125775156076694,-0.0043101480923813775,0.007108688624546698,-0.0017070253808211828,0.00808884222488247,0.010291245587026494,-0.011665649578307968,0.03231651091309756,0.017675649870451303,0.0012488604241618218,-0.011038358197378998,0.01881409702479513,-0.005137726609756378,0.01628972688805856
HTX97_RS00035,-0.007850429352105137,0.5742497036535924,-0.05488849850055857,-0.027370386505019675,0.0062385433672106074,0.006505330305469895,-0.035106992157025306,-0.035995490499770605,0.0027648502814567547,0.014762941707624173,-0.0016153881867778058,-9.553256583537055e-05,0.004409037054609662,-0.007796881421502021,-0.08907563069657004,0.015258867943962069,0.009907342958380501,0.01401432437635192,0.00455760421083181,-0.00582491378022775,0.02789344669790789,-0.011549040292130299,-0.01696010937198794,0.014909142413745196,0.030665256827787334,-0.005402824300044538,0.0029174399607225536,0.013445445505918394,-0.010336492190590338,-0.005164999517725433,0.041886368434249095,0.0018310780808968976,0.004780847253238062,0.04273515356916613,0.0025119734940092335,-0.003931647633715224,-0.07001303413722638,0.006078814445220392,0.002796470279182964,0.016856904644786293,-0.01225920205708622,0.013717325318899574,0.10133088488417145,0.020552676654678304,0.004766180194615726,0.008968007031756948,0.018898002494768557,0.01875040140319777,-0.011294149626770526,0.024864601381703925,-0.018095409879582604,-0.017215838822654834,-0.00048069760503304437,-0.0044887936776536255
HTX97_RS00040,0.020002726015170592,0.01213607694728009,-0.014951806453321188,-0.010319800633344195,-0.005813873289642152,0.0651073354895832,0.0034765206227848726,-0.0063477778429078275,-0.024212269614917434,-0.0026912558824094663,-0.012449707704273442,0.0287471318607195,0.00614169453393131,-0.010774727050493831,0.0518861835234744,0.021593617571750524,0.0074335817179427745,0.0006482390593303887,0.03881712449653859,0.027150046427484836,0.01830961698127928,0.017622792021149015,-0.0023624650948593975,0.06746102439388363,-0.007348185921634824,0.003169739271079902,0.03731836719322625,0.0068092989799368375,0.00857408446149974,-0.0063381462467256185,-0.007828379765743132,-0.006913871640102628,0.0023522376607173563,0.006718132318238858,-0.00968058318959461,-0.016128983471238558,0.011377458777180341,-0.024490382543958394,0.0209955893257212,0.03936429383153424,-0.005416781990921029,0.008298304012372283,0.013744163658833316,0.02263808568639182,-0.01040154133023271,-0.024982479192224915,-0.0015406473035843747,-0.015900971201685113,0.0050671044637504116,0.0354475665199822,-0.020078013696922196,-0.003203883884674733,-0.011359356599242905,0.014578958260824712
HTX97_RS00005,0.02733134176267317,0.0022801937965066348,-0.09620290371973837,0.007132148834429718,-0.029013823722080292,0.02034215015484927,-0.011245542514678656,0.013777548752059013,-0.028180175545173696,0.026688420302992292,-0.012281675056731207,0.02452435400091447,-0.04033830793231894,-0.00834320104997457,0.03018242720942374,0.010760025188297821,-0.005466416260897315,-5.336788878598033e-05,0.014577359163216584,0.014849660102054523,0.0011247314241145758,-0.007072324211270652,-0.002489563326120294,0.026976355935607033,0.007627586196088852,-0.019685784315425853,0.02553333674296662,0.004582464586798519,0.017832889213317497,0.002406372513872058,-0.002888132958880528,-0.018644257417420772,0.000330562710037208,0.008518951346771652,0.041696703107180946,0.03618037357797281,0.009800759782130117,-0.007184680662057173,-0.014050546819258963,0.10831817600906996,0.04718109339181849,-0.01083333209866197,-0.0038483335957842733,0.012831110055646215,-0.014704882781095717,0.00559810205088769,-0.029216933133127943,0.021327191980486646,0.020685664947742564,0.0034434365979726764,0.01268375183773589,-0.007556260289372368,-0.009770338867844222,-0.007156714905239357
Synpcc7942_0001,0.0030401060774489464,0.001966415703633193,-0.007825100706808174,-0.013118044963405526,-0.00835387118481751,0.00016010663781169723,0.007459199452065983,-0.0021358698541774227,-0.00412634913488816,-0.0023396819574143797,0.012454911914451212,-0.0038542450564894287,-0.01310513681756505,-0.013327929642448366,0.00174854748175503,0.0036825515984709044,-0.015438898175583245,0.001012632361241256,-0.00038354925184771695,-0.0021812321580501432,0.002749159862077764,0.004462734202747015,0.0008200411045719503,0.011750576013580549,-0.02366760080680335,-0.0022737398172490157,0.008700713010403977,0.011131471333770284,-0.0027396300195695724,0.0012232986426779302,0.0038317011869285073,-0.006278347342097532,0.0041651012947958675,0.0024240123933045132,0.01225762346558809,0.015750200905245083,-0.006249243073481264,0.005000821127750094,-0.003989052638820684,-0.001096886233223966,0.00381039120912951,0.002002135372982879,0.002640202043342459,-0.004824126843974774,-0.00952512294098083,-0.009943346284241292,-0.006641513388258371,-0.002271754921932605,-0.003980166549850698,-0.011808091550694007,0.02093531341445094,-0.0070055320725402595,0.008062835459619555,0.004372929576523121
Synpcc7942_0002,0.0028096872266619695,-0.001496503806603617,-0.0015194379136934729,-0.0039767326314697725,-0.012716378400786306,-0.0030805179688748047,-0.009584894033243285,-0.0025110549664546728,-0.0034163144711716388,-0.0031662139460845755,0.009477525274749276,0.005359881617423212,-0.004692049160691629,0.0021034422124075465,0.0024124521101013406,-0.009152803856158376,-0.02406687551000272,0.008651238707215495,-0.011960843814148645,-0.007194251311885261,-0.007439318791956337,-0.004250018085872841,-0.007107393343593493,-0.0014625731846374685,-0.0019405353860966386,-0.01574708121292881,0.008900482175320168,0.008193829714778108,0.0038510873699406263,-0.012987034511855435,0.0014035663036126495,0.012300935670555874,0.005142560009579825,-0.031394912096414825,-0.012410538489994086,0.011905905370121294,0.011933815406150692,-0.002549030379973037,-0.01490690337030457,-0.015335288588118041,0.010012455090637392,0.000368641774989342,-0.012109471754460196,-0.009760941085322593,-0.003936375371008644,-0.003695985305555497,0.0037450419562423455,-0.011066897593029517,-0.0005711978233100292,-0.00706329041571846,3.817382767204799e-06,-0.003871631943011947,0.022153738744184474,-0.009434168797160634
