Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
HKK26_RS00005,-0.0263854963455868,-0.009294259747704321,0.011233133611407679,-0.002552042130459441,0.015539525614027785,0.02148705890494291,0.02176888319886479,0.00024534652451334104,0.012922892548183495,0.024816069283343855,0.06697221254580839,0.0027076476398529537,0.03287248958894437,0.0031763575838636444,0.0015631094457863926,0.011408200070144366,-0.01319983126504835,0.02630380202211261,-0.000738750545892947,-0.02344879264381101,-0.0015048880472994439,-0.007317307602779367,-0.035408939460194924,-0.015855011138781683,0.012944131793159272,-0.0003641578408840352,0.027145384624935143,0.014834768736898162,-0.030814267953135802,-0.010492527511729497,-0.0033355717916063988,-0.07241701696379431,0.011330442393610678,-0.0204190287626986,0.021412533126852894,0.01558035954788124,-0.04014636977899638,0.013380766900497443,-0.010473098257574904
HKK26_RS00010,-0.019784823903076454,0.016360676636133057,0.013342452427620116,-0.012691434236134756,0.004099288269360625,0.001639888647296943,-0.002817007295125644,-3.351501182989004e-05,0.13492096203786486,-0.00010849214735847795,0.003896178378813168,-0.004688451699819646,0.016592794405580206,0.019545128235407168,-0.005967073295309854,-0.02275102514544755,0.004532327253570161,-0.007753602465428283,0.007747456825472696,0.012097352050845962,-0.001093078261421951,-0.001260171484049184,-0.02430689225500614,-0.0365615390202417,0.04692121345875685,0.026926717829315248,0.016488512327051306,-0.006809800272845956,-0.03072755142811237,0.022989199596583645,0.017430090853530162,-0.05114693760479731,0.02736694322249289,-0.010654374795333613,0.022722873849852117,0.008817583491450592,0.0438577316693344,0.0134713946123789,-0.018143781405310193
HKK26_RS00015,-0.024203878703748155,0.0015297222526658625,0.00609208063602821,0.003951165722579209,-0.01797116640103742,-0.031439475232856735,-0.016572881716361745,0.0006395947031312904,0.004828689342643659,-0.006669611240235912,0.00032327346085826464,-0.030464184113045797,0.001468404319879765,0.05569257680950175,-0.004768858684245995,0.0103860543556173,0.02840016885988719,-0.012664596855697218,0.054881955248670934,0.009000432645496053,0.018979346270342007,-0.014748254408355593,-0.006427604127077217,0.0009153664303719355,-0.027593799105930676,0.02807918031233171,-0.01713668863366188,-0.001188878589624148,-0.021679846426898842,-0.01638123127576156,0.007418954037831252,-0.021124408387852973,0.02028394304247065,-0.016081553056878087,-0.006256516904488793,0.003933196474218863,-0.003087349846711744,-0.02295791361225198,0.004899767233966423
HKK26_RS00020,-0.013664341530125055,0.020030327019029112,0.014555161028685648,0.007436013209540243,-0.008609106536953919,-0.0214080309144512,-0.014373260101951954,-0.014159299533948738,0.021862389968752994,-0.014663921911325133,0.0036691683372280853,-0.02064591633581507,0.007580077149766254,-0.02265577173704057,0.0034640238668020447,-0.007969917128934486,0.07138492309029092,-0.016586062115329224,0.06463738029238797,0.007000465051089604,-0.007275406711267962,-0.008507280716421569,0.0011856254961493565,-0.019596477223259943,-0.0009407270014220229,-0.006784771657757938,-0.023215964876158936,0.0031213262378125208,0.016654566184981748,0.019198375009962364,0.010120829706780774,-0.007615163449723562,0.006480251679945517,-0.006488208680673807,-0.0006871241362587726,-0.006082377356413903,-0.019445458512375873,0.02582767227036926,-0.010127112945775202
HKK26_RS00025,0.0022107708758129668,0.006246800157895371,-0.02837084119961273,0.0047340167202212765,-0.031542488827544145,-0.009134865511297222,0.021166558425594152,0.011590437465704297,-0.012514753568607696,-0.04043842414768994,0.027779382736276118,0.011419655513123234,0.029052175350784522,0.020797826527704587,-0.0010959322269891675,-0.005987331835904006,0.0024415361776670063,-0.009934217570176632,-0.00016559820458001426,-0.0018092751045558826,0.0058750420725358285,-0.031496158328519784,-0.019763826794411524,0.04168684348487829,-0.03447520900916555,0.007505354632456001,-0.042233168399434834,0.008124959585081675,0.009903855159045552,-0.07661867629131484,0.026537624881516234,-0.006051977755074274,-0.01579906770811533,-0.019385092918505615,-0.050132604796234846,-0.006277843919039245,-0.005271468241102175,-0.00045369725876736504,0.029948782729486034
HKK26_RS00030,-0.012091234584744686,-0.013778411095884851,-0.02284540806150232,-0.00010122675249584493,-0.017455373245052096,-0.007272285427914646,0.008725378035938876,0.01708323983689392,-0.012611174955098607,0.00029771585029431845,0.006803623826439029,0.0009218532982355685,0.014834669382876853,0.015071025613410494,-0.0066414947134533385,-0.03857448838750008,-0.008465033357532495,0.006347665531407316,0.020039702216544317,-0.00562973697582747,0.016717112577997646,0.005864616267394897,-0.010390162659548308,0.015060009080618204,0.005666411103394298,0.012477845680536287,0.003316699188212124,0.005978194150343453,-0.002126835481998604,-0.014550697422802386,-0.009250252589333341,-0.018795322536000802,-0.007477425269386627,-0.014338316608043437,-0.01169603292077844,-0.023329177634141753,0.02247454088752215,0.006282206273826709,0.013946068154620012
HKK26_RS00035,-0.0013352525653788682,0.004650331140635955,0.018184443147135364,0.003093023544822832,-0.006801485854936168,-0.011859141239534566,0.01705696569685684,0.011902945419893552,-0.017828864372930468,-0.014352572856708469,0.10070924124165578,-0.0036050316118409007,0.01067223014193489,0.016525158264230816,-0.019173595127240192,-0.013028081798853751,0.002382335264799131,-0.008233157720418837,0.010151882197225265,-0.02381636662582333,0.026814855929297682,0.03192742410000326,-0.014013563926025709,-0.02206935063412101,0.005692882720175776,0.011571918807332583,0.012119606780793973,-0.020478545729728147,0.015154947883169623,-0.050348644955912035,0.059594642899451114,0.028043022952855545,-0.009778469127471174,0.014863131963230072,-0.001473142767975802,0.014771797467912434,-0.008277816279037425,-0.014284232452040899,0.012731058707899015
HKK26_RS00040,-0.035684045149228016,-0.0014292956670459089,0.039825529810049484,-0.01296133104749815,0.008281093877746287,0.0015804650830771308,0.010860721887252716,-0.026258232865369345,-0.005244124450224713,0.009172200227998493,-0.0018884631586688911,0.0023176983910169167,0.005785889823873429,-0.010056759275813744,0.0032010056608653935,-0.011082681006298176,0.023842633285880044,-0.01986974588695241,-0.053838929492550175,0.041357040439857225,0.01730217852411515,-0.006356498854236631,-0.02221601651464329,0.02172585660888628,-0.015245654871553856,-0.015191930291737892,0.010930582440677692,-0.005627253950795942,-0.02108992589155768,-0.008340397140251272,0.004368814470392511,-0.0052864741716960395,0.005058183608509204,-0.020073542262952902,-0.024844443802365106,-0.007079557562077077,0.007025383774177891,0.014235805843696533,0.004260867535141985
HKK26_RS00045,-0.003817213593141016,0.004133120384819364,0.05378394334752186,-0.0025719460054407462,-0.0033751961688440442,-0.0037207223491192588,0.0044707241006143724,-0.008477398267897826,0.023338225079232444,-0.002078456538263388,0.06409069021016534,0.04501016982776644,0.035486480265601965,-0.0018615254866053233,0.002111294332926292,-0.00962659431584039,-0.028780195829639248,0.01155504436515597,-0.00424644957893936,0.05746451977946486,0.005313754348589687,0.017059349586289067,-0.057162347339700915,-0.048281746815406604,-0.05266208721737795,-0.05945573026426434,0.06053837903555541,0.006560477164839624,-0.013693018571230488,-0.007533773635015061,0.026071590996766286,-0.01981067709840994,0.003222577026470558,-0.03955162541203246,-0.003332428024000526,0.010243503724893332,0.00027636141817325517,-0.002459725783798004,0.0016737973038639298
HKK26_RS00050,-0.004417201461001087,-0.020444474468372064,0.014298327126294674,0.021433972814723742,0.011892562095384761,0.032246750993066564,0.01818059694259282,-0.037148791398737495,0.0013382562531537789,-0.000655618644117091,-0.015774376051959197,-0.012643970029920926,-0.010545264586079503,-2.1205285120515367e-05,0.0037153177144042156,-0.01611256278183515,0.031559279926629956,-0.019648929075655432,-0.023266059629412878,0.04736996626282342,0.050836478504583685,-0.006169652915612573,-0.031245437934231683,0.018446398666154135,0.03003480945670245,-0.017874029327663216,0.005230196681445199,-0.004027853294226957,-0.00040346115875437345,0.00802255602912582,0.0038402384068972335,0.011817872247468518,0.00997144660134222,0.0016880473949843723,-0.005290771878398199,-0.008795401934113945,-0.0156990032275096,-0.009252001392084151,-0.002702611187866027
