Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
HKK26_RS00055,0.005908176980696116,0.009219612737353208,0.004882295204009853,0.0148967653744348,-0.013621259432816063,-0.014983285919332647,-0.010361033072353856,-0.021432074541624685,-0.006375104634830359,-0.00037215103558011425,0.014017937706342116,0.01009410971857348,0.012288488999063119,0.023706255591552622,-0.01964387397761687,0.02317730242431193,0.015482266206447558,-0.01894128619443873,0.013293579376586668,-0.0029613148196167526,-0.026289595289209978,0.03147120700524772,-0.009319652636768767,0.03460089612568087
HKK26_RS00060,0.014895825211533965,0.030165325613255117,0.0011883078000854076,0.009475134675085988,-0.005377472124415539,0.024848476820072452,0.0034039925557683435,-0.036131823869887045,-0.021633990366345394,0.007626096470791359,0.02852963781427135,0.016472722078636374,0.027459248654231185,-0.005633528719700032,-0.003634094086316363,0.010796716153415587,-0.009078318546918185,-0.015022250581794249,0.009907472437886738,-0.02944648697238375,-0.01792760718887209,0.0135269653166685,0.034109217069879606,-0.01853987471276187
HKK26_RS00065,0.0060253187591790235,-0.02135628284423092,-0.0007869329779013341,0.05090854681305051,-0.05769217173041591,0.05100575443471029,0.012772552225442092,-0.09985699444811208,-0.02816748956766568,0.11449689073497124,0.052606832256924994,0.10005684212905609,0.005317606457224193,-0.004762805467075362,0.011533503195054298,0.058321750519011964,-0.04076160040929753,-0.014992834030941602,-0.03735573342675823,0.0022148378538557937,-0.007170950099396377,-0.017539347788863444,-0.06929356636577416,-0.020371414550190245
HKK26_RS00070,0.004844885034317685,-0.0034038216726440633,0.0001948140548406876,0.016804882067802188,-0.04306765290966438,0.03381791485179204,0.00801769458600567,-0.06322910954698727,-0.017775856204721118,0.08998218209723127,0.019730083331023985,0.05054510950068565,-0.005812770506152055,0.012006516338893799,0.005904683578823416,0.04587923241512847,0.03758720823816823,-0.0032888564800036906,-0.009181906224704838,0.020971467318060568,-0.011355132254389458,-0.0022893078860343114,-0.041735460844106766,0.016867632845339833
HKK26_RS00075,0.028662573258101225,-0.0033752357867241002,0.0055207158776780264,0.025637598960825795,-0.04908348004297253,0.033079940076822564,-0.009651568508428163,-0.05160669620329804,-0.02012609243837055,0.08674997296986915,0.04388036123926514,0.041476971117768616,0.01080746516975957,-0.011261945729051854,0.012972008492536418,0.0221867014226555,-0.010479160778938646,-0.013009346124130065,-0.021758390844266562,0.008494864865507334,-0.017318015581602,-0.022023493603850298,-0.03976476215491405,0.008929984504364729
HKK26_RS00080,0.010536773871488402,-0.048685803765535045,-0.018920482514075285,0.009337445911563023,-0.014873315655938175,0.020207321063629248,-0.022730270721884615,-0.03753795810354971,0.004076694285908689,0.009698581494662576,0.0009867727460639811,-0.0018006401518842147,0.010680676196580313,0.00041808363420806657,-0.02302056577190791,0.026873610659354417,0.015309424526747965,-0.003064391585448004,0.010103014228804807,0.008466347633477587,0.001242060160265437,0.007420993528469109,0.00023428893782314513,-0.029126435792942013
HKK26_RS00085,-0.015062619732477404,-0.0187066692363702,-0.0258131399995933,0.005013930559398363,-0.0010152301973748632,-0.03327465462725467,-0.028038945469102322,0.03882279940100149,0.011769734483040181,0.03679033721881463,-0.025144022615138723,0.04122685168677443,0.003687150394726304,-0.006965096079752736,0.03730408996398891,0.02346175699938661,-0.01676317130737818,0.0006204642255952333,0.0030003845190318857,-0.019087288511879144,0.0116368092460575,0.038187353265515304,0.005936614412015959,-0.013145419152246422
HKK26_RS00090,0.03126538546649108,0.014770501007165196,-0.012102639791739466,-0.010005786046610933,-0.009489303655458999,0.01428301540095318,-0.013343599323202374,-0.012835556626180578,-0.0008660122484647312,0.02714776122125429,-0.007257252941451767,0.0011274950397081387,0.00377815320419325,0.0041414596645527385,-0.02298500420939188,0.021611251488547253,-0.004474613682480911,-0.00434922554940393,0.005610625927724187,0.005882739663195246,0.0009147700601597816,0.006471731821028622,0.017353084749907852,0.012266201642148963
HKK26_RS00095,0.03557375727958502,0.022097540176941592,-0.020675993094786533,-0.0042562424696934425,-0.017152728158084222,0.029151630668980553,-0.012081048330139746,-0.00931730345915927,0.014568630923247039,0.02140644338941508,-0.0025712939908242205,0.010997216200518812,0.007051236848903017,0.004711288794692802,-0.032368241194023636,0.001714117035412311,-0.02932406953589302,-0.011291039784924451,0.002233686352347095,0.014432888657176799,-0.006468422295838678,2.465553300980706e-05,0.00819758287720211,-0.004799478459346673
HKK26_RS00100,0.011228835612682436,-0.025478766734344235,-0.009638785054841753,0.013529948249014712,0.002569956493347972,0.0228264054996576,-0.011303186846902395,-0.008707084326293748,0.010624588687826467,0.020955994041162048,-0.010244516732716027,-0.010270732816938992,0.004060466104748139,0.008345926815052846,-0.028411676872788852,0.011239636729799822,-0.016233469698395394,-0.01039912702633092,0.0071377850368942964,0.027229440821334355,-0.006623473503321382,0.01092444899966712,0.007654419997522901,-0.012210460325737985
HKK26_RS00105,0.01686856456988797,0.0042781558610482115,-0.0012460132589098222,0.019677531589048024,-0.008811096093371263,0.0029450422163131307,-0.02019904874249502,-0.0045560692975048795,-0.0024377642805460172,0.005715459225849911,-0.003965668838170226,-0.007155272093369628,-0.005289636726677205,-0.0016473704116734707,-0.008837518054824418,-0.006085049831708938,-0.010526478925233793,-0.013636812040933477,0.008520745712043774,0.012623263662701107,-0.004589600296088817,-0.007059323895964483,0.01642698670203973,0.006703029040678111
HKK26_RS00110,0.029955902105117095,-0.009644772027016548,0.015051441508175549,-0.00951617243794813,-0.009156424026677837,0.007079404871978473,-0.016153175535405174,-0.023000097080333303,0.004976200857874627,0.026428589904365547,0.008272745182974802,0.015836045918595536,-0.021209216297349568,0.0003717675225695803,-0.026503844703193034,0.011283553257820609,-0.010340009495321241,-0.019422984649955052,-0.0036003288776870744,-0.021722606930414945,0.015840118044977834,0.025912976710025366,-0.003276581354340957,-0.008895863300172948
HKK26_RS00115,0.008043926771158897,-0.0038619995020701798,0.013599714349950066,-0.009122889105992994,0.00501567043189084,-0.019202351554342238,-0.020612305907645418,-0.020315229473223027,-0.003200919318661774,0.005670995710250139,0.020019094180942734,0.03277491078074383,-0.020493070187926236,0.0035335366155250323,-0.016728742410507407,0.018465579026762376,-0.013642144219654522,-0.023623561646393162,-0.007994771869612413,-0.020801482920559874,-0.006011516890877144,0.023063262684722526,0.0065742751539242,-0.011991917514720705
HKK26_RS00120,0.026377201445722403,0.02195833093799574,0.015256396910007446,0.030271805613064147,-0.0070634254712990145,0.035091187661263006,-0.008466397942224167,-0.019511910105930244,-0.01020773140157013,-0.0012942416591366723,0.015399979332802209,0.017913114076150895,-0.0025204055469319753,0.011591550296849504,-0.009180538690444091,0.011273116040983164,-0.005115614850690987,-0.02620508797924161,0.022310314372850294,-0.005516699626218789,-0.01570325002576638,-0.009127547255193307,-0.006427515079380629,0.013955501421469799
HKK26_RS00125,0.018143524421004347,0.002612212519399345,0.01808172944884877,0.01737028465806318,-0.009240244559942355,0.04906166481235152,-0.014286258982949326,0.002581749022664759,0.007880630606461542,0.046875659826911956,-0.008326955077652241,0.023864121966185498,0.02365650935430008,0.027172973776163723,0.010821952887830721,0.012917772340402051,0.0245563520707381,-0.023069936334000247,0.00017296261558663698,0.008420286964898015,-0.018765853233667962,0.004430022236322413,-0.0016586501779670582,0.02558311646630145
HKK26_RS00130,0.04239956536202956,0.10788262796694711,0.035464511983712865,-0.027466034433737022,0.05658548729769088,0.014460745393948402,0.019341638879290527,0.01857155747572709,0.026056908582046193,0.04271686944642832,-0.02752453430001886,0.0088651109388771,0.01105435613811802,0.002304281182854261,-0.007753835427396804,-0.014891266278783203,-0.02733973302166705,-0.008989002750340695,-0.02309648545833813,-0.0020942457155480776,0.016599197322465238,0.02374205417549729,0.05989136842652956,0.010841481203210912
HKK26_RS00135,0.01925915483085693,0.019384596123463008,-0.0038440406991570547,-0.009521190932026509,-0.023572775285504027,0.013809713333601092,-0.00045059088106350124,-0.007603500184167257,-0.00010140180374921821,0.0031630446570861687,0.00035358924191844,0.014962580944228442,0.005447116572629501,-0.0006131675224908886,-0.012970027637744437,0.015851309433576353,-0.010517837556638383,0.0038552374163793464,-0.015778377414369302,-0.005703471119967227,-0.01925417937172668,0.003819058859062422,0.027986403994681098,-0.019422140818202222
HKK26_RS00140,0.04283118857605429,0.0341557597489028,-0.0024941870405323155,0.0022326614892923297,-0.03533542334757045,-0.026182589827769796,-0.06858277588029653,0.0022411810874797228,0.015492082569352814,-0.03914849312082765,0.0021366878113102715,-0.004708816340863664,0.008531254737226417,-0.008811818789575964,-0.00969002902984251,0.025423874360253368,0.03472561893338308,0.0022072821945751894,-0.019713362695709603,-0.02535465496595469,-0.018998246413105907,-0.014930456652595157,0.031572001866172934,-0.0036075754118686963
HKK26_RS00145,0.021628252263314513,0.032503356210323756,-0.0009301957885894092,-0.012199945930788492,-0.023944492462811714,0.007093288495383419,-0.024545765756263223,-0.019345603476521346,0.014498406749440158,-0.017032982132691516,0.008774404197099654,0.006738048017057946,0.00021591702523840036,-0.003329029125304282,0.0078247791914905,0.006458854311583467,0.01441839071021132,0.010776336646127913,-0.04260028662167487,-0.01064298365304078,-0.02523700029078292,-0.006122479013650915,0.04437189119012066,-0.0035089883206766495
HKK26_RS00150,0.016053256298327948,0.04564079930129866,0.01694893655142853,-0.004079958012006875,-0.016477596515479934,-0.01043188350949314,-0.04323893015380868,0.010096339173549391,0.00957718987044732,-0.012626762020729798,0.014765114432247239,-0.004232798937144245,0.029847666819920914,0.008330016923188927,0.006338719373219243,0.02193908364485401,0.012579600764272782,0.005109284859291591,-0.042096939679132805,0.015338146681794902,-0.027324011908228658,-0.0017537438910920442,0.02352867448525794,0.016824980044960285
HKK26_RS00155,0.05053642587420058,0.07974490917160443,0.006027226877466264,0.012742873820838158,0.023442729501835267,0.03636207774965777,-0.018464093875504253,-0.019280187578588383,0.002205842807335705,-0.0061708217177775275,0.00031140532282617205,-0.027023742407242528,0.02509463398409955,-0.02253421535758097,-0.013071106102295258,0.0026072949393776052,0.003750246197223149,-0.02640581557945108,-0.010035473758403114,-0.025764419746383126,0.0047950493629116,-0.000589149645640576,0.02599428381804195,-0.04678193060697201
HKK26_RS00160,0.07408370773264837,0.005167932841957213,0.009472191246078485,0.005060858201297777,0.020379377547523884,-0.0034325878300225997,0.012506919653893172,0.018673005180437026,0.054139122046944904,0.023181898922895662,0.029786496128292383,0.03766807282001676,0.014038667739178843,-0.001098823835931524,0.004365188236146614,0.007578122393922513,0.02676685934222899,-0.00788736772885297,-0.0010996232290829313,-0.0036661046905748637,-0.05227227126880517,0.04690231559492784,0.011698433862602558,-0.0015625186842311825
HKK26_RS00165,0.07249939665776702,0.005964983742007459,-0.03093807207757393,-0.005244289642860635,-0.02539772280881238,0.002671886229810721,0.02209779018685995,-0.030737027956544295,0.020007122255944174,0.01690344454286963,0.0244945574250482,0.012796709258989736,0.006013626442486182,0.001859180341656285,-0.022822145755306052,0.00029798611066116093,0.01812163089728276,0.011536137843975992,-0.01075479879573658,0.002972844012171421,-0.03268411197646213,-0.018218952527551874,0.021399394054586466,-0.013509667773990035
HKK26_RS00170,0.021124334182480976,0.0013840195250975303,-0.015145807557117029,-0.01042178860520606,-0.01959245724421757,0.012200484319898784,-0.005538712845078009,0.01327825862398113,-0.00923101728572082,0.052235255657947476,0.011844588330447891,0.011178680075874142,-0.01389979554522505,-0.00816456732915238,-0.010949614397088851,0.010417766522440204,0.018834863860618983,-0.008616865069584171,-0.015121352301735195,-0.012924784163510887,-0.027867486081245885,0.08282059346139262,0.05110777481960609,0.00930578704025898
HKK26_RS00175,0.010230365398066881,0.010437487407944711,0.016661713079809657,0.006706321456257358,-0.022815494066679994,0.0044901931044901994,-2.8402680249278076e-05,-0.008816711830599866,0.02786666909411637,0.032940695728565235,0.024178526939030914,0.02194138795319337,0.014475975795475153,0.008587733186290891,0.014351770879499572,0.007392092752044657,0.03314693433225369,-0.004507750097798904,0.01624467900058064,-0.0008639635620493661,-0.042912595425523746,0.02949747935547292,0.0014478225146462972,0.016082957996393987
HKK26_RS00180,0.016268049231034636,0.05000480630236568,0.03025100457854979,0.007175169909945836,-0.012658606378843586,-0.0048134551154935595,0.006859832530710504,-0.011307717146340521,0.04138856186386998,-0.006759176855280476,-0.0016339504147021876,0.01618399938057511,-0.0027800666257649658,-0.009648386937540098,0.005080457614955165,0.0070676736047502395,0.013753214086231487,-0.0030403772110525634,0.013882584931641078,-0.027349840909980674,-0.02237333218835416,0.004370353684946595,0.05376711877793974,0.0034113713743547745
HKK26_RS00185,0.00021693723055987363,0.008456912557606756,-0.004268577149522158,0.0027302445516604844,-0.020527721882765387,0.006305977882980901,-0.031572837073864816,-0.026940281899699867,0.007536286966065216,0.024112778420619617,0.018403104614907306,0.012671672406833314,0.03459273400647963,-0.0034892913402980196,-0.022590709695818192,-0.00023986783711731015,0.016578576818020666,-0.021957481350196043,0.010265612319966517,0.0005196462332041911,-0.015918028691594237,-0.002448206426468126,-0.001485960056370596,0.02255662199009912
HKK26_RS00190,0.01851549195899802,0.006268874050781612,0.021532099487428902,0.0012565582082510265,-0.03554784095463523,0.004092880220420764,0.0006950957511016534,-0.0026313312916776497,0.023710648020299888,0.010271746305588844,0.02414185031779403,0.01950507336021257,-0.002422331607787405,0.010268307621432547,-0.00843857770935982,0.0168238692848703,0.02837163416292373,0.005187629356160336,-0.004822624496798633,0.0016472565674737275,-0.022895806281355232,-0.0005374272647896071,0.035000233301966825,0.006307861407869694
HKK26_RS00195,0.03770996721810729,-0.00016660883586068698,-0.0003753317277340926,0.015554654670893894,-0.025122772902633105,-0.0019299950925291249,-0.0030579369501419697,0.002016831691950517,-0.016712974706887637,0.02754008258061171,0.017443909707342917,0.0455836918208609,-0.0019259263590080946,-0.013617332605031798,0.007241710951371387,0.013978467511733796,0.015381092646625969,0.002672287800577716,-0.00928118633604419,-0.0020294127713970252,-0.005044091289956893,0.015153293612316926,0.01654976320631369,-0.002660327115868285
HKK26_RS00200,0.03781582390952244,0.03192178138001276,0.014218591041382055,-0.005985311837387367,-0.00417805872388906,0.002500264729053569,0.017753640242643642,0.009818222356719041,0.06158566796581965,0.00712649037487163,0.02612004195147504,0.023277682023818663,-0.001957765844499084,0.001341480881214807,0.006188136220452576,0.012733733609329398,0.025482066647102605,-0.004697606004519682,-0.00791191903256096,-0.015478952762538188,-0.04690976730727076,0.012927175545898017,0.01370911136756283,-0.011041010252427527
HKK26_RS00205,0.02924296967484102,-0.008588324952834445,-0.0033402760671650167,-0.013464717765064837,-0.013592680749412911,0.014016613481822163,0.003499049392651384,-0.010908321407833958,0.019416596021179136,-0.0006817688045184362,0.033100031369778786,0.008685209937349498,-0.02247723098735581,-0.0016411875580941686,-0.03095193791551926,0.0077990369535758134,0.01229749106752624,-0.0039049544395805356,0.011316074459563098,-0.017841595766619672,-0.024783601669960506,0.02699184204738771,0.04299960588895078,-0.007199075493491957
HKK26_RS00210,0.0201914732385397,0.007026015367784771,0.014949785677119586,-0.0017674952236378936,-0.014058973308978519,-0.009065277219292858,-0.02332391122516963,0.02495174356446881,-0.010487255470991812,0.03167659260280153,0.016243733634094048,0.013118882578380663,0.00943493923301159,0.010655458290121905,0.008971448755379642,0.020160475367017105,0.0017488190444649803,-0.00949650615484689,0.001661132273605396,0.008835320830456695,-0.020245413672670732,0.019461809218383985,0.019880438971114384,0.02116533220792689
HKK26_RS00215,0.042180646542436376,0.041240703129962614,0.005781438191571495,-0.007806378387334214,-0.02422054794028658,0.005082255744064763,-0.031446567218249996,-0.00855608351651135,-0.015792341047578724,0.030129095378294845,0.008956429778461053,0.007899896202221255,0.0008784320375025294,0.0025258214273990195,-0.0011195189911964885,0.012407169780436513,-0.0049322086536360485,0.001600125607199832,0.007497419445427799,0.0025117161090504004,-0.0044476486541206554,0.009405235378268708,0.001588239452828999,0.005891934457477901
HKK26_RS00220,0.04345562495581751,0.005864651327300234,-0.021350594352117617,0.022138276475871688,-0.03252045852910033,0.0029083714482003244,-0.03450036800092827,-0.03441501707138962,-0.006540663021551366,0.03072143100938597,0.0049053965177519344,-0.0034087343140036174,-0.014897050338038146,0.006799534501494373,-0.00927353619896928,0.017873820383215437,0.12158110031841927,-0.009338909672026432,0.00593043308107232,0.0007976884424786463,-0.007031984530119738,0.07077481419845894,-0.035402291373455505,0.02210453677998042
HKK26_RS00225,0.015475860871978407,0.005995843699389701,0.009722359657083079,0.026626415227743363,-0.01626594377779284,-0.0009448638043966577,-0.017174136782783254,-0.01705550308635475,0.010522920851552946,0.0020046694520042263,0.017135074887166556,0.00893521207700721,-0.0038866871687928306,-0.0039961217510129715,-0.015935565203826985,0.0001974373694075586,-0.01694874741194303,-0.009807189981955634,0.010610343354505659,-0.009623171139651766,-0.008369013794175907,-0.001551530463495225,-0.002764268091155045,0.031140800516695936
HKK26_RS00230,0.008116622024702116,0.015780963954501317,0.003793701850027562,0.01200994998383528,-0.015279596007397277,0.0024884956138613054,0.001155576487300666,-0.028043222437006327,0.0007378914542189068,-0.007279056588700626,-0.011613024663121236,-0.023648517469633923,-0.0001475703697130297,0.0009063828935567988,-0.01864127006353474,0.009246397066388731,-0.029904327036193105,-0.005151991738722232,0.008893606008083534,-0.025042550508684296,-0.014995924805921578,0.012276529281969862,0.01125057942945123,0.029387976733358866
HKK26_RS00235,0.03368088730967628,0.004136691445474311,-0.02751994351396472,0.03122198342870996,0.007462948856062029,0.01301371578226189,-0.036444810281382564,-0.012364559349698856,0.0055693220935200405,-0.009962901403148131,0.009723912190966575,0.007069328380602612,0.07267439931349903,-0.03235647803472085,-0.011985310149488464,0.005570549809261566,-0.017889077173806826,-0.001332634574641789,-0.005362367953496533,-0.029933953033444118,-0.001756662896127261,-0.0038216802689600617,0.00995003403747899,0.011373557186720422
HKK26_RS00240,0.028369571098572275,0.015549293560839964,-0.05467939105079361,0.05037906573154121,0.003506171621801367,0.008428538642736766,-0.04013066167530114,-0.040914788339798544,-0.038844872443874946,0.001383768238395313,0.02971770766122299,0.011786433688219477,-0.007395712326294608,-0.015049481882143433,-0.013382365876825562,0.05392580525359115,0.03747327176223289,0.02049950487316426,-0.014793524659112425,-0.016223544037791502,-0.02212886763154347,-0.005583014546814344,-0.04538884397563797,0.031370785354921396
SYNPCC7942_RS00005,-0.004396222615149627,-0.004750372639029594,-0.02352157584220652,-0.011509041655644654,-0.02606181959730726,-0.016071077812369633,-0.02344174261928592,0.005574936961684929,-0.013553092315262437,-0.002281803011730359,-0.0005623545100913028,0.002691078212274948,-0.0015397934696062742,0.016742849238087432,-0.0012440656303157873,0.0036336271004337585,-0.015426835081232562,0.010186133537131737,0.003698546389336873,-0.011259982489070543,0.0014929498231580414,0.0010939385500321858,0.003525786428848728,0.0068397872489294066
SYNPCC7942_RS00010,-0.01169969622614566,0.008082800508757797,-0.020267250386623012,-0.009728199978352925,-0.014602391700492824,-0.005597685707250984,-0.000528631372958861,-0.006261421835075571,-0.0066878820903653,0.010065988605487276,-0.015423169146222035,0.02797440441167423,-0.0012182284244606485,-0.006885925275805313,0.00020364442257986593,0.0006752052536141253,-0.016851805656441315,0.008453617689307009,0.01081914809913134,0.020684473361520583,-0.0014412400588397793,-0.009118378910800723,0.009977356105287395,-0.006979164276609837
SYNPCC7942_RS00015,0.01484077280527272,0.011879855915094474,-0.00893790121929734,-0.008383464789728548,0.015478119007376287,7.50055517912565e-05,0.011433898317667496,-0.012535952463498985,-0.0062611344972044285,-0.013312067394503368,-0.01293498422236577,-0.004975747293138644,-0.011958004158087756,0.011165791329448504,0.008693992094725631,0.00233236591315029,-0.0029183589473478115,-0.0053848266277479575,0.001832637016817789,-0.009240512787670518,-0.004176474462253141,-0.010358148400729182,0.001128691574949972,-0.002602735887387929
SYNPCC7942_RS00020,0.013615810491397148,0.006043582149353026,0.011146640201043521,-0.006576381066133781,0.003162720119024887,0.006475694854792834,0.0108359094687501,-0.020042418525780877,0.0037275533620657574,0.004868691490470518,-0.027846393518999247,-0.009651968692521683,-0.013100066377665332,0.001659395852654318,-0.00931497127221724,0.0019424423122467185,0.0011538936452528165,-0.04914314589465416,-0.004292430175374367,0.016606487254011232,-0.01637117712675719,-0.01631962182218795,0.013612663748932047,-0.021410704857451703
SYNPCC7942_RS00025,0.028091950930961767,-0.020866159826331818,0.01132417913205374,-0.011669139472946205,-0.00954465449656136,-0.008884089660400333,0.04370896401341592,-0.020202409222343638,-0.0095966669279475,-0.013114547048733508,0.0064226374656624905,-0.04625215108473686,0.007590325891887427,-0.024152227268678782,-0.006377345763219589,-0.002213128551828221,0.06719268399134064,0.031784266160944756,-0.009249444606406903,0.012205103146520001,-0.0072057909073914616,0.0020187032604351202,-0.01275799177516508,-0.056777578001434084
SYNPCC7942_RS00030,-0.010090051095691287,0.005657983093967474,0.06020528489249953,-0.011874467882503546,-0.030756380971499818,-0.010267382379981205,0.009526282177593395,0.017797859739495058,-0.009708043381692172,0.031755084691504246,0.0023196636790679464,-0.0018718096127076785,-0.013740841642861046,-0.029982670315936048,0.02268126645118829,-0.0007049368602424689,0.0015387025060396495,0.006331120874147072,-0.012775463155661124,0.025859870410529732,-0.005392622587075361,-0.0034870121426990213,0.012238567471607972,0.003336015454279764
SYNPCC7942_RS00035,0.001898985343613218,0.015150511385569594,0.0432409653759619,-0.013305696903496146,0.0009299516833025694,-0.014262630608682374,-0.009824459403716899,0.0020248226922128577,-0.012223764039779855,0.0036265587966638224,-0.00844876754380737,-0.006926020752958012,-0.013583877444944225,-0.016402233804724425,0.004454424647191189,-0.006049095783030317,-0.0002530871300513641,0.00785964031490152,0.004311693051094005,0.021077751878569338,-0.006179454156738594,-0.015750115610540575,0.005365167958756044,-0.009947976968330881
SYNPCC7942_RS00040,0.0039043549420533365,-0.0003910255277105238,0.033475224760634165,-0.0032253823685224736,0.017577275449262256,-0.031906018761737334,-0.005346516331464387,-0.01298590605370568,-0.01806610517970595,0.004616352886928494,-0.004522471166668211,0.001825449280462452,-0.030990041707988865,-0.0108016014289882,-0.0032054444552283247,-0.002647574028315718,-0.002638116534368834,0.005267938820456239,0.01051278899798912,0.032307920322953314,-0.00897573581272674,-0.010192220428303289,-0.00972337337604354,0.0012807949573257194
SYNPCC7942_RS00045,-0.004990496471715068,0.0007787615767638399,-0.015718179251574572,-0.01799444222874145,0.004334128719997072,0.004367282699240011,-0.005984795144896811,-0.008199844068844634,-0.008931902847968996,-0.015260709075463773,-0.00179747250249276,0.026446181495098236,0.0037892812976905894,-0.015434256905675701,0.027299324638245394,-0.009673554181518707,-0.007806624659110255,-0.011493289564114294,-0.0020054161503761736,-0.01018273032913245,0.0007540323395240528,-0.004455445091256807,-0.019044367352169033,-0.0068064947100953945
