Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
HTX97_RS00010,-0.03506522488043978,-0.026450573909569827,-0.03970478560258743,-0.005309487799587283,0.018011067622732795,0.009080041533685792,0.033618825349548506,-0.001098513367709472,-0.0035107460752809875,0.032808485314408366,-0.013505309339511226,-0.005157083888618682,0.005827268404052337,-0.017259764651567436,0.03853971880855721,0.020886027590003554,-0.015284686024158499,-0.011637770318878781,-0.00550797728569542,0.0036126207508610157,-0.019582253690632087,0.023023364584445285,-0.01722938120804035,-0.010463943792180573,-0.02779129834257315,0.010907747118152625,0.0119773040579215,-0.03361209528148967,0.002741971998049176,-0.060371469772614796,0.007008093356413004,0.018560879637847475,0.005532104073102215,-0.03842818387625551,0.004099082526895445,0.0014606323591506716,-0.028431257637869987
HTX97_RS00015,0.010034914693196277,0.01230013259072289,-0.0285358572230734,-6.813409019057389e-05,-0.00994572734985618,-0.007441746414402386,0.015248723037462575,-0.004699302580415117,-0.032123814403589086,0.0062048630845823695,0.0020899770280668668,-0.0022688783085255135,-0.008222128055473813,0.0092845273751217,0.0033312910978780634,-0.0020637389324864005,-0.0027273986793726925,0.01575367977053996,0.011444307538339906,-0.03352291612234471,0.008976551320148431,0.013761463789885712,-0.0009315818623560513,0.00407711105197215,-0.01951908401866123,-0.004856690998982575,-0.03276739050359029,-0.015965728778250334,0.009579197967805536,-0.009204834590113937,0.01410113146984666,-0.003914902193702808,-0.022013767731354494,0.04797292635097916,-0.004889853669904319,0.019202454271921774,-0.026674041144042673
HTX97_RS00020,-0.008949568083869177,0.00045408668529965966,-0.023309025185311444,-0.0002463582134997076,0.020166052488468603,-0.017031013732563428,0.03057553137128523,-0.0009207943624003395,-0.006166939006583023,0.0060023347838818525,-0.013664260344519173,0.017299044325454205,-0.0048039852123392705,0.010436149633387319,0.0332314540140022,0.012920580792992823,0.005200178995411615,0.037400331609928006,-0.0036320936670222593,0.00024707163295819006,0.03443177016611914,-0.011705584511008213,0.00033837991120709733,0.006932920054642503,4.3426780326872814e-05,-0.011650338060268259,-0.023363980489166467,-0.01863771799498437,0.01066241358029641,-0.01685397144781222,0.02917286216992321,0.005044276723555951,0.023809183389058006,0.03765953537517352,0.011920513680086639,-0.017262467739611338,-0.013149176679668492
HTX97_RS00025,-0.04306777459785291,-0.03809397280671596,-0.03388155871741058,0.02291709116826779,0.007978132887528968,0.029075614929832842,0.0070432152767545475,-0.0006602985751283306,0.07213091186317949,-0.008129742463903768,0.02239133343850888,0.07278742395339159,0.019646342899648016,0.01551131662576988,-0.01771231727244807,0.0036388864754222593,0.006937018380014077,0.020236072772716787,0.007823805646905841,-0.0090968252045825,0.013747741253707937,0.0075675712815529836,0.00444923339676178,0.012673816740572032,-0.001213466346598315,-0.08819430782913247,0.03237378832335167,-0.006794939440485831,0.010541532058673555,-0.035673310848703996,-0.0091714394198326,0.07672903230906294,-0.037941160017696506,0.017939881406391217,0.021725088660913217,0.030078160463970993,0.001330264194343695
HTX97_RS00030,-0.028419164271937417,0.013865530753490332,-0.01820791015470828,-0.011484682914528732,0.004935306957520102,0.010075923262369519,0.0013040067667138258,0.009344348335081038,0.01283368239296131,-0.008728154477229534,-0.011411237391909095,-0.008409999313160268,0.02545195694778548,0.008983143339903427,0.002969026562979769,0.01881521635948868,-0.010464544763266925,0.00896218567991687,-0.011417399732004493,-0.01892214862204065,-0.006311954222528329,0.00828582726454154,0.004259774152285401,-0.010559454682511309,-0.008133055217359476,-0.028462771088945505,-0.012664915436060093,-0.01898904108288292,-0.005189532764750803,-0.033752396577936654,0.0027574505876825596,0.0068890838824477146,0.007981127390399809,0.04233505124552089,0.030099747701564875,0.02449286695651086,0.013938122230394558
HTX97_RS00035,0.017199080018574453,0.004861045284722049,-0.0022837572841298004,0.013171174915779545,-0.0010833906701253157,0.00923757181457841,0.006740474652076817,-0.008712882491087329,-0.034006870595268496,-0.015397427446161951,0.0051323496019314765,-0.0005752530864768044,0.0019054916379165898,0.0075110852192532725,-0.02149008913196333,-0.009407654928086335,-0.01803515473036309,0.008143393249560255,-0.010375645944136392,-0.02620996351421136,0.009571920786708104,0.014863204154993039,0.003039669804505651,0.0219280139223476,-0.034339656018692065,0.006173666394379684,0.04635841549943651,0.008046439977057373,0.00749661481496427,0.017261485459931274,0.0003279460572677944,-0.0170312470508098,-0.009470850169104933,-0.02121842851918195,0.0014909812576447236,-0.001198072448046428,0.071024477423362
HTX97_RS00040,0.0015082143711206985,-0.020246217586782432,-0.02417589709360308,0.02077483531514698,0.019758684899982,0.001767190344767649,0.0012631189008431847,0.014136146313539044,0.018460393125988007,0.016934361145148846,0.03603447817553891,0.04214255252873419,0.02497776054711823,-0.025864483641008115,-0.005806084173405362,0.0012136613997601631,0.011669272094931172,0.011545171707793712,-0.006089500186693045,-0.01525184799556273,-0.020967246889761166,0.04661294846197353,-0.008697619613517732,-0.01951136967241564,-0.04388053638133165,-0.014970490860624013,-0.012770108153795874,0.0023168973350479864,0.04041595808690907,-0.04526079942044916,0.025093402044927465,0.03209005300883759,0.006381860972690415,0.019390652238650257,-0.0023722544678330035,-0.01158203270379935,0.08390997224479065
HTX97_RS00005,-0.007821613340143654,0.0036210661089175807,-0.027296984016806743,0.014180238983710848,0.012768263515211169,-0.0010881093251700774,0.016496874911970324,0.02581238984510603,0.023187355649771427,0.025519154589420383,0.00365912707304694,0.03985485319264567,0.021451545078119465,-0.0011072090290011618,0.0007772669110351646,0.030836612908380415,-0.01741741955524525,-0.019816011464491246,0.007185816977247183,0.012023749005777427,-0.012387796941932419,0.03309298706735944,-0.04117775990104094,-0.007013911718752841,-0.014037299652072512,-0.003859500642650611,0.0020385100880741815,-0.025651950267473734,0.021280816778501768,-0.03125920339595651,0.012271240079922387,-0.007998881601763425,-0.00412400210912475,0.010115341710023349,-0.02906764666852084,-0.011125423305439862,0.00024133584978721067
Synpcc7942_0001,0.0033798653550214026,0.03674755816381169,0.004980373103050905,-0.004335681663127616,-0.0007914902126754003,0.0009575921169435899,-0.016561390370548847,-0.008256542086012288,0.00035042280764151175,-0.010357014253896088,0.00224121452021699,0.002659154989687355,-0.007066574392647923,-0.002914787914214952,-7.39101577289813e-06,0.007785203870253579,0.007912802470804944,-0.00955327395834869,0.009200876391326818,0.004549590454618803,0.009672752990505176,-0.0010755567448689678,0.0033073457768919012,0.005117784306120674,-0.0021116774927664667,-0.0026467175454398034,-0.0030816608162717684,-0.0032751412045884886,0.0021252309243184014,-0.0013029544964287534,-0.0021211774144808625,-0.02069084730838176,0.00998032972278127,0.0029787126712203264,0.011292880964065668,0.00870486199274618,-0.010464628525692124
Synpcc7942_0002,-0.003684412043036461,0.021095580451963605,0.006937431040915496,0.004549559767819104,-0.0029290976006961307,0.0031104797052011073,-0.009960865209765378,-0.004504706733777441,0.0013678111381430025,-0.025720070121911378,0.004175543589271418,-0.008409575032841787,-0.009542667417563232,-0.005572829113578277,-0.010102118123281545,-0.008620171049288495,0.004436830320352365,0.0031009648613505502,0.021578859395751934,0.005122768562365832,-0.003567276008334738,-0.008780262955925284,-0.00537506493205491,0.0002841167245496446,-0.010348850559217644,-0.007841497086809403,-0.003608849430817449,-0.0016953852107064497,0.003405550058999983,-0.0038822298512358657,-0.010879183222307277,-0.013624088194580965,0.009477775196798278,3.2313901523452347e-05,0.022554198075496124,-0.008652827307015406,0.005028311904134206
