Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
HTX97_RS00010,-0.001275465696661214,0.04345829028170506,-0.004091705673400371,-0.03664152621389662,0.039825405371469766,-0.006988523854250523,-0.012429604676422684,-0.0018837459701293174,0.010571369607994685,0.04166787673719228,-0.011547936719124994,-0.012062546307709249,-0.023069164201174313,0.017136702469899498,-0.0017796940658985887,0.012235423063119328,0.005681380168481918,-0.03293331949275308,0.015586955338761728,-0.010377126625012167,-0.0021025940459440656,0.013284061823795,-0.015861920521133242,-0.0030536764650430305,-0.01421079805656968,-7.238946694221005e-05,0.009288879074123858,0.008881538585476675,0.040008438246782047
HTX97_RS00015,-0.014829526790869837,0.011048212328691754,0.006733942637703641,-0.024302664108099215,0.016835413641607073,-0.0009362682509929862,-0.012239436656750926,-0.00047915358031360176,-0.00295718627295986,0.004330446509824538,0.00749728751983246,-0.0042509015030883805,-0.00014536309790123556,0.014651311944910756,-0.003715461620776511,0.005945602167764694,-0.036007589450767985,0.010248990249242614,0.0017726776127181428,-0.007948150892012448,0.007906934033474646,0.001701536081171677,0.010123484369610915,0.01537906044464457,-0.002368956520573985,-0.037518547508844556,0.013590131401172179,0.0040829058263684385,0.010886681053354098
HTX97_RS00020,-0.021516947165205504,0.0202021951254226,0.028015791876238882,-0.01211275516447005,0.0027030403763249346,-0.008172212535120989,-0.00418618519143551,0.025079397202453946,0.03608351218563902,0.018639561648560378,0.01425282879841019,0.011657809534470319,0.018080375839209722,0.020065569572606363,0.004609311792112544,-0.0313667040254865,-0.019692334195490692,0.004435876937132108,0.012621567803851241,0.020227490134454632,-0.015297926300725347,0.025656697426784128,-0.030725804183187655,0.029472575488343027,-0.005057180319162369,-0.012523260038255853,-0.011889577217698385,-0.018868384218598554,0.03339547431739229
HTX97_RS00025,0.013813607726197526,0.012893372064034007,0.012711850759109786,-0.0011854957153925115,0.03079503431644941,-0.0019605879931690008,-0.007974508884047478,0.0167510682618854,-0.021923274601989156,0.04203041525066024,0.002369242663531784,-0.005685034727006076,0.01757633739225551,0.006597638137844178,0.011412775445562623,-0.00820549014984039,-0.026793899710155472,0.0073751236450705585,-0.015143308303114108,0.06343783593451158,-0.011125580491902966,0.02672943629325879,-0.043402324149543044,0.02540099240976358,0.051377097521674124,-0.007620842166832986,0.006131572695818397,-0.0338797763987402,0.012220183279564008
HTX97_RS00030,-0.02312361155060389,0.02071214489518774,0.006277242462025285,-0.014474229265093473,0.03633089984760495,-0.019455397744740116,0.00659958011033092,0.0003890514651933546,0.0017773366583835775,0.01815135982444398,0.021955734946178806,-0.006835009152209442,0.017912772620806802,0.030697187877493134,0.009519041317484652,-0.028106278771838116,-0.031141300734955885,0.01948733833672987,0.012266317999539603,0.028577142356403448,0.03581917681189103,0.0041167454027164156,-0.02301805304634851,0.005847789981180031,0.009884447676200276,-0.02151986128594115,-0.017938495125901257,-0.047343055263882966,0.006481781308228056
HTX97_RS00035,0.007187238713610825,0.028565021050281705,-0.006432821624237354,-0.013340517402346461,0.022586586784354563,-0.03456360592911521,-0.019067819350827946,-0.02972696719488821,0.005499620676890975,0.010925990923375468,0.013586301993296506,-0.02766697341174664,-0.007072979862105124,-0.016410542994785768,-0.05469076904397309,0.04267798105227216,0.07256032952817434,-0.024565282795752517,0.001008160529519211,-0.02355664232193934,0.009478245870820832,0.06929593096080462,-0.009376265740345408,-0.007926287539311358,0.01248533916783574,-0.0014648326510751939,0.05992942621629175,0.07485782146362219,0.021148176441621154
HTX97_RS00040,-0.02063871052350711,0.024401039010224567,0.01664823301542563,0.0008307981773193676,0.004649167945954366,-0.016005752756363702,-0.01723049804385525,-0.00018371103296836917,0.01276875297755408,-0.005163054530035429,0.03698871827084862,0.00943828580987118,-0.010094619345821992,-0.004489971398900836,-0.014778378139053434,0.0030280782158984706,0.03583878322891924,0.0035458769160445873,0.01580298129566057,0.021123273095973078,-0.002502885704426985,0.03341216813691776,-0.03198617841758237,0.02963636985139569,0.007964371504165197,-0.0005714653047098528,-0.004500684659250008,0.017939189649559584,0.022459201357701093
HTX97_RS00005,0.0010266416358021065,0.03955787573995248,0.0030911235190545726,-0.014721276734652873,-0.016565498291836307,0.013660691407349941,-0.007167773690528679,-0.0009507966819041093,0.0142402832987375,-0.0029247987338506106,0.017837610751037077,0.0006841769253596565,0.00354928526593921,-0.005284414388309981,0.0044801522051133745,-0.000987801849420915,-0.0005253034598561628,-0.016597001745228258,-0.0014559750842237447,-0.0047510994056241,0.0026100653344987034,-0.005479720549118327,-0.01677266491950865,-0.007912387454064553,-0.00436831112450322,-0.010227024074494759,-0.01994289601662159,0.011111186277187062,0.018168892223868683
Synpcc7942_0001,-0.004821626915036576,-0.005176553073991786,0.0006442604036246239,0.006703125100721666,0.000812076475562399,-0.014461591309696131,-0.004354814094401175,6.0453980377269606e-05,0.006136496803289588,0.002400793006985471,-0.014718588962918423,0.015055368314357522,0.0054657883323840925,0.0030284713594017645,-0.015702943963931064,0.005837194709677993,-0.016097631465553916,0.0038746945683326177,-0.008525190923320962,-0.010437332556410852,0.0263502763958204,0.008459408953065285,0.02350562825152898,-0.005629764719821377,-0.018053770176552752,0.0105559888126407,-0.006884359369951852,-0.001231839979659911,-0.012134652329707351
Synpcc7942_0002,-0.0024029188201568673,0.002259507489075816,-0.0009359643957129532,0.007746699983463921,0.0033565203665924703,-0.01261290538218855,0.004411282617678282,-0.018366835616894183,-0.004500197921755492,0.002506108647230186,-0.009895522140429457,0.005827694288599615,-0.0030776376567751545,-0.006357281805569782,-0.010211840500935607,0.002173122745560227,-0.015605287816126157,0.02234418328843431,0.008003715069764578,-0.02138590053295661,-0.008807767576200604,0.0021331380968354877,0.013866017114553252,0.012264485774504577,0.007707626058971941,0.00672344040740902,0.0013699604319930441,-0.01983391670035626,-0.005348406053233325
