Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
HKK26_RS00005,0.02817599657231219,-0.016111396211997916,-0.020351969429439544,-0.001948091244987524,0.018941184277256096,-0.03649013519229604,-0.015873563268065286,0.044736685874651974,0.025098811176639226,0.01048228615017763,-0.0053176097713934336,0.013128643766899088,0.013922016634709882,0.009996974958428056,-0.011176275798199058,0.03276973629856353,0.021646560447218993,0.0006438166628783267,-0.034611551009786336,0.006967702633452082,-0.0005298267869042946,-0.025150789555151685,-0.0408822882550488,0.0007502786484131425,0.03142081561603077,0.010548550130795038,-0.04089207666560189,-0.018649226543777524,0.045265793889779526
HKK26_RS00010,0.01380134143563178,0.037460447442179905,0.0070436790056115,-0.005453034141785763,0.0011212737013907763,0.004392592916586465,-0.015909573545501373,-0.005515449636330723,0.02304430892122662,0.10713604644876686,-0.007683518721305837,-0.0158537071135426,-0.007730396204300023,0.0012801393860765525,-0.004022264586085068,0.014331542844087504,0.009979350806547277,0.008987805179391118,0.029722060472998336,-0.004046220902507882,0.033551494000717,-0.01907056407151319,-0.013346507439561619,0.013626792256349118,0.015969519903097223,-0.015276333623859457,-0.03821638678322694,0.07828156786995148,-0.01878755683398358
HKK26_RS00015,-0.003177104318691311,-0.028496397190746533,0.012094024671706843,0.023831160942478835,-0.028782375485147574,-0.02639612313566013,0.0011490703284847967,-0.0024806087401818885,0.044691423968178316,0.04657875094357534,-7.437358654661286e-05,-0.0005808894416013311,-0.01771256163292129,-0.028574623494177893,-0.002600138353799164,0.0025205716313555027,0.0029089299396895876,-0.03908963657686455,0.03384770375557575,0.017014523195308207,0.021397397691295044,0.03770756313769188,-0.00803559006589762,0.03453346346524568,-0.04353238113938006,-0.029203884225162974,-0.0001388877976288198,-0.00782933440066313,-0.008010934693949817
HKK26_RS00020,0.012493443108909232,-0.001261555722075533,0.05218154964237493,0.041922938988217126,-0.03459977935963616,-0.009446110588021906,-0.003988364423889797,0.005455612312229875,-0.014892921001672317,0.05613233748133659,-0.025627417361047167,-0.006336689822092055,-0.005112185046908412,-0.03430012577310965,-0.015028916250175077,-0.01423645719118152,0.018361562795913333,0.0068518408239365385,0.013416681436911453,-0.0033690417524341056,0.044558738803977725,0.0048968531306643765,-0.051805937778321334,0.057170565547064865,-0.003073147924380874,-0.013335291043815804,-0.057164470998289876,-0.007637921197008006,0.008710552416912437
HKK26_RS00025,0.03689148462243576,-0.0010645269167768355,0.01856426244950742,0.0005586578806112846,0.007294566775725567,0.017653726892887654,-0.015749860059246164,0.018990679083398777,0.01376456112412202,0.010547507734262907,0.048392389123746084,-0.01798756197385048,-0.00442339697481049,0.01034786713004511,0.026743053423383536,0.008288601189450445,0.015819839791996564,-0.016498215110026332,-0.006110561239502001,-0.016752585139294344,0.04592672950752474,0.017421428423054965,-0.03951607406992682,0.006188270151959866,-0.03870225033942239,-0.01652243354876696,-0.031895140452186235,0.04525400092637541,0.01050677343143947
HKK26_RS00030,0.008074338745890664,0.030280384480942068,0.005202413325895076,0.031558828655277316,-0.0019006641133124781,0.010544803829960443,-0.03345580707201898,-0.01257265408955069,0.02141708492392336,0.0014452866474862747,-0.004254104682737712,-0.02135613237572201,-0.007734168939115819,-0.008712583045959862,0.006227038166958336,0.00291965986086925,-0.010299108513960455,-0.02008166518690806,0.006001566938256696,0.029040879452874452,0.00445800726853862,0.008384149330316,-0.040347261742574095,0.003913904253296184,-0.014425957287024008,-0.0283364602461964,0.017165236556605255,-0.007777363913455163,6.99424028056856e-05
HKK26_RS00035,0.02026393832842364,-0.03205939888044604,-0.014465501146968969,0.030793591466524987,-0.0095044420225299,0.005435321679868969,-0.016698896157419752,0.10104744158905303,0.008913525655730803,-0.016045741875779812,0.09040774344056354,-0.011719726738939477,-0.020728306246379752,-0.0015919607448939283,0.006771649036078047,0.014295280039374391,0.002446022751851323,0.003620634196852137,0.005657380117349101,0.02927972748966918,0.005528292882371578,0.017607061105536347,-0.02460797215397555,0.004761959601882733,0.01947405162368796,-0.022455595526206046,-0.012218054376952699,-0.019813088555388637,0.013768510411186768
HKK26_RS00040,-0.004723574871598372,-0.015310869218105972,-0.018235896175673904,-0.011551361291674112,-0.012633799890497623,0.01947940217189838,-0.0008717453169034732,-0.0001003665370010591,-0.026673520682556635,-0.011429655533614448,0.0025501840390448056,0.000765464711360908,-0.008451443100237767,0.0018080854080240166,0.034174371035025346,0.008942098166505374,-0.027795286229549205,-0.013433698391312962,-0.009330986523882302,0.0035436101487946437,-0.0204982213885983,-0.002030238864690871,-0.039677172716655794,0.02983193864339933,-0.0015496896190727162,0.008184442801153876,-0.002202602921121702,0.07552558631645703,0.004685832474519481
HKK26_RS00045,0.015708495488638195,0.026344371007600585,-0.041188573676410704,-0.003564854808689802,0.001289368529562312,0.0013350507739787357,-0.038414669405024485,0.07089708565131068,-0.011076480559761221,0.022994369450874682,0.019034645397200303,-0.012138399162949598,-0.009735621374859109,0.028834019755466744,0.059263864582341626,0.013842191226773083,0.020126466366177043,0.009371739016571084,-0.006505203023520573,-0.012800537615023725,0.011068129581457952,0.02854824371920962,-0.03511012469439268,0.04410372569904598,0.00396583361217085,-0.0027196859167691817,0.029093330705552263,0.009420381665945596,-0.02451230641153881
HKK26_RS00050,-0.006587415879011072,-0.00029372118297542544,0.008159403587490273,-0.002471249832750083,0.005893208048786932,-0.006297186118320072,-0.019327067991005097,0.005250016290088474,-0.013293705447278661,-0.006157315693959028,-0.01503396217523174,-0.003900084365445785,-0.010900524622958853,-0.019145315110952844,-0.007692893962966908,0.033754900448845986,-0.004727081496884986,0.002487753511536066,0.006715574981169006,0.03474471168724331,0.016169335959391656,0.015485979326613835,-0.0169350870296588,0.03067010250958703,0.003671092353305149,-0.007744355849137484,-0.005840924769570122,0.04060491123427898,0.0003847437185591183
HKK26_RS00055,0.019227071182045207,-0.016979690916224026,0.03109087110232187,-0.018835788836873077,0.009680246079091957,-0.011079786496740301,-0.018874272413765977,0.022438744659405496,0.01733245006182536,0.019919014225376733,0.02468464260633867,-0.012630802496128619,-0.03037075811901338,-0.01908349736620264,0.024259921357683317,0.02284759971442756,0.022727259801119535,-0.003245968865035116,-0.013327378449954772,-0.017090154804274695,0.008416231161336175,-0.0044274201221615956,-0.021192782746917434,0.0036457849389606167,-0.0036923792707685777,-0.01224781934799131,0.03980569827556309,-0.009789335364313779,0.015533560651645005
