Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
HKK26_RS00005,-0.0018702018936083145,0.03976947184794811,0.031590161909803835,-0.001686243856460451,0.012201629989229645,-0.0015171005112940828,0.032678788992822526,-0.030555870965005245,0.004628753024233236,-0.05048030757658387,0.06277409046929075,-0.023529171070383176,0.010960410132698101,0.00041006560081197156,0.03592072828043097,-0.014557585230886698,-0.039027924749816124,-0.010822823380539477,-0.002913689829035453,-0.0027822674073491433,0.015645819813213353,-0.009449308249069683,0.0019130179354548815,-0.003645528960141911,-0.0032107647288116665,0.001627607252369447,0.00037360846716707574,-0.015516931251037785,0.037083997046661286,-0.015173437205131542,-0.03828751565340448,-0.02882783131103854,-0.02908861009782374,0.04252442534838694,0.01663756525406857,0.009177955010970443,-0.0049181629238061846,-0.018607941511223223,0.044180077938872575,-0.08585663778014936,0.009518093736427737
HKK26_RS00010,0.0001670100877517468,0.008372613559448575,0.015911585619329486,-0.005644904314362845,-6.87816958373325e-05,0.016124440927563898,-0.006323379266210124,-0.02448309947105194,0.006039078867947907,-0.029397813154572097,-0.009010320639186784,0.01815774625367198,-0.01185249833523933,0.1503683869107956,0.00025242792938657757,-0.0025471810205618807,0.012424974263191139,0.004968621034500615,0.006642977269171531,-0.0058705290033375,0.002476031636214457,-0.0024806121996000068,-0.008103263558081449,0.019806105402125976,0.0014462184647104322,0.007960693959878107,-0.0022431489886672786,-0.02030867848817188,0.007971298068252386,0.012214771523596736,0.01924939161049386,-0.04572812548363668,-0.031194257767670472,0.01879964145643116,0.019108560016870366,-0.0007789127688509304,0.006701216190684635,0.012563451336834789,0.008113532420188873,-0.00862462924451662,0.015272934145976297
HKK26_RS00015,-0.0016850031999601034,-0.01644840105515733,0.06886368466343978,0.03478546535027281,-0.014926041012803783,-0.004771674488600613,-0.02410971308835855,-0.005547354448932598,-0.02789825456673703,0.011161660862566506,-0.0018150975286825896,0.03778883747386298,0.0018392579934615777,-0.004052822212946484,0.0036986868736696866,-0.00810280386746041,0.023709267455903786,0.023309215624246232,-0.0263912717434737,0.017654943884591427,-0.034739605433893095,-0.0013704159935314932,-0.007085498791026022,0.023737238411005595,-0.011963351118871665,0.017020223058129228,0.006128233693327616,-0.005129897233051005,0.005314941824904813,-0.014280411242060002,0.003400587439418723,-0.010028311180039794,-0.02022350365563373,0.011565481905237818,0.0036127899351370034,-0.021151688078690924,0.0449574546675954,-0.02498370118386154,0.004817243304410544,0.0023481121123995565,0.0496813742230818
HKK26_RS00020,-0.020438839057584146,0.006338327430961236,0.0631333237173854,0.04942522680559183,-0.03470927544261441,-0.00522674361214344,-0.012915180554547753,0.001443221424169861,-0.032059785688597554,-0.006450099621801608,0.006137574357200208,0.03814464085843479,0.0004346561135502945,0.0188550580839587,-0.0101654054376652,-0.008686542620693894,-0.0019369675704030752,0.00955559528102053,-0.0016756372074183956,0.02457566112965924,-0.001616924775889117,0.0055292434915131475,-0.014580445560060001,0.005528143313499629,-0.006047178563248404,-0.01646223536256826,0.014611655142998017,0.002622559069198418,-0.03336633361049635,-0.00290557108480702,0.02704677791324855,-0.016259244367316225,-0.015365080395042488,-0.01757782019337718,0.011430834427731887,-0.02233354521216724,-0.021113881155715768,-0.02293890805416379,0.02439865115263717,-0.002983462311545837,0.07348015627232692
HKK26_RS00025,0.020244223053600425,0.014934554153890191,-0.022062955928267094,0.012440331863824691,0.004287164793911943,0.021453008331095248,-0.07151276951714727,-0.003175684953113882,0.01198366238076189,0.012442504192019858,0.035457947733966357,0.0007896278321541534,0.0023267339450798873,0.04248577550302639,-0.012674168056011239,0.022726335467860737,0.01635867421403892,-0.012158762517913774,-0.02029176783433854,-0.04139530361650578,0.017785249731822928,-0.029804468163655576,-0.027371969849551165,-0.0023722180827484337,-0.011093089104170879,0.016723509154024648,0.0032357745164893455,-0.039145185772847,-0.02369855619044919,-0.029472186051482944,0.04760877757883098,0.014125950062556555,0.02855245786296582,0.01610937578655967,0.003648639877618368,0.03603891746698592,0.005880604434844145,0.008568789229394747,0.007931842212850596,0.02921699750199352,0.007918773234252477
HKK26_RS00030,0.028220185017194116,0.02117547886777347,0.012754142131295516,0.015448748368364464,-0.009203585367713304,-0.01692258203349038,0.0018590739717822885,-0.015789752502609177,0.0034861660439757637,0.012107512325036424,-0.007223915977031331,0.03221510363157459,-0.02566949397827188,-0.028433172524688494,0.011370854374130148,0.03102436131716203,-0.0068072162225730195,0.014483610749165838,-0.013390283293733441,-0.021914102954397805,0.0009100768488639763,-0.012283245944569145,-0.004412955985754039,0.005710105481374005,-0.007469212645369715,-0.00403544984921277,-0.0015017756146875347,-0.039997846227844296,-0.009148174615054816,-0.025045158871080064,-0.011006598332908487,-0.010810039375283019,-0.00039770499181222184,0.004541118430292359,0.005558905982907776,0.005044705369009931,0.004007207385135278,0.025206982153369407,0.008399401638791366,0.03297166950846276,0.062224067975157296
HKK26_RS00035,0.012235230599984359,0.006289855981218096,0.012758024802770171,0.008853771533212387,0.022438877004314545,0.023353663191032322,0.01576606634901702,0.004943731651879416,-0.001686534924049878,0.019816609058175224,0.0997112090037881,0.027488679967498753,-0.019243030402324286,-0.012585042626627883,0.018360863256852357,0.0116403048063843,0.005012121236667225,0.01008562175156158,0.005588555115955921,0.014534925722756654,-0.0005928538894389478,-0.005584927825051889,0.0028328551063855345,-0.0008009036814911747,0.012554015413165977,0.007157317584656511,0.0007660332471964293,-0.01013794090264232,-0.008336647196546101,-0.024870482683137914,-0.02127532967839336,0.06899073621523281,-0.00031364831243826176,0.002158456089176504,-0.004618661859456857,0.002303427843929944,0.0008831198769970268,0.005041222589211311,-0.0013855619623203764,-0.007933628807800765,0.017284015879482854
HKK26_RS00040,0.006768167773655766,-0.019172482191247855,-0.017083510196670385,0.014847387116504317,-0.023758438776961124,-0.004712950808519183,-0.01576637321501219,-0.0254947493198408,0.020512093875365425,-0.003399137558396113,-0.005217647506910445,-0.000796621791990725,-0.0010710601029915705,-0.010688557807704615,0.03258144471070239,-0.0005633094067916526,-0.04146717000327832,-0.015303341439373034,-0.012692324231200126,0.023456158932188137,-0.038198211812638855,-0.015971725075859672,0.004191671789033814,0.01746089840249,-0.008579779942396976,-0.02677345089873871,-0.014734718451230418,-0.011347908214199308,0.0055803702446858595,-0.023596714115588974,0.0020255793130243283,-0.010249729743535024,0.008174797290458481,-0.002647424165781411,0.007484548402168989,-0.020806651676580135,-0.008692561113163315,0.03884079352800598,0.0033846649504565697,-0.009419416289635791,0.023909092479070103
HKK26_RS00045,0.0026845100435466123,0.0016417373721223786,0.0066226752577172665,0.028083016007497786,0.026150525959337853,0.01373639067801751,-0.027704966851037648,-0.037984676406731775,0.03748037176486605,0.006064217572152074,0.05715258759589383,-0.04574933040865995,0.013208905939659845,0.030404655734795713,0.008609219221385687,-0.05623737083274265,0.0005333168697297558,-0.013091616731271107,0.02241820083030281,-0.024759221351764144,-0.02422992238822198,0.010229272545921785,-0.012527615503162802,-0.00876815806072872,0.07282294471706383,-0.028792640432818806,-0.013629778255454165,-0.023085214323973518,0.006195150059462393,-0.005528029043497789,0.07480720453757939,0.006411337218111801,-0.02909912910592961,0.010567976454975371,-0.004792479468845865,0.020033699065244923,-0.019801647765172996,0.00012041896080949902,0.011391543350024963,-0.008931095105529804,-0.011407354714115444
HKK26_RS00050,0.01839823142755146,-0.011185635351025947,-0.005788858439090025,0.027033046318386548,0.0019058782899748355,-0.010036190935197033,-0.003048126899752955,-0.03471925592412419,-0.029886153707650177,0.0012919222277353146,-0.0067912808118975295,0.024920849335210316,0.00887865893192258,0.012993578130194281,0.025359204631017717,-0.024146702895504787,0.01980882655712113,0.047305895364376814,-0.011032695730391279,0.008832456023643557,0.05014944484602166,-0.030431471493351004,0.006519352978275228,0.010200662254120488,-0.02080755664346588,-0.01358146072862312,0.003786714626598662,-0.048579404328062833,-0.010370276054538566,0.003886692242752401,0.04110033294852529,0.025161275247724595,0.004318247426721036,0.010201155080838301,-0.011803143624321232,-0.02304390755185687,0.010665550085933924,0.023693858645290194,-0.005913869379352651,-0.004469407508127355,0.010967583171894457
