Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
HTX97_RS00010,-0.018218700617940533,-0.013182802326083707,-0.01610402192688658,0.011706763643746138,-0.0013764455743097551,-0.04032959680685097,-0.007545926402839699,-0.02599174969383506,0.008860311607934313,-0.016823553970795716,0.010973467306005527,0.018514911276902295,-0.009686007497279863,-0.019137824848850415,-0.006350013597658798,0.06870064034948486,0.00838979862493522,0.011606831125445584,0.04720935530510571,-0.008193928313852187,-0.012170050370678958,-0.0017248674086168764,0.027219256836146965,0.002615816877907827,-0.00950640829736823,0.012731430758012495,0.020218101815860506,0.043877830559346576,0.0026158274453980767
HTX97_RS00015,0.009452242766929608,-0.010520537311056557,-0.011318364177175019,-0.003656560497063266,-0.002984598991019549,-0.009398425710318568,0.018264873734102918,0.012124939910248485,0.007809736585411484,0.010589008918882436,-0.00617157017957694,-0.008411501363333568,-0.0046735654048795225,0.021701652885340497,0.007313295949408311,0.029278606727310374,-0.000738943200697849,0.009384943770552477,0.012120925137621783,0.008128138273214944,0.0016813576954207124,0.0059371879271365,0.017855492368064538,0.010897929190736937,-0.034120913363885085,0.046948266764780096,0.0012872364958450141,0.010471223572195822,0.03199451216630565
HTX97_RS00020,-0.006093542035565647,0.02430357033881455,0.000530541288970393,0.04528732589413324,0.01611763542064438,-0.013567588018747322,0.0066594701264248235,0.00014222214017643717,0.0019150380490938373,0.017567627128001924,-0.018645242104546714,-0.034691384568522304,-0.0099041610344491,-0.00753219258076317,0.013871010241458842,0.04034434687068747,0.015463915317713293,0.03167242577516039,0.012503556362961129,-0.03484708380338136,0.004435710853301144,0.02185502599564754,0.0015885988859084656,-0.014016854018891417,-0.020473669058324137,0.08440418548412162,0.016795319142360862,0.031795714223434406,0.024540695178020766
HTX97_RS00025,0.0006786932481996921,0.015609189052279697,0.005236325419678476,-0.0028526499423887656,0.055099445798942305,-0.012478875239571212,-0.03878110415522326,0.013695209089102248,0.009743641433347628,0.032445858152832345,-0.04016405620112864,0.0025233343137888546,0.0029683746932776377,-0.001474220048465132,-0.0400421038361678,-0.0002336457208567237,0.04223690938787285,-0.014974408870391127,-0.018294546016614573,-0.010811397426116443,-0.003159036786868628,-0.004915826987997431,0.01867477374073541,0.006776888841681317,0.010098484826207827,-0.07202695021896958,-0.004463566207035443,0.025308669253828568,0.007322426492373301
HTX97_RS00030,-0.021470690740712266,0.010986279522584073,-0.0077665308563845655,0.016797122057272133,0.005046689955724122,-0.015340235745027323,0.0002740598117032548,0.025258570035022333,-0.009742355159922458,0.03287299256071483,-0.05272251845529384,-0.026934091365499464,-0.007141248723648006,0.009103162720601514,0.0046685444507480805,0.016164844162025547,0.015125288968189196,-0.01002697239915222,0.02644657451631311,-0.039814054605743776,-0.0035741076838253848,0.005346124751845406,0.041946023283935534,-0.002010482779997103,-0.028373326396903358,0.008257211381509547,-0.0067730805482984656,0.016822968716955704,0.011073830755826646
HTX97_RS00035,0.0932308079398436,0.042724300525014504,-0.01039813602213746,0.011706662758881388,0.02535434110178586,-0.03521569292088682,-0.011476671385555467,-0.004105085821572257,0.03754265458055516,-0.017917422245956507,0.014758233846231565,0.04703647047163033,-0.01635307803769396,-0.028220726401195627,0.02941490396338817,0.08390857669374467,0.02651809998890781,0.031871998666379846,-0.009922910640019808,0.0527584577933576,-0.007990552546857278,-0.0006173916067118213,-0.10929855239501825,-0.007854952199576158,0.07794820853043254,0.08134331124008348,0.04110487844704324,0.007503963722346679,-0.011137122957053316
HTX97_RS00040,0.013513013283422052,0.0023314125315529446,0.012429083036458764,0.0019368367719427642,0.03497333184750738,-0.006121255385100285,-0.022567085472611298,-0.004119333088128755,0.016110378780291482,0.01949390281323054,-0.008995176056313541,0.005542678700256876,-0.03972441167110559,-0.04582820391007125,0.04666271669832483,0.029536517393897992,0.04621441746481152,0.012550059105672027,-0.011232349861385046,0.015355061713657542,0.01305087990642569,0.017009218919349613,-0.032974350605051043,0.014721301977515809,0.011187546070103723,-0.0799193501061602,0.028765468824671292,-0.0034552504677397224,-0.0007554661488886059
HTX97_RS00005,-0.01116236972029344,0.010846059476762765,0.041607352383094626,0.0061262457532721415,0.028145459759314054,-0.015385983252943913,0.0066684989594424145,-0.01965101725611063,0.009504574681094159,0.00955710108390431,0.005276243874581297,0.005113336715273489,0.006588897001675203,-0.0008164955492629006,0.009283095121855626,0.0393130051796014,-0.0017315194564934944,-0.005138132308133123,-0.0058304883409908605,-0.006874666398167492,-0.00470578592811962,0.0038936014842739152,-0.012522884899577175,-0.011386840677876695,0.004883267846834368,0.025306792552578526,-0.007823996302074091,0.0038684359791111467,-0.008025503351287926
Synpcc7942_0001,0.0043285332934352334,0.005886555574316121,-0.011897057288834752,0.006730981196646208,-0.03198440647452638,0.005952082668356793,0.014460909103546206,0.0035899004457334073,0.0022664425721457193,-0.005861637296762754,0.0027669206959840343,-0.005670303352146326,-0.005071735778559864,0.01605970098828232,-0.0039338173053821745,-0.011044799463848402,-0.005017610580826817,-0.006494549304549161,0.010111654102254635,-0.0074953435236181755,0.014865164525437312,0.0015887482152024518,0.0003210456387186573,-0.01568702077325494,-0.01417947460499723,0.008599475004727596,-0.019093721462124815,-0.0029966236204267862,-0.007753323833442209
Synpcc7942_0002,-0.0008584660053410949,-0.002725564248476638,-0.009638518979030642,-0.004287397071003773,-0.006697422178847787,-0.00017375291731704153,0.0012883802433364113,0.03669239961297609,0.0022780808644672045,-0.005509713179718815,-0.014231961401193156,0.0059349667620866514,-0.004804841021290222,0.00040606393886558035,-0.012580393138064546,0.002900538477201974,-0.018411941241929585,0.005804293317242927,-0.00025060245805666416,-0.006645765752802993,0.010045125582131336,0.0035797511205212123,0.00816394639835239,0.004256837284890097,-0.013900310431897362,-0.006900709928222034,0.012643916930849913,0.010146029780987971,-0.014958996289094277
