Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
HTX97_RS00010,0.00406769892001373,-0.0072522535327380734,-0.01584459876754912,-0.012007343690045547,0.00822334354113195,-0.039409367762392455,-0.01527048964476275,0.012412642121828172,0.004812177639383322,0.01116465936125671,0.012643934681826938,0.00509345868822389,-0.016864801927922744,0.009473229539020437,-0.021603167780440025,-0.000462431128361074,0.0008529539655506951,-0.04141977036005999,0.030216090980764894,-0.00852823196876006,-0.014839612769884785,0.005847577327910918,0.03770027821589542,0.014146932905365166,0.007163877150979212,-0.029818852533537044,2.4306175978655477e-06,-0.04016346707571323,-0.010826626899481646,-0.005001905878330217
HTX97_RS00015,0.007931989187281885,-0.000660494243432944,0.018047113403728034,-0.03770174325736149,0.008822218020954158,-0.021808466431611787,-0.027492426276924924,-0.005418305957045643,0.01527421897232909,0.0058775097701593716,0.009853726941073776,0.002390647664009787,-0.015563758502075616,-0.00012084960451402554,-0.00041434364540815944,0.010388936522705412,0.02314450465538066,-0.025314458915862478,-0.013793296135081422,2.3766814901302378e-05,0.003727242299626674,-0.00022526238228648873,-0.0006588962564585695,-0.017962711118318892,0.0046875276168848005,0.014233207543199521,0.01644287111482596,-0.004248717390186176,-0.003440844157621193,-0.005103543057797176
HTX97_RS00020,0.007749539933226316,0.0011655667705640126,-0.006873008753786169,-0.023469815298833047,0.006189871123070927,-0.020958688880849115,0.0034495486379376296,-0.004618453014696951,-0.0004690862986078042,0.01574746723786408,-0.013541748450804046,0.033214919859510264,0.008802481691173165,0.03471464466908946,0.01652375032991228,0.02926455007331746,-0.01221310354659911,0.033841029653119276,0.004705261902098454,0.0025533669746097263,-0.017753964918041865,-0.010816107525620249,0.00946992425895868,-0.00541920030155824,0.014720978330866266,0.01963928388783291,0.004236349060011459,-0.009387967933698428,-0.034067117581768246,0.008362593774612608
HTX97_RS00025,0.0036944144083636077,0.0073749696734947915,0.01202618478078581,0.008796751793362992,0.014039473200711727,-0.0034454867079337414,0.02245040404020429,-0.033017200198265866,0.003706193861439932,0.03419461917292121,0.0038977874794485193,-0.028158889084193454,0.015775646810051003,-0.013718518662220756,0.0027770998770257752,0.011318327423380473,0.030353865035741546,0.06425997379039937,0.06624570874841196,-0.0012804022308038451,-0.03277178598132577,0.006113804006995647,0.015589042223332489,-0.02553991116695725,-0.015395549593149961,-0.01340057620359736,0.005226678084020896,-0.003134239573730694,0.007336360938730774,-0.014830515000735135
HTX97_RS00030,-0.015160390521705812,-0.01086904699611157,0.013765816604140273,-0.012692085393415096,-0.008933029942642166,-0.00988105723573199,0.003325738628423058,-0.02744780006850262,-0.010946307814621468,0.011228771652210461,0.030209956693206363,0.005426137043824502,0.016417588973859986,0.015137761773073325,0.013643670827458992,0.010126338659751856,0.01353880888018189,-0.02150135726674497,0.0064039203489722205,0.0012577985754290513,-0.033094495357963355,-0.0008715601254380522,0.01364273756601782,-0.03487653024873089,0.03282159974105231,0.005586873397552252,0.01581595878916332,-0.0004837643782651212,-0.0019932337517432094,-0.0008753108069029019
HTX97_RS00035,-0.019749499601850306,0.06894236901382766,0.024685819785186962,-0.0007644220367205991,0.010230861461525733,-0.0006538250236454063,-0.003264120076078769,0.003473738973446427,0.030621847500145672,-0.012330170071328202,-0.005612430305780731,0.002526462107449645,-0.005420975956483198,-0.0004754245387758956,0.0014521378955391468,0.005973955995824084,0.005878397219262571,-0.033751365951344495,0.03404784210052262,0.006809386441141159,0.028967144638036894,0.011112140641915432,0.03293121771631723,-0.0023592803787395597,-0.025531167124479053,0.008793720950186632,0.017421187853550832,0.001623089669443595,-0.015950932011664847,0.054058413580853615
HTX97_RS00040,-0.010816800957918147,-0.01900527460731089,-0.008387234181817362,0.015269884540261553,0.031635201540894206,-0.015419800443605964,0.019160270219378137,-0.00225570231675974,-0.028194783106664845,0.006153006686598386,-0.00909657472009536,0.011250880105028685,-0.007205563485469916,0.017255983594308466,0.011089378545350024,0.024354046412658262,0.05334547382461239,0.04212512986476726,0.027649406316102607,0.01797180035290708,0.00391325531724478,0.01687350908148919,0.023537707706788494,-0.018221122912949347,0.003967075752050709,-0.005333455128189933,0.0050779658410100795,-0.02515733513571449,-0.02468642144865112,0.016355349951526852
HTX97_RS00005,0.017980109100646027,-0.009434068880168766,0.0007078343977245567,-0.016558455998192854,0.008685946289778888,-0.026544788344337315,0.01295839891929089,0.014734058965366736,-0.01895451419035521,0.0032470276987076334,-0.013616941594273138,0.003458595278574731,-0.041641528745567556,0.017798035285074943,0.0052354491086159735,0.010609209566569975,0.0032093725647238613,0.005485672536721516,-0.010599729265316844,-0.003945918871643155,-0.002180317612938012,0.028141200127589458,0.037174953991141756,-0.006976816623537903,0.011820031733257597,-0.01533504036012697,-0.003372091259154197,0.0027294577323223037,-0.010068546806208334,-0.005286760047427952
Synpcc7942_0001,-0.012787251478256111,-0.006725409024385822,0.010371146315563002,-0.005147238302355405,-0.001495017594015231,0.009197704305801134,0.006627915579628978,-0.005384357599775325,0.00864832526540063,-0.010775238338777549,-0.0018759301577768942,0.003221544153721061,-0.005372299867338154,0.006677080933436676,-0.0023689269424924924,-0.0017934742747950478,-0.0013750611846070385,-0.0031070264414285375,0.005185078775638913,0.007869215749828904,0.0037745890717791226,0.00119577030051202,0.0030035603917785356,0.001022668356650944,-0.002160425728295124,0.0005930831264236262,0.014621921454162627,0.012499632203510379,0.018596871687626183,-0.010821469304309904
Synpcc7942_0002,-0.014743194207004222,-0.0006205008597567476,0.010869504499396155,-0.010795663049338869,0.0018455448349642442,0.006629538284798967,0.011324447050689003,-0.013164539919526834,0.003051600300040061,-0.022732560637652485,-0.01503480386332154,0.00554562559055602,-0.008930006744063159,-0.004183470488500203,-0.0019237281565446498,-0.004275651083367111,-0.015250043216888448,0.00623820350171422,0.00345588824750872,0.007374987540441191,0.005566233950058913,-0.00047631905763112557,-0.0005590299757237182,0.0018789657787227738,-0.005043365263846532,0.026428764905287186,-0.001980654149872379,-0.0024858442725622923,0.00019052101599134887,-0.006918484294645036
