Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX3211324	4354764.0	3363758.0	173568.0	51335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597812.0	166684.0	1607.0	77.2431755199593	4354764.0	4303429.0	98.82	51335.0	1.18	SRX3211324_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4354764.0	0.0	20-50	56.0	7.156989850322204	49.51673202038044	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	4358556	1338331	4358556	217927800	96376	215637754	1.0508278429828597	0.0339	0.4688	0.4974		
SRX3211325	6166001.0	4867649.0	32933.0	63216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941022.0	258574.0	2607.0	78.94337026542811	6166001.0	6102785.0	98.97	63216.0	1.03	SRX3211325_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6166001.0	0.0	20-50	56.0	20.892849888482345	49.56156169938993	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6172768	1872139	6172768	308638400	85985	305603247	0.9834009637167638	0.044	0.5453	0.4106		
SRX3211326	9267008.0	4643612.0	3584829.0	128736.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	694721.0	212752.0	2358.0	50.109075118959645	9267008.0	9138272.0	98.61	128736.0	1.39	SRX3211326_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9267008.0	0.0	20-50	56.0	3.615503645063269	49.46831091545405	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9272494	2721762	9272494	463624700	97831	458424436	1.1216537859177909	0.1059	0.4707	0.4235		
SRX3211327	7529042.0	5906454.0	45575.0	80909.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1153970.0	339034.0	3100.0	78.44894476614688	7529042.0	7448133.0	98.93	80909.0	1.07	SRX3211327_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7529042.0	0.0	20-50	56.0	17.191307740168597	49.55920726700688	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	7530727	2297206	7530727	376536350	117698	373142465	0.9013432567665778	0.0569	0.4936	0.4496		
SRX3211328	8392149.0	3341748.0	4077110.0	83236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	703303.0	184944.0	1808.0	39.81993170045003	8392149.0	8308913.0	99.01	83236.0	0.99	SRX3211328_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8392149.0	0.0	20-50	55.0	2.727876735552311	49.56928648430813	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8395617	2345380	8395617	419780850	92764	415995557	0.9017307483178424	0.0436	0.4564	0.5		
SRX3211329	6181510.0	4747191.0	40534.0	91351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1030034.0	269872.0	2528.0	76.79662412582039	6181510.0	6090159.0	98.52	91351.0	1.48	SRX3211329_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6181510.0	0.0	20-50	55.0	19.794018378614783	49.55896180706656	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6183163	1892019	6183163	309158150	89921	306356811	0.906118438087432	0.0768	0.4648	0.4584		
SRX3211330	5314794.0	3917599.0	103546.0	91245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	974412.0	226038.0	1954.0	73.71121063205837	5314794.0	5223549.0	98.28	91245.0	1.72	SRX3211330_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5314794.0	0.0	20-50	55.0	6.407019833967665	49.522663531267625	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	5321335	1678684	5321335	266066750	55959	263204292	1.075842058430826	0.081	0.567	0.352		
SRX3211331	6043883.0	4558212.0	39856.0	105787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1080254.0	257316.0	2458.0	75.41860092261878	6043883.0	5938096.0	98.25	105787.0	1.75	SRX3211331_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6043883.0	0.0	20-50	55.0	20.835874071588208	49.5543512341321	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6046650	1863263	6046650	302332500	90700	299509687	0.93367831774619	0.0547	0.5198	0.4254		
SRX3211332	7629023.0	5576323.0	147524.0	123036.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1460795.0	318695.0	2650.0	73.09354028687552	7629023.0	7505987.0	98.39	123036.0	1.61	SRX3211332_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7629023.0	0.0	20-50	55.0	3.8855091354587614	49.51843506042648	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	7658916	2408672	7658916	382945800	96851	377780872	1.3487360352300508	0.0332	0.5352	0.4316		
SRX3211333	6405583.0	4686881.0	48944.0	112873.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1300287.0	254079.0	2519.0	73.16868737787021	6405583.0	6292710.0	98.24	112873.0	1.76	SRX3211333_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6405583.0	0.0	20-50	55.0	20.16958845849361	49.55268287055214	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6408183	1971829	6408183	320409150	125454	317423476	0.9318316908240604	0.0547	0.5881	0.3572		
SRX3211334	8135311.0	4750192.0	189327.0	180678.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2719933.0	292570.0	2611.0	58.389802184575366	8135311.0	7954633.0	97.78	180678.0	2.22	SRX3211334_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8135311.0	0.0	20-50	53.0	3.637862616353088	49.455921353221775	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8144866	2654652	8144866	407243300	92038	402342087	1.2035097937768406	0.0441	0.6982	0.2577		
SRX3211335	7031448.0	3928335.0	50452.0	122113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2714551.0	213818.0	2179.0	55.86808008819805	7031448.0	6909335.0	98.26	122113.0	1.74	SRX3211335_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7031448.0	0.0	20-50	53.0	16.379533337331235	49.53323440634134	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	2.6	7034113	2278894	7034113	351705650	91776	348301304	0.967953173342538	0.0547	0.652	0.2933		
SRX3211336	6661889.0	4646922.0	154199.0	131459.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1439267.0	287400.0	2642.0	69.75381907443969	6661889.0	6530430.0	98.03	131459.0	1.97	SRX3211336_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6661889.0	0.0	20-50	54.0	5.680536467011852	49.48053277381235	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	2.6	6676557	2101843	6676557	333827850	133624	329638583	1.2549183658583307	0.0164	0.733	0.2505		
SRX3211337	7188130.0	5094586.0	59359.0	149769.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1562419.0	319311.0	2686.0	70.87498417530011	7188130.0	7038361.0	97.92	149769.0	2.08	SRX3211337_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7188130.0	0.0	20-50	55.0	18.6440518244321	49.55384098506844	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	7191101	2204497	7191101	359555050	130597	356209682	0.9304188607558148	0.0548	0.5748	0.3704		
SRX3211338	9709258.0	6852126.0	372391.0	214369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1874401.0	391633.0	4338.0	70.57311691583436	9709258.0	9494889.0	97.79	214369.0	2.21	SRX3211338_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9709258.0	0.0	20-50	55.0	4.539829977412024	49.54338446872048	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	2.6	9717654	2909773	9717654	485882700	186096	481034685	0.997774771565236	0.0293	0.5568	0.414		
SRX3211339	8585396.0	6391014.0	52250.0	180674.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1584124.0	373417.0	3917.0	74.44052668042336	8585396.0	8404722.0	97.9	180674.0	2.1	SRX3211339_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8585396.0	0.0	20-50	56.0	18.493199186805917	49.55991022429251	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8587546	2585754	8587546	429377300	160876	425503044	0.902296418557758	0.0471	0.5629	0.39		
SRX3211340	8505634.0	6549227.0	114351.0	183090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1327857.0	327821.0	3288.0	76.99869286639891	8505634.0	8322544.0	97.85	183090.0	2.15	SRX3211340_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8505634.0	0.0	20-50	56.0	5.390555519579997	49.50684158288495	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8513652	2573953	8513652	425682600	274711	421099037	1.076756014927554	0.0392	0.635	0.3258		
SRX3211341	9584698.0	7265836.0	50447.0	196700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1661210.0	406093.0	4412.0	75.80662426713914	9584698.0	9387998.0	97.95	196700.0	2.05	SRX3211341_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9584698.0	0.0	20-50	56.0	17.347333223425476	49.56159401162144	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	9587190	2870518	9587190	479359500	176873	475044448	0.900170331452699	0.0516	0.5606	0.3878		
SRX3211342	8231026.0	6189276.0	195985.0	175455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1332816.0	334239.0	3255.0	75.1944654287327	8231026.0	8055571.0	97.87	175455.0	2.13	SRX3211342_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8231026.0	0.0	20-50	56.0	5.68326823444626	49.52166084762702	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8242414	2497566	8242414	412120700	202795	407622935	1.0913708047181323	0.0712	0.5862	0.3426		
SRX3211343	9277153.0	6317221.0	420698.0	191182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1936563.0	408174.0	3315.0	68.09439275174182	9277153.0	9085971.0	97.94	191182.0	2.06	SRX3211343_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9277153.0	0.0	20-50	54.0	3.6791339201556097	49.51653131084504	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	9281711	2916159	9281711	464085550	184483	459378617	1.014238215346287	0.0323	0.6253	0.3424		
SRX3211344	5245434.0	3766832.0	37920.0	101848.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1107514.0	229447.0	1873.0	71.81163655857647	5245434.0	5143586.0	98.06	101848.0	1.94	SRX3211344_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5245434.0	0.0	20-50	55.0	20.53316488565237	49.526547279024	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	5248015	1647459	5248015	262400750	150448	259798888	0.9915604280856668	0.0413	0.6694	0.2893		
SRX3211345	8922455.0	6120911.0	265210.0	234803.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1938012.0	360356.0	3163.0	68.60119776451661	8922455.0	8687652.0	97.37	234803.0	2.63	SRX3211345_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8922455.0	0.0	20-50	55.0	4.84235151263747	49.517017457639184	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8945138	2802356	8945138	447256900	184240	441824926	1.2145087085297064	0.0371	0.6259	0.337		
SRX3211346	8776769.0	6300951.0	69776.0	174662.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1860221.0	367598.0	3561.0	71.79123661566118	8776769.0	8602107.0	98.01	174662.0	1.99	SRX3211346_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8776769.0	0.0	20-50	55.0	17.001775666196636	49.54728499747458	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8780350	2716185	8780350	439017500	169334	434880234	0.9423920458751645	0.0318	0.6667	0.3015		
SRX3211347	8005651.0	4413126.0	2488590.0	141349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740536.0	219560.0	2490.0	55.12513598207066	8005651.0	7864302.0	98.23	141349.0	1.77	SRX3211347_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8005651.0	0.0	20-50	55.0	3.71855178957999	49.564010347191	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8012684	2324686	8012684	400634200	75163	396793629	0.95862285346583	0.0859	0.5251	0.389		
SRX3211348	8491400.0	6552604.0	72257.0	124684.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1369468.0	369205.0	3182.0	77.16753421108416	8491400.0	8366716.0	98.53	124684.0	1.47	SRX3211348_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8491400.0	0.0	20-50	56.0	18.886011790124165	49.56167840403232	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8497514	2591747	8497514	424875700	109739	420857724	0.9456827020232036	0.0642	0.4832	0.4526		
SRX3211349	10505257.0	7169035.0	263645.0	235776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2379684.0	453754.0	3363.0	68.24235713605103	10505257.0	10269481.0	97.76	235776.0	2.24	SRX3211349_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10505257.0	0.0	20-50	54.0	3.26838092798531	49.53801082638911	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	10515376	3297581	10515376	525768800	101942	520411811	1.0188868186929312	0.1464	0.3769	0.4767		
SRX3211350	7922927.0	5673415.0	89135.0	115269.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1726472.0	316047.0	2589.0	71.60756371982224	7922927.0	7807658.0	98.55	115269.0	1.45	SRX3211350_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7922927.0	0.0	20-50	55.0	16.380968798146085	49.55420073919651	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	7924537	2464667	7924537	396226850	103053	392624266	0.9092225829723556	0.0601	0.5064	0.4335		
SRX3211351	7122937.0	3431229.0	2175101.0	120149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1210574.0	184314.0	1570.0	48.1715477758683	7122937.0	7002788.0	98.31	120149.0	1.69	SRX3211351_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7122937.0	0.0	20-50	55.0	3.536910635860065	49.54199314131235	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7135837	2118796	7135837	356791850	140342	352889119	1.0938397275610416	0.0792	0.5045	0.4163		
SRX3211352	7337409.0	4829984.0	108306.0	159189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1944356.0	293454.0	2120.0	65.82683342307891	7337409.0	7178220.0	97.83	159189.0	2.17	SRX3211352_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7337409.0	0.0	20-50	54.0	15.783071274210652	49.54688119471056	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	2.6	7339018	2304792	7339018	366950900	88477	363555724	0.9252398617907736	0.0605	0.5422	0.3973		
SRX3211353	8575045.0	5164229.0	181144.0	229783.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2724100.0	273197.0	2592.0	60.22392885401767	8575045.0	8345262.0	97.32	229783.0	2.68	SRX3211353_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8575045.0	0.0	20-50	54.0	4.511434009545879	49.49105060090064	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8596082	2740642	8596082	429804100	139778	424395296	1.2584347147921575	0.0298	0.5764	0.3939		
SRX3211354	7362443.0	4438605.0	80008.0	132573.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2465910.0	242873.0	2474.0	60.28712208705724	7362443.0	7229870.0	98.2	132573.0	1.8	SRX3211354_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7362443.0	0.0	20-50	54.0	17.321666355280442	49.53350212694346	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	7364811	2378648	7364811	368240550	94487	364697969	0.9620290323811432	0.0437	0.5918	0.3645		
SRX3211355	7604401.0	5069152.0	240794.0	201528.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1837742.0	252373.0	2812.0	66.66076657451389	7604401.0	7402873.0	97.35	201528.0	2.65	SRX3211355_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7604401.0	0.0	20-50	55.0	5.478911186514819	49.4990387803063	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7655733	2400547	7655733	382786650	103339	376416526	1.664144765759203	0.0424	0.5102	0.4475		
SRX3211356	6412926.0	4488524.0	88805.0	144142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1471623.0	217052.0	2780.0	69.99182588415958	6412926.0	6268784.0	97.75	144142.0	2.25	SRX3211356_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6412926.0	0.0	20-50	55.0	24.235704849291505	49.54041945907375	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6415983	1980147	6415983	320799150	110117	317710147	0.9629087234177522	0.0612	0.429	0.5098		
SRX3211357	8328750.0	5751677.0	287542.0	202391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1790144.0	294049.0	2947.0	69.05810595827705	8328750.0	8126359.0	97.57	202391.0	2.43	SRX3211357_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8328750.0	0.0	20-50	55.0	3.980908301491828	49.50701906048327	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	8357692	2585022	8357692	417884600	98364	412337560	1.327409528850788	0.0258	0.4758	0.4983		
SRX3211358	7950948.0	5806337.0	77578.0	166179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1611792.0	285688.0	3374.0	73.0269774120017	7950948.0	7784769.0	97.91	166179.0	2.09	SRX3211358_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7950948.0	0.0	20-50	55.0	20.3767457262399	49.556334162919946	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	7953940	2421773	7953940	397697000	112864	394034516	0.9209232154127388	0.065	0.5417	0.3934		
SRX3211359	9496680.0	6618297.0	294244.0	221889.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1993601.0	365582.0	3067.0	69.69063925498175	9496680.0	9274791.0	97.66	221889.0	2.34	SRX3211359_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9496680.0	0.0	20-50	55.0	3.9817191930397504	49.52132840108332	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	9534363	2941620	9534363	476718150	137539	470305889	1.3450843019087904	0.1212	0.5549	0.3239		
SRX3211360	8233057.0	5969402.0	71655.0	153428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1697910.0	337444.0	3218.0	72.50529177679688	8233057.0	8079629.0	98.14	153428.0	1.86	SRX3211360_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8233057.0	0.0	20-50	55.0	17.93751637317655	49.55875247796778	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	8234970	2517302	8234970	411748500	108375	408031139	0.9028232039703848	0.0481	0.6049	0.3471		
SRX3312459	11859800.0	7385495.0	255977.0	1344239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2458813.0	410760.0	4516.0	62.273351995817805	11859800.0	10515561.0	88.67	1344239.0	11.33	SRX3312459_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11859800.0	0.0	20-50	54.0	13.492529164939745	49.47861793622152	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	11883392	3645483	11883392	594169600	685528	586860003	1.2302206306078265	0.0551	0.5566	0.3883		
SRX3312460	11515913.0	7449856.0	255230.0	1118799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2285762.0	401812.0	4454.0	64.69183989146148	11515913.0	10397114.0	90.28	1118799.0	9.72	SRX3312460_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11515913.0	0.0	20-50	54.0	12.43008559488166	49.52156298853595	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	11526816	3468640	11526816	576340800	608950	570327016	1.0434423521638587	0.0767	0.5355	0.3879		
SRX3312461	13737010.0	8585312.0	419751.0	1427373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2824972.0	475363.0	4239.0	62.49767598625902	13737010.0	12309637.0	89.61	1427373.0	10.39	SRX3312461_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13737010.0	0.0	20-50	54.0	10.006822618880976	49.496852517396434	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	13749738	4177478	13749738	687486900	587032	679982733	1.0915359987223028	0.0606	0.6162	0.3232		
SRX3312462	12947000.0	7648568.0	461045.0	1344993.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3080406.0	408078.0	3910.0	59.07598671506913	12947000.0	11602007.0	89.61	1344993.0	10.39	SRX3312462_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12947000.0	0.0	20-50	53.0	10.919464098285388	49.533885842280064	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	12961510	3878110	12961510	648075500	634453	641359821	1.036249480191737	0.0572	0.682	0.2608		
SRX3312463	13256903.0	7071549.0	651396.0	1484543.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3672153.0	373407.0	3855.0	53.342390752953385	13256903.0	11772360.0	88.8	1484543.0	11.2	SRX3312463_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13256903.0	0.0	20-50	53.0	10.485672051388944	49.51667097511387	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	13282490	4032725	13282490	664124500	672822	656493979	1.148959419506433	0.053	0.6744	0.2726		
SRX3312464	17134598.0	9038260.0	573848.0	1667796.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5384182.0	465238.0	5274.0	52.74859672809365	17134598.0	15466802.0	90.27	1667796.0	9.73	SRX3312464_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17134598.0	0.0	20-50	52.0	8.27770313668025	49.51750610081427	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	2.6	17158758	5296106	17158758	857937900	982065	848520231	1.0977098692108136	0.0527	0.6466	0.3007		
SRX3312465	11702495.0	5286368.0	714028.0	1462157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960783.0	275782.0	3377.0	45.17299943302689	11702495.0	10240338.0	87.51	1462157.0	12.49	SRX3312465_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11702495.0	0.0	20-50	52.0	12.322847077081054	49.51423179416013	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	2.6	11728914	3572111	11728914	586445700	1388178	579500742	1.1842457025433046	0.037	0.7055	0.2575		
SRX3312466	9332655.0	3703913.0	473231.0	1186350.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3769092.0	197551.0	2518.0	39.68766658576793	9332655.0	8146305.0	87.29	1186350.0	12.71	SRX3312466_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9332655.0	0.0	20-50	51.0	11.149472247713534	49.53850024457135	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	9346598	2844118	9346598	467329900	639925	462363810	1.0626518868148602	0.0516	0.7291	0.2192		
SRX3312467	12048478.0	4035610.0	1877838.0	1632100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4277964.0	222235.0	2731.0	33.49477004481396	12048478.0	10416378.0	86.45	1632100.0	13.55	SRX3312467_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12048478.0	0.0	20-50	51.0	8.98532090854397	49.52938611831304	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	12069817	3583916	12069817	603490850	1043308	596805962	1.1077032899504606	0.0482	0.7141	0.2378		
SRX3312468	10758283.0	5711988.0	1040657.0	2071080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1626841.0	304859.0	2858.0	53.09386265447748	10758283.0	8687203.0	80.75	2071080.0	19.25	SRX3312468_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10758283.0	0.0	20-50	54.0	12.340023807693369	49.543676811625055	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	10765492	3203799	10765492	538274600	524330	533034217	0.973551975144285	0.0862	0.4742	0.4396		
SRX3312469	12599814.0	7263158.0	953623.0	1777253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2208706.0	393183.0	3891.0	57.64496206055105	12599814.0	10822561.0	85.89	1777253.0	14.11	SRX3312469_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12599814.0	0.0	20-50	54.0	12.087589278993	49.53195253517234	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	12610356	3760473	12610356	630517800	660660	624125707	1.013784702033789	0.0783	0.4421	0.4796		
SRX3312470	25794309.0	15012664.0	2457586.0	2962679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4577202.0	776469.0	7709.0	58.20145831392498	25794309.0	22831630.0	88.51	2962679.0	11.49	SRX3312470_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25794309.0	0.0	20-50	54.0	6.8654379266786165	49.53403306907737	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	25812370	7618232	25812370	1290618500	1288110	1277761519	0.9961875643344644	0.0786	0.4734	0.4481		
