Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX2356933	16297408.0	910662.0	14389850.0	371352.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	579085.0	45923.0	536.0	5.587771994172325	16297408.0	15926056.0	97.72	371352.0	2.28	SRX2356933_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16297408.0	0.0	20-50	55.0	5.603696691048777	49.470990172179526	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	16305249	3612281	16305249	815262450	3624280	806283528	1.1013535579861429	0.045	0.336	0.619		
SRX2356934	15464914.0	1094758.0	13400854.0	370929.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536271.0	61459.0	643.0	7.078978906704557	15464914.0	15093985.0	97.6	370929.0	2.4	SRX2356934_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15464914.0	0.0	20-50	55.0	6.922728740797359	49.42004397825944	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	15476359	3597060	15476359	773817950	3379287	764314966	1.228064559629303	0.1034	0.3317	0.5649		
SRX2356935	10715395.0	782852.0	9220964.0	318937.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342492.0	49739.0	411.0	7.305862266393352	10715395.0	10396458.0	97.02	318937.0	2.98	SRX2356935_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10715395.0	0.0	20-50	55.0	6.836172670522338	49.47398644660323	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	10717554	2428292	10717554	535877700	2202212	530154009	1.068096507841248	0.0581	0.5388	0.4031		
SRX259777	36164634.0	28335601.0	3047599.0	1934506.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1814386.0	1004704.0	27838.0	78.35168745244317	36164634.0	34230128.0	94.65	1934506.0	5.35	SRX259777_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36164634.0	0.0	20-101	55.0	30.50134893481853	89.30411047433799	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	pass	2.6	40069177	11011013	40069177	4046986877	713580046	3269322771	19.215879112918607	0.3888	0.3514	0.2597		
SRX259778	24359231.0	17885670.0	3055343.0	1314782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1423300.0	660733.0	19403.0	73.4246085190456	24359231.0	23044449.0	94.6	1314782.0	5.4	SRX259778_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24359231.0	0.0	20-101	55.0	32.653876268219946	89.7358322190056	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	pass	2.6	26825475	7227552	26825475	2709372975	460350999	2211987508	18.357954832704426	0.3971	0.3695	0.2334		
SRX259779	26006755.0	13896642.0	9087625.0	1184449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1275352.0	547245.0	15442.0	53.43474032035138	26006755.0	24822306.0	95.45	1184449.0	4.55	SRX259779_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26006755.0	0.0	20-101	55.0	28.0144311504258	89.89289351939524	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	28738610	7920155	28738610	2902599610	482628812	2364911719	18.52435620633188	0.4049	0.3709	0.2242		
SRX259780	28488625.0	18792685.0	5991444.0	1464025.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1548398.0	672680.0	19393.0	65.96557397908815	28488625.0	27024600.0	94.86	1464025.0	5.14	SRX259780_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28488625.0	0.0	20-101	55.0	29.53381542102047	89.70419941292359	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	31569624	8669006	31569624	3188532024	551436682	2586173647	18.89140119861001	0.4103	0.385	0.2046		
SRX259781	14784598.0	8696705.0	4301368.0	780101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	680576.0	317259.0	8589.0	58.8227356604488	14784598.0	14004497.0	94.72	780101.0	5.28	SRX259781_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14784598.0	0.0	20-101	55.0	33.06025065668777	91.43583856659478	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	16552481	4788416	16552481	1671800581	266646103	1367834121	18.18198076101757	0.3786	0.38	0.2414		
SRX259782	14645289.0	8826789.0	4003168.0	740618.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	755090.0	310338.0	9286.0	60.27050063675766	14645289.0	13904671.0	94.94	740618.0	5.06	SRX259782_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14645289.0	0.0	20-101	55.0	33.58881070922745	91.17068048298673	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	16165712	4448040	16165712	1632736912	263957640	1351439662	17.228571727176092					
SRX259783	27350230.0	11878439.0	12561433.0	1411772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1090962.0	394370.0	13254.0	43.43085597452014	27350230.0	25938458.0	94.84	1411772.0	5.16	SRX259783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27350230.0	0.0	20-101	55.0	25.26103963445196	91.10021275872268	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	31519820	9452309	31519820	3183501820	565229526	2522328807	20.768733626795918	0.3867	0.337	0.2763		
SRX259784	18909243.0	12083541.0	4413663.0	1130619.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	854558.0	412221.0	14641.0	63.90282783927416	18909243.0	17778624.0	94.02	1130619.0	5.98	SRX259784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18909243.0	0.0	20-101	55.0	32.83411524286047	90.72202848099208	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	pass	2.6	21995675	6752360	21995675	2221563175	407176744	1737383123	21.794565981676392	0.3881	0.3573	0.2546		
SRX259785	23295119.0	5836089.0	15094306.0	1429290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	726837.0	202277.0	6320.0	25.052840468426023	23295119.0	21865829.0	93.86	1429290.0	6.14	SRX259785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23295119.0	0.0	20-101	54.0	22.510707838945656	90.44529671644948	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	26841587	7734157	26841587	2711000287	528496669	2134193122	21.27654385600587	0.3839	0.3653	0.2508		
SRX259786	61005765.0	32586663.0	20757253.0	3681075.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2741302.0	1202592.0	36880.0	53.41571079388972	61005765.0	57324690.0	93.97	3681075.0	6.03	SRX259786_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61005765.0	0.0	20-101	55.0	22.0441226942434	90.3711738390626	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	74021944	21517646	74021944	7476216344	1660802824	5590420103	25.22393887803202	0.3974	0.3738	0.2288		
SRX259787	40375154.0	28660873.0	6142453.0	2689072.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1805840.0	1045889.0	31027.0	70.98641159362514	40375154.0	37686082.0	93.34	2689072.0	6.66	SRX259787_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40375154.0	0.0	20-101	55.0	27.47735018472085	91.11546868650952	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	fail	2.6	46857767	13799118	46857767	4732634467	872151076	3724272494	21.306567833014935	0.3945	0.3553	0.2502		
SRX259788	51421520.0	26707113.0	18109774.0	3349890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2295123.0	929569.0	30051.0	51.9376187246118	51421520.0	48071630.0	93.49	3349890.0	6.51	SRX259788_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51421520.0	0.0	20-101	55.0	23.346377726131003	90.52219611555628	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	60204551	16916544	60204551	6080659651	1254428958	4718086939	22.40830420061279	0.3912	0.363	0.2458		
SRX259789	15400005.0	480662.0	13823291.0	901306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171926.0	22175.0	645.0	3.121180804811427	15400005.0	14498699.0	94.15	901306.0	5.85	SRX259789_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15400005.0	0.0	20-101	54.0	13.613202563535182	94.27800887077636	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	16475592	5105869	16475592	1664034792	164850179	1465369714	11.938757467998904	0.3431	0.3577	0.2993		
SRX259790	9211244.0	3796838.0	4234397.0	640044.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389600.0	145730.0	4635.0	41.2196007401389	9211244.0	8571200.0	93.05	640044.0	6.95	SRX259790_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9211244.0	0.0	20-101	55.0	30.88628417859728	94.2788952284838	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	warn	2.6	11325835	4390340	11325835	1143909335	150673589	876643195	23.364276505357832	0.3421	0.3556	0.3023		
SRX259791	29256025.0	15338421.0	10189371.0	1943542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1207514.0	559400.0	17777.0	52.42824683120827	29256025.0	27312483.0	93.36	1943542.0	6.64	SRX259791_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29256025.0	0.0	20-101	55.0	25.14135440131805	93.97371071428876	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	33450692	11455490	33450692	3378519892	402602684	2776205859	17.827748607495842	0.368	0.3396	0.2924		
SRX259792	12823449.0	5252736.0	4794328.0	2091009.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	481572.0	197630.0	6174.0	40.96195961008618	12823449.0	10732440.0	83.69	2091009.0	16.31	SRX259792_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12823449.0	0.0	20-101	54.0	28.60723951694762	90.83664714539746	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass	warn	2.6	18703355	9409621	18703355	1889038855	319722448	1176691052	37.70953684274536	0.3709	0.3555	0.2736		
SRX259793	15585581.0	8243610.0	4419321.0	1880427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	713291.0	319153.0	9779.0	52.89254215162078	15585581.0	13705154.0	87.93	1880427.0	12.07	SRX259793_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15585581.0	0.0	20-101	55.0	28.562045608599533	92.87415836470902	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	warn	2.6	23108719	11770597	23108719	2333980619	353523188	1461397183	37.38606177346325	0.3783	0.3459	0.2759		
SRX3159653	14902248.0	8074194.0	800887.0	1379858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4138652.0	504099.0	4558.0	54.181047047398486	14902248.0	13522390.0	90.74	1379858.0	9.26	SRX3159653_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14902248.0	0.0	20-50	54.0	11.927025706908644	49.32799642040583	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	14911780	4631709	14911780	745589000	2030234	735130269	1.4027474922510927	0.069	0.6128	0.3182		
SRX3159654	18764116.0	10446160.0	956744.0	1952066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4790892.0	611947.0	6307.0	55.67094127962117	18764116.0	16812050.0	89.6	1952066.0	10.4	SRX3159654_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18764116.0	0.0	20-50	54.0	12.083591053642118	49.39624350009348	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	18769338	5744779	18769338	938466900	2416300	926906945	1.2317914462406718	0.052	0.655	0.293		
SRX3159655	16619909.0	8326423.0	2580255.0	1396542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3865029.0	445862.0	5798.0	50.09908899019844	16619909.0	15223367.0	91.6	1396542.0	8.4	SRX3159655_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16619909.0	0.0	20-50	55.0	11.563814628715816	49.32515057693757	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	16627313	5090015	16627313	831365650	2374312	819806889	1.390334204931368	0.0526	0.6693	0.2781		
SRX3159656	10815927.0	5766161.0	1054266.0	1076447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2582680.0	332824.0	3549.0	53.31175959305199	10815927.0	9739480.0	90.05	1076447.0	9.95	SRX3159656_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10815927.0	0.0	20-50	54.0	13.631328302265592	49.32053840600071	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	10827488	3387592	10827488	541374400	1335236	533469519	1.460150498435094	0.0524	0.6581	0.2895		
SRX3159657	12280934.0	7765516.0	758629.0	917761.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2402768.0	432033.0	4227.0	63.23229161560513	12280934.0	11363173.0	92.53	917761.0	7.47	SRX3159657_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12280934.0	0.0	20-50	55.0	14.599466894586277	49.370700632378615	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	12286581	3726881	12286581	614329050	1893957	606342710	1.3000101492840035	0.0796	0.4867	0.4337		
SRX3159658	13841871.0	8442542.0	1405626.0	892892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2657515.0	438819.0	4477.0	60.9927805280081	13841871.0	12948979.0	93.55	892892.0	6.45	SRX3159658_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13841871.0	0.0	20-50	55.0	12.247305319131923	49.28721500149799	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	13874664	4291609	13874664	693733200	1905966	682255583	1.654471344315077	0.0642	0.4722	0.4636		
SRX3159659	16918006.0	10097729.0	1621884.0	1273604.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3390798.0	527964.0	6027.0	59.686283359871126	16918006.0	15644402.0	92.47	1273604.0	7.53	SRX3159659_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16918006.0	0.0	20-50	55.0	12.247644729379727	49.25293447702997	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	16938257	5265181	16938257	846912850	2702067	833303314	1.6069582602271295	0.0767	0.4499	0.4734		
SRX3159660	16578507.0	7033109.0	6443387.0	798365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1932670.0	367323.0	3653.0	42.423054138711045	16578507.0	15780142.0	95.18	798365.0	4.82	SRX3159660_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16578507.0	0.0	20-50	55.0	9.530579548224445	49.43494773081798	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	16587665	4620732	16587665	829383250	1977114	819582948	1.1816373190560576	0.0872	0.4688	0.4441		
SRX3159661	18088638.0	8958478.0	1875465.0	4257634.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2489067.0	504121.0	3873.0	49.52544243519053	18088638.0	13831004.0	76.46	4257634.0	23.54	SRX3159661_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18088638.0	0.0	20-50	54.0	9.240557882052244	49.46886393547154	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	18128276	5608059	18128276	906413800	1219173	894901850	1.2700545821345617	0.0599	0.5312	0.4089		
SRX3159662	21216943.0	13729351.0	860717.0	2575271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3319128.0	726978.0	5498.0	64.70937401302346	21216943.0	18641672.0	87.86	2575271.0	12.14	SRX3159662_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21216943.0	0.0	20-50	54.0	7.83543311342222	49.51879684080784	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	21252494	6466291	21252494	1062624700	1677632	1050727676	1.1195885057066712	0.0733	0.5094	0.4173		
SRX3159663	17112856.0	10442935.0	989086.0	2584169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2559538.0	532329.0	4799.0	61.023916755917305	17112856.0	14528687.0	84.9	2584169.0	15.1	SRX3159663_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17112856.0	0.0	20-50	54.0	9.143083149194672	49.49291988432556	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	17171120	5363330	17171120	858556000	1181115	847027861	1.3427358262012028	0.0723	0.5635	0.3642		
SRX3159664	19430842.0	10591563.0	1686781.0	3874207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2698089.0	575524.0	4678.0	54.50902745233582	19430842.0	15556635.0	80.06	3874207.0	19.94	SRX3159664_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19430842.0	0.0	20-50	54.0	7.957956271322546	49.48001301230281	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	19459621	6077008	19459621	972981050	1232795	961504007	1.1795751828876833	0.0743	0.5847	0.341		
SRX3159665	16013940.0	11363588.0	466838.0	1236493.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2337256.0	604442.0	5323.0	70.96060057674751	16013940.0	14777447.0	92.28	1236493.0	7.72	SRX3159665_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16013940.0	0.0	20-50	55.0	9.830558987146173	49.49088693975374	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	16040799	4885286	16040799	802039950	1073076	792598775	1.1771452282395658	0.0824	0.5083	0.4093		
SRX3159666	17256524.0	10425035.0	1222007.0	2906793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2148585.0	549971.0	4133.0	60.4121374617507	17256524.0	14349731.0	83.16	2906793.0	16.84	SRX3159666_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17256524.0	0.0	20-50	54.0	7.81598860574703	49.53370759951424	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	17278594	5213264	17278594	863929700	1151931	854826073	1.0537462712533208	0.101	0.5395	0.3595		
SRX3159667	13317165.0	9470122.0	485223.0	947854.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1932637.0	477492.0	3837.0	71.11214736770177	13317165.0	12369311.0	92.88	947854.0	7.12	SRX3159667_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13317165.0	0.0	20-50	55.0	10.565124585315182	49.538479623853874	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	13327653	4047112	13327653	666382650	753736	659748892	0.9954878026911416	0.0808	0.473	0.4463		
SRX3159668	16996035.0	11442361.0	441158.0	1547550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2933603.0	625954.0	5409.0	67.32370814722375	16996035.0	15448485.0	90.89	1547550.0	9.11	SRX3159668_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16996035.0	0.0	20-50	55.0	9.72473070811886	49.450512957875176	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	17028987	5314804	17028987	851449350	969771	840521817	1.283403763242053	0.0763	0.4656	0.458		
SRX3172761	9588489.0	4355296.0	88680.0	1093206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3796425.0	251785.0	3097.0	45.42213064018741	9588489.0	8495283.0	88.6	1093206.0	11.4	SRX3172761_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9588489.0	0.0	20-50	52.0	8.604887360631345	49.24085359017464	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	9648458	3160308	9648458	482422900	1782718	472179931	2.123234406990216	0.0791	0.6487	0.2722		
SRX3172762	13274502.0	5913653.0	149471.0	1350304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5475601.0	381365.0	4108.0	44.54896311741111	13274502.0	11924198.0	89.83	1350304.0	10.17	SRX3172762_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13274502.0	0.0	20-50	52.0	6.098200827161501	49.19374459395915	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	13333991	4345323	13333991	666699550	2572531	653089195	2.041452555352707	0.0649	0.6014	0.3337		
SRX3172763	15077901.0	6182978.0	149053.0	1748518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6595809.0	397897.0	3646.0	41.006888160361314	15077901.0	13329383.0	88.4	1748518.0	11.6	SRX3172763_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15077901.0	0.0	20-50	51.0	5.876631612197191	49.32543694244975	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	15104219	4748235	15104219	755210950	2759409	743803301	1.5105248407746206	0.0786	0.6188	0.3026		
SRX3172764	16876445.0	8161509.0	526693.0	1413747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6340173.0	428551.0	5772.0	48.360356698344944	16876445.0	15462698.0	91.62	1413747.0	8.38	SRX3172764_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16876445.0	0.0	20-50	53.0	5.578933855323911	49.15791518889198	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	16923984	5473175	16923984	846199200	3478644	829690460	1.950928339331921	0.0684	0.6233	0.3083		
SRX3172765	14017168.0	6952170.0	742642.0	1157963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4787159.0	372712.0	4522.0	49.59753639251524	14017168.0	12859205.0	91.74	1157963.0	8.26	SRX3172765_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14017168.0	0.0	20-50	53.0	8.582184387249905	49.32496507140387	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	14040791	4308137	14040791	702039550	2992256	691433162	1.510796364677745	0.0743	0.6202	0.3055		
SRX3172766	13088071.0	5634774.0	458719.0	1389253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5268817.0	332633.0	3875.0	43.05274627559707	13088071.0	11698818.0	89.39	1389253.0	10.61	SRX3172766_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13088071.0	0.0	20-50	52.0	6.7412713731448495	49.24070896314667	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	13107597	4216419	13107597	655379850	2519349	644509958	1.6585636558707135	0.0986	0.6548	0.2466		
SRX3176780	16694501.0	8084999.0	74788.0	3187828.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4849212.0	493127.0	4547.0	48.42911447308308	16694501.0	13506673.0	80.9	3187828.0	19.1	SRX3176780_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16694501.0	0.0	20-50	52.0	8.98740913310522	49.5146230486314	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	16703814	5177701	16703814	835190700	713885	826651418	1.022434995983552	0.0457	0.6427	0.3116		
SRX3176781	15204811.0	7489198.0	58344.0	2444573.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4777344.0	431693.0	3659.0	49.25544947582709	15204811.0	12760238.0	83.92	2444573.0	16.08	SRX3176781_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15204811.0	0.0	20-50	52.0	8.285557436946375	49.51985322277271	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	15219015	4747139	15219015	760950750	594405	752966456	1.049252399054735	0.0711	0.6127	0.3163		
SRX3176782	10889117.0	4919078.0	64332.0	2153825.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3459607.0	290200.0	2075.0	45.17425976780303	10889117.0	8735292.0	80.22	2153825.0	19.78	SRX3176782_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10889117.0	0.0	20-50	51.0	9.14386820969684	49.513023875122286	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	10893187	3427523	10893187	544659350	396499	539164984	1.0087710786567787	0.035	0.7697	0.1953		
SRX3176783	17134418.0	6865130.0	175544.0	2928912.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6725963.0	435728.0	3141.0	40.06631564608731	17134418.0	14205506.0	82.91	2928912.0	17.09	SRX3176783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17134418.0	0.0	20-50	50.0	6.312855372443726	49.51748830920315	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	17146733	5265388	17146733	857336650	697051	848481329	1.0328872561321156	0.0414	0.7494	0.2092		
SRX3176784	14657620.0	4666641.0	91455.0	3138444.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6461526.0	297207.0	2347.0	31.837644856395517	14657620.0	11519176.0	78.59	3138444.0	21.41	SRX3176784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14657620.0	0.0	20-50	49.0	6.927465879987437	49.533087363432806	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	14669490	4467282	14669490	733474500	653877	726059406	1.010954573062867	0.0541	0.7375	0.2085		
SRX3176785	16883125.0	4590601.0	183969.0	2406764.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9416638.0	282753.0	2400.0	27.19046977381261	16883125.0	14476361.0	85.74	2406764.0	14.26	SRX3176785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16883125.0	0.0	20-50	49.0	5.941654486353961	49.52202444748825	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	16892576	5376595	16892576	844628800	659850	836104239	1.0092671478879245	0.0393	0.7635	0.1972		
SRX3176786	12593236.0	2698519.0	92364.0	2160972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7486909.0	153068.0	1404.0	21.428320727095084	12593236.0	10432264.0	82.84	2160972.0	17.16	SRX3176786_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12593236.0	0.0	20-50	48.0	7.017229113959052	49.53307998039583	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	2.6	12604460	3940096	12604460	630223000	659414	623799026	1.0193176066249563	0.0324	0.7392	0.2284		
