Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
HTX97_RS00010,0.015762995490608434,0.012566654042504389,-0.014689647182926856,0.05034633574551245,0.0036188649884208468,0.010273410857702425,-0.0012229941452348665,0.03228150176429793,-0.010907675099309105,0.001832558952278485,-0.02172247960808275,0.011014280376296108,-0.0204902224209107,-0.00972225611127616,-0.0006067178215404401,-0.002186305374234358,0.0024856691153927256,-0.010409179047771357,0.01619171537942562,-0.010290698104436063,-0.03814793765883572,-0.0073488530963805535,0.014341907572405494,-0.011291345600576853,0.011712936350861293,-0.02460704030018084,0.016686950795955637,0.005482314993082887,0.016588426898607903,0.00879846648573984,-0.010991644798423173
HTX97_RS00015,-0.009231177218116898,0.00571119594541219,0.010537992442503821,0.0012132548283043435,0.004161447946614545,0.012350537091453123,-0.0030954818547452223,0.008722817397920841,0.00020325436520195469,0.010577431435122709,-0.03099787835029772,0.013433785949110953,0.008803957742600099,-0.0031690335976009864,-0.0030269366291817003,-0.002410182696763984,0.008347651656834945,0.0004730468067535516,0.01685822220439347,-0.010369800914110017,-0.02686656599363186,0.011279888588744253,0.015299342583895684,-0.033170339536944364,-0.0036310063081844233,-0.0013383092147338568,0.0010358304693998007,-0.0018626204616265247,0.0012743291764850421,-0.03762139457163085,-0.0008139926338875831
HTX97_RS00020,0.0015850523608692633,0.021512384521160176,0.011456114481358142,0.005890474096590468,0.030800677627150302,0.001450012429858235,0.021022699604075264,-0.011232530013543879,0.0027288104446814222,0.0316722100372643,-0.0008076353492307558,0.00766717384550702,0.0028930120543901906,0.005229696407273779,0.01406591512545572,-0.014264891656141178,0.0009694737638306822,0.011071230129746035,-0.009394545557656994,-0.000743142461776708,-0.0200288089074276,0.0005694387390693888,-0.006035511000369047,-0.010026415144635809,-0.0026656997915130835,-0.01161803089401485,0.023074304510717326,0.011493812973985815,-0.009146817469270558,-0.06863211662221992,-0.007363737981861265
HTX97_RS00025,0.05803106981620891,0.04127191229002053,-0.01729830521165179,0.004817349213225104,-0.03076471767342686,0.010925912477239952,-0.004321096552242697,-0.0066859323284521426,0.00727838410106588,0.016702824335403054,0.028019339077722815,0.048205222632767046,-0.047040547331803725,0.00267283685175704,-0.03876710757528048,-0.038384828148711476,-0.008996179371014603,0.012730926662569737,0.007137586724421715,0.007484551437351444,-0.004919272933152723,-0.012843827198425029,0.005056980318658809,0.009482687038645939,-0.032665930036857305,-0.031817126926048864,-0.011030018543958162,0.014834872872123038,0.03958000957898599,-0.028796794587796274,0.00926910284047974
HTX97_RS00030,0.013139631130352764,0.00921418482824708,-0.01113382039860171,0.010455033379744792,0.00031332050458818695,-0.009389777882239558,-0.005182375530722163,-0.007011760384714735,-0.009659361334248814,0.009787205407462203,0.009318166259897877,0.008662956386206802,-0.004964369752726987,0.0017663061990565898,-0.010101208449630215,-0.020361726398877636,0.036808568718604696,0.015446336277925637,0.008305323108004064,0.009214734262158412,-0.010211156639953351,-0.012497951601374156,0.021960144941971845,-0.009506065342269304,-0.026859987611521023,-0.025403476297538745,0.015042069512165095,0.006103973405610484,-0.0037942478487999276,-0.02583064242994556,-0.016138993463429934
HTX97_RS00035,0.004859749235021194,-0.020019408586791097,0.008174701543116917,0.05562718867010053,-0.009182431237611468,0.002058536102352678,0.05515800088133236,0.029255941443156835,0.06742969406533988,-0.00016220566022298895,-0.02547091610335548,-0.0020514987425475062,0.015438620906244723,0.0058255927049678975,-0.012002561947649135,-0.024578078881891563,-0.04070076653772179,-0.023948305930929333,0.009811209701538648,0.0012170518592400212,-0.008948588494383326,-0.0251302376758004,0.012855842673361793,-0.004569489108248064,-0.03065855386656982,0.02971075150689603,-0.01090020528016557,0.03497476441429497,0.01628791039441233,0.0767493853363213,-0.005872530747007879
HTX97_RS00040,0.03277112045853535,0.009366492477221622,-0.003135272687641627,0.030654705624854988,0.016743439663820393,0.02588239146288416,-0.015806692492717697,0.009648736968034114,-0.01382788475306786,0.02695486541140527,0.021469843053719066,0.04280681799428662,-0.028670417600140705,0.019818286310248734,-0.0023377851438625393,0.0035318742587714586,0.026810909276252196,0.015072575704973399,0.0035769963298233395,-0.02043883585072716,-0.016376447359111767,0.001596371521129167,-0.018428884345537102,-0.03957742219808518,0.0022010211240189787,-0.002432042522656063,0.02392093433663789,0.011860635255622387,0.014727573648554766,0.040906313595507685,-0.05030488053095267
HTX97_RS00005,-0.01732765106167066,0.005784801098974514,-0.0027952579123866578,0.044193684853761704,-0.0024676922213054783,0.014493598582115153,-0.006376493964079935,0.03182202758691955,-0.011580384811415814,0.007468778159791316,0.0010647648531371995,0.01828740924655818,0.0148023621116154,-0.0007336554733823138,0.00034318790539134936,-0.009722709138984488,0.0066011912617301325,0.01768763308612238,-0.0045670166220488405,-0.04252157852664422,-0.022202069449414732,0.0016542691625836545,-0.004487771783793523,-0.00013108841805390458,0.012547442368710393,-0.022909467027600012,0.02023151255381073,0.03685919352616673,0.02073742735820783,-0.010925428539792252,0.005436200587016895
Synpcc7942_0001,0.006187380447341609,-0.010993354688977079,0.000457929688989375,0.007977212192756038,-0.0005706687565605772,-0.0018700238351776935,0.00804287008673246,0.0061078829899001924,-0.008481404738524392,-0.002600975000750034,0.005816618191716009,-0.00019638957923868506,0.023049631683936946,0.007820592445313254,0.0027650605507001202,-0.001188806006931295,-0.004167338093813067,-0.0063015007471871635,0.011805300354673892,-0.0012968136945995632,0.0072212708929074824,-0.009852761655228756,0.0013718734790290933,-0.004213426798051514,-0.008175791557091153,-0.0010443239931884887,0.0024008549217613305,-0.001766935985708135,-0.022302346184379967,-0.012884704708587937,0.02171657224829736
Synpcc7942_0002,0.005325635770622471,-0.023313259952426515,0.030817477300256267,0.0028562804788395337,0.004692149485106401,0.0029914660626416604,-0.0017007914335025235,-0.0007587290722676087,-0.0015433015249965553,-0.004017299451961412,0.01490844133945187,-0.014037499389116631,0.009790583229961054,0.006952214780240214,-0.006874634395659629,-0.000951756647974039,-0.005242105923157021,-0.0004423650090894743,0.00045151557009122877,-0.008163974398174074,0.006176112059613251,-0.01333038675538225,-0.010096410988259785,-0.006069481522217357,-0.013264421355053412,0.004231050001173929,-0.002971464192584333,-0.0064996254984041905,0.01084773881154054,-0.004808260094113028,0.003063842778899328
