Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
HKK26_RS00005,-0.011193810538590676,0.004887941273557454,-0.006363940178919517,0.00775686322052061,0.010478191634531245,0.058400847931754665,0.030777798757642184,-0.00018750015667029678,0.037883532746505806,0.019235396426447122,0.012944481875292187,0.005479768193597346,0.059896290405119665,0.012033652972691496,-0.01518666413463517,0.04131803003297594,-0.047886807422939874,0.0005202566419638204,-0.01818107436968097,-0.0057817514132667185,0.009001727226582702,-0.014887315891292267,-0.009018827346767136,-0.026913745296538533,-0.018318507058488663,-0.004266647142482562,0.003077431878787257,0.014585095689003263,0.010073214143672255,0.00848253935892818,0.056173549957070336,-0.02744364058588749
HKK26_RS00010,0.024323003082578096,-0.0005336189586086393,0.005210535061853259,-0.010851484055758816,-0.004624342521889835,-0.01255491885526138,0.02198650012864391,-0.011390171475929118,0.01105912756143332,0.008078025055569555,0.006407653734410247,0.01916318425661977,-0.01538048392902191,0.005908909109178164,-0.01978656834964097,-0.01747135981606052,0.01471192193207699,-0.01368660692229855,0.0018231988501035115,0.01337947758929972,0.011283830097002383,-0.01758758618204478,0.007017618369081077,-0.029555281030165047,-0.021876365887196676,0.006299559568036642,-0.007175660650427696,-0.01102169641154696,0.1312385109687389,0.015036365364219161,0.019439831473124208,-0.0032357403044290314
HKK26_RS00015,0.019364810016922706,-0.03016507120852005,-0.029358258259332255,-0.003505668495307387,0.0067500935505780514,-0.005330549241461291,-0.006868185931124072,-0.0065859405309808515,-0.006835544785906576,-0.003859421269457389,-0.032146170286159265,0.06113430221849002,0.012846831807655773,0.011633470823022525,0.0033536060490386237,0.0077010520859137725,0.015829229968408364,-0.002408800182262025,0.01695162824676306,0.05724090339315817,0.012369338721246799,0.006188428049972759,0.009906194694336038,-0.036181605553919687,-0.0024142769895473502,0.01475759034057451,-0.021597569616364054,-0.005385951251873063,0.007817946854260224,0.03656806778592293,-0.015138671257268812,-0.030874113768067958
HKK26_RS00020,-0.00407423200516725,-0.043413425148654525,-0.030385853455519928,-0.004297123614941324,0.024888841801357114,0.002168636766158493,0.0155643534870009,0.0019597038001352525,-0.016098296778920107,-0.002264645453387403,0.002986630602540924,0.01514932201136171,0.016201412713150305,-0.01010364362365329,-0.02452753378637386,-0.005306866359783934,0.03249044167106571,-0.025838508408001778,0.03169671386168621,0.05550346486054264,0.05326556800598954,-0.00942351487897771,0.03827491112273006,-0.0042991105705639295,0.005043563099259029,-0.005810814176260545,-0.016657864630906415,-0.041180674951351685,0.026382888567698187,0.046088746674847775,-0.020668560261833682,-0.0414073655734088
HKK26_RS00025,0.003046654860028505,-0.003930101501012222,-0.01722921183892638,0.0030944609638105503,-0.022775591877890577,0.04898612514397271,0.008281404299446427,-0.005124536959397981,-0.01305458035957938,0.02544033057973375,0.0061177060881800315,0.011793585997558389,0.019110511181327755,0.017791801183638475,0.025976220839023244,-0.07939081141957906,0.03188140643997088,0.07426821205509554,0.01489531417449818,-0.007286619644085348,0.012056704681589633,-0.014581318929836676,-0.023248542845872935,-0.009168807454789473,-0.008485977596596108,0.03679840125389985,-0.03675839663182726,-0.008772687814917154,0.012949935896129942,0.014886184021901065,-0.03361440671755309,0.009592807226047587
HKK26_RS00030,0.012908576659570247,-0.0014769060237831188,-0.009567567929860776,-0.03684868256724423,-0.015489034140356055,-0.005682172119729466,-0.011680008864151136,0.005216826296071308,0.002461159082392902,0.005904253515554083,-0.007388813993105679,0.01433471524843079,0.011328233661597456,0.02822913745840691,0.045603529152805404,0.014849461017226149,-0.014547022717089762,-0.004425572894728432,0.023815075841470027,0.04462154357275384,0.008811178811207507,0.00826685077042442,-0.010778816943073487,-0.006363793522036107,-0.02304749120147538,0.007047377662752161,-0.012431416820209372,0.010965040296224077,-0.016029572511103637,0.029793343935349586,-0.037571935886694156,0.027649382832419214
HKK26_RS00035,-0.003865318471719037,0.019376373307521746,-0.005165020927789045,-0.023144214547640676,-0.015668776279184032,0.09799277024697714,-0.011912571028820538,-0.013490826705813757,0.022402164853109575,0.012797055169116929,0.00181405578779362,0.0056963919029314695,0.015623912354409979,0.021245806641803266,0.0038112662676503873,0.011077304695991686,-0.03347842475649736,0.09098683998098035,-0.01483208896588991,0.031162013292474044,0.01389298809167229,-0.005159270702178016,0.01782175717697063,0.008694568665798699,-0.006542146307849119,-0.00015631244086294208,-0.0007949076055994734,0.006508175559141265,-0.014213493705530864,0.05266030829744412,-0.013018486814780884,-0.002367907282696014
HKK26_RS00040,0.015006669293525794,0.007713200559666507,-6.377424214173754e-05,-0.003725233183577773,-0.020334071069643418,-0.0008662657739001516,2.87931044337736e-06,-0.006573031032741546,0.02030328343288236,-0.00025714589362310804,-0.011506121848579671,-0.036975879490219285,-0.0028910001071260675,-0.0024340976194819216,0.0025868728453241146,0.003433009555885035,0.013929303241600225,-0.0071319845891624845,-0.0182735079412921,0.012981927718028472,0.01990129192853436,0.003471271555984043,0.022201419545138434,-0.00030510332424826743,-0.02917555098084175,-0.0208566190375469,0.003846240648649563,0.011645472830529807,-0.007553732896658678,0.0016858676088106152,-0.02964262948389004,0.017365535736513057
HKK26_RS00045,0.0034399907690776826,0.05141405229311016,0.01595961436639442,0.018253514712970216,-0.03742876032296437,0.055044499234656936,0.002970652249054751,0.011637180903376626,-0.002718157026832259,0.016964990227049063,0.007483828203920054,-0.01457296628420374,-0.01478538815182849,0.007473581056164255,-0.021256414841530447,-0.02303824167380549,0.10201377331795757,0.037594578254950155,0.005920400176356934,-0.010969470815844536,0.003285633437612529,0.000547557216795952,-0.011524172109587122,0.002086012484242819,-0.07054921993058101,-0.05194519874774145,-0.014503569827260053,0.056862696605985856,0.05646438093034115,-0.05336363356576046,-0.016544758435700177,0.025531059371485205
HKK26_RS00050,-0.0021327487490782238,-0.013240179665850489,-0.004286390481032159,0.009820357406536162,-0.03591205444588239,-0.01408098725241748,-0.011637169719806682,-0.018562996700185627,0.026326204555540876,-0.014788509217339131,-0.0005775768094918913,0.004749856867134776,0.001790256306318877,0.02668245152842612,-0.029182792173617224,-0.008814143099461073,0.0412041261763872,-0.004474214320152133,-0.02057306474131548,0.007717526409054537,0.014187894970263315,0.020294639345795652,0.011416653656362732,0.003972268973394924,-0.035936908467561014,-0.002560768012745552,0.0003927118793505605,-0.003978821773487481,0.012606732934366776,0.02009048772505575,0.010731961115627455,0.04160210526951886
